"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","David Price","Ben Lively","Willson Contreras","Anthony Rizzo","Ben Zobrist","Kris Bryant","Trea Turner","Bryce Harper","Mookie Betts","Jason Heyward"
"2","David Price","Ben Lively","Brian McCann","Anthony Rizzo","Jose Altuve","Evan Longoria","Carlos Correa","George Springer","Josh Reddick","Aaron Altherr"
"3","David Price","Joe Ross","Matt Wieters","Adam Lind","Wilmer Difo","Kris Bryant","Trea Turner","Bryce Harper","Mookie Betts","Josh Reddick"
"4","Jon Lester","David Price","Evan Gattis","Tommy Joseph","Cesar Hernandez","Maikel Franco","Trea Turner","Josh Reddick","Odubel Herrera","Aaron Altherr"
"5","David Price","Ben Lively","Evan Gattis","Joe Mauer","Brian Dozier","Miguel Sano","Trea Turner","Bryce Harper","Max Kepler","Robbie Grossman"
"6","Jon Lester","David Price","Cameron Rupp","Tommy Joseph","Brian Dozier","Maikel Franco","Carlos Correa","Bryce Harper","Aaron Altherr","Michael Saunders"
"7","Jon Lester","David Price","Matt Wieters","Adam Lind","Wilmer Difo","Stephen Drew","Carlos Correa","Bryce Harper","Christian Yelich","Nick Markakis"
"8","Jon Lester","Joe Ross","Willson Contreras","Anthony Rizzo","Ben Zobrist","Kris Bryant","Carlos Correa","Josh Reddick","Jason Heyward","Aaron Altherr"
"9","Jon Lester","David Price","Christian Vazquez","Mitch Moreland","Brian Dozier","Evan Longoria","Xander Bogaerts","Andrew Benintendi","Christian Yelich","Mookie Betts"
"10","Jon Lester","Michael Pineda","Matt Wieters","Adam Lind","Wilmer Difo","Evan Longoria","Trea Turner","Bryce Harper","Jason Heyward","Aaron Altherr"
"11","Jon Lester","David Price","Brian McCann","Eric Hosmer","Whit Merrifield","Mike Moustakas","Trea Turner","Mookie Betts","Lorenzo Cain","Jorge Bonifacio"
"12","Jon Lester","RA Dickey","Brian McCann","Eric Hosmer","Jose Altuve","Kris Bryant","Carlos Correa","George Springer","Josh Reddick","Nick Markakis"
