"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,738210431,"keithg222 (16/35)",0,139.4,"P Johnny Cueto P Alex Wood C Martín Maldonado 1B Yonder Alonso 2B Danny Espinosa 3B Trevor Plouffe SS Andrelton Simmons OF Matt Joyce OF Cameron Maybin OF Khris Davis",NA,"Mike Trout","83.93%",10
2,737614272,"LoveMyWife (9/10)",0,137.15,"P Matt Shoemaker P Alex Wood C Buster Posey 1B Yonder Alonso 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Khris Davis OF Mike Trout OF Yasiel Puig",NA,"Johnny Cueto","71.89%",12.1
3,738065794,"mdb770 (30/50)",0,136.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Jefry Marte 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Kole Calhoun",NA,"Khris Davis","67.36%",9
4,738209262,"lkdogg",0,135.15,"P Matt Shoemaker P Alex Wood C Buster Posey 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Kole Calhoun",NA,"Corey Seager","63.13%",17
5,737536158,"yesiiirrrr (18/50)",0,134.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Kole Calhoun",NA,"Buster Posey","59.85%",8
5,738224608,"rselig",0,134.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Kole Calhoun",NA,"Matt Shoemaker","47.35%",17.85
5,738269974,"coneheads1",0,134.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Kole Calhoun",NA,"Hunter Pence","45.17%",2
8,737951229,"jeffblue103 (6/48)",0,133.4,"P Johnny Cueto P Alex Wood C Martín Maldonado 1B Yonder Alonso 2B Danny Espinosa 3B Trevor Plouffe SS Andrelton Simmons OF Matt Joyce OF Cameron Maybin OF Jaff Decker",NA,"Sean Manaea","43.38%",-1.9
9,737977713,"Booper007",0,133.15,"P Matt Shoemaker P Alex Wood C Martín Maldonado 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Yasiel Puig",NA,"Joe Panik","40.44%",0
10,737980251,"Leak922 (6/6)",0,132.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Khris Davis OF Mike Trout",NA,"Albert Pujols","40.12%",8
11,737451919,"perilous (26/50)",0,131.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Yasiel Puig",NA,"Alex Wood","34.71%",22.3
11,737875827,"MandyJam",0,131.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Yasiel Puig",NA,"Justin Turner","33.86%",11
11,738133484,"vreturns (46/50)",0,131.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Yasiel Puig",NA,"Kole Calhoun","29.61%",11
11,738250447,"seanjk (4/4)",0,131.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Yasiel Puig",NA,"Eduardo Núñez","28.59%",0
11,738258035,"markdb5150 (1/2)",0,131.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Yasiel Puig",NA,"Yasiel Puig","27.46%",8
16,737862880,"thepriest31 (16/50)",0,130.15,"P Matt Shoemaker P Alex Wood C Martín Maldonado 1B Jefry Marte 2B Chase Utley 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Kole Calhoun",NA,"Jed Lowrie","24.37%",10
16,737996946,"Vintagejc_13 (2/3)",0,130.15,"P Matt Shoemaker P Alex Wood C Buster Posey 1B Albert Pujols 2B Jed Lowrie 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Khris Davis OF Mike Trout",NA,"Brandon Belt","23.01%",4
18,737562486,"dtpoet13 (2/6)",0,129.4,"P Johnny Cueto P Alex Wood C Buster Posey 1B Yonder Alonso 2B Danny Espinosa 3B Ryon Healy SS Corey Seager OF Cameron Maybin OF Khris Davis OF Mike Trout",NA,"Andrelton Simmons","20.69%",11
19,738250693,"Bojontop",0,129.15,"P Matt Shoemaker P Alex Wood C Martín Maldonado 1B Jefry Marte 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Mike Trout OF Kole Calhoun OF Yasiel Puig",NA,"Ryon Healy","20.54%",0
20,737256087,"bjregin",0,128.4,"P Johnny Cueto P Alex Wood C Buster Posey 1B Yonder Alonso 2B Jed Lowrie 3B Justin Turner SS Corey Seager OF Khris Davis OF Mike Trout OF Yasiel Puig",NA,"Danny Espinosa","20.23%",13
21,737862882,"thepriest31 (18/50)",0,128.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Jefry Marte 2B Chase Utley 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Kole Calhoun",NA,"Stephen Vogt","16.75%",3
21,737867166,"greenteaLL",0,128.15,"P Matt Shoemaker P Alex Wood C Martín Maldonado 1B Albert Pujols 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Khris Davis OF Mike Trout OF Kole Calhoun",NA,"Yasmani Grandal","16.44%",7
21,738168090,"tamsuKi (2/3)",0,128.15,"P Matt Shoemaker P Alex Wood C Yasmani Grandal 1B Adrián González 2B Danny Espinosa 3B Justin Turner SS Corey Seager OF Cameron Maybin OF Mike Trout OF Kole Calhoun",NA,"Cameron Maybin","14.54%",17
