"Player.Name","Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Actual.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Ownership.Pctg"
"Brandon Marshall",14,0,7300,20.8,-0.06,0.26,0,0,0,0,0,0,7.7,9.6,7.7,1.5,7,9.2,13.3,13,5.2,21.3,15.5,10.5,19,25,10.8,6.9,10,35,77,2,0.270175438596491,2,1,2,4.87372872886708
"Jarvis Landry",26,0,7100,24.3,0.15,-0.32,0.26,0.3,0.4,1.2,0,6,6.7,9.3,9.2,0.6,8.8,12.3,16.9,18,8.8,25,19.2,6.3,23,28,0,14.8,16.1,48,66,1,0.314285714285714,1,1,2,20.5013002421874
"Allen Robinson",8,0,6900,17.8,-0.02,0.05,0.07,0,0,0,0,0,9.7,10,9,1.6,5.2,7.9,12.4,16,5.4,19.4,16.6,20.6,11,24,13,2.9,7.9,32,74,3,0.245847176079734,1,1,1,4.03447183375612
"Kelvin Benjamin",12,0,6800,23.8,-0.05,-0.03,0.06,0,0,0,0,0,9.3,8.1,7.4,1,8.2,12.6,15,12,4.7,25.2,14.6,12.6,9,19,9.3,0,16.6,31,56,4,0.212927756653992,2,2,1,9.59712692192381
"Devonta Freeman",6,0,6700,26.8,0.1,0.06,0.04,12.7,14.5,16.2,2.9,4.7,5.7,4.3,4.6,1.4,5.6,14.9,16.6,35,7.4,25.7,19.1,12.5,26,26,21.8,15,8,26,34,2,0.119718309859155,3,3,4,0
"Christine Michael",7,0,6700,24.5,0,0.1,0.05,14.7,15.3,17.4,2.4,4.2,2.7,3.6,2.8,0.3,3.7,14.3,15.8,34,8,23.7,14.9,6.1,15,19,11.2,8.5,23.3,19,26,1,0.10655737704918,4,5,2,0
"Randall Cobb",5,0,6600,29.8,0.14,0.06,0,2,1.7,1.7,0.3,3.3,12.3,9.2,5.7,1.3,7.1,23.2,16,12,7,25,11,9.4,28,8,0,28.6,18.3,41,58,3,0.200692041522491,2,3,3,0.317458967418461
"Matt Forte",21,0,6500,20.8,-0.06,0.26,-0.2,21.3,19.6,20,3.5,3.5,3.3,3.6,2.4,0.4,5.6,20.1,17.2,37,4.8,29.6,16.4,16.7,19,9,23.8,33.4,3.2,21,29,1,0.101754385964912,4,4,4,6.50057304214146
"Russell Wilson",7,0,6400,24.5,0,0.1,-0.06,3.3,3.6,3.9,0,1.8,0.3,0.1,0,0,-1,10.5,14,62,8,19.9,19.7,26.3,15,8,10.2,9.7,11.5,1,1,0,0.00409836065573771,12,13,5,0
"Devontae Booker",33,0,6400,21.8,0.11,0.16,0.14,13.7,8.8,18.4,1.8,4.3,3.3,2.4,3.6,0.5,5.2,13.8,8,38,1.6,14.4,18.5,4,26,24,18.4,15.7,7.3,14,19,0,0.0693430656934307,5,5,5,14.5571840772958
"Michael Crabtree",7,0,6400,22.8,-0.23,0.09,-0.44,0,0,0,0,0,10.3,9.4,7.5,1.1,7.6,16.1,18.5,12,9.5,27.5,14,4.7,2,1,21.8,23.6,3,51,80,7,0.237388724035608,2,2,1,5.59008456358429
"Melvin Gordon",28,0,6300,25.5,0.06,-0.23,-0.2,24,20.1,18.9,4.4,3.6,5.3,4.3,2.6,0.6,6.4,22.7,20.9,36,12.9,28.9,14.9,39.1,13,7,22.5,36.1,9.4,24,34,2,0.116438356164384,3,5,4,15.2199567507341
"Emmanuel Sanders",20,0,6300,21.8,0.11,0.16,0.21,0,0,0.3,0,0,8,9.4,8.2,1.8,7.6,10.5,15.2,15,5.6,24.9,16.5,9.7,26,26,10.8,12.6,8,44,76,3,0.277372262773723,1,1,2,8.08680472127188
"Greg Olsen",21,0,6200,23.8,-0.05,-0.03,-0.28,0,0,0,0,0,7.7,9,6.9,1.1,9.9,15.9,17.4,11,8.1,26.8,14.5,16.2,9,11,2.1,0,15.4,40,64,2,0.243346007604563,1,1,2,7.8745983920799
"LeSean McCoy",4,1,6200,18.5,-0.05,-0.17,-0.23,15,16,15.5,2.4,5.3,1.7,3.4,3.8,0.1,4,19.7,20.2,34,8.6,31.8,15,16,4,5,0,1.1,37.2,21,25,1,0.103734439834025,3,4,3,0
"Doug Baldwin",4,0,6200,24.5,0,0.1,0.09,0,0.1,0,0,-4,6.7,7.3,6.6,0.7,9.4,9.7,14.4,11,4.1,24.7,15.3,14.9,15,18,9.1,12.9,7.1,40,55,2,0.225409836065574,1,1,1,0
"Terrelle Pryor",18,0,6100,21,0.01,-0.15,-0.04,0.3,1,1,0.1,2.6,10,9.5,7.1,0.8,7,17.9,16.2,15,5.1,27.4,11.8,15.7,10,14,21.1,3.8,28.8,43,77,3,0.256666666666667,1,1,1,8.33452052639077
"Jay Ajayi",13,0,6000,24.3,0.15,-0.32,0.01,22,14,16,2.5,6.4,1.3,1.7,1.6,0.3,4.9,26.2,16.9,31,3.4,30.4,11.5,25,23,16,0,31.6,36.7,9,11,1,0.0523809523809524,5,6,2,15.1519146411736
"Demaryius Thomas",18,0,6000,21.8,0.11,0.16,0.21,0,0,0,0,0,10,8,7.9,1.4,8.4,12.1,15.3,14,9.7,21,16.4,10.6,26,26,12.9,16,7.5,44,75,4,0.273722627737226,1,2,1,10.3645143388114
"Jeremy Maclin",0,1,5900,24.8,-0.1,0.16,0.02,0,0.1,0.2,0,-1,6,7.9,6.5,0.9,6.8,9.7,11.4,11,7.7,15,13,0,21,23,13.3,8,7.9,30,55,2,0.21484375,2,1,3,1.0372169076137
"Stefon Diggs",23,0,5900,23.3,0.04,0.03,0.08,0.3,0.3,0.3,0.2,-1,8.3,8.7,7,0.5,9,11.7,16.6,13,4.7,28.5,13.4,22.2,24,15,21.6,3.8,0,35,53,2,0.21900826446281,1,2,2,12.2450281417913
"Davante Adams",29,0,5900,29.8,0.14,0.06,0,0,0,0,0,0,11,8.1,8,1.1,7.4,22,16.3,13,3.8,28.8,13.7,14.1,28,8,19.4,41.2,5.4,42,62,5,0.214532871972318,1,2,2,24.5432141816767
"Todd Gurley",7,0,5800,20.8,0.17,-0.26,-0.21,17.3,19.1,18.2,3,3,5.3,3.9,3.1,1,6.2,15.9,13.6,37,8,19.2,13.4,11.4,27,8,0,15.2,13.7,21,27,0,0.113445378151261,4,5,5,4.7601834585379
"Donte Moncrief",31,0,5800,22.3,0.01,-0.31,-0.03,0.3,0.3,0,0,-1,6.3,6.3,7.6,1,6,11.4,11.4,13,2.9,20,15.5,14.5,14,22,14,0,0,12,19,3,0.0584615384615385,7,8,3,15.1302262187511
"Willie Snead",4,0,5800,29,-0.13,0.72,-0.07,0,0,0,0,0,8.7,7.3,6.7,0.5,10,12.7,15.5,10,4.5,26.5,14.6,6.6,29,20,11.6,17.7,8.7,35,44,2,0.143322475570033,3,3,3,6.23308249893153
"Ty Montgomery",36,0,5800,29.8,0.14,0.06,0,4.3,2.3,8.3,0.7,4.7,8.3,4.2,5.3,1.3,6.6,14,7,22,-3.9,17.9,17.6,12.1,28,8,0,22.6,19.4,21,27,0,0.0934256055363322,4,4,8,24.6533573465278
"Jordan Matthews",7,0,5700,20,0.05,-0.13,0,0,0,0,0,0,8.3,7.9,7.5,0.9,7.6,12.7,14.1,12,5.8,22.4,15.6,14.8,12,18,23.5,4,10.5,36,56,3,0.252252252252252,1,1,1,4.7538045107666
"Jimmy Graham",10,0,5700,24.5,0,0.1,-0.18,0,0,0,0,0,8,6.6,6.1,0.7,9.6,10.5,12.2,10,4.3,20.1,11.6,33.3,15,9,6.4,10.3,14.9,30,46,1,0.188524590163934,2,2,2,0
"Mike Wallace",13,0,5600,21.3,0.09,-0.01,-0.16,0,0.4,0.2,0,6.3,11,8.7,7.5,1,8,17.3,15.6,12,9.4,21.8,12.9,25.4,18,4,0,25,13.7,36,64,3,0.20983606557377,2,1,1,4.16034973644314
"Travis Benjamin",1,0,5600,25.5,0.06,-0.23,0.1,0,0.1,0,0,-1,6.3,7.3,6.3,0.9,8.8,8.8,13.7,10,4.6,22.9,12.8,1.5,13,13,13.4,9.4,3.7,38,60,3,0.205479452054795,1,1,1,0.724010572042773
"Marvin Jones",1,0,5600,19.3,-0.14,-0.14,-0.35,0.3,0.1,0,0,3,6,7.4,6.6,1.1,11.1,9.7,16.5,11,5.3,27.6,13.6,1.5,1,2,6.3,13.4,9.3,36,68,4,0.230508474576271,2,1,2,1.62471799735061
"Michael Thomas",24,0,5500,29,-0.13,0.72,-0.07,0,0,0,0,0,8,7.9,6.7,1,9.1,19,16.1,10,10.4,21.9,13.3,24.3,29,20,12.3,26,18.8,44,57,3,0.185667752442997,1,1,2,19.6005928168795
"Steve Smith",0,0,5400,21.3,0.09,-0.01,-0.16,0,0,0,0,0,8.3,8,0,0.6,7.8,16.9,13.4,0,4.2,22.6,0,10.7,18,4,0,0,0,27,39,1,0.127868852459016,3,3,2,0.519458980176357
"Cole Beasley",11,0,5300,28,0.1,0.33,0.15,0,0.1,0,0,7,5.7,6.6,4.7,0.7,9.6,16.1,14.3,7,9.5,19,10.5,17.6,32,27,9.3,0,23.8,37,49,3,0.214912280701754,1,1,1,6.76997726968278
"Travis Kelce",16,0,5300,24.8,-0.1,0.16,-0.34,0,0,0,0,0,5.3,6.4,6.2,1.4,8.4,12.2,13.2,10,5.3,21.2,11.6,10.8,21,7,26.1,4.4,6.2,34,46,3,0.1796875,1,2,2,9.23288900418246
"Jonathan Stewart",10,0,5200,23.8,-0.05,-0.03,-0.17,16.3,16,16.1,3.3,4,1.7,1.5,1.2,0.3,5.3,16,13.6,28,3.5,23.8,11.7,4.2,9,14,24,0,20.5,4,7,0,0.026615969581749,9,8,8,9.20375847602685
"Quincy Enunwa",4,0,5100,20.8,-0.06,0.26,0,0,0,0,0,0,6.7,7.4,7.1,0.9,8.5,13.9,13,12,8.3,17.8,11.1,3.5,19,25,19.3,15.3,7.2,36,60,3,0.210526315789474,1,2,1,5.01087610595007
"Sam Bradford",1,0,5000,23.3,0.04,0.03,0.38,1,1.7,2.1,0,-0.2,0,0,0,0,0,13.9,14.4,55,10.5,18.3,15.3,16.4,24,31,0,0,0,0,0,0,0,13,14,5,1.36403166509674
"Blaine Gabbert",0,0,5000,24,0.13,0.03,0.03,9,7.8,0,1.2,4.4,0,0.2,0,0,-16,13.7,15.6,1,8.9,22.4,0,0,26,23,0,0,0,1,1,0,0.00476190476190476,13,13,5,0.00212631592376732
"Derrick Henry",3,1,5000,22,0.11,-0.2,0.39,6.3,6.6,7.9,1,4.2,2.7,1.4,2,0.3,9.7,8.2,6,17,0,12,7.4,0,20,27,19.7,0.3,4.7,9,11,0,0.0423076923076923,7,7,9,1.37381271834607
"Tyrell Williams",20,0,5000,25.5,0.06,-0.23,0.1,0,0,0,0,0,6.3,6.6,6.7,1.3,10,10.4,12.9,11,4.4,21.4,14.2,18.5,13,13,1.4,24,5.8,33,51,2,0.174657534246575,2,2,4,5.45804034471834
"Theo Riddick",13,0,4900,19.3,-0.14,-0.14,-0.16,11,10.2,10.6,0.7,3.7,8,7.2,5.3,1.3,6.2,21.1,18.9,28,9.9,27.9,14.6,8.6,1,13,27.3,0,0,36,45,4,0.152542372881356,2,4,2,8.56395001456526
"Allen Hurns",2,1,4900,17.8,-0.02,0.05,0.07,0,0,0,0,0,9.7,8,6,1.4,7.9,14.6,12.5,11,7.6,17.4,11.2,0,11,24,22.8,8.5,12.4,31,57,2,0.18936877076412,3,2,3,4.30089921900416
"Mark Ingram",22,0,4800,29,-0.13,0.72,0.29,11.7,12.7,15.1,2,3.8,2.3,3.7,2.6,0.7,5.9,8.2,12.8,27,4.3,21.2,16.5,34.1,29,32,-0.5,17.2,8,21,25,2,0.0814332247557003,5,6,3,7.65601311511662
"DeVante Parker",6,0,4800,24.3,0.15,-0.32,0.26,0,0,0,0,0,4.7,6,7,0.5,8.2,7.3,10.3,12,3.6,16.9,15.6,2.8,23,28,0,5,7.8,23,35,1,0.166666666666667,2,2,2,1.59494957441787
"Golden Tate",3,0,4700,19.3,-0.14,-0.14,-0.35,0.3,0.8,0.4,0.1,0.5,10.3,7.8,7.6,0.8,7,20.1,11.6,14,1.7,21.5,15,25,1,2,11.2,15.3,33.8,38,67,2,0.227118644067797,1,2,4,2.55668226673783
"Terrance West",18,0,4700,21.3,0.09,-0.01,0.25,14,13.7,14.2,1.9,4.4,3,2.1,2.2,0.4,3.9,13.4,11.3,26,1.7,20.9,13.6,3.7,18,29,0,1,28.3,11,17,0,0.0557377049180328,7,7,5,7.64665732505204
"Delanie Walker",12,0,4600,22,0.11,-0.2,0.01,0.3,0.1,0,0,3,5,6,6.2,0.4,9.6,12.1,12.4,11,4.9,19.9,14.2,15.2,20,15,11.8,21.4,3.1,29,44,3,0.169230769230769,1,2,1,3.02000650652673
"Sterling Shepard",1,0,4600,23,-0.11,0.06,-0.15,0,0,0,0,0,7.3,6.9,6.6,0.4,7,6,11.3,11,4.3,18.4,11.5,14,5,7,0,8.2,6.5,33,48,2,0.172661870503597,2,2,2,1.42420640573935
"Alfred Morris",0,0,4600,28,0.1,0.33,0.3,4,5.1,6.1,0.7,3.8,0.3,0.4,0.7,0,0.7,1.4,3.8,11,0.7,7,5,5.6,32,30,0.6,0,0.2,1,3,0,0.0131578947368421,10,9,6,0.100149480009441
"Corey Coleman",12,0,4500,21,0.01,-0.15,-0.04,0,0,0.2,0,0,6.5,6.5,5.6,1,13.3,19.6,19.6,10,4.4,34.9,10.4,7.1,10,14,0,0,0,7,12,2,0.04,7,7,3,9.79040903939426
"Frank Gore",3,0,4500,22.3,0.01,-0.31,-0.34,16,15.8,13.4,1.5,4.2,3,3.6,3.6,0.5,4.1,16.1,15,29,11.3,18.7,11.1,21.1,14,1,14.2,19.3,14.8,24,31,3,0.0953846153846154,3,3,3,2.13886118771755
"DeAngelo Williams",0,0,4500,24.8,-0.11,-0.24,-0.21,2.7,12.3,4.5,1.2,3.7,0.7,3.8,0.8,0.2,4,3,13.1,9,-1.7,27.9,3.2,0.1,7,6,0,0,1,15,23,1,0.0833333333333333,5,5,5,0.0176484221672688
"Kendall Wright",5,0,4400,22,0.11,-0.2,0.04,0.3,0.2,0,0,15,6,4.4,5.1,0,11.5,17.8,11.7,9,-1,24.5,9.5,8.4,20,12,19.9,3.2,30.3,17,22,2,0.0846153846153846,5,6,4,3.222219150877
"Kenny Britt",17,0,4400,20.8,0.17,-0.26,0.07,0,0,0,0,0,7.3,6.9,6.6,0.4,11.1,18.5,14.4,11,4.5,24.2,12.1,14.9,27,31,0,7.3,35.6,34,52,2,0.218487394957983,2,2,2,9.87248483405167
"Charcandrick West",39,0,4400,24.8,-0.1,0.16,-0.03,7,5.5,15.9,0.3,4.2,2,2.8,4.3,0.3,2.6,3.9,5.2,34,2.2,8.3,16.1,10.4,21,18,8,1.8,1.9,14,18,0,0.0703125,6,6,5,44.059604887975
"Sammie Coates",10,0,4300,24.8,-0.11,-0.24,0.03,0,0.3,0,0,2.5,5.3,5.1,4.4,0.6,11.8,12.1,11.1,7,-0.5,22.8,8.9,0,7,26,0,1.4,0,20,34,2,0.123188405797101,4,3,4,3.9532465654682
"Matt Asiata",3,0,4300,23.3,0.04,0.03,-0.02,13.3,8.9,9.9,1.7,3.2,5.3,2.9,2.5,0,6.7,14.3,8.6,21,2.1,15.1,10,6.1,24,10,9.8,14,0,16,21,0,0.0867768595041322,5,5,5,0.730176888221698
"Tavon Austin",6,0,4200,20.8,0.17,-0.26,0.07,2.3,1.9,2,0.4,4.8,9.7,9.1,7.5,1,4.7,14.6,12,16,4,20,14.4,2.8,27,31,0,22.7,5.6,36,63,2,0.264705882352941,1,1,2,5.49227403109099
"Bilal Powell",1,0,4100,20.8,-0.06,0.26,-0.2,4.3,3.8,6.5,0.1,7.1,2.3,4.6,3.4,0.8,4.3,7.3,8.4,16,3,13.8,11,9.1,19,9,14.9,1.8,5.2,25,36,0,0.126315789473684,3,3,6,0.165002115684344
"Torrey Smith",3,0,4100,24,0.13,0.03,0,0,0,0,0,0,3.3,4.6,5.6,0.4,6.2,6.4,6.4,10,-0.2,13,11.6,3.8,26,17,0,2.7,16.6,13,31,2,0.147619047619048,3,3,1,1.59813904830352
"Mike Gillislee",0,0,4100,18.5,-0.05,-0.17,-0.23,7.7,4.3,5.2,0.5,6.5,1,0.9,0.6,0.1,5.1,10.8,7,10,1,13,3.3,11.6,4,5,18.4,2,12,7,8,1,0.033195020746888,6,8,3,0
"Mohamed Sanu",1,0,4100,26.8,0.1,0.06,0.01,0,0,0,0,0,8,6.3,5.7,1.1,6.8,14.2,10.7,10,2.6,18.7,13.3,12.4,26,27,23.4,3.6,15.7,34,53,3,0.186619718309859,2,2,2,0
"Ryan Mathews",0,0,4100,20,0.05,-0.13,-0.17,9,10.1,6.5,2.1,3.8,0.7,1.1,1.9,0.3,8,7.5,9.9,14,3.6,16.3,5.8,8.5,12,11,8.1,8.3,6,8,8,1,0.036036036036036,7,8,2,0.416545289466018
"Kyle Rudolph",31,0,4000,23.3,0.04,0.03,0.65,0,0,0,0,0,7,7.7,5.4,1,6,7.4,11.6,9,6.2,17,10.1,7.1,24,32,8.1,10.5,0,31,57,3,0.235537190082645,2,1,1,21.5098118848302
"Tim Hightower",10,0,4000,29,-0.13,0.72,0.29,10.3,6.4,8.7,1.7,4.2,1.3,0.7,1.5,0.4,1.2,6.5,3.6,16,-1.3,8.6,9.1,17.2,29,32,14.2,5.4,0,3,5,0,0.0162866449511401,10,11,10,3.63174759779459
"Jeremy Kerley",4,0,4000,24,0.13,0.03,0,0,0,0,0,0,8.3,8.1,6.2,0.7,5.8,11.3,11.2,11,1.6,20.7,11.1,5.2,26,17,0,3.5,3.2,31,58,2,0.276190476190476,1,1,1,1.3661579810205
"Latavius Murray",13,0,4000,22.8,-0.23,0.09,0.09,12.3,11.5,12.7,1.5,4,4.7,3.8,2.6,0.7,3.9,12.3,14,25,7.5,20.5,12.2,34.7,2,19,12.1,20.3,0,17,24,0,0.0712166172106825,5,5,8,2.96132018703075
"Jerick McKinnon",0,0,4000,23.3,0.04,0.03,-0.02,16.3,11.3,13.4,1.7,3.2,3,2.3,2,0.2,2.1,10,6.8,26,0.5,13,10.8,0.8,24,10,0,5.8,0,8,14,0,0.0578512396694215,6,7,5,0.413143183987991
"Duke Johnson",5,0,4000,21,0.01,-0.15,-0.3,4.7,5.4,5.7,0.4,5.1,6.3,5.9,4.8,0.4,6.3,14.1,11.3,19,6.5,16.2,12.4,6.6,10,2,17.6,7.3,17.4,35,48,0,0.16,2,3,5,0.695092675479537
"Kenny Stills",10,1,3900,24.3,0.15,-0.32,0.26,0,0,0,0,0,4,4.6,4.8,0.3,9.9,9.1,9.8,8,1.4,18.2,9.4,2.1,23,28,0,24,3.2,18,32,3,0.152380952380952,3,3,1,4.00853077948615
"Rashad Jennings",0,0,3900,23,-0.11,0.06,-0.11,11.7,13.3,10.7,1,2.7,3,2.8,2.1,0,5.5,8.8,8.8,22,5.8,11.8,10.3,6.9,5,15,0,12.9,7.5,9,11,0,0.039568345323741,7,8,6,0.418033710612655
"Gary Barnidge",3,0,3900,21,0.01,-0.15,0.15,0,0,0,0,0,6.3,5.9,4.9,0.4,8.6,9.6,9.4,9,4.9,14,9.6,5.3,10,24,7.2,12.6,8.9,34,50,0,0.166666666666667,3,2,5,3.99556025235117
"Mike Davis",0,0,3900,24,0.13,0.03,0.24,4.7,2.8,9,0.2,2.3,1,0.7,0.5,0.2,4,3.8,2.3,16,-0.8,5.3,6.3,2,26,31,0,8.1,2.9,2,4,0,0.019047619047619,9,11,5,0.068254741152931
"Ted Ginn",1,0,3900,23.8,-0.05,-0.03,0.06,0.7,0.9,0,0,6,5,4.6,4.5,0.1,7.6,7.3,6.4,7,2.4,10.5,9.1,9,9,19,10.3,0,11,20,32,1,0.121673003802281,4,4,4,0.583035826297
"Darren Sproles",17,0,3900,20,0.05,-0.13,-0.17,7.3,6.6,13.6,1.3,5,3.7,4,3.7,0.6,8.1,8.5,10.9,28,2.6,19.3,13.7,10.1,12,11,15.3,6.9,3.4,22,28,1,0.126126126126126,2,4,2,8.60435001711684
"Isaiah Crowell",2,0,3900,21,0.01,-0.15,-0.3,10.7,13.1,12,2.1,4.9,2.7,2.4,1.7,0.1,7.4,12.3,14.5,25,6.5,22.4,10.4,10.7,10,2,14.3,16.9,5.6,15,20,0,0.0666666666666667,6,6,5,1.66277905238605
"Victor Cruz",1,1,3800,23,-0.11,0.06,-0.15,0,0,0,0,0,5.7,5.9,5.2,0.7,8.1,5.5,8.9,9,4.4,13.4,9,5.6,5,7,0,10.5,6.1,24,42,1,0.151079136690647,3,3,3,0.615993723115393
"Brice Butler",1,0,3800,28,0.1,0.33,0.15,0,0,0,0,0,3,3.1,0.9,0.7,5.3,5.3,4.8,1,-0.7,10.3,2.1,1.9,32,27,2.9,0,9,11,22,3,0.0964912280701754,6,5,1,0.0661284252291637
"Dennis Pitta",18,0,3800,21.3,0.09,-0.01,0.05,0,0,0,0,0,9.3,8.1,8,0.6,5.9,10.2,10.6,13,4.9,16.4,13.7,3.4,18,23,0,8,9.6,38,58,0,0.19016393442623,1,2,5,4.54670133979166
"Shaun Draughn",0,0,3800,24,0.13,0.03,0.24,1.3,3.9,2.7,0.6,2.6,2.7,2,2.4,0.4,4.3,5.5,4.7,9,-1.5,11,5.7,0,26,31,0,16.3,0.2,9,14,1,0.0666666666666667,6,5,4,0.197322117725607
"Rishard Matthews",3,0,3800,22,0.11,-0.2,0.04,0,0,0,0,0,4.7,4.8,4.3,0.5,9.4,12.5,10.1,7,6.2,13.9,10.2,24.3,20,12,13.8,7.7,16,27,37,3,0.142307692307692,2,3,1,0.842446368996613
"Tyler Lockett",1,0,3800,24.5,0,0.1,0.09,0.3,0.1,0,0,2,3.7,3.7,4.3,0.4,7.6,5.3,5.3,7,0.8,9.7,9.9,4,15,18,7.2,3.3,5.5,19,30,0,0.122950819672131,4,4,5,0
"Adam Thielen",1,0,3800,23.3,0.04,0.03,0.08,0,0,0,0,0,6,5,3.2,0.4,10.4,14.3,10.1,5,1.7,18.4,7.2,10.8,24,15,7,7.2,0,26,35,1,0.144628099173554,3,3,4,0.742509520579549
"Wendell Smallwood",0,0,3700,20,0.05,-0.13,-0.17,3,4.8,3.4,0.7,3.8,0.7,0.5,0.3,0,4.7,2.9,4.1,6,-2,10.1,2.5,2.5,12,11,-1.5,1.3,9,1,3,0,0.0135135135135135,9,9,7,0.0112694743959668
"Terrance Williams",0,0,3700,28,0.1,0.33,0.15,0,0,0,0,0,5.7,5.2,3.6,0.2,10.8,9.3,10.1,6,6.3,13.9,8.1,3.9,32,27,4.5,0,11.5,22,33,1,0.144736842105263,3,4,4,0.677231621719892
"Phillip Dorsett",0,0,3700,22.3,0.01,-0.31,-0.03,0,0.1,0.2,0,3,4.3,4.4,3.1,0.7,9.2,5.4,7.6,6,3.2,12,6.4,4.8,14,22,8.3,0,3.2,18,31,1,0.0953846153846154,5,3,6,0.209867381675835
"Robert Woods",1,1,3700,18.5,-0.05,-0.17,-0.13,0.3,0.1,0,0,6,6.3,6.3,6.3,0.7,6.6,9.9,9.2,11,3.8,14.7,11.1,29.2,4,8,9,0,16,29,48,1,0.199170124481328,1,1,3,0
"Jason Witten",12,0,3700,28,0.1,0.33,0.63,0,0,0,0,0,5.3,6.4,4.6,1.4,6.4,8.4,9.3,7,5.7,12.8,10.5,30.4,32,30,9.6,0,8.2,30,46,1,0.201754385964912,2,2,4,4.57136660450736
"T.J. Yeldon",0,0,3600,17.8,-0.02,0.05,-0.09,5,9,7.9,1,3.5,2.7,4.4,3.4,0.1,4.6,5.7,9.5,20,3.9,15.1,9.4,16.5,11,17,9.6,3.8,3.6,25,33,0,0.109634551495017,4,5,8,0.216246329447137
