"Player.Name","Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Actual.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Ownership.Pctg"
"Julio Jones",20,0,9500,23.3,-0.1,-0.01,-0.07,0,0,0,0,0,10.3,9,8.5,0.7,12,21.1,21.4,14,5.8,37.1,19.4,26.5,7,14,28.1,5.9,29.4,53,82,5,0.25625,1,1,1,7.87107302307597
"Mike Evans",29,0,9000,21.3,-0.04,-0.06,0.18,0,0,0,0,0,13.7,12.6,11.4,1.3,7.4,27.2,23.2,18,12.7,33.7,19.9,10.6,14,32,41,11,29.6,57,105,8,0.330188679245283,1,1,1,17.4590034085044
"Antonio Brown",22,0,8900,26.8,-0.02,-0.2,-0.05,0.7,0.3,0.4,0,9.5,10,10.8,11.7,0.9,7.9,17.3,21.2,20,11.9,30.5,24.2,37.4,8,8,21.5,0,21.9,56,89,6,0.275541795665635,1,1,1,15.3202137426945
"A.J. Green",9,0,8500,24.5,0.09,-0.13,0,0,0,0,0,0,12,11,10.2,1,10.2,24.3,22.3,16,9.4,35.2,21,19.8,12,20,0,24.1,33.9,61,95,3,0.317725752508361,1,1,2,0
"David Johnson",45,0,8400,30.3,-0.08,0.79,0.44,21.7,19.5,21.2,3.6,4.5,9.3,6.9,4.9,0.6,7.4,27.9,25.3,38,16.7,33.8,27.1,27.1,31,32,0,17.8,28.1,37,55,0,0.164670658682635,2,2,6,47.8575480231186
"Ezekiel Elliott",28,0,7900,23.8,0.08,-0.08,0.17,22.7,22.1,19.5,2.8,5,3,2.5,3.8,0.4,7.8,21.3,21.7,37,14.8,28.6,19.6,43.9,15,29,22.7,18.8,0,16,20,0,0.0778210116731518,4,6,7,17.3198355877839
"Le'Veon Bell",23,0,7700,26.8,-0.02,-0.2,-0.28,15,16.6,14.8,0.8,4.5,9.7,9.2,6.3,0.6,6.2,18.9,21.4,35,16,26.8,22.1,34.4,8,2,13,0,24.9,36,47,0,0.145510835913313,2,2,10,12.0299253399562
"Larry Fitzgerald",23,1,7600,30.3,-0.08,0.79,-0.01,0,0.1,0,0,1,11.3,10.3,7.9,1.3,6.8,14.8,17.9,12,11.4,24.4,15.8,28.3,31,27,0,17.4,16,59,85,6,0.254491017964072,1,1,1,7.9093995342903
"Jordy Nelson",21,0,7500,25.8,0.05,-0.1,0.1,0,0,0,0,0,8.7,9.1,8.4,2.1,7,14.6,16.6,16,8,25.2,16.1,33.6,19,10,22.4,19.4,1.9,39,76,7,0.229607250755287,3,1,1,8.07565142293561
"Jarvis Landry",4,0,7200,22.3,0.12,-0.21,0.1,0,0.4,0.5,0,6,7.7,8.9,9,0.6,8.5,12.4,15.6,16,7.2,23.9,16.7,11.3,22,17,6.3,0,14.8,52,73,1,0.302904564315353,1,1,3,0.972301004495274
"DeAndre Hopkins",5,0,7100,19.5,-0.13,0.08,0,0,0,0,0,0,11.3,9.5,10.5,0.6,5.7,11,13.1,16,5.3,20.8,18,9.8,20,20,0,8.4,8.6,40,75,3,0.252525252525253,1,1,1,4.15101667458748
"Melvin Gordon",28,0,7100,26.3,-0.08,0.26,-0.15,25.7,21.4,24,5,4,6,4.2,3.5,0.8,7.5,32.6,22.9,43,13.3,32.6,20.7,18.2,18,12,39.1,22.5,36.1,28,38,2,0.115151515151515,4,5,5,25.9567574749472
"Allen Robinson",7,0,7000,22.5,-0.23,0.17,-0.27,0,0,0,0,0,11.3,10.1,8.8,1.6,5.5,12.2,13.4,16,6.3,20.5,14.7,30.7,5,3,20.6,13,2.9,39,85,4,0.248538011695906,1,1,1,1.55810043590019
"Brandin Cooks",4,0,7000,26.5,-0.24,0.19,-0.41,0,0.4,0.3,0.1,6.3,7,7.8,7.3,0.9,9.6,14.9,17.3,12,5.4,29.2,14.4,18.8,3,1,11.6,14.4,18.8,42,64,5,0.182857142857143,2,2,1,2.14696598820225
"Devontae Booker",7,0,7000,23.5,0.18,0.01,0.25,15.3,8.9,13.4,1.6,4,3.7,2.4,3.4,0.4,4.9,12.7,7.5,28,1.4,13.7,13.3,10.8,27,31,4,18.4,15.7,15,23,0,0.0737179487179487,6,5,7,3.60712089544357
"Jay Ajayi",29,0,7000,22.3,0.12,-0.21,0.37,25.7,15.4,17,2.4,6,2.3,2,2.4,0.4,4.9,31.1,18.1,33,5.3,30.8,14.2,9,22,28,25,0,31.6,12,15,1,0.0622406639004149,4,5,3,22.630868001792
"Dez Bryant",3,0,7000,23.8,0.08,-0.08,-0.1,0,0,0,0,0,8,8.2,7.7,1.2,6.9,13.4,12.4,12,2.4,22.5,15.4,26.6,15,4,2.9,24.3,0,16,43,3,0.167315175097276,4,3,2,2.18648487976548
"Rob Gronkowski",23,0,6900,28.5,-0.03,-0.08,-0.39,0,0,0,0,0,6.7,5,7.2,0.7,16.1,25.5,16.2,12,3.5,29,14.3,8.6,6,3,0,24.9,19.3,22,30,3,0.111111111111111,4,5,2,11.473424397124
"DeMarco Murray",21,0,6900,22.8,0.02,-0.3,-0.23,20,19.3,16.3,2.8,4.6,4.7,4.8,3,1.3,5.3,22.8,22.6,34,18,27.2,14.7,31,13,3,21,22.8,24.7,34,42,2,0.139072847682119,2,4,4,6.06989733605196
"Brandon Marshall",4,0,6900,19,-0.06,-0.08,0.04,0,0,0,0,0,8.7,9.6,9.4,1.8,6.8,9.4,12.9,15,5.3,20.6,15.8,5.5,10,18,10.5,10.8,6.9,41,88,2,0.277602523659306,1,1,2,2.10250723519362
"Kelvin Benjamin",9,0,6800,23.5,-0.02,0.16,0.08,0,0,0,0,0,8.7,8,7.1,1,8.5,12.8,14.7,12,5.2,24.2,12.7,14.4,11,25,12.6,9.3,0,36,64,4,0.215488215488215,2,2,1,7.38867000192484
"Emmanuel Sanders",15,0,6800,23.5,0.18,0.01,-0.01,0,0,0.2,0,0,9.7,9.6,8.8,1.6,7.1,11,14.6,15,5.4,23.8,16.2,10.4,27,12,9.7,10.8,12.6,49,87,3,0.278846153846154,1,1,2,6.12185105125362
"Devonta Freeman",17,0,6800,23.3,-0.1,-0.01,-0.12,14.3,14.8,15.4,3.1,4.7,4.7,4,4.7,1.2,6.1,16.4,16.1,34,7.5,24.8,17.6,11.1,7,11,12.5,21.8,15,29,37,2,0.115625,3,3,4,7.19175690430807
"Demaryius Thomas",19,0,6700,23.5,0.18,0.01,-0.01,0,0,0,0,0,10,8.2,9.2,1.2,8,13.2,14.8,16,9.3,20.3,17.4,22.7,27,12,10.6,12.9,16,49,86,4,0.275641025641026,1,2,1,6.31620904812277
"Spencer Ware",1,0,6700,20.5,0.16,-0.28,-0.18,16,14.6,14.3,2,5,2,3.3,2.9,0.3,13.6,18.4,17.2,29,6,28.4,12.8,10.2,26,6,0,6.7,21.1,18,23,1,0.0793103448275862,5,6,4,1.46475408858705
"Ty Montgomery",7,0,6500,25.8,0.05,-0.1,0.1,6.3,3,1.1,0.7,5.7,9.3,4,5.4,1.1,7.2,18,7.7,12,-2.4,17.9,11.8,4,19,10,12.1,0,22.6,24,30,0,0.0906344410876133,4,4,8,4.01559633496349
"Randall Cobb",13,0,6400,25.8,0.05,-0.1,0.1,1.7,1.4,0.1,0.3,3.3,9.3,8.1,8.8,1.4,7.1,18.8,15.1,17,6.5,23.6,14.6,7.1,19,10,9.4,0,28.6,43,60,4,0.181268882175227,2,3,3,4.02854217875144
"Lamar Miller",9,0,6400,19.5,-0.13,0.08,-0.05,17.3,19.1,18.5,1.6,4.2,3.7,3.5,2.6,0.4,4.4,19.9,15.3,33,5.8,24.7,15.2,8.3,20,16,0,14.3,9.7,23,29,1,0.0976430976430976,5,5,4,6.50630854374588
"Davante Adams",5,0,6300,25.8,0.05,-0.1,0.1,0,0,0,0,0,12.7,8.1,6.5,1.1,7.2,24.9,16.1,12,4.5,27.7,9.8,24.6,19,10,14.1,19.4,41.2,46,70,6,0.211480362537764,1,2,2,4.81806830976679
"Jordan Reed",14,0,6200,22.3,-0.14,-0.14,-0.09,0,0,0,0,0,11.3,9.8,8.1,1,7,22.2,16.9,13,9.2,24.6,15.2,6.1,2,10,0,24.9,0,44,59,3,0.178247734138973,1,2,2,5.18361805672664
"Russell Wilson",5,0,6200,21,0,-0.06,-0.06,2.3,3.5,4.5,0.1,1.9,0.3,0.1,0,0,-1,15.4,15.5,69,8.5,22.5,17.7,29.5,9,19,26.3,10.2,9.7,1,1,0,0.003690036900369,12,14,5,1.6759757503905
"Mike Wallace",1,0,6200,25.8,0.08,0.36,0.12,0,0.4,0.3,0,6.3,9.3,8.4,6.3,0.9,9.2,21.4,16.8,11,10.1,23.5,10.9,9.9,32,25,25.4,0,25,40,70,4,0.206489675516224,1,1,1,0
"Stefon Diggs",11,0,6200,19.8,0,0.15,-0.07,0.3,0.4,0.3,0.1,3.3,10.7,9.4,7.6,1.1,8.3,15.9,17.4,13,6.3,28.4,13.7,32.4,16,9,22.2,21.6,3.8,48,67,2,0.235915492957746,1,1,2,8.8202077807928
"Matt Forte",3,0,6100,19,-0.06,-0.08,-0.22,22.3,18.8,17.3,3.2,3.8,3,3.4,2.7,0.3,5.4,24.6,17.1,33,5.6,28.7,13.5,12.9,10,7,16.7,23.8,33.4,22,31,1,0.0977917981072555,4,4,5,4.30960326098991
"Terrelle Pryor",0,0,6100,18.3,-0.09,-0.29,0.06,0,0.9,1.1,0.1,2.6,8,9.2,8.3,0.8,7,13.5,16.2,16,5.8,26.6,13.2,9.8,7,29,15.7,21.1,3.8,48,84,4,0.256880733944954,1,1,1,0
"Michael Thomas",9,0,6100,26.5,-0.24,0.19,-0.41,0,0,0,0,0,9,7.9,7,1.1,9.1,20.9,17.2,11,11.1,23.2,12,6,3,1,24.3,12.3,26,50,66,5,0.188571428571429,1,1,1,7.13963284905657
"Julian Edelman",5,0,6000,28.5,-0.03,-0.08,-0.06,0.7,1.1,0.3,0.1,4.3,8.3,7.9,8.2,1,5.7,11.8,10.7,14,6.3,15.1,15.1,15.9,6,9,0,13.7,14,44,67,1,0.248148148148148,1,1,6,5.49193354693976
"Jordan Howard",18,1,6000,23.8,0.12,0.09,0.06,16,14.1,14.8,2.3,5.1,3,3.4,2.8,0.7,7.4,15.8,16.2,30,4.7,27.6,14.5,12,29,27,0,33.2,2.2,19,26,1,0.0878378378378378,6,6,3,16.4517826937916
"Christine Michael",0,0,5900,21,0,-0.06,-0.08,10.3,14,10.9,2.3,4,1.7,3.1,2.1,0.3,3.7,8.6,14.6,22,6.6,22.7,8.7,3.6,9,14,6.1,11.2,8.5,19,26,1,0.0959409594095941,5,5,3,0.158756926452277
"Greg Olsen",5,0,5900,23.5,-0.02,0.16,-0.39,0,0,0,0,0,5.7,8.8,6.7,1.1,9.6,11.2,17.3,11,8.6,26,12.9,8.9,11,7,16.2,2.1,0,45,71,3,0.239057239057239,1,1,2,4.07691875290643
"Jordan Matthews",24,0,5900,25.3,0.16,-0.15,0.27,0,0,0,0,0,9.3,8.1,8.2,1,7.8,14.1,14.2,13,6.5,21.9,16,13.3,30,31,14.8,23.5,4,42,66,3,0.247191011235955,1,1,1,18.3720260756548
"Doug Martin",0,0,5800,21.3,-0.04,-0.06,-0.28,12.5,12.5,16.9,1,3.4,2.5,2.5,2.8,0,6.8,8.5,8.5,31,-0.2,17.1,13.6,11.6,14,4,0,0,0,5,5,0,0.0157232704402516,8,10,7,0.363335326311916
"Doug Baldwin",7,0,5800,21,0,-0.06,-0.11,0,0.1,0,0,-4,7,7.1,7.1,0.6,10,12.3,14.5,12,4.9,24,14,29.9,9,6,14.9,9.1,12.9,46,63,2,0.232472324723247,1,1,2,5.77912687097252
