"Player.Name","Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Actual.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Ownership.Pctg"
"DeMarco Murray",9,0,6900,18.5,0.02,0.15,-0.06,19.7,19.2,20.2,2.8,4.5,3.3,4.3,3.7,1,5.5,15.2,21.5,39,15.8,27.3,19.7,19.1,15,16,15.2,0,13.4,45,56,3,0.134615384615385,3,4,3,7.94037927801654
"Dez Bryant",5,0,6800,27.5,0.03,0.03,0,0,0,0,0,0,7.3,8,7.5,1.1,8.1,10.5,14.6,12,4.6,24.7,15.8,16.2,19,18,1,18.4,12.2,38,80,7,0.197530864197531,3,3,1,2.5347857162748
"Devonta Freeman",22,0,6700,32.5,-0.01,0.59,0.46,12.3,14,17,3.1,4.3,3.7,3.8,3,1,6.6,17.3,16,30,7.3,24.7,19.7,37.5,32,32,3.8,26.5,21.7,41,52,2,0.114790286975717,3,3,6,22.0465789791239
"Emmanuel Sanders",11,0,6600,20.3,0.02,-0.16,-0.07,0.3,0.1,0.2,0,4,11,9.8,8.9,1.3,7.5,22.8,16.2,15,5.8,26.5,14.8,7.8,8,10,30,6.2,32.2,75,131,5,0.283549783549784,2,2,1,5.32692539751789
"Doug Baldwin",0,0,6600,27.3,-0.05,0.03,0.14,0,0.1,0,0,-4,8.7,7.4,7.2,0.8,9.1,11.5,15.5,12,6.6,24.4,14.8,14.5,14,25,10.6,13.5,10.4,76,104,5,0.247030878859857,1,1,1,0
"Golden Tate",4,0,6500,19.3,0.06,-0.14,-0.05,0.3,0.7,0.4,0.1,-0.3,9.3,8.2,7.8,0.8,7.7,18.6,13.7,13,3.4,23.9,14.5,23.2,7,7,11.7,31.5,12.7,71,110,4,0.22964509394572,1,1,3,2.54615663086762
"Marcus Mariota",3,0,6500,18.5,0.02,0.15,0.06,5.7,4.3,4.4,0.6,6.4,0.3,0.1,0,0,0,17.2,20.2,55,11.7,28.6,17.2,7.4,15,18,7.3,0,21.6,0,1,0,0.00240384615384615,14,13,10,1.97064911678161
"Michael Thomas",2,0,6400,22.8,-0.15,-0.1,0,0,0,0,0,0,6.7,7.4,7.8,0.9,9.3,18.3,16.5,12,8,25,13.8,18.2,3,12,0,8.2,34.8,71,93,7,0.171903881700555,1,2,1,3.17457370673251
"Demaryius Thomas",7,0,6300,20.3,0.02,-0.16,-0.07,0,0,0,0,0,11.3,9.2,9.2,1.3,7.8,16.2,15.7,15,9.7,21.7,15.9,16.1,8,10,25.6,12.1,11,79,132,5,0.285714285714286,1,1,1,5.28213791759104
"Russell Wilson",0,0,6300,27.3,-0.05,0.03,-0.02,5,4.2,4.8,0.1,3.8,0,0.2,0,0.1,7,13.2,16.8,67,9.4,24.2,18.9,21.4,14,16,10.5,17,12,2,2,1,0.00475059382422803,12,13,4,0
"Brandin Cooks",4,0,6200,22.8,-0.15,-0.1,0,1,0.5,0.3,0.3,5,9,7.8,6.8,0.9,9.3,12.6,16.3,11,6.5,26,13.5,40.6,3,12,11.1,14.7,0,65,96,7,0.177449168207024,2,1,1,2.90515264872692
"Stefon Diggs",5,0,6200,24.8,0.07,0.07,-0.01,0,0.3,0.2,0.1,3.3,6.7,9.2,8.3,0.8,8.5,10.7,16.9,14,6.4,27.5,15.3,3.3,29,14,8.5,13.9,0,80,104,2,0.220806794055202,1,1,3,8.12208185202031
"Davante Adams",12,0,6100,22.8,-0.09,0,0.06,0,0,0,0,0,6.3,7.6,8.6,1.2,9.1,19.1,16.7,14,5.4,28.1,14.2,4.5,11,24,23.4,2.7,31.3,65,104,9,0.198852772466539,2,2,2,12.0025805014341
"Julian Edelman",2,0,6100,23.3,-0.22,0.18,-0.37,0,0.8,0.3,0.1,4.6,12.7,9.8,7.9,0.9,6.2,17.2,13.6,12,8.1,19,14.3,13.5,1,1,14.3,21.1,16.3,83,132,2,0.273858921161826,1,1,7,4.06800271045474
"Jordan Howard",8,0,6000,18.3,0.05,-0.1,-0.08,21,16.2,16.7,1.9,5,3.7,3.6,2.7,0.6,6.2,20.5,16.5,35,6.4,26.5,13.4,21.3,16,9,13,32.7,15.7,26,46,1,0.0978723404255319,5,4,4,4.7205539723942
"Alshon Jeffery",2,0,6000,18.3,0.05,-0.1,0.04,0,0,0,0,0,9.3,8,7.5,0.9,8.8,10.4,12.4,13,8.3,16.6,14.7,20.9,16,22,0,0,0,41,74,1,0.157446808510638,3,1,4,1.8439446398901
"Travis Kelce",25,0,5900,24.5,0.14,-0.19,0.04,0,0.1,0,0.1,-5,10.3,7.5,7.5,1.2,9.3,21.4,15.1,12,7.8,22.4,14,7.1,23,17,18.1,25,21.1,70,102,3,0.223684210526316,1,1,2,12.2826762955881
"Carlos Hyde",13,0,5900,19,0.13,-0.06,0.24,16.7,17.4,15.1,2.8,4.6,3,2.5,3.4,0.4,4.9,20.4,16.3,31,6.7,25.9,13.6,7.7,30,30,30,10.8,20.5,23,27,2,0.0673316708229426,4,6,4,16.7493571952363
"Michael Crabtree",10,0,5900,26,0.07,-0.14,-0.04,0,0,0,0,0,10.3,9.2,8.2,1.4,6.8,16.2,15.7,13,6.4,25.1,15.1,18,22,9,6.1,20.4,22,75,128,8,0.244274809160305,2,1,1,8.56902841336291
"Thomas Rawls",0,0,5900,27.3,-0.05,0.03,0.02,13,12,14.7,1.5,4.1,1.3,2.3,2.9,0.2,6.5,13.3,10.7,30,1.8,19.7,13.1,5.9,14,21,8.4,27.8,3.8,11,14,0,0.0332541567695962,7,7,5,0
"Sammy Watkins",11,0,5900,27,0.02,0.36,0.03,0,0,0,0,0,6,5.8,6.5,0.6,8.1,11.1,9.1,10,4.8,13.4,13.5,2,31,27,15.4,6.8,11,15,28,1,0.0729166666666667,5,5,3,6.62831496969303
"Tyrell Williams",11,0,5800,23.5,0.07,0.12,0.06,0,0,0,0,0,7.7,7.2,6.7,1,9.6,14.2,14.7,11,6.7,22.6,13.3,6,25,18,8.8,12.7,21,57,88,6,0.192560175054705,1,1,1,10.5800558799231
"Latavius Murray",12,0,5800,26,0.07,-0.14,0.13,20.3,14.7,14.3,2.9,4,3.3,3.5,3,0.5,5.8,20.9,17.8,28,9.6,25.9,12.7,9.2,22,25,19.3,25.5,17.8,30,41,1,0.0782442748091603,4,5,6,15.9048927421077
"Brandon Marshall",0,0,5700,18.5,-0.03,0.25,0.02,0,0,0,0,0,7.3,8.8,7.1,1.4,6.5,11.1,11.9,12,4.8,19.1,12.3,2.6,23,22,6.3,8.3,18.7,58,117,4,0.259423503325942,1,1,1,0
"Tyreek Hill",14,0,5700,24.5,0.14,-0.19,0.2,1.3,1.1,1,0.2,6.4,7.3,5.2,7.7,0.8,8,22.8,13.3,14,4.4,22.2,14.1,12.8,23,32,23.8,12.2,32.5,57,69,6,0.151315789473684,2,2,1,21.1953848010322
"Jay Ajayi",0,0,5700,21,0.03,-0.05,0.04,16.7,16.1,18.7,1.9,5,4,2.6,2.3,0.4,4.1,11.5,15.1,37,4.9,25.3,13.9,5.1,24,19,7.3,14.7,12.6,25,34,1,0.0865139949109415,4,4,7,0
"Spencer Ware",3,0,5700,24.5,0.14,-0.19,-0.18,17,15.3,15.3,1.9,4.3,2.7,3,2.7,0.3,11.2,13,15,30,5.9,24.2,13.9,12.5,23,5,7.3,20.2,11.6,29,37,2,0.081140350877193,5,6,3,2.87916198680046
"Taylor Gabriel",15,0,5600,32.5,-0.01,0.59,0.08,0.7,0.4,0,0.1,12.8,5.7,4,5.8,0.4,12.6,17.6,12.1,9,4.3,19.8,14.1,15,32,31,0,0,0,29,40,5,0.0883002207505519,4,4,1,23.0467553443299
"Tyler Eifert",22,0,5600,21.3,0.04,-0.16,0.04,0,0,0,0,0,6.3,6.3,6.6,1.3,8.8,16.7,14.2,11,5.2,23.3,14,1.9,9,20,21.8,10.5,17.8,29,44,5,0.0926315789473684,5,5,1,6.27883339057467
"Willie Snead",4,0,5600,22.8,-0.15,-0.1,0,0,0,0,0,0,7,7,6.4,0.8,8.5,11.7,13.6,10,4.9,22.4,12.4,15.6,3,12,14.5,5.8,14.8,61,84,4,0.155268022181146,3,3,3,2.08296590582098
"Jeremy Hill",8,0,5600,21.3,0.04,-0.16,0.16,20,15,15.9,2.8,4,4.3,2,3.5,0.2,6.4,17.6,13,32,4.6,21.4,14.3,12.1,9,29,26.2,12.5,14.2,21,27,0,0.0568421052631579,6,7,6,5.67803139300666
"Bilal Powell",2,0,5600,18.5,-0.03,0.25,-0.05,12.7,6,12.9,0.8,5.8,3,4.4,4.1,0.7,4.9,14.5,10.9,28,0.7,21.1,15.3,27.2,23,14,37.9,0.3,5.3,43,57,0,0.126385809312639,3,4,7,0
"Matt Forte",0,0,5500,18.5,-0.03,0.25,-0.05,8.3,16.5,10,2.4,3.7,2.7,3.2,1.4,0.3,6.1,6.6,14.4,19,3.6,25.1,8.4,3.8,23,14,0.8,10.9,8,30,42,1,0.0931263858093126,5,5,6,0
"DeSean Jackson",4,0,5500,28.8,0.13,-0.16,0.09,0,0,0,0,0,5.3,6.5,7,0.8,9.6,18,12.5,11,4.9,20,14.5,21.1,28,27,22.2,6.9,24.8,42,84,4,0.165029469548134,4,3,3,0
"Kelvin Benjamin",2,1,5500,21.8,0.07,0.05,-0.01,0,0,0,0,0,6.3,7.6,7.1,0.8,7.7,6.4,12.3,12,3.7,20.8,12.1,4,25,13,2.1,3.8,13.3,51,99,5,0.215686274509804,2,2,1,0
"Jordan Reed",2,1,5500,28.8,0.13,-0.16,0.34,0,0,0,0,0,6.3,8.2,5.6,1.1,7.8,15.5,15.4,9,5.7,25.1,11.4,1.6,28,32,2,0,31.5,62,84,5,0.165029469548134,2,3,2,0
"Jordan Matthews",11,0,5400,18,-0.02,-0.3,0.07,0,0,0,0,0,8,8.3,9.2,0.8,7.7,11.8,13.5,16,7.1,20,17.4,8.7,5,29,15.9,0,8.7,65,102,3,0.207739307535642,1,1,1,3.87724981667301
"Alex Smith",7,0,5400,24.5,0.14,-0.19,0.13,3,2.8,3.5,0.5,1.6,0.3,0.1,0,0,3,14.2,14.8,67,7.9,21.8,17.4,12.6,23,30,14.2,13.5,15,1,2,0,0.0043859649122807,15,15,6,3.63567589644578
"Jamison Crowder",10,0,5400,28.8,0.13,-0.16,0.09,0,0.2,0.5,0,-1,7.7,6.8,6.6,1.2,9,11.9,15.2,11,8.6,21.7,15.1,5.4,28,27,5.7,13.2,16.8,59,89,7,0.174852652259332,3,2,1,0
"Jarvis Landry",2,0,5400,21,0.03,-0.05,0.06,0.3,0.3,0.5,0,4.3,9,8.4,7.7,0.6,8.5,14.9,14.9,15,8,21.8,13.6,22.8,24,17,16.3,19.6,8.7,83,111,2,0.282442748091603,1,1,4,0
"Lamar Miller",5,1,5400,21.5,-0.17,0.05,-0.02,18,18.9,20,2.1,4.1,2,2.8,2.4,0.4,4.4,11.5,14.4,36,5.5,23.3,15.6,16.9,10,15,22.2,2.8,9.5,30,38,1,0.0818965517241379,5,5,5,7.39039830689402
"Doug Martin",3,0,5300,20.5,0.08,-0.23,-0.18,21,18.3,15.2,2.9,3,1.7,2.3,1.7,0.1,8.4,13.4,11.8,28,7.1,16.4,10.3,4.2,11,2,16.5,13.8,10,14,16,0,0.0335429769392034,7,8,9,1.3410717435093
"Jimmy Graham",0,0,5300,27.3,-0.05,0.03,-0.25,0,0,0,0,0,6.7,6.4,7.1,1.1,9.5,10.9,13.3,12,4.5,22.2,12.1,4.1,14,8,2.6,18.3,11.7,59,84,5,0.199524940617577,2,2,1,0
"Steve Smith",4,0,5300,23,-0.01,-0.06,0.09,0,0,0,0,0,6.7,7.5,7.5,0.9,7.8,9,13.2,12,5.9,20.6,13.4,12,12,30,9.7,11.3,6,60,86,3,0.156363636363636,3,3,3,6.47121070072681
"Jonathan Stewart",3,0,5200,21.8,0.07,0.05,0.13,17.3,16.2,17.7,3.3,3.6,1.3,1.5,1.1,0.2,2.9,13.2,11.3,31,3.3,19.3,13.1,18,25,29,12.6,5.3,21.6,7,19,0,0.0413943355119826,9,7,8,0
"Terrelle Pryor",0,1,5200,16.5,-0.04,0.17,-0.06,0,0.6,0.2,0.1,2.6,8.3,9,8.2,0.7,7.3,12.7,14.9,15,5.1,24.6,12.5,5.9,19,11,1.3,0,22.1,65,117,4,0.250535331905782,1,1,1,2.09201622559895
"Cole Beasley",3,0,5100,27.5,0.03,0.03,0,0,0.1,0,0,7,5.7,6.5,5.6,0.5,8.5,7.7,12.8,9,7.7,17.8,10.5,8.8,19,18,8.1,4.3,10.6,65,89,5,0.219753086419753,1,1,2,2.87568109457816
"Brock Osweiler",0,0,5100,21.5,-0.17,0.05,-0.12,2.7,2.2,3.3,0.3,4.5,0,0.1,0,0.1,-14,12.4,12.8,54,8.2,17.3,13.3,-0.1,10,8,4.7,17.3,15.1,1,1,0,0.0021551724137931,13,14,8,0.263619570968431
"Derrick Henry",0,0,5100,18.5,0.02,0.15,-0.06,9.7,7.5,6.1,1.1,4.3,0.3,1.1,1.2,0.2,9.3,6.9,6.2,12,0.8,11.7,5.8,17.8,15,16,5.7,0,12,10,12,0,0.0288461538461538,8,9,10,0.123919763113681
"Dontrelle Inman",14,0,5100,23.5,0.07,0.12,0.06,0,0,0,0,0,6,5.7,6.7,0.4,8.7,19.6,10.8,11,1.7,19.9,13.1,11.8,25,18,19.1,12.9,26.9,48,82,4,0.179431072210066,2,2,4,11.9408526793588
"DeAndre Hopkins",0,0,5000,21.5,-0.17,0.05,-0.1,0,0,0,0,0,7.3,9,7.9,0.5,6,10.7,12.1,13,5.7,18.5,13.1,16.7,10,5,5.3,14.8,12,60,123,4,0.265086206896552,1,1,1,3.13512359487984
"Sam Bradford",6,0,5000,24.8,0.07,0.07,0.08,2,1.4,1.9,0.1,1.4,0,0.1,0,0,5,13.4,14.6,60,10.2,19,16.2,9.6,29,29,0,0,0,1,1,0,0.00212314225053079,11,13,6,1.90288774818762
"Adrian Peterson",3,0,5000,24.8,0.07,0.07,0.08,15.5,15.5,11.2,1.5,1.6,2.5,2.5,1,0,1.4,3.8,3.8,20,2.8,4.9,8.8,2.3,29,23,0,0,0,2,5,0,0.0106157112526539,10,10,6,5.16541199840343
"Tevin Coleman",17,0,5000,32.5,-0.01,0.59,0.46,9.3,8.7,13.3,1.8,3.8,2.3,3.1,2,0.8,11.4,11.2,14.8,23,5.3,24.3,13.9,8.6,32,32,19.5,4.9,9.3,25,33,2,0.0728476821192053,5,5,6,12.0176643677307
"LeGarrette Blount",11,0,5000,23.3,-0.22,0.18,0.04,15.7,19.1,16.6,3.7,4.1,0.7,0.6,0.3,0,4.8,12.1,16.1,26,8.9,23.2,10.4,9.1,1,22,14.9,14.8,6.7,7,8,0,0.016597510373444,9,9,8,13.6137694813935
"Greg Olsen",8,0,5000,21.8,0.07,0.05,0.33,0,0,0,0,0,6.3,8,7.9,0.8,8.7,9.1,14,13,5.9,22.1,14.6,14.5,25,26,12.7,6,8.5,66,107,3,0.233115468409586,1,1,4,0
"Mohamed Sanu",7,0,4900,32.5,-0.01,0.59,0.08,0.3,0.1,0,0.1,5,4.3,5.8,6.6,0.9,7.4,7.7,10,10,2.9,17.2,14.1,7.4,32,31,0,4.6,15,51,75,3,0.165562913907285,2,2,3,9.10810258885557
"Zach Ertz",12,0,4900,18,-0.02,-0.3,-0.17,0,0,0,0,0,11.3,7.3,6.9,0.8,7,17.9,11.7,12,4.1,19.3,12.4,14,5,4,24.2,22.9,6.6,61,83,3,0.169042769857434,2,2,1,3.4507244897012
"Mike Wallace",7,0,4800,23,-0.01,-0.06,0.09,0.3,0.4,0.2,0,6.2,6.3,7.8,6.8,0.7,8.9,10.2,14.4,12,8.3,20.5,11.5,8,12,30,10.2,11.9,8.6,63,103,4,0.187272727272727,2,1,1,11.5707178063881
"Charcandrick West",0,0,4800,24.5,0.14,-0.19,-0.18,2,4.5,3.1,0.3,3.6,0.3,2.3,1.8,0.3,4.5,2.4,5,8,1.6,8.4,3.9,0.5,23,5,6.4,0,0.8,23,30,0,0.0657894736842105,7,7,6,0.0802925805942579
"Ty Montgomery",10,0,4800,22.8,-0.09,0,0.06,5.3,3.7,8.2,0.6,5.2,3,3.6,4.2,0.8,7.3,9.5,7.8,20,-0.4,16.1,11.6,33.3,11,24,17.6,7.6,3.4,37,45,1,0.0860420650095602,4,4,5,10.7394807437042
"Adam Thielen",8,1,4800,24.8,0.07,0.07,-0.01,0,0.1,0,0,11,8.3,5.8,6.1,0.5,10.1,15,12,10,5.4,18.5,13.4,0,29,14,17.1,14.6,13.3,57,76,3,0.16135881104034,3,3,2,7.17829594081555
"Jeremy Maclin",3,0,4700,24.5,0.14,-0.19,0.2,0,0.1,0,0,-1,4.7,6.6,6.6,0.7,6.6,5.3,9.1,11,3.6,14.6,12.2,14.2,23,32,2.6,0,0,31,58,2,0.12719298245614,4,4,3,2.22104129730533
"Malcolm Mitchell",3,0,4700,23.3,-0.22,0.18,-0.37,0,0,0,0,0,7.3,4.2,6.3,0.9,8.5,17.2,8.8,10,0.7,16.9,10.8,2.4,1,1,14.1,16.2,21.2,29,44,4,0.0912863070539419,5,5,2,2.65545664664767
"Brandon LaFell",1,0,4700,21.3,0.04,-0.16,-0.1,0,0.1,0,0,-2,7.3,5.9,7.4,1.1,7.5,10.8,10.1,12,2.5,17.6,11.2,16.1,9,3,5.2,20.5,6.8,44,81,5,0.170526315789474,4,2,1,0.818009672239188
"Rob Kelley",1,0,4700,28.8,0.13,-0.16,-0.07,14.7,11.6,17.5,2,4.6,1.7,1,1.5,0.2,2.6,9.8,9.7,30,-0.2,19.5,12.3,15.5,28,8,16.8,6.3,6.2,6,12,1,0.0235756385068762,10,8,6,0
"Pierre Garcon",3,0,4700,28.8,0.13,-0.16,0.09,0,0,0,0,0,6.3,7,7.4,0.9,8.5,13.3,12.5,12,6.6,18.4,13.9,14.8,28,27,16.9,14.8,8.3,65,95,3,0.18664047151277,1,1,4,0
"Marvin Jones",0,0,4700,19.3,0.06,-0.14,-0.05,0,0.1,0,0,3,6,6.8,6.7,0.8,9.7,7.5,13,11,2.4,23.6,11.9,7.1,7,7,10.7,0,9.4,46,95,4,0.198329853862213,4,2,3,1.08603837335586
"DeVante Parker",1,0,4700,21,0.03,-0.05,0.06,0,0,0,0,0,4.3,5.9,6.3,0.7,8.4,8.4,10.8,11,3.9,17.7,11.2,2.7,24,17,3.4,12.4,9.4,47,70,4,0.178117048346056,2,2,2,0
"Mark Ingram",0,0,4700,22.8,-0.15,-0.1,-0.26,9.3,11.5,12.3,1.8,5.1,3,3.3,2.8,0.5,6.3,15.4,14.5,24,3.8,25.2,11.4,11.2,3,3,3.3,10.3,32.7,36,43,4,0.0794824399260629,5,6,3,0.897141955426015
"Rishard Matthews",3,0,4600,18.5,0.02,0.15,0.16,0,0,0,0,0,7.7,5.8,6.2,0.6,9.1,14.4,12.6,10,6,19.2,11.9,16.5,15,28,3.6,0,15.4,51,78,8,0.1875,2,2,1,8.41169208491521
"Tyler Boyd",2,0,4600,21.3,0.04,-0.16,-0.1,0.7,0.2,0.2,0,14.3,7,5.5,6.5,0.6,7.4,12.2,8.5,11,3.3,13.6,11.3,3.3,9,3,14.9,10.6,11.2,49,72,1,0.151578947368421,2,3,4,2.09503299885827
"Mike Gillislee",0,0,4600,27,0.02,0.36,0.22,8,5.5,4.8,0.9,6.2,0.3,0.8,0.5,0.2,4,9.2,7.9,8,2.1,13.7,4.1,9.7,31,31,3.4,16.9,0,9,11,1,0.0286458333333333,7,10,3,0.849801821202811
"Kenny Britt",0,0,4600,12.3,-0.04,-0.08,0.03,0,0,0,0,0,9.3,7.6,6.9,0.8,9.5,15.4,14.7,12,7.4,22.1,11.7,9,5,20,15.2,14.7,16.2,64,102,5,0.226666666666667,1,1,1,0
"Randall Cobb",0,0,4600,22.8,-0.09,0,0.06,0,0.8,0.6,0.2,3.3,4.3,6.9,6.7,1.1,7.3,9.1,12.6,12,5.5,19.8,11.1,0,11,24,6.3,10.9,10.1,62,88,5,0.168260038240918,3,3,3,0.802461686979607
"Sterling Shepard",1,0,4600,23.3,0.02,-0.09,-0.02,0.3,0.1,0,0,22,4,6.5,7.2,0.6,6.4,7.1,11.2,12,5.1,17.3,12.4,15.6,18,8,6.9,12.1,2.2,54,86,6,0.173387096774194,2,2,2,1.54946115788399
"Ted Ginn",2,0,4500,21.8,0.07,0.05,-0.01,1.3,0.9,0,0.1,6.2,6.7,5.5,5.3,0.2,8.3,16.7,9.9,9,2.9,16.9,9.3,16.4,25,13,4.6,19.6,25.8,44,72,4,0.156862745098039,3,3,2,0
"Anquan Boldin",0,0,4500,19.3,0.06,-0.14,-0.05,0,0,0,0,0,7,6,7,1.3,6.2,13.9,11.2,11,6,16.3,12.4,4.3,7,7,13.9,8,19.9,58,83,8,0.173277661795407,2,3,1,1.48889363321607
"Rashad Jennings",2,0,4500,23.3,0.02,-0.09,-0.07,12,13.6,13.9,0.9,3.4,3.3,3.6,3,0.1,5.3,11,11.3,29,5.5,17,13.1,3.8,18,7,7.7,17.3,7.9,30,36,1,0.0725806451612903,4,5,4,0.914778476018973
"Todd Gurley",0,0,4500,12.3,-0.04,-0.08,-0.19,13.3,17.5,18.2,2,3.3,3.7,3.5,1.9,0.6,5.9,12.3,12.7,35,7.9,17.5,11.5,4.6,5,3,17.3,6.7,12.9,37,49,0,0.108888888888889,4,5,5,0
"Allen Robinson",7,0,4400,18,-0.13,-0.02,-0.1,0,0,0,0,0,5.7,9.1,7.4,1.2,5.4,4.4,12.5,12,3.8,21.1,12.2,3.5,6,6,2.7,6.1,4.4,57,125,6,0.234082397003745,1,1,1,7.45096583156195
"Frank Gore",0,0,4400,19.8,-0.14,-0.05,-0.11,15,16,14.8,2.1,3.8,1.3,3,3.2,0.5,6.1,9.1,14.2,30,9.2,19.2,12.9,18.5,2,10,15.4,7.9,4.1,33,43,4,0.0870445344129555,3,6,4,1.43319935765936
"Kenneth Farrow",26,0,4400,23.5,0.07,0.12,0.09,7,4.5,15.9,0.5,3.5,2,1.1,3.5,0,3,5,2.8,32,-1.8,7.3,15.1,6.3,25,28,13.8,1.5,-0.3,7,9,0,0.0196936542669584,8,8,8,15.8749570689959
"Alfred Blue",0,0,4400,21.5,-0.17,0.05,-0.02,9.3,6.1,5.2,0.7,4.7,1,0.6,0.3,0.1,1,5,3.2,9,1.1,5.4,3.8,1.5,10,15,6.5,6.1,0,4,7,0,0.0150862068965517,10,10,8,0.0464118962972589
"Quincy Enunwa",1,0,4300,18.5,-0.03,0.25,0.02,0,0,0,0,0,4.7,6.4,5.6,0.8,8.2,10.9,10.9,9,3.7,18.2,7.6,11.4,23,22,5.9,2,24.9,46,83,4,0.184035476718404,2,2,1,0
"Kyle Rudolph",21,0,4300,24.8,0.07,0.07,0.13,0,0,0,0,0,10,7.5,6.1,1.3,5.8,14,11.6,10,6.3,17,11.3,17.7,29,23,16,10.5,15.4,59,104,7,0.220806794055202,2,1,1,12.9138780852308
"Cameron Meredith",2,0,4200,18.3,0.05,-0.1,0.04,0,0.1,0,0.1,6,7,6,5.7,0.7,8.9,10.9,11.4,10,1.8,21,11.7,22.4,16,22,19.2,9.7,3.9,47,74,3,0.157446808510638,2,1,2,2.95342102087607
"Devontae Booker",0,0,4200,20.3,0.02,-0.16,-0.04,15,11.5,10.3,1.6,3.4,1.7,2.2,2.1,0.4,5.3,8.3,8,21,2.5,13.4,8.3,5.3,8,11,3.1,10.7,11.1,21,30,0,0.0649350649350649,3,5,8,0.198874975633754
"Robby Anderson",1,0,4200,18.5,-0.03,0.25,0.02,0.7,0.3,0,0,14,8.3,5.6,6.5,0.3,7.5,12.5,8.1,11,3.2,13.1,10.2,18,23,22,17.1,16.1,4.4,36,61,2,0.135254988913525,4,3,3,0
