"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Francisco Lindor","Mookie Betts","Giancarlo Stanton","Lorenzo Cain"
"2","Chris Sale","Joe Biagini","Yadier Molina","Matt Carpenter","Jedd Gyorko","Mike Moustakas","Trea Turner","Mookie Betts","Giancarlo Stanton","Randal Grichuk"
"3","Chris Sale","Joe Biagini","Salvador Perez","Carlos Santana","Dee Gordon","Mike Moustakas","Trea Turner","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"4","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Jose Ramirez","Manny Machado","Trea Turner","Lorenzo Cain","Jorge Soler","Randal Grichuk"
"5","Chris Sale","Joe Biagini","Yan Gomes","Carlos Santana","Jose Ramirez","Mike Moustakas","Francisco Lindor","Giancarlo Stanton","Michael Conforto","Abraham Almonte"
"6","Chris Sale","Tyler Glasnow","Yan Gomes","Eric Hosmer","Whit Merrifield","Mike Moustakas","Trea Turner","Michael Conforto","Lorenzo Cain","Marcell Ozuna"
"7","Chris Sale","Michael Wacha","Salvador Perez","Eric Hosmer","Jedd Gyorko","Mike Moustakas","Aledmys Diaz","Michael Conforto","Lorenzo Cain","Randal Grichuk"
"8","Chris Sale","RA Dickey","Salvador Perez","Eric Hosmer","Brad Miller","Mike Moustakas","Trea Turner","Giancarlo Stanton","Jorge Soler","Jorge Bonifacio"
"9","Chris Sale","Jose Quintana","Yan Gomes","John Jaso","Whit Merrifield","Mike Moustakas","Alcides Escobar","Giancarlo Stanton","Lorenzo Cain","Randal Grichuk"
"10","Chris Sale","Joe Biagini","Salvador Perez","Carlos Santana","Dustin Pedroia","Mike Moustakas","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Randal Grichuk"
"11","Chris Sale","Joe Biagini","Salvador Perez","Edwin Encarnacion","Jose Ramirez","Mike Moustakas","Francisco Lindor","Michael Brantley","Randal Grichuk","Marcell Ozuna"
"12","Chris Sale","Jose Quintana","Salvador Perez","Eric Hosmer","Kolten Wong","Mike Moustakas","Adeiny Hechavarria","Lorenzo Cain","Jorge Soler","Marcell Ozuna"
"13","Chris Sale","Mike Clevinger","Yan Gomes","Carlos Santana","Jedd Gyorko","Manny Machado","Francisco Lindor","Mookie Betts","Randal Grichuk","Abraham Almonte"
"14","Chris Sale","Joe Biagini","Russell Martin","Kendrys Morales","Jose Ramirez","Mike Moustakas","Trea Turner","Jose Bautista","Giancarlo Stanton","Kevin Pillar"
"15","Chris Sale","Jose Quintana","AJ Ellis","Eric Hosmer","Whit Merrifield","Mike Moustakas","Aledmys Diaz","Lorenzo Cain","Corey Dickerson","Kevin Pillar"
"16","Chris Sale","Mike Clevinger","Yan Gomes","Freddie Freeman","Dee Gordon","Manny Machado","Francisco Lindor","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"17","Chris Sale","Tanner Roark","Salvador Perez","Carlos Santana","Whit Merrifield","Mike Moustakas","Alcides Escobar","Michael Conforto","Lorenzo Cain","Kevin Pillar"
"18","Chris Sale","Joe Biagini","Yan Gomes","Carlos Santana","Daniel Murphy","Anthony Rendon","Trea Turner","Giancarlo Stanton","Lorenzo Cain","Jayson Werth"
"19","Chris Sale","Joe Biagini","Salvador Perez","Carlos Santana","Whit Merrifield","Manny Machado","Trea Turner","Mark Trumbo","Adam Jones","Joey Rickard"
"20","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Jedd Gyorko","Todd Frazier","Francisco Lindor","Michael Conforto","Jorge Soler","Jorge Bonifacio"
"21","Chris Sale","Mike Clevinger","Yan Gomes","Logan Morrison","Brad Miller","Evan Longoria","Trea Turner","Mookie Betts","Giancarlo Stanton","Corey Dickerson"
"22","Chris Sale","Jose Quintana","Yan Gomes","Carlos Santana","Whit Merrifield","Mike Moustakas","Aledmys Diaz","Marcell Ozuna","Abraham Almonte","Brandon Guyer"
"23","Chris Sale","Joe Biagini","Salvador Perez","Carlos Santana","Kolten Wong","Manny Machado","Francisco Lindor","Michael Brantley","Lorenzo Cain","Abraham Almonte"
"24","Chris Sale","Joe Biagini","Salvador Perez","Jay Bruce","Neil Walker","Jose Reyes","Trea Turner","Giancarlo Stanton","Michael Conforto","Curtis Granderson"
"25","Chris Sale","Joe Biagini","Salvador Perez","Jose Abreu","Whit Merrifield","Todd Frazier","Trea Turner","Giancarlo Stanton","Avisail Garcia","Leury Garcia"
"26","Chris Sale","Tyler Glasnow","Salvador Perez","Eric Hosmer","Jose Ramirez","Mike Moustakas","Xander Bogaerts","Lorenzo Cain","Corey Dickerson","Joey Rickard"
"27","Chris Sale","Mike Clevinger","Yadier Molina","Matt Carpenter","Jedd Gyorko","Manny Machado","Aledmys Diaz","Mookie Betts","Michael Conforto","Marcell Ozuna"
"28","Chris Sale","Tyler Glasnow","Salvador Perez","Eric Hosmer","Neil Walker","Maikel Franco","Aledmys Diaz","Giancarlo Stanton","Lorenzo Cain","Jorge Soler"
