"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Trea Turner","Mookie Betts","Lorenzo Cain","Michael Taylor"
"2","Chris Sale","Joe Biagini","Yadier Molina","Matt Carpenter","Jedd Gyorko","Manny Machado","Aledmys Diaz","Mookie Betts","Lorenzo Cain","Randal Grichuk"
"3","Chris Sale","Joe Biagini","Yan Gomes","Carlos Santana","Jedd Gyorko","Manny Machado","Francisco Lindor","Mookie Betts","Abraham Almonte","Brandon Guyer"
"4","Chris Sale","Tyler Glasnow","Salvador Perez","Eric Hosmer","Jedd Gyorko","Mike Moustakas","Aledmys Diaz","Giancarlo Stanton","Lorenzo Cain","Jorge Soler"
"5","Chris Sale","Joe Biagini","Salvador Perez","Eric Hosmer","Jose Ramirez","Manny Machado","Francisco Lindor","Lorenzo Cain","Jorge Soler","Jorge Bonifacio"
"6","Chris Sale","Jose Quintana","Yan Gomes","Eric Hosmer","Whit Merrifield","Mike Moustakas","Alcides Escobar","Lorenzo Cain","Randal Grichuk","Marcell Ozuna"
"7","Chris Sale","Joe Biagini","Yan Gomes","Hanley Ramirez","Dustin Pedroia","Mike Moustakas","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Michael Taylor"
"8","Chris Sale","Joe Biagini","Yan Gomes","Adam Lind","Daniel Murphy","Anthony Rendon","Trea Turner","Mookie Betts","Lorenzo Cain","Jayson Werth"
"9","Chris Sale","Joe Biagini","Yan Gomes","Freddie Freeman","Dee Gordon","Miguel Rojas","Francisco Lindor","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"10","Chris Sale","RA Dickey","Yan Gomes","Carlos Santana","Whit Merrifield","Mike Moustakas","Francisco Lindor","Michael Brantley","Giancarlo Stanton","Abraham Almonte"
"11","Chris Sale","Joe Biagini","Yan Gomes","Chris Davis","Jedd Gyorko","Manny Machado","Trea Turner","Mark Trumbo","Adam Jones","Joey Rickard"
