"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Aaron Sanchez",9400,"Tor@LAA 09:07PM ET",12.375,"Tor"
"SP","Marco Estrada",8900,"Tor@LAA 09:07PM ET",17.65,"Tor"
"SP","J.A. Happ",8700,"Tor@LAA 09:07PM ET",16.4,"Tor"
"SP","Matt Shoemaker",8600,"Tor@LAA 09:07PM ET",11.488,"LAA"
"SP","Garrett Richards",8600,"Tor@LAA 09:07PM ET",16.1,"LAA"
"SP","Marcus Stroman",8600,"Tor@LAA 09:07PM ET",14.233,"Tor"
"SP","Francisco Liriano",8500,"Tor@LAA 09:07PM ET",13.45,"Tor"
"SP","Tyler Skaggs",8200,"Tor@LAA 09:07PM ET",14,"LAA"
"SP","Dan Straily",7800,"Mia@SD 08:40PM ET",9.783,"Mia"
"SP","Ricky Nolasco",7600,"Tor@LAA 09:07PM ET",11.75,"LAA"
"SP","Wei-Yin Chen",7300,"Mia@SD 08:40PM ET",13.067,"Mia"
"SP","Jesse Chavez",6600,"Tor@LAA 09:07PM ET",8.96,"LAA"
"SP","Edinson Volquez",6600,"Mia@SD 08:40PM ET",11.35,"Mia"
"SP","Adam Conley",6500,"Mia@SD 08:40PM ET",12.125,"Mia"
"SP","Jered Weaver",6400,"Mia@SD 08:40PM ET",10.283,"SD"
"SP","Tom Koehler",6400,"Mia@SD 08:40PM ET",7.117,"Mia"
"SP","Mat Latos",6000,"Tor@LAA 09:07PM ET",-0.75,"Tor"
"SP","Zach Lee",5600,"Mia@SD 08:40PM ET",4.8,"SD"
"SP","Jhoulys Chacin",5500,"Mia@SD 08:40PM ET",11.788,"SD"
"SP","Sean Reid-Foley",5400,"Tor@LAA 09:07PM ET",0,"Tor"
"OF","Mike Trout",5200,"Tor@LAA 09:07PM ET",10.368,"LAA"
"SP","Clayton Richard",5200,"Mia@SD 08:40PM ET",16.25,"SD"
"SP","Luis Perdomo",5100,"Mia@SD 08:40PM ET",3.2,"SD"
"SP","Daniel Wright",5000,"Tor@LAA 09:07PM ET",-0.6,"LAA"
"SP","Jeff Locke",5000,"Mia@SD 08:40PM ET",0,"Mia"
"RP","Chris Smith",4900,"Tor@LAA 09:07PM ET",0,"Tor"
"SP","Robbie Erlin",4900,"Mia@SD 08:40PM ET",0,"SD"
"SP","Abel De los Santos",4800,"Tor@LAA 09:07PM ET",0,"LAA"
"SP","Yusmeiro Petit",4700,"Tor@LAA 09:07PM ET",5.75,"LAA"
"SP","Bud Norris",4700,"Tor@LAA 09:07PM ET",3.188,"LAA"
"SP","Alex Meyer",4700,"Tor@LAA 09:07PM ET",6.65,"LAA"
"SP","Christian Friedrich",4700,"Mia@SD 08:40PM ET",0,"SD"
"RP","Casey Lawrence",4500,"Tor@LAA 09:07PM ET",-1.15,"Tor"
"3B","Josh Donaldson",4500,"Tor@LAA 09:07PM ET",8.333,"Tor"
"SP","Jarred Cosart",4500,"Mia@SD 08:40PM ET",4.117,"SD"
"SP","Jake Esch",4500,"Mia@SD 08:40PM ET",-1.2,"SD"
"SP","Justin Nicolino",4500,"Mia@SD 08:40PM ET",0,"Mia"
"OF","Giancarlo Stanton",4500,"Mia@SD 08:40PM ET",8.688,"Mia"
"RP","Jason Grilli",4400,"Tor@LAA 09:07PM ET",1.293,"Tor"
"RP","J.P. Howell",4400,"Tor@LAA 09:07PM ET",-2.825,"Tor"
"RP","Joe Smith",4400,"Tor@LAA 09:07PM ET",4.206,"Tor"
"RP","Aaron Loup",4400,"Tor@LAA 09:07PM ET",2.643,"Tor"
"RP","Ryan Tepera",4400,"Tor@LAA 09:07PM ET",2.721,"Tor"
"RP","Matt Dermody",4400,"Tor@LAA 09:07PM ET",-12.25,"Tor"
"RP","Danny Barnes",4400,"Tor@LAA 09:07PM ET",4.35,"Tor"
"RP","Roberto Osuna",4400,"Tor@LAA 09:07PM ET",3.5,"Tor"
"RP","Joe Biagini",4400,"Tor@LAA 09:07PM ET",3.665,"Tor"
"RP","Dominic Leone",4400,"Tor@LAA 09:07PM ET",4.217,"Tor"
"RP","Jarlin Garcia",4400,"Mia@SD 08:40PM ET",3.6,"Mia"
"1B","Wil Myers",4400,"Mia@SD 08:40PM ET",9.611,"SD"
"SP","Jose Urena",4300,"Mia@SD 08:40PM ET",7.2,"Mia"
"RP","David Phelps",4300,"Mia@SD 08:40PM ET",3.138,"Mia"
"SP","J.C. Ramirez",4200,"Tor@LAA 09:07PM ET",6.467,"LAA"
"RP","Huston Street",4200,"Tor@LAA 09:07PM ET",0,"LAA"
"RP","Deolis Guerra",4200,"Tor@LAA 09:07PM ET",3.563,"LAA"
"RP","Andrew Bailey",4200,"Tor@LAA 09:07PM ET",4.113,"LAA"
"RP","Blake Parker",4200,"Tor@LAA 09:07PM ET",3.417,"LAA"
"RP","Jose Alvarez",4200,"Tor@LAA 09:07PM ET",1.975,"LAA"
"RP","Brooks Pounders",4200,"Tor@LAA 09:07PM ET",0,"LAA"
"RP","Mike Morin",4200,"Tor@LAA 09:07PM ET",0.9,"LAA"
"RP","Cam Bedrosian",4200,"Tor@LAA 09:07PM ET",5.567,"LAA"
"RP","Dustin McGowan",4200,"Mia@SD 08:40PM ET",3.186,"Mia"
"RP","Brad Ziegler",4200,"Mia@SD 08:40PM ET",3.05,"Mia"
"RP","Junichi Tazawa",4200,"Mia@SD 08:40PM ET",2.029,"Mia"
"RP","AJ Ramos",4200,"Mia@SD 08:40PM ET",2.786,"Mia"
"RP","Severino Gonzalez",4200,"Mia@SD 08:40PM ET",0,"Mia"
"RP","Kyle Barraclough",4200,"Mia@SD 08:40PM ET",4.075,"Mia"
"RP","Nick Wittgren",4200,"Mia@SD 08:40PM ET",6.933,"Mia"
"RP","Odrisamer Despaigne",4200,"Mia@SD 08:40PM ET",0,"Mia"
"OF","Christian Yelich",4200,"Mia@SD 08:40PM ET",10.063,"Mia"
"1B","Albert Pujols",4100,"Tor@LAA 09:07PM ET",6.667,"LAA"
"OF","Jose Bautista",4100,"Tor@LAA 09:07PM ET",5.063,"Tor"
"SP","Trevor Cahill",4100,"Mia@SD 08:40PM ET",20.417,"SD"
"SP","Cesar Vargas",4100,"Mia@SD 08:40PM ET",0,"SD"
"RP","Craig Stammen",4100,"Mia@SD 08:40PM ET",1.657,"SD"
"RP","Ryan Buchter",4100,"Mia@SD 08:40PM ET",2.971,"SD"
"RP","Brad Hand",4100,"Mia@SD 08:40PM ET",4.125,"SD"
"RP","Brandon Maurer",4100,"Mia@SD 08:40PM ET",3.257,"SD"
"RP","Buddy Baumann",4100,"Mia@SD 08:40PM ET",0,"SD"
"RP","Jose M. Torres",4100,"Mia@SD 08:40PM ET",4.05,"SD"
"RP","Carter Capps",4100,"Mia@SD 08:40PM ET",0,"SD"
"RP","Kevin Quackenbush",4100,"Mia@SD 08:40PM ET",4.25,"SD"
