"Mike Trout_LAA","Josh Donaldson_TOR","Giancarlo Stanton_MIA","Wil Myers_SD","Christian Yelich_MIA","Albert Pujols_LAA","Jose Bautista_TOR","Dee Gordon_MIA","Kole Calhoun_LAA","Cameron Maybin_LAA","CJ Cron_LAA","Troy Tulowitzki_TOR","Luis Valbuena_LAA","Devon Travis_TOR","JT Realmuto_MIA","Ryan Schimpf_SD","Marcell Ozuna_MIA","Kendrys Morales_TOR","Jefry Marte_LAA","Yangervis Solarte_SD","Russell Martin_TOR","Martin Prado_MIA","Manuel Margot_SD","Yunel Escobar_LAA","Ben Revere_LAA","Justin Bour_MIA","Alex Dickerson_SD","Hunter Renfroe_SD","Andrelton Simmons_LAA","Steve Pearce_TOR","Cory Spangenberg_SD","Derek Dietrich_MIA","Danny Espinosa_LAA","Kevin Pillar_TOR","Travis Jankowski_SD","Destin Hood_MIA","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","Christian Bethancourt_SD","Austin Hedges_SD","Tyler Moore_MIA","Ichiro Suzuki_MIA","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Adeiny Hechavarria_MIA","Erick Aybar_SD","AJ Ellis_MIA","Luis Sardinas_SD","Allen Cordoba_SD","Martin Maldonado_LAA","Juan Graterol_LAA","JT Riddle_MIA","Jabari Blash_SD","Carlos Perez_LAA","Darwin Barney_TOR","Hector Sanchez_SD","Miguel Rojas_MIA","Ryan Goins_TOR","Cliff Pennington_LAA","Ty Kelly_TOR","Chris Coghlan_TOR","Luis Torrens_SD"
27.952380952381,0,0,0,0,8.47453407631821,0,0,-3.60280180486122,2.99974376987993,-6.10336163140983,0,0,0,0,0,0,0,0,0,0,0,0,10.1447029516815,0,0,0,0,-9.50576618950027,0,0,0,15.9698006271859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23046212536664,0,0,0,0,0,0,0,0,0,0,0,0
0,44.8392857142857,0,0,0,0,12.2944003112756,0,0,0,0,28.0641977545141,0,2.84697302331795,0,0,0,11.0031952153494,0,0,-8.8199423375243,0,0,0,0,0,0,0,0,0,0,0,0,0.799901108874999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,101.346153846154,0,-14.8386709275494,0,0,-13.560931828956,0,0,0,0,0,0,-19.8610704840658,0,-12.7483956995692,0,0,0,0,0,0,0,0,1.95598352394328,0,0,0,0,0,-7.56988899399612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.6880096559172,0,0,0,0,0
0,0,0,80.0625,0,0,0,0,0,0,0,0,0,0,0,-3.41453480470103,0,0,0,20.4810448922763,0,0,0.770828795829329,0,0,0,0,20.4093752185769,0,0,0,0,0,0,-5.01794522990803,0,0,0,0,0,-0.0444726609606577,0,0,0,0,0,-15.4140356662328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-14.8386709275494,0,72.9238095238095,0,0,1.77641560922751,0,0,0,0,0,0,-17.9769750931014,0,43.0839407928702,0,0,0,0,0,0,0,0,11.0539310638074,0,0,0,0,0,30.7595875349373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.3522532952941,0,0,0,0,0
8.47453407631821,0,0,0,0,52.4395604395604,0,0,-7.03578875304267,-5.27286563091063,19.3748136055864,0,0,0,0,0,0,0,0,0,0,0,0,28.4740521735824,0,0,0,0,21.7756706309872,0,0,0,-5.33381530656947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2032158340624,0,0,0,0,0,0,0,0,0,0,0,0
0,12.2944003112756,0,0,0,0,32.1142857142857,0,0,0,0,6.59601406010829,0,-3.10434797680802,0,0,0,10.4537374108783,0,0,12.9111607652474,0,0,0,0,0,0,0,0,-0.324889576267998,0,0,0,-13.5792373716565,0,0,1.76678436828604,0,0,0,0,0,0,0,5.72861135168587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-13.560931828956,0,1.77641560922751,0,0,28.1098901098901,0,0,0,0,0,0,15.1067321919652,0,11.5456454363142,0,0,0,0,0,0,0,0,-2.26367742052155,0,0,0,0,0,13.5577721559215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.182233866449,0,0,0,0,0
-3.60280180486122,0,0,0,0,-7.03578875304267,0,0,34.6428571428571,13.5956784218782,-0.801089856982392,0,0,0,0,0,0,0,0,0,0,0,0,6.23479247466927,0,0,0,0,10.3737369556729,0,0,0,-10.4629268030772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30879617097659,0,0,0,0,0,0,0,0,0,0,0,0
2.99974376987993,0,0,0,0,-5.27286563091063,0,0,13.5956784218782,18.6181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.07542255460558,0,0,0,0,-9.29926057648657,0,0,0,15.2032745584662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.75079923765169,0,0,0,0,0,0,0,0,0,0,0,0
