"Mike Trout_LAA","Josh Donaldson_Tor","Giancarlo Stanton_Mia","Wil Myers_SD","Christian Yelich_Mia","Albert Pujols_LAA","Jose Bautista_Tor","Dee Gordon_Mia","Kole Calhoun_LAA","Cameron Maybin_LAA","CJ Cron_LAA","Troy Tulowitzki_Tor","Luis Valbuena_LAA","Devon Travis_Tor","JT Realmuto_Mia","Ryan Schimpf_SD","Marcell Ozuna_Mia","Kendrys Morales_Tor","Jefry Marte_LAA","Yangervis Solarte_SD","Russell Martin_Tor","Martin Prado_Mia","Manuel Margot_SD","Yunel Escobar_LAA","Ben Revere_LAA","Justin Bour_Mia","Alex Dickerson_SD","Hunter Renfroe_SD","Andrelton Simmons_LAA","Steve Pearce_Tor","Cory Spangenberg_SD","Derek Dietrich_Mia","Danny Espinosa_LAA","Kevin Pillar_Tor","Travis Jankowski_SD","Destin Hood_Mia","Justin Smoak_Tor","Rowdy Tellez_Tor","Dalton Pompey_Tor","Christian Bethancourt_SD","Austin Hedges_SD","Tyler Moore_Mia","Ichiro Suzuki_Mia","Jarrod Saltalamacchia_Tor","Ezequiel Carrera_Tor","Adeiny Hechavarria_Mia","Erick Aybar_SD","AJ Ellis_Mia","Luis Sardinas_SD","Allen Cordoba_SD","Martin Maldonado_LAA","Juan Graterol_LAA","JT Riddle_Mia","Jabari Blash_SD","Carlos Perez_LAA","Darwin Barney_Tor","Hector Sanchez_SD","Miguel Rojas_Mia","Ryan Goins_Tor","Cliff Pennington_LAA","Ty Kelly_Tor","Chris Coghlan_Tor","Luis Torrens_SD"
0,0,0,21.7142857142857,0,0,0,0,0,0,0,0,0,0,0,-11.3021978021978,0,0,0,-8.97619047619048,0,0,-3.77472527472527,0,0,0,0,43.3809523809524,0,0,0,0,0,0,-6.39090909090909,0,0,0,0,0,7.41666666666667,0,0,0,0,0,-20.1363636363636,0,-35,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.11538461538461,0,0,0,0,6.75,0,0,12.2727272727273,-1.19090909090909,1.54761904761905,0,0,0,0,0,0,0,4.76190476190476,0,0,0,0,3.8974358974359,4.66666666666667,0,0,0,27.0641025641026,0,0,0,-6.68589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1363636363636,0,0,0,0,0,0,0,0,0,0,0,0
0,11.55,0,0,0,0,0.0138888888888889,0,0,0,0,-0.138888888888889,0,4.04761904761905,0,0,0,-3.48611111111111,0,0,4,0,0,0,0,0,0,0,0,14.6111111111111,0,0,0,8.22222222222222,0,0,8.86666666666667,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,-8,0,0,-4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.22222222222222,0,24.8,0,0,7.23611111111111,0,0,0,0,0,0,-1.9047619047619,0,-0.977777777777778,0,0,0,0,0,0,0,0,13.6222222222222,0,0,0,0,0,41.1555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.91666666666667,0,1,0,0,0,0,6,0,0,0,0,0.5,0,0,0,0,0
14.3846153846154,0,0,0,0,-0.00641025641025641,0,0,-4.55769230769231,14.3909090909091,2.875,0,0,0,0,0,0,0,21.4047619047619,0,0,0,0,2.74725274725275,3.33333333333333,0,0,0,-6.68589743589744,0,0,0,55.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02272727272727,0,0,0,0,0,0,0,0,0,0,0,0
0,8.09523809523809,0,0,0,0,-10.6703296703297,0,0,0,0,2.18681318681319,0,-1.08888888888889,0,0,0,-16.1428571428571,0,0,11.530303030303,0,0,0,0,0,0,0,0,8.22222222222222,0,0,0,44.4010989010989,0,0,17.4222222222222,0,0,0,0,0,0,7.5,1.71428571428571,0,0,0,0,0,0,0,0,0,0,6.4,0,0,38,0,0,-48,0
0,0,0,-11.6909090909091,0,0,0,0,0,0,0,0,0,0,0,-4.02727272727273,0,0,0,-0.672727272727273,0,0,-4.75555555555556,0,0,0,0,-6.39090909090909,0,0,0,0,0,0,11.4727272727273,0,0,0,0,0,-13.125,0,0,0,0,0,1.05555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.75,0,0,0,0,3.46666666666667,0,0,0,0,1.82222222222222,0,11.6904761904762,0,0,0,-14.7111111111111,0,0,42.9107142857143,0,0,0,0,0,0,0,0,8.86666666666667,0,0,0,17.4222222222222,0,0,60.4888888888889,0,0,0,0,0,0,22.5,14.6666666666667,0,0,0,0,0,0,0,0,0,0,-34.0833333333333,0,0,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,-17.8863636363636,0,0,0,3.16666666666667,0,0,-15.0833333333333,0,0,0,0,7.41666666666667,0,0,0,0,0,0,-13.125,0,0,0,0,0,81.6666666666667,0,0,0,0,0,-8.73333333333333,0,73.5,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,178.5,0,82.1666666666667,0,0,-19.8333333333333,0,0,0,0,0,0,2.83333333333333,0,19.8333333333333,0,0,0,0,25.5,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.5,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,60,0,0,0,0,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,22.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.666666666666667,0,0,0,0,12.9047619047619,0,0,0,0,-10.6904761904762,0,9,0,0,0,-6.09523809523809,0,0,16.1,0,0,0,0,0,0,0,0,16,0,0,0,1.71428571428571,0,0,14.6666666666667,0,0,0,0,0,0,0,17.6190476190476,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,18,0
0,0,0.25,0,7.1,0,0,9.5,0,0,0,0,0,0,25,0,17.45,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,-5.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-9.57575757575758,0,0,0,0,0,0,0,0,0,0,0,-8.54545454545454,0,0,0,17.6060606060606,0,0,8.1,0,0,0,0,-20.1363636363636,0,0,0,0,0,0,1.05555555555556,0,0,0,0,0,-8.73333333333333,0,0,0,0,0,26.1515151515152,0,0,-19.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3.33333333333333,0,-3.33333333333333,0,0,14,0,0,0,0,0,0,0,0,25.6666666666667,0,0,0,0,0,0,0,0,-7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,-24.5,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,73.5,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.83333333333333,0,0,11.6666666666667,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,-19.1666666666667,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.886363636363636,0,0,0,0,8.81818181818182,0,0,3.24545454545455,-0.777777777777778,-6.42857142857143,0,0,0,0,0,0,0,1.8,0,0,0,0,1.06818181818182,-12.6666666666667,0,0,0,10.1363636363636,0,0,0,-1.02272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4772727272727,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,-15.3333333333333,0,0,-3.33333333333333,0,0,0,0,0,0,-2.33333333333333,0,-29.6666666666667,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,0,0,0,-1.4,0,0,0,0,-2.8,0,0.25,0,0,0,17.2,0,0,-7.4,0,0,0,0,0,0,0,0,-8,0,0,0,6.4,0,0,-34.0833333333333,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-24.952380952381,0,-22.25,0,0,20.047619047619,0,0,0,0,0,0,43.6,0,35,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,-42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4107142857143,0,0,0,0,0
0,0,0,0,0,0,-8,0,0,0,0,5.33333333333333,0,0,0,0,0,-28.6666666666667,0,0,3,0,0,0,0,0,0,0,0,-4,0,0,0,38,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6666666666667,0,0,-18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,63,0,0,0,0,-9,0,0,0,0,0,18,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
