"Place_lo","Place_hi","Payout"
1st	$3,000.00
2nd	$2,000.00
3rd	$1,500.00
4th	$1,000.00
5th	$750.00
6th	$500.00
7th - 8th	$300.00
9th - 10th	$200.00
11th - 15th	$150.00
16th - 20th	$125.00
21st - 35th	$100.00
36th - 60th	$75.00
61st - 105th	$60.00
106th - 170th	$50.00
171st - 295th	$40.00
296th - 500th	$30.00
501st - 870th	$20.00
871st - 1470th	$15.00
1471st - 2470th	$12.00
