"Bryce Harper_Was","Starling Marte_Pit","Trea Turner_Was","Nelson Cruz_Sea","Yoenis Cespedes_NYM","Gary Sanchez_NYY","Andrew McCutchen_Pit","Robinson Cano_Sea","Jean Segura_Sea","Daniel Murphy_Was","Gregory Polanco_Pit","Khris Davis_Oak","Chris Carter_NYY","Kyle Seager_Sea","Adam Eaton_Was","Matt Holliday_NYY","Rajai Davis_Oak","Curtis Granderson_NYM","Brett Gardner_NYY","Anthony Rendon_Was","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Trevor Plouffe_Oak","David Wright_NYM","Asdrubal Cabrera_NYM","Josh Harrison_Pit","Ryon Healy_Oak","Marcus Semien_Oak","Mitch Haniger_Sea","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Michael Conforto_NYM","Starlin Castro_NYY","Didi Gregorius_NYY","Jayson Werth_Was","Greg Bird_NYY","Alen Hanson_Pit","Stephen Vogt_Oak","Danny Valencia_Sea","Jose Reyes_NYM","Michael Taylor_Was","Taylor Motter_Sea","Leonys Martin_Sea","Ryan Zimmerman_Was","Wilmer Flores_NYM","Josh Bell_Pit","Chase Headley_NYY","Josh Phegley_Oak","Mark Canha_Oak","Francisco Cervelli_Pit","Adam Frazier_Pit","David Freese_Pit","Jordy Mercer_Pit","Yonder Alonso_Oak","Jarrod Dyson_Sea","Matt Wieters_Was","Travis d'Arnaud_NYM","Adam Lind_Was","John Jaso_Pit","Pete Kozma_NYY","Kevin Newman_Pit","Aaron Hicks_NYY","Mike Zunino_Sea","Jed Lowrie_Oak","Ben Gamel_Sea","TJ Rivera_NYM","Brandon Nimmo_NYM","Jose Osuna_Pit","Jake Smolinski_Oak","Gleyber Torres_NYY","Bruce Maxwell_Oak","Guillermo Heredia_Sea","Stephen Drew_Was","Juan Lagares_NYM","Austin Romine_NYY","Phil Gosselin_Pit","Shawn O'Malley_Sea","Matt Joyce_Oak","Wilmer Difo_Was","Ronald Torreyes_NYY","Carlos Ruiz_Sea","Adam Rosales_Oak","Chris Heisey_Was","Kevin Plawecki_NYM","Kyle Higashioka_NYY","Chad Pinder_Oak","Rene Rivera_NYM","Jose Lobaton_Was","Chris Stewart_Pit","Mike Freeman_Sea","Jaff Decker_Oak","Grant Green_Was"
13,0,4,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,2,0,0,0,0,2,0,0,0,0
0,10,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17,0,0,0,17,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,9,14,13,3,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,10,13,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,17,0,0,0,17,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
0,0,0,6,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,4,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,2,0,0,0,0,2,0,0,0,0
