"Place_lo","Place_hi","Payout"
"1","1","150"
"2","2","75"
"3","3","50"
"4","4","25"
"5","5","15"
"6","7","10"
"8","10","8"
"11","15","6"
"16","25","5"
"26","40","4"
"41","60","3"
"61","110","2.5"
"111","187","2"
"188","295","1.5"
