"Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Opp.Rank","Opp.Pos.Rank","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Wk-1.Snaps","Wk-1.Snap.Pct","Wk-1.Rush.Pct","Wk-1.Tgt.Pct","Wk-1.Touch.Pct","Wk-1.Util.Pct","Wk-2.Snaps","Wk-2.Snap.Pct","Wk-2.Rush.Pct","Wk-2.Tgt.Pct","Wk-2.Touch.Pct","Wk-2.Util.Pct","Wk-3.Snaps","Wk-3.Snap.Pct","Wk-3.Rush.Pct","Wk-3.Tgt.Pct","Wk-3.Touch.Pct","Wk-3.Util.Pct","Wk-1.Rush.Yds","Wk-1.Rush.TDs","Wk-1.Rec","Wk-1.Rec.Yds","Wk-1.Rec.TDs","Wk-2.Rush.Yds","Wk-2.Rush.TDs","Wk-2.Rec","Wk-2.Rec.Yds","Wk-2.Rec.TDs","Wk-3.Rush.Yds","Wk-3.Rush.TDs","Wk-3.Rec","Wk-3.Rec.Yds","Wk-3.Rec.TDs","Value"
2,"0",4600,23.3,-0.1,-0.01,-0.07,0,0,0,0,0,7,6.3,5.7,1.1,7.3,13.1,10.8,10,3.2,18.4,11.5,7,14,21,4.9,6.1,4.2,6.3,15.7,3.6,23.4,12.4,39,61,3,0.190625,2,2,2,52,71,0,14,10,14,55,87,0,18,16,18,51,79,0,8,4,8,0,0,5,74,0,0,0,9,84,1,0,0,2,16,0,0
2,"0",3900,22.5,-0.23,0.17,-0.27,0.3,0.1,0.2,0,11,6.3,6.1,5.6,0.8,9,12.1,10.2,11,4.3,16.1,7.8,5,3,4.2,12.5,9.4,6.8,0,12.1,20.7,2.1,13.5,36,51,0,0.149122807017544,2,3,9,62,81,2,13,8,15,58,81,0,5,2,5,47,70,0,17,15,17,11,0,4,84,0,0,0,1,21,0,0,0,7,107,0,0
4,"0",3800,20.5,0.16,-0.28,0.05,1.7,1,0,0,5.6,4,3.5,5.6,0.9,8.4,13.6,9.2,10,2.9,15.5,10.5,26,28,7.9,2.7,5.3,13.2,0,4,13.1,21.5,6.2,22,28,4,0.096551724137931,4,4,1,34,59,6,15,15,21,21,28,5,29,29,33,18,35,11,6,17,17,21,0,3,11,0,7,0,5,98,1,23,0,1,38,1,1
1,"0",3800,19.8,0,0.15,-0.07,0,0,0,0,0,5.3,5.1,3.9,0.5,10.5,8.3,10.2,7,2.4,17.9,8.4,16,9,9.4,8.1,5.9,4.1,28.7,0,7.2,7,10.8,30,41,1,0.144366197183099,3,3,4,35,50,0,17,11,17,54,89,0,9,6,9,67,88,0,8,3,8,0,0,4,68,0,0,0,3,40,0,0,0,2,52,0,0
2,"0",3500,20.5,0.16,-0.28,0.05,0,0,0,0,0,3.7,4.8,6,0.8,8.3,6.5,7.2,10,4.2,10.1,9.4,26,28,8.3,3.5,7.4,13,0,5.6,4.9,8.9,5.8,26,42,0,0.144827586206897,3,3,6,51,88,0,8,6,8,54,73,0,9,6,9,30,58,0,7,7,7,0,0,3,28,0,0,0,3,59,0,0,0,2,29,0,0
10,"0",3400,26.3,-0.08,0.26,0.02,0,0,0,0,0,7.3,5.2,6.4,0.3,7.8,10.5,8.1,10,-0.5,16.6,10.8,18,26,1.6,1.7,6.2,28,1.3,2.1,8.8,11.2,11.6,29,52,1,0.157575757575758,3,3,6,76,95,0,12,8,12,79,98,0,9,5,9,66,88,0,9,5,9,0,0,6,56,0,0,0,4,72,0,0,0,3,58,0,0
0,"0",3000,26.5,-0.24,0.19,-0.41,0,0,0,0,0,1.7,3.1,0.7,0.7,8.9,6.3,6.1,1,1.7,10.4,1.1,3,1,0,3.5,14.8,3.7,0,1.6,8,6.4,4.5,17,21,1,0.06,7,7,6,25,29,0,8,8,8,28,37,0,7,7,7,17,23,0,6,6,6,0,0,2,25,0,0,0,2,44,0,0,0,1,10,1,0
0,"0",3000,19,-0.06,-0.08,0.04,0.3,0.1,0,0,30,5,4.4,4.7,0.4,6.5,8.4,6,8,3.1,8.9,7.8,10,18,0,0,5.4,3.2,2,6.4,10.1,6.1,8.9,20,31,1,0.0977917981072555,5,4,5,55,95,0,11,7,11,62,85,0,10,5,10,50,74,2,6,8,8,0,0,4,49,0,0,0,3,31,0,30,0,3,41,0,0
1,"0",3000,21,0,-0.06,-0.11,0,0,0,0,0,5,4.8,4.8,0.5,7.4,7.8,6.5,8,3.7,9.3,8.6,9,6,10.7,3.1,3.1,5.3,0,6.5,8.1,9.7,5.6,26,40,0,0.14760147601476,3,3,5,40,85,0,10,5,10,46,85,0,15,9,15,56,89,0,7,5,7,0,0,2,36,0,0,0,4,57,0,0,0,3,51,0,0
