"Charlie Blackmon_COL","Joey Votto_CIN","Paul Goldschmidt_ARI","Nolan Arenado_COL","Adam Duvall_CIN","Cody Bellinger_LAD","Corey Seager_LAD","Scooter Gennett_CIN","Robinson Cano_SEA","Billy Hamilton_CIN","Justin Turner_LAD","Ian Desmond_COL","Nelson Cruz_SEA","Mike Moustakas_KC","Eric Hosmer_KC","Chris Taylor_LAD","Zack Cozart_CIN","David Dahl_COL","Chris Owings_ARI","Raimel Tapia_COL","Jean Segura_SEA","Jake Lamb_ARI","DJ LeMahieu_COL","Trevor Story_COL","Whit Merrifield_KC","Joc Pederson_LAD","Austin Barnes_LAD","Gerardo Parra_COL","Arismendy Alcantara_CIN","Lorenzo Cain_KC","Logan Forsythe_LAD","Salvador Perez_KC","Ben Gamel_SEA","David Peralta_ARI","AJ Pollock_ARI","Mark Reynolds_COL","Eugenio Suarez_CIN","Scott Schebler_CIN","Jesse Winker_CIN","Kyle Seager_SEA","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Devin Mesoraco_CIN","Stephen Cardullo_COL","Alcides Escobar_KC","Mitch Haniger_SEA","Daniel Descalso_ARI","Yasmani Grandal_LAD","Kike Hernandez_LAD","Dustin Garneau_COL","Phillip Ervin_CIN","Pat Valaika_COL","Mike Tauchman_COL","Jarrod Dyson_SEA","Guillermo Heredia_SEA","Gregor Blanco_ARI","Yasmany Tomas_ARI","Carlos Gonzalez_COL","Tom Murphy_COL","Alex Gordon_KC","Jorge Bonifacio_KC","Chase Utley_LAD","Franklin Gutierrez_LAD","Peter O'Brien_LAD","Jose Peraza_CIN","Jordan Patterson_COL","Danny Valencia_SEA","Mike Zunino_SEA","Chris Herrmann_ARI","Tucker Barnhart_CIN","Leonys Martin_SEA","Chris Iannetta_ARI","Brandon Moss_KC","Cheslor Cuthbert_KC","Taylor Motter_SEA","Jorge Soler_KC","Trayce Thompson_LAD","Patrick Kivlehan_CIN","Paulo Orlando_KC","Billy Burns_KC","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Andrew Toles_LAD","Brandon Drury_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Willie Calhoun_LAD","Alexi Amarista_COL","Tony Wolters_COL","Rey Fuentes_ARI","Rob Segedin_LAD","Alex Verdugo_LAD","Ryan Hanigan_COL","Cristhian Adames_COL","DJ Peterson_SEA","Tyler Smith_SEA","Ryan O'Hearn_KC","Andre Ethier_LAD","Jack Reinheimer_ARI","Socrates Brito_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Nick Senzel_CIN","Shawn O'Malley_SEA","Terrance Gore_KC","Scott Van Slyke_LAD","Stuart Turner_CIN","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Boog Powell_SEA","Ramon Torres_KC","Raul Mondesi_KC","Hunter Dozier_KC","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Mike Freeman_LAD","Jeff Mathis_ARI","Drew Butera_KC","Brett Eibner_LAD","Ildemaro Vargas_ARI"
75,0,0,73,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,15,0,0,69,58,0,0,0,30,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,13,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78,0,0,72,0,0,37,0,70,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,72,71,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,46,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,71,0,0,0,0,0,0,0,0,0,0,0,57,32,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,27,39,0,0,0,0,0,0,0,0,0,0,0,26,0,0,27,0,0,0,0,0,0,0,0,6,0,0,63,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
73,0,0,76,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,16,0,0,70,58,0,0,0,32,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,12,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72,0,0,72,0,0,32,0,65,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,66,66,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,41,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,59,51,0,0,0,36,0,0,0,0,48,0,0,0,0,0,0,0,0,0,26,16,0,0,0,28,0,0,0,0,0,0,0,0,0,25,47,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,51,69,0,0,0,45,0,0,0,0,43,0,0,0,0,0,0,0,0,0,32,16,0,0,0,34,0,0,0,0,0,0,0,0,0,38,59,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,37,0,0,32,0,0,37,0,31,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,31,32,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,23,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,69,0,0,0,61,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,65,0,0,0,0,0,38,0,0,0,0,0,0,0,57,42,0,0,0,0,0,0,0,0,0,0,0,57,50,0,0,13,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0,70,0,0,65,0,0,31,0,70,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,64,65,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,41,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,36,45,0,0,0,53,0,0,0,0,29,0,0,0,0,0,0,0,0,0,31,16,0,0,0,23,0,0,0,0,0,0,0,0,0,21,46,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
46,0,0,47,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,12,0,0,47,33,0,0,0,12,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
