"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,11800,33.0508474576271,39,"Jacob deGrom","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,8,0,0,1,4,1,0
2,1,5600,60.7142857142857,34,"Bryce Harper","WAS",NA,"OF",3,3,2,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3600,88.8888888888889,32,"Yasiel Puig","LAD",NA,"OF",8,2,2,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,9400,33.1382978723404,31.15,"Gio Gonzalez","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8.33333333333333,0,0,0,4,2,0
5,3,4300,67.4418604651163,29,"Mark Trumbo","BAL",NA,"OF",4,3,1,3,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,9900,28.7878787878788,28.5,"James Paxton","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,0,0,2,5,0,0
7,4,4000,67.5,27,"Michael Conforto","NYM",NA,"OF",1,1,1,4,0,4,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,3800,71.0526315789474,27,"Josh Bell","PIT",NA,"1B",4,1,1,4,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,8300,30.9638554216867,25.7,"Sonny Gray","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,0,2,1,0
10,6,3600,69.4444444444444,25,"T.J. Rivera","NYM",NA,"1B/3B",5,2,1,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,4300,58.1395348837209,25,"Brian Dozier","MIN",NA,"2B",1,1,1,4,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,3600,69.4444444444444,25,"Ben Zobrist","CHC",NA,"2B/OF",1,2,1,2,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,4600,52.1739130434783,24,"Marwin Gonzalez","HOU",NA,"3B/OF",8,2,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5,6000,38.9166666666667,23.35,"Ricky Nolasco","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,0,0,1,2,2,0
15,10,4200,54.7619047619048,23,"Adrian Beltre","TEX",NA,"3B",4,1,1,3,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,4200,54.7619047619048,23,"Robinson Cano","SEA",NA,"2B",3,1,1,3,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,6,6900,31.6666666666667,21.85,"Charlie Morton","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,5,0,0,4,3,5,1
18,12,3900,53.8461538461538,21,"Hanley Ramirez","BOS",NA,"1B",4,1,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,13,3300,63.6363636363636,21,"Addison Russell","CHC",NA,"SS",9,2,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,14,3200,65.625,21,"Jason Heyward","CHC",NA,"OF",7,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,15,3800,55.2631578947368,21,"Buster Posey","SF",NA,"C/1B",4,1,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,16,4800,43.75,21,"Gary Sanchez","NYY",NA,"C",2,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,7,7200,27.9166666666667,20.1,"Aaron Sanchez","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,0,7,2,0
24,17,3700,54.0540540540541,20,"Maikel Franco","PHI",NA,"3B",3,0,0,2,0,5,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,18,4700,42.5531914893617,20,"Ryan Braun","MIL",NA,"OF",3,1,1,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,19,3500,57.1428571428571,20,"Avisail Garcia","CHW",NA,"OF",5,2,0,0,2,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,20,3500,57.1428571428571,20,"Jose Bautista","TOR",NA,"OF",1,2,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,21,2700,74.0740740740741,20,"Steve Pearce","TOR",NA,"OF",7,1,1,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,8,12100,16.0743801652893,19.45,"Carlos Carrasco","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6.33333333333333,0,0,5,6,2,0
30,22,4900,38.7755102040816,19,"Freddie Freeman","ATL",NA,"1B/3B",3,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,23,3100,61.2903225806452,19,"Andrew Romine","DET",NA,"2B/OF",8,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,24,3600,52.7777777777778,19,"Evan Longoria","TB",NA,"3B",3,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,25,3800,50,19,"Jose Reyes","NYM",NA,"SS/3B",7,3,0,1,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,26,2900,65.5172413793103,19,"Rajai Davis","OAK",NA,"OF",9,2,1,1,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,27,3700,48.6486486486486,18,"Yoenis Cespedes","NYM",NA,"OF",3,1,0,1,0,6,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,28,2900,62.0689655172414,18,"Orlando Arcia","MIL",NA,"SS",8,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,29,3400,52.9411764705882,18,"Brian McCann","HOU",NA,"C",5,1,1,3,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,30,2900,62.0689655172414,18,"Odubel Herrera","PHI",NA,"OF",7,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,31,3800,47.3684210526316,18,"Willson Contreras","CHC",NA,"C",4,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,32,3800,44.7368421052632,17,"Dustin Pedroia","BOS",NA,"2B",2,1,0,1,1,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,33,5100,33.3333333333333,17,"Paul Goldschmidt","ARI",NA,"1B",3,1,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
