"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,11100,31.6216216216216,35.1,"Corey Kluber","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6,0,0,0,2,1,1
2,1,4000,85,34,"Aaron Hicks","NYY",NA,"OF",7,2,0,6,0,5,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,7600,41.25,31.35,"Chase Anderson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,0,3,1,0
4,3,12700,23.740157480315,30.15,"Zack Greinke","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,1,4,2,0
5,2,4300,69.7674418604651,30,"Gary Sanchez","NYY",NA,"C",2,2,2,3,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,2700,103.703703703704,28,"Kole Calhoun","LAA",NA,"OF",2,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,7200,37.8472222222222,27.25,"C.C. Sabathia","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.33333333333333,0,0,1,5,0,0
8,5,8400,30.8333333333333,25.9,"Adam Wainwright","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,0,0,0,4,2,0
9,6,4500,52.5555555555556,23.65,"Casey Lawrence","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,5,0,0,1,3,3,0
10,7,4700,48.8297872340426,22.95,"Jeff Locke","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5.66666666666667,0,0,1,3,0,0
11,4,3700,59.4594594594595,22,"Mark Trumbo","BAL",NA,"OF",4,1,1,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,5,4600,45.6521739130435,21,"Jackie Bradley","BOS",NA,"OF",8,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
