"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Zack Greinke","P","ARI","@ MIA",3.95,"Locke, L","R",3.24,0,0,6,10.5,1,NA,12700,46.3,21.6,19.74,19.74,"%",38,1.6,30.15,2.4
"Corey Kluber","P","CLE","vs OAK",3.35,"Cotton, R 5.56","R",5.06,0,0,6.2,9.9,1.37,NA,11100,50.1,18.4,22.14,22.14,"%",24,2,35.7,3.2
"Marco Estrada","P","TOR","vs NYY",4.04,"Sabathia, L 4.42","R",3.15,0,0,6.2,10.3,1.11,NA,9600,37.2,21.1,18.24,18.24,"%",55,1.9,-4.35,NA
"Brandon McCarthy","P","LAD","@ STL",4.05,"Wainwright, R 4.20","R",3.28,0,0,5.8,7.9,1.09,NA,9000,29.8,17.7,13.7,13.7,"%",55,1.5,12.2,1.4
"Eduardo Rodriguez","P","BOS","@ BAL",4.38,"Miley, L 3.02","L",2.77,0,0,5.5,9.7,1.1,NA,8900,27.9,18.7,13.78,13.78,"%",62,1.5,5.95,0.7
"Adam Wainwright","P","STL","vs LAD",3.95,"McCarthy, R 3.28","R",4.2,0,0,5.6,7.7,1.51,NA,8400,35.4,13.8,14.64,14.64,"%",25,1.7,25.9,3.1
"Zack Wheeler","P","NYM","vs MIL",3.88,"Anderson, R 3.72","R",3.83,0,0,5.5,8.2,1.3,NA,8300,25.2,14.6,15.15,15.15,"%",66,1.8,15.65,1.9
"Chase Anderson","P","MIL","@ NYM",4.62,"Wheeler, R 3.83","R",3.72,0,0,5.6,8.4,1.33,NA,7600,36.1,15,11.3,11.3,"%",17,1.5,31.35,4.1
"Kyle Freeland","P","COL","@ SEA",4.75,"Gallardo, R 5.76","L",3.43,0,0,5.8,5.6,1.35,NA,7300,25.1,12.9,10.37,10.37,"%",43,1.4,12.9,1.8
"CC Sabathia","P","NYY","@ TOR",4.96,"Estrada, R 3.15","L",4.42,0,0,5.7,7.3,1.4,NA,7200,30.6,13.4,9.87,9.87,"%",23,1.4,27.25,3.8
"Alex Meyer","P","LAA","vs MIN",4.09,"Mejia, L 4.64","R",5.79,0,0,4.7,10.7,1.63,NA,6900,32.3,12.5,12.23,12.23,"%",20,1.8,15.3,2.2
"Adalberto Mejia","P","MIN","@ LAA",4.41,"Meyer, R 5.79","L",4.64,0,0,4.3,8,1.59,NA,6600,23.2,9.4,9.28,9.28,"%",26,1.4,17.3,2.6
"Wade Miley","P","BAL","vs BOS",4.62,"Rodriguez, L 2.77","L",3.02,0,0,5.4,8.5,1.51,NA,6500,33.4,14.2,11.41,11.41,"%",23,1.8,20.15,3.1
"Jharel Cotton","P","OAK","@ CLE",5.15,"Kluber, R 5.06","R",5.56,0,0,5.5,8.2,1.42,NA,6300,29.2,12.2,9.2,9.2,"%",18,1.5,13.95,2.2
"Yovani Gallardo","P","SEA","vs COL",4.25,"Freeland, L 3.43","R",5.76,0,0,5.5,6.7,1.57,NA,5900,28.9,9.1,10.11,10.11,"%",0,1.7,-4.65,NA
"Charlie Blackmon","OF","COL","@ SEA",4.25,"Gallardo, R 5.76","L",0.324,0.404,0.296,0,0,0,1,5600,31,10.8,13.13,13.13,"%",59,2.3,2,0.4
"Paul Goldschmidt","1B","ARI","@ MIA",4.05,"Locke, L","R",0.303,0.428,0.262,0,0,0,3,5500,28.7,11.1,12.27,12.27,"%",63,2.2,7,1.3
"Mookie Betts","OF","BOS","@ BAL",4.62,"Miley, L 3.02","R",0.271,0.364,0.216,0,0,0,1,5300,31.9,9.7,13.83,13.83,"%",54,2.6,0,NA
"Aaron Judge","OF","NYY","@ TOR",4.04,"Estrada, R 3.15","R",0.327,0.466,0.369,0,0,0,3,5200,31.3,11.4,11.53,11.53,"%",57,2.2,9,1.7
"Nelson Cruz","OF","SEA","vs COL",4.75,"Freeland, L 3.43","R",0.279,0.375,0.24,0,0,0,4,5200,27.5,8.5,12.36,12.36,"%",56,2.4,2,0.4
"Jose Ramirez","2B/3B","CLE","vs OAK",5.15,"Cotton, R 5.56","B",0.293,0.368,0.201,0,0,0,5,5000,27.9,8.3,10.76,10.76,"%",48,2.2,2,0.4
"Jake Lamb","3B","ARI","@ MIA",4.05,"Locke, L","L",0.289,0.405,0.294,0,0,0,7,5000,23.8,10.5,7.27,7.27,"%",61,1.5,0,NA
"Francisco Lindor","SS","CLE","vs OAK",5.15,"Cotton, R 5.56","B",0.276,0.37,0.265,0,0,0,2,4900,28.1,9.2,11.81,11.81,"%",56,2.4,7,1.4
"Jose Bautista","OF","TOR","vs NYY",4.96,"Sabathia, L 4.42","R",0.245,0.352,0.207,0,0,0,3,4900,28.1,8.3,12.98,12.98,"%",55,2.6,0,NA
"Nolan Arenado","3B","COL","@ SEA",4.25,"Gallardo, R 5.76","R",0.272,0.364,0.253,0,0,0,3,4900,27.1,8.7,11.7,11.7,"%",56,2.4,14,2.9
"Xander Bogaerts","SS","BOS","@ BAL",4.62,"Miley, L 3.02","R",0.337,0.38,0.134,0,0,0,3,4800,25.8,8.9,12.14,12.14,"%",62,2.5,0,NA
"Kendrys Morales","1B","TOR","vs NYY",4.96,"Sabathia, L 4.42","B",0.255,0.337,0.217,0,0,0,4,4800,28.2,7.8,11.43,11.43,"%",46,2.4,17,3.5
"Josh Donaldson","3B","TOR","vs NYY",4.96,"Sabathia, L 4.42","R",0.289,0.402,0.267,0,0,0,2,4700,25.9,8.3,12.42,12.42,"%",60,2.6,5,1.1
"Brian Dozier","2B","MIN","@ LAA",4.09,"Meyer, R 5.79","R",0.249,0.344,0.181,0,0,0,1,4700,23.4,8.9,10.49,10.49,"%",64,2.2,0,NA
