"Place_lo","Place_hi","Payout"
"1","1","600"
"2","2","400"
"3","3","300"
"4","4","200"
"5","5","100"
"6","6","80"
"7","8","70"
"9","10","60"
"11","15","50"
"16","25","40"
"26","40","30"
"41","62","20"
"63","102","15"
"103","172","12"
"173","292","9"
