"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","ValueWR","RankTargets","RollingTargetPctg"
"RB","George Atkinson III (7976886)","George Atkinson III",7976886,3000,"SD@Cle 01:00PM ET","Cle","George","Atkinson III","SD",0,0,0,0,0
"RB","Darius Jackson (7976888)","Darius Jackson",7976888,3000,"SD@Cle 01:00PM ET","Cle","Darius","Jackson","SD",0,0,0,0,0
"WR","Andrew Hawkins (7977027)","Andrew Hawkins",7977027,3000,"SD@Cle 01:00PM ET","Cle","Andrew","Hawkins","SD",4.92,5.3,1,5,0.0987903225806452
"WR","Geremy Davis (7977031)","Geremy Davis",7977031,3000,"SD@Cle 01:00PM ET","SD","Geremy","Davis","Cle",0,0,0,0,0
"WR","Isaiah Burse (7977032)","Isaiah Burse",7977032,3000,"SD@Cle 01:00PM ET","SD","Isaiah","Burse","Cle",0,0,0,14,0.00206185567010309
"WR","Jeremy Butler (7977033)","Jeremy Butler",7977033,3000,"SD@Cle 01:00PM ET","SD","Jeremy","Butler","Cle",0,1.4,0,12,0.00412371134020619
"WR","Ricardo Louis (7977035)","Ricardo Louis",7977035,3000,"SD@Cle 01:00PM ET","Cle","Ricardo","Louis","SD",1.82,0,0,7,0.0645161290322581
"WR","Rashard Higgins (7977037)","Rashard Higgins",7977037,3000,"SD@Cle 01:00PM ET","Cle","Rashard","Higgins","SD",0,1.6,0,8,0.0221774193548387
"WR","Mario Alford (7977038)","Mario Alford",7977038,3000,"SD@Cle 01:00PM ET","Cle","Mario","Alford","SD",0,0,0,0,0
"RB","Mack Brown (7976890)","Mack Brown",7976890,3000,"Was@Chi 01:00PM ET","Was","Mack","Brown","Chi",0,0,0,0,0
"RB","Ka'Deem Carey (7976892)","Ka'Deem Carey",7976892,3000,"Was@Chi 01:00PM ET","Chi","Ka'Deem","Carey","Was",0,2.5,0,13,0.013671875
"RB","Paul Lasike (7976894)","Paul Lasike",7976894,3000,"Was@Chi 01:00PM ET","Chi","Paul","Lasike","Was",0,0,0,0,0
"WR","Eddie Royal (7977039)","Eddie Royal",7977039,3000,"Was@Chi 01:00PM ET","Chi","Eddie","Royal","Was",0,0,1,5,0.087890625
"WR","Ryan Grant (7977043)","Ryan Grant",7977043,3000,"Was@Chi 01:00PM ET","Was","Ryan","Grant","Chi",0,2.4,0,7,0.0353634577603143
"WR","Rashad Ross (7977047)","Rashad Ross",7977047,3000,"Was@Chi 01:00PM ET","Was","Rashad","Ross","Chi",0,0,0,13,0.00392927308447937
"WR","Maurice Harris (7977049)","Maurice Harris",7977049,3000,"Was@Chi 01:00PM ET","Was","Maurice","Harris","Chi",0,0,0,10,0.0176817288801572
"WR","Daniel Braverman (7977050)","Daniel Braverman",7977050,3000,"Was@Chi 01:00PM ET","Chi","Daniel","Braverman","Was",0,0,0,14,0.00390625
"TE","Vernon Davis (7977185)","Vernon Davis",7977185,3000,"Was@Chi 01:00PM ET","Was","Vernon","Davis","Chi",11.24,9.6,0,5,0.0923379174852652
"RB","Mike Tolbert (7976897)","Mike Tolbert",7976897,3000,"Atl@Car 01:00PM ET","Car","Mike","Tolbert","Atl",1.62,1.7,0,0,0
"RB","Fozzy Whittaker (7976899)","Fozzy Whittaker",7976899,3000,"Atl@Car 01:00PM ET","Car","Fozzy","Whittaker","Atl",4.43,4.1,0,6,0.0675381263616558
"RB","Patrick DiMarco (7976900)","Patrick DiMarco",7976900,3000,"Atl@Car 01:00PM ET","Atl","Patrick","DiMarco","Car",0,0,0,0,0
"RB","Terron Ward (7976901)","Terron Ward",7976901,3000,"Atl@Car 01:00PM ET","Atl","Terron","Ward","Car",0,0,0,13,0.00419287211740042
"WR","Eric Weems (7977051)","Eric Weems",7977051,3000,"Atl@Car 01:00PM ET","Atl","Eric","Weems","Car",0,0,0,0,0
"WR","Brenton Bersin (7977055)","Brenton Bersin",7977055,3000,"Atl@Car 01:00PM ET","Car","Brenton","Bersin","Atl",0,0,0,10,0.00435729847494553
"WR","Nick Williams (7977057)","Nick Williams",7977057,3000,"Atl@Car 01:00PM ET","Atl","Nick","Williams","Car",0,0,0,12,0.010482180293501
"WR","Corey Brown (7977059)","Corey Brown",7977059,3000,"Atl@Car 01:00PM ET","Car","Corey","Brown","Atl",0,3.4,0,5,0.0958605664488017
"WR","J.D. McKissic (7977061)","J.D. McKissic",7977061,3000,"Atl@Car 01:00PM ET","Atl","J.D.","McKissic","Car",0,0,0,0,0
"RB","Taiwan Jones (7976906)","Taiwan Jones",7976906,3000,"Ind@Oak 04:05PM ET","Oak","Taiwan","Jones","Ind",0,2.5,0,12,0.0072202166064982
"RB","Jordan Todman (7976908)","Jordan Todman",7976908,3000,"Ind@Oak 04:05PM ET","Ind","Jordan","Todman","Oak",0,0,0,13,0.00188679245283019
"RB","Jamize Olawale (7976910)","Jamize Olawale",7976910,3000,"Ind@Oak 04:05PM ET","Oak","Jamize","Olawale","Ind",0,2.5,0,0,0
"RB","Josh Ferguson (7976912)","Josh Ferguson",7976912,3000,"Ind@Oak 04:05PM ET","Ind","Josh","Ferguson","Oak",0,1.4,0,9,0.0490566037735849
"WR","Devin Street (7977066)","Devin Street",7977066,3000,"Ind@Oak 04:05PM ET","Ind","Devin","Street","Oak",0,0,0,11,0.0113207547169811
"WR","Andre Holmes (7977067)","Andre Holmes",7977067,3000,"Ind@Oak 04:05PM ET","Oak","Andre","Holmes","Ind",3.51,4.2,0,9,0.0342960288808664
"WR","Chester Rogers (7977071)","Chester Rogers",7977071,3000,"Ind@Oak 04:05PM ET","Ind","Chester","Rogers","Oak",0,0,0,7,0.0547169811320755
"WR","Seth Roberts (7977072)","Seth Roberts",7977072,3000,"Ind@Oak 04:05PM ET","Oak","Seth","Roberts","Ind",8.05,6.7,0,3,0.133574007220217
"WR","Johnny Holton (7977073)","Johnny Holton",7977073,3000,"Ind@Oak 04:05PM ET","Oak","Johnny","Holton","Ind",0,0,0,13,0.00541516245487365
"RB","Marcel Reece (7976914)","Marcel Reece",7976914,3000,"Ari@Sea 04:25PM ET","Sea","Marcel","Reece","Ari",0,3,0,0,0
"RB","Stepfan Taylor (7976916)","Stepfan Taylor",7976916,3000,"Ari@Sea 04:25PM ET","Ari","Stepfan","Taylor","Sea",0,0,0,0,0
"RB","Kerwynn Williams (7976917)","Kerwynn Williams",7976917,3000,"Ari@Sea 04:25PM ET","Ari","Kerwynn","Williams","Sea",1.34,0,0,0,0
"RB","Kelvin Taylor (7976921)","Kelvin Taylor",7976921,3000,"Ari@Sea 04:25PM ET","Sea","Kelvin","Taylor","Ari",0,0,0,0,0
"RB","Alex Collins (7976922)","Alex Collins",7976922,3000,"Ari@Sea 04:25PM ET","Sea","Alex","Collins","Ari",3.6,2.9,0,10,0.0133630289532294
"WR","Jeremy Ross (7977075)","Jeremy Ross",7977075,3000,"Ari@Sea 04:25PM ET","Ari","Jeremy","Ross","Sea",0,0,0,0,0
"WR","Jermaine Kearse (7977077)","Jermaine Kearse",7977077,3000,"Ari@Sea 04:25PM ET","Sea","Jermaine","Kearse","Ari",4.49,9.5,0,3,0.164810690423163
"WR","Paul Richardson (7977080)","Paul Richardson",7977080,3000,"Ari@Sea 04:25PM ET","Sea","Paul","Richardson","Ari",0,3.9,0,5,0.0534521158129176
"WR","Tanner McEvoy (7977081)","Tanner McEvoy",7977081,3000,"Ari@Sea 04:25PM ET","Sea","Tanner","McEvoy","Ari",2.46,0,0,9,0.0178173719376392
"WR","Brittan Golden (7977083)","Brittan Golden",7977083,3000,"Ari@Sea 04:25PM ET","Ari","Brittan","Golden","Sea",0,2.4,0,9,0.0173410404624277
"WR","Marquis Bundy (7977084)","Marquis Bundy",7977084,3000,"Ari@Sea 04:25PM ET","Ari","Marquis","Bundy","Sea",0,0,0,0,0
"RB","Shaun Draughn (7976923)","Shaun Draughn",7976923,3000,"SF@LA 04:25PM ET","SF","Shaun","Draughn","LA",4.09,4.9,0,7,0.0622119815668203
"RB","Chase Reynolds (7976924)","Chase Reynolds",7976924,3000,"SF@LA 04:25PM ET","LA","Chase","Reynolds","SF",0,0,0,0,0
"RB","Malcolm Brown (7976927)","Malcolm Brown",7976927,3000,"SF@LA 04:25PM ET","LA","Malcolm","Brown","SF",3.06,5.3,0,11,0.00616016427104723
"RB","Mike Davis (7976928)","Mike Davis",7976928,3000,"SF@LA 04:25PM ET","SF","Mike","Davis","LA",0,0,0,13,0.0115207373271889
"WR","Rod Streater (7977090)","Rod Streater",7977090,3000,"SF@LA 04:25PM ET","SF","Rod","Streater","LA",2.64,9.4,0,8,0.0460829493087558
"WR","Bradley Marquez (7977092)","Bradley Marquez",7977092,3000,"SF@LA 04:25PM ET","LA","Bradley","Marquez","SF",0,0,0,9,0.0164271047227926
"WR","Chris Harper (7977093)","Chris Harper",7977093,3000,"SF@LA 04:25PM ET","SF","Chris","Harper","LA",3.59,5,0,9,0.0414746543778802
"WR","Aaron Burbridge (7977094)","Aaron Burbridge",7977094,3000,"SF@LA 04:25PM ET","SF","Aaron","Burbridge","LA",2.62,4.6,0,10,0.0253456221198157
"WR","Pharoh Cooper (7977095)","Pharoh Cooper",7977095,3000,"SF@LA 04:25PM ET","LA","Pharoh","Cooper","SF",4.15,1.7,0,8,0.026694045174538
"WR","Mike Thomas (7977096)","Mike Thomas",7977096,3000,"SF@LA 04:25PM ET","LA","Mike","Thomas","SF",0,0,0,9,0.0164271047227926
"RB","Cedric Peerman (7976930)","Cedric Peerman",7976930,3000,"Cin@Hou 08:25PM ET","Cin","Cedric","Peerman","Hou",0,0,0,0,0
"RB","Jonathan Grimes (7976931)","Jonathan Grimes",7976931,3000,"Cin@Hou 08:25PM ET","Hou","Jonathan","Grimes","Cin",6.65,8.1,0,9,0.0252918287937743
"RB","Jay Prosch (7976935)","Jay Prosch",7976935,3000,"Cin@Hou 08:25PM ET","Hou","Jay","Prosch","Cin",0,0,0,0,0
"RB","Tyler Ervin (7976936)","Tyler Ervin",7976936,3000,"Cin@Hou 08:25PM ET","Hou","Tyler","Ervin","Cin",0,0,0,12,0.00972762645914397
"RB","Akeem Hunt (7976937)","Akeem Hunt",7976937,3000,"Cin@Hou 08:25PM ET","Hou","Akeem","Hunt","Cin",0,4.4,0,14,0.00389105058365759
"WR","James Wright (7977099)","James Wright",7977099,3000,"Cin@Hou 08:25PM ET","Cin","James","Wright","Hou",0,5.6,0,8,0.0401606425702811
"WR","Keith Mumphery (7977100)","Keith Mumphery",7977100,3000,"Cin@Hou 08:25PM ET","Hou","Keith","Mumphery","Cin",4.07,2.7,0,11,0.0136186770428016
"WR","Alex Erickson (7977102)","Alex Erickson",7977102,3000,"Cin@Hou 08:25PM ET","Cin","Alex","Erickson","Hou",0,3.7,0,12,0.0140562248995984
"WR","Cody Core (7977103)","Cody Core",7977103,3000,"Cin@Hou 08:25PM ET","Cin","Cody","Core","Hou",4.23,2.8,0,11,0.0160642570281124
"WR","Wendall Williams (7977106)","Wendall Williams",7977106,3000,"Cin@Hou 08:25PM ET","Hou","Wendall","Williams","Cin",0,0,0,13,0.00583657587548638
"RB","Kyle Juszczyk (7976940)","Kyle Juszczyk",7976940,3000,"Bal@Pit 04:30PM ET","Bal","Kyle","Juszczyk","Pit",0,3.9,0,0,0
"RB","Roosevelt Nix (7976943)","Roosevelt Nix",7976943,3000,"Bal@Pit 04:30PM ET","Pit","Roosevelt","Nix","Bal",0,0,0,0,0
"RB","Javorius Allen (7976945)","Javorius Allen",7976945,3000,"Bal@Pit 04:30PM ET","Bal","Javorius","Allen","Pit",0,0,0,12,0.0103806228373702
"RB","Daryl Richardson (7976946)","Daryl Richardson",7976946,3000,"Bal@Pit 04:30PM ET","Pit","Daryl","Richardson","Bal",0,0,0,0,0
"WR","Darrius Heyward-Bey (7977108)","Darrius Heyward-Bey",7977108,3000,"Bal@Pit 04:30PM ET","Pit","Darrius","Heyward-Bey","Bal",0,1.6,0,10,0.0295748613678373
"WR","Kamar Aiken (7977110)","Kamar Aiken",7977110,3000,"Bal@Pit 04:30PM ET","Bal","Kamar","Aiken","Pit",4.22,5.6,0,5,0.0847750865051903
"WR","Michael Campanaro (7977112)","Michael Campanaro",7977112,3000,"Bal@Pit 04:30PM ET","Bal","Michael","Campanaro","Pit",0,0,0,0,0
"WR","Cobi Hamilton (7977113)","Cobi Hamilton",7977113,3000,"Bal@Pit 04:30PM ET","Pit","Cobi","Hamilton","Bal",4.59,4.7,0,7,0.0480591497227357
"WR","Sammie Coates (7977114)","Sammie Coates",7977114,3000,"Bal@Pit 04:30PM ET","Pit","Sammie","Coates","Bal",0,0,1,5,0.088724584103512
"WR","Chris Moore (7977115)","Chris Moore",7977115,3000,"Bal@Pit 04:30PM ET","Bal","Chris","Moore","Pit",0,0,0,9,0.0294117647058824
"WR","Breshad Perriman (7977117)","Breshad Perriman",7977117,3000,"Bal@Pit 04:30PM ET","Bal","Breshad","Perriman","Pit",6.29,5.6,0,4,0.0951557093425606
"WR","Demarcus Ayers (7977118)","Demarcus Ayers",7977118,3000,"Bal@Pit 04:30PM ET","Pit","Demarcus","Ayers","Bal",0,0,0,0,0
"TE","Dennis Pitta (7977227)","Dennis Pitta",7977227,3000,"Bal@Pit 04:30PM ET","Bal","Dennis","Pitta","Pit",8.23,8.8,0,2,0.166089965397924
"RB","Anthony Sherman (7976950)","Anthony Sherman",7976950,3000,"Den@KC 08:30PM ET","KC","Anthony","Sherman","Den",0,0,0,0,0
"RB","Knile Davis (7976951)","Knile Davis",7976951,3000,"Den@KC 08:30PM ET","KC","Knile","Davis","Den",0,0,0,12,0.0082815734989648
"RB","Juwan Thompson (7976953)","Juwan Thompson",7976953,3000,"Den@KC 08:30PM ET","Den","Juwan","Thompson","KC",0,1.4,0,0,0
"WR","Jordan Norwood (7977119)","Jordan Norwood",7977119,3000,"Den@KC 08:30PM ET","Den","Jordan","Norwood","KC",2.28,5.1,0,4,0.0658682634730539
"WR","Bennie Fowler (7977123)","Bennie Fowler",7977123,3000,"Den@KC 08:30PM ET","Den","Bennie","Fowler","KC",2.82,0,0,7,0.0439121756487026
"WR","Jordan Taylor (7977124)","Jordan Taylor",7977124,3000,"Den@KC 08:30PM ET","Den","Jordan","Taylor","KC",0,2.2,0,8,0.0399201596806387
"WR","Albert Wilson (7977125)","Albert Wilson",7977125,3000,"Den@KC 08:30PM ET","KC","Albert","Wilson","Den",4.4,2.4,1,5,0.101449275362319
"WR","Chris Conley (7977126)","Chris Conley",7977126,3000,"Den@KC 08:30PM ET","KC","Chris","Conley","Den",3.28,5.5,0,3,0.136645962732919
"WR","De'Anthony Thomas (7977127)","De'Anthony Thomas",7977127,3000,"Den@KC 08:30PM ET","KC","De'Anthony","Thomas","Den",2.82,0,0,9,0.0186335403726708
"WR","Cody Latimer (7977128)","Cody Latimer",7977128,3000,"Den@KC 08:30PM ET","Den","Cody","Latimer","KC",1.89,1.8,0,11,0.0159680638722555
"WR","Kalif Raymond (7977129)","Kalif Raymond",7977129,3000,"Den@KC 08:30PM ET","Den","Kalif","Raymond","KC",0,0,0,0,0
"WR","Demarcus Robinson (7977130)","Demarcus Robinson",7977130,3000,"Den@KC 08:30PM ET","KC","Demarcus","Robinson","Den",0,0,0,0,0
"RB","Lance Dunbar (7976958)","Lance Dunbar",7976958,3000,"Det@Dal 08:30PM ET","Dal","Lance","Dunbar","Det",2.97,2.5,0,7,0.0427927927927928
"RB","Joique Bell (7976960)","Joique Bell",7976960,3000,"Det@Dal 08:30PM ET","Det","Joique","Bell","Dal",0,0,0,13,0.00193050193050193
"RB","Michael Burton (7976961)","Michael Burton",7976961,3000,"Det@Dal 08:30PM ET","Det","Michael","Burton","Dal",0,0,0,0,0
"RB","Keith Smith (7976962)","Keith Smith",7976962,3000,"Det@Dal 08:30PM ET","Dal","Keith","Smith","Det",0,0,0,0,0
"WR","Andre Roberts (7977133)","Andre Roberts",7977133,3000,"Det@Dal 08:30PM ET","Det","Andre","Roberts","Dal",3.58,2.6,0,6,0.0463320463320463
"WR","Brice Butler (7977136)","Brice Butler",7977136,3000,"Det@Dal 08:30PM ET","Dal","Brice","Butler","Det",2.82,1.9,0,6,0.0653153153153153
"WR","TJ Jones (7977140)","TJ Jones",7977140,3000,"Det@Dal 08:30PM ET","Det","TJ","Jones","Dal",0,0,0,0,0
"WR","Lucky Whitehead (7977141)","Lucky Whitehead",7977141,3000,"Det@Dal 08:30PM ET","Dal","Lucky","Whitehead","Det",0,0,0,11,0.00675675675675676
"WR","Vince Mayle (7977142)","Vince Mayle",7977142,3000,"Det@Dal 08:30PM ET","Dal","Vince","Mayle","Det",0,0,0,0,0
"TE","Lance Kendricks (7977212)","Lance Kendricks",7977212,2900,"SF@LA 04:25PM ET","LA","Lance","Kendricks","SF",7,8.5,0,3,0.166324435318275
"TE","Garrett Celek (7977213)","Garrett Celek",7977213,2900,"SF@LA 04:25PM ET","SF","Garrett","Celek","LA",8.84,6.7,0,5,0.0967741935483871
"TE","Will Tye (7975695)","Will Tye",7975695,2800,"NYG@Phi 08:25PM ET","NYG","Will","Tye","Phi",8.31,7.1,0,3,0.106666666666667
"TE","Gary Barnidge (7977178)","Gary Barnidge",7977178,2800,"SD@Cle 01:00PM ET","Cle","Gary","Barnidge","SD",8.01,8.2,0,3,0.149193548387097
"TE","Jack Doyle (7977201)","Jack Doyle",7977201,2800,"Ind@Oak 04:05PM ET","Ind","Jack","Doyle","Oak",7.24,7.3,0,2,0.122641509433962
"TE","Erik Swoope (7977202)","Erik Swoope",7977202,2700,"Ind@Oak 04:05PM ET","Ind","Erik","Swoope","Oak",4.91,0,0,10,0.039622641509434
"TE","Dion Sims (7977146)","Dion Sims",7977146,2600,"Mia@Buf 01:00PM ET","Mia","Dion","Sims","Buf",8,4.6,0,5,0.075609756097561
"TE","Dwayne Allen (7977200)","Dwayne Allen",7977200,2600,"Ind@Oak 04:05PM ET","Ind","Dwayne","Allen","Oak",6.62,6.5,0,6,0.0886792452830189
"TE","Brent Celek (7975691)","Brent Celek",7975691,2500,"NYG@Phi 08:25PM ET","Phi","Brent","Celek","NYG",0,1.4,0,7,0.0299625468164794
"TE","Larry Donnell (7975692)","Larry Donnell",7975692,2500,"NYG@Phi 08:25PM ET","NYG","Larry","Donnell","Phi",0,0,0,7,0.04
"TE","Trey Burton (7975694)","Trey Burton",7975694,2500,"NYG@Phi 08:25PM ET","Phi","Trey","Burton","NYG",6.82,2.1,0,6,0.099250936329588
"TE","Jerell Adams (7975696)","Jerell Adams",7975696,2500,"NYG@Phi 08:25PM ET","NYG","Jerell","Adams","Phi",2.71,2,0,10,0.0380952380952381
"TE","MarQueis Gray (7977144)","MarQueis Gray",7977144,2500,"Mia@Buf 01:00PM ET","Mia","MarQueis","Gray","Buf",4.16,1.4,0,7,0.0414634146341463
"TE","Logan Thomas (7977145)","Logan Thomas",7977145,2500,"Mia@Buf 01:00PM ET","Buf","Logan","Thomas","Mia",0,0,0,0,0
"TE","Gerald Christian (7977147)","Gerald Christian",7977147,2500,"Mia@Buf 01:00PM ET","Buf","Gerald","Christian","Mia",0,0,0,15,0.00488997555012225
"TE","Nick O'Leary (7977148)","Nick O'Leary",7977148,2500,"Mia@Buf 01:00PM ET","Buf","Nick","O'Leary","Mia",1.95,1.5,0,8,0.0342298288508557
"TE","Dominique Jones (7977149)","Dominique Jones",7977149,2500,"Mia@Buf 01:00PM ET","Mia","Dominique","Jones","Buf",0,0,0,8,0.0292682926829268
"TE","Thomas Duarte (7977150)","Thomas Duarte",7977150,2500,"Mia@Buf 01:00PM ET","Mia","Thomas","Duarte","Buf",0,0,0,0,0
"TE","Brandon Myers (7977151)","Brandon Myers",7977151,2500,"TB@NO 04:25PM ET","TB","Brandon","Myers","NO",1.71,0,0,10,0.0216110019646365
"TE","Andrew DePaola (7977152)","Andrew DePaola",7977152,2500,"TB@NO 04:25PM ET","TB","Andrew","DePaola","NO",0,0,0,0,0
"TE","John Phillips (7977153)","John Phillips",7977153,2500,"TB@NO 04:25PM ET","NO","John","Phillips","TB",1.98,3.2,0,13,0.0050761421319797
"TE","Luke Stocker (7977154)","Luke Stocker",7977154,2500,"TB@NO 04:25PM ET","TB","Luke","Stocker","NO",0,0,0,14,0.0117878192534381
"TE","Alan Cross (7977157)","Alan Cross",7977157,2500,"TB@NO 04:25PM ET","TB","Alan","Cross","NO",0,0,0,0,0
"TE","Matt Lengel (7977159)","Matt Lengel",7977159,2500,"NYJ@NE 01:00PM ET","NE","Matt","Lengel","NYJ",0,1.2,0,0,0
"TE","Brandon Bostick (7977160)","Brandon Bostick",7977160,2500,"NYJ@NE 01:00PM ET","NYJ","Brandon","Bostick","NE",1.46,1.2,0,10,0.0181086519114688
"TE","Eric Tomlinson (7977161)","Eric Tomlinson",7977161,2500,"NYJ@NE 01:00PM ET","NYJ","Eric","Tomlinson","NE",0,0,0,0,0
"TE","Austin Seferian-Jenkins (7977162)","Austin Seferian-Jenkins",7977162,2500,"NYJ@NE 01:00PM ET","NYJ","Austin","Seferian-Jenkins","NE",3.04,2.2,0,9,0.028169014084507
"TE","Anthony Fasano (7977163)","Anthony Fasano",7977163,2500,"Ten@Jax 01:00PM ET","Ten","Anthony","Fasano","Jax",1.88,0,0,8,0.0337078651685393
"TE","Beau Brinkley (7977165)","Beau Brinkley",7977165,2500,"Ten@Jax 01:00PM ET","Ten","Beau","Brinkley","Jax",0,0,0,0,0
"TE","Neal Sterling (7977166)","Neal Sterling",7977166,2500,"Ten@Jax 01:00PM ET","Jax","Neal","Sterling","Ten",6.68,0,0,10,0.0301418439716312
"TE","Jace Amaro (7977167)","Jace Amaro",7977167,2500,"Ten@Jax 01:00PM ET","Ten","Jace","Amaro","Jax",0,0,0,11,0.00898876404494382
"TE","Alex Ellis (7977168)","Alex Ellis",7977168,2500,"Ten@Jax 01:00PM ET","Jax","Alex","Ellis","Ten",0,0,0,15,0.00354609929078014
"TE","Ben Koyack (7977169)","Ben Koyack",7977169,2500,"Ten@Jax 01:00PM ET","Jax","Ben","Koyack","Ten",2.82,3.4,0,9,0.0319148936170213
"TE","Phillip Supernaw (7977170)","Phillip Supernaw",7977170,2500,"Ten@Jax 01:00PM ET","Ten","Phillip","Supernaw","Jax",0,0,0,10,0.0134831460674157
"TE","Rhett Ellison (7977172)","Rhett Ellison",7977172,2500,"Min@GB 01:00PM ET","Min","Rhett","Ellison","GB",1.38,1.7,0,8,0.02734375
"TE","Kevin McDermott (7977173)","Kevin McDermott",7977173,2500,"Min@GB 01:00PM ET","Min","Kevin","McDermott","GB",0,0,0,0,0
"TE","Richard Rodgers (7977175)","Richard Rodgers",7977175,2500,"Min@GB 01:00PM ET","GB","Richard","Rodgers","Min",3.55,3.3,0,5,0.0795660036166365
"TE","David Morgan (7977176)","David Morgan",7977176,2500,"Min@GB 01:00PM ET","Min","David","Morgan","GB",0,0,0,0,0
"TE","Sean McGrath (7977179)","Sean McGrath",7977179,2500,"SD@Cle 01:00PM ET","SD","Sean","McGrath","Cle",0,0,0,12,0.00412371134020619
"TE","Randall Telfer (7977180)","Randall Telfer",7977180,2500,"SD@Cle 01:00PM ET","Cle","Randall","Telfer","SD",0,0,0,10,0.0120967741935484
"TE","Asante Cleveland (7977181)","Asante Cleveland",7977181,2500,"SD@Cle 01:00PM ET","SD","Asante","Cleveland","Cle",0,0,0,0,0
"TE","Seth DeValve (7977182)","Seth DeValve",7977182,2500,"SD@Cle 01:00PM ET","Cle","Seth","DeValve","SD",2.55,1.2,0,9,0.0201612903225806
"TE","Danny Vitale (7977183)","Danny Vitale",7977183,2500,"SD@Cle 01:00PM ET","Cle","Danny","Vitale","SD",0,0,0,0,0
"TE","Logan Paulsen (7977186)","Logan Paulsen",7977186,2500,"Was@Chi 01:00PM ET","Chi","Logan","Paulsen","Was",1.51,1.3,0,12,0.01953125
"TE","Patrick Scales (7977187)","Patrick Scales",7977187,2500,"Was@Chi 01:00PM ET","Chi","Patrick","Scales","Was",0,0,0,0,0
"TE","MyCole Pruitt (7977189)","MyCole Pruitt",7977189,2500,"Was@Chi 01:00PM ET","Chi","MyCole","Pruitt","Was",0,0,0,0,0
"TE","Daniel Brown (7977190)","Daniel Brown",7977190,2500,"Was@Chi 01:00PM ET","Chi","Daniel","Brown","Was",4.28,6.9,0,11,0.02734375
"TE","Derek Carrier (7977191)","Derek Carrier",7977191,2500,"Was@Chi 01:00PM ET","Was","Derek","Carrier","Chi",0,2.5,0,13,0.00392927308447937
"TE","Ben Braunecker (7977192)","Ben Braunecker",7977192,2500,"Was@Chi 01:00PM ET","Chi","Ben","Braunecker","Was",0,1.3,0,14,0.00390625
"TE","Ed Dickson (7977194)","Ed Dickson",7977194,2500,"Atl@Car 01:00PM ET","Car","Ed","Dickson","Atl",2.69,1.4,0,8,0.037037037037037
"TE","Levine Toilolo (7977195)","Levine Toilolo",7977195,2500,"Atl@Car 01:00PM ET","Atl","Levine","Toilolo","Car",5.44,2,0,10,0.0335429769392034
"TE","Chris Manhertz (7977196)","Chris Manhertz",7977196,2500,"Atl@Car 01:00PM ET","Car","Chris","Manhertz","Atl",0,0,0,0,0
"TE","Joshua Perkins (7977197)","Joshua Perkins",7977197,2500,"Atl@Car 01:00PM ET","Atl","Joshua","Perkins","Car",0,0,0,0,0
"TE","Austin Hooper (7977198)","Austin Hooper",7977198,2500,"Atl@Car 01:00PM ET","Atl","Austin","Hooper","Car",0,0,0,8,0.0607966457023061
"TE","Mychal Rivera (7977199)","Mychal Rivera",7977199,2500,"Ind@Oak 04:05PM ET","Oak","Mychal","Rivera","Ind",3.29,1.7,0,7,0.0397111913357401
"TE","Clive Walford (7977203)","Clive Walford",7977203,2500,"Ind@Oak 04:05PM ET","Oak","Clive","Walford","Ind",7.1,4.9,0,4,0.0884476534296029
"TE","Darren Fells (7977204)","Darren Fells",7977204,2500,"Ari@Sea 04:25PM ET","Ari","Darren","Fells","Sea",1.86,1.6,0,7,0.0385356454720617
"TE","Jermaine Gresham (7977206)","Jermaine Gresham",7977206,2500,"Ari@Sea 04:25PM ET","Ari","Jermaine","Gresham","Sea",6.46,7.6,0,5,0.10597302504817
"TE","Luke Willson (7977207)","Luke Willson",7977207,2500,"Ari@Sea 04:25PM ET","Sea","Luke","Willson","Ari",2.23,1.4,0,7,0.0400890868596882
"TE","Brandon Williams (7977208)","Brandon Williams",7977208,2500,"Ari@Sea 04:25PM ET","Sea","Brandon","Williams","Ari",0,0,0,14,0.0044543429844098
"TE","Nick Vannett (7977209)","Nick Vannett",7977209,2500,"Ari@Sea 04:25PM ET","Sea","Nick","Vannett","Ari",0,0,0,11,0.0089086859688196
"TE","Hakeem Valles (7977210)","Hakeem Valles",7977210,2500,"Ari@Sea 04:25PM ET","Ari","Hakeem","Valles","Sea",0,0,0,11,0.00578034682080925
"TE","Kyle Nelson (7977211)","Kyle Nelson",7977211,2500,"SF@LA 04:25PM ET","SF","Kyle","Nelson","LA",0,0,0,0,0
"TE","Blake Bell (7977214)","Blake Bell",7977214,2500,"SF@LA 04:25PM ET","SF","Blake","Bell","LA",0,0,0,11,0.0207373271889401
"TE","Je'Ron Hamm (7977215)","Je'Ron Hamm",7977215,2500,"SF@LA 04:25PM ET","SF","Je'Ron","Hamm","LA",2.87,3.6,0,14,0.00921658986175115
"TE","Tyler Higbee (7977216)","Tyler Higbee",7977216,2500,"SF@LA 04:25PM ET","LA","Tyler","Higbee","SF",1.56,0,0,6,0.053388090349076
"TE","Temarrick Hemingway (7977217)","Temarrick Hemingway",7977217,2500,"SF@LA 04:25PM ET","LA","Temarrick","Hemingway","SF",0,0,0,0,0
"TE","Clark Harris (7977218)","Clark Harris",7977218,2500,"Cin@Hou 08:25PM ET","Cin","Clark","Harris","Hou",0,0,0,0,0
