"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Chris Taylor","Eduardo Nunez","Brandon Crawford","Denard Span","Yasiel Puig","David Peralta"
"Carlos Carrasco","Jaime Garcia","Buster Posey","Eric Thames","Joe Panik","Justin Turner","Brandon Crawford","Denard Span","Yasiel Puig","Chris Marrero"
"Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Austin Barnes","Mike Moustakas","Brandon Crawford","Denard Span","Christian Yelich","Chris Marrero"
"Carlos Carrasco","Tyler Skaggs","Buster Posey","Brandon Belt","Austin Barnes","Justin Turner","Brandon Crawford","Yasiel Puig","Joc Pederson","Brett Eibner"
"Tyler Skaggs","Ian Kennedy","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Trevor Story","Denard Span","Yasiel Puig","Joc Pederson"
"Robbie Ray","Jaime Garcia","Buster Posey","Brandon Belt","Jonathan Villar","Nolan Arenado","Brandon Crawford","Denard Span","David Peralta","Chris Marrero"
"Robbie Ray","Ian Kennedy","Buster Posey","Eric Thames","Joe Panik","Eduardo Nunez","Brandon Crawford","Denard Span","Christian Yelich","David Peralta"
"Jerad Eickhoff","Tyler Skaggs","Buster Posey","Brandon Belt","Jonathan Villar","Eduardo Nunez","Brandon Crawford","Christian Yelich","Yasiel Puig","Chris Marrero"
"Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Austin Barnes","Eduardo Nunez","Trevor Story","Yasiel Puig","Gorkys Hernandez","Chris Marrero"
"Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Jonathan Villar","Eduardo Nunez","Francisco Lindor","Denard Span","Joc Pederson","Chris Marrero"
