"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Jon Lester","P","CHC","vs CIN",4.2,"Garrett, L 4.25","L",3.45,0,0,5.9,9.3,1.36,NA,11300,32.6,16.6,17.53,17.53,"%",55,1.6,17.3,1.5
"Marcus Stroman","P","TOR","@ ATL",3.93,"Teheran, R 4.08","R",3.33,0,0,6.4,7,1.36,NA,11300,41.9,16.5,18.17,18.17,"%",28,1.6,23.95,2.1
"Dylan Bundy","P","BAL","@ DET",4.77,"Zimmermann, R 6.28","R",2.26,0,0,6.5,6.2,1.03,NA,9100,26.7,18.7,12.2,12.2,"%",61,1.3,0.3,0
"Hyun-Jin Ryu","P","LAD","vs MIA",3.48,"Volquez, R 4.41","L",4.99,0,0,5.1,9.7,1.57,NA,9100,34.7,12.4,16.81,16.81,"%",28,1.8,12.6,1.4
"Danny Duffy","P","KC","vs NYY",4.62,"Montgomery,  4.19","L",3.38,0,0,6.3,6.3,1.34,NA,8900,35,13.9,13.19,13.19,"%",22,1.5,36.75,4.1
"Tanner Roark","P","WSH","@ PIT",4.54,"Glasnow, R 7.98","R",3.88,0,0,5.8,7.6,1.21,NA,8900,20.6,14.9,11.79,11.79,"%",71,1.3,-3.95,NA
"Julio Teheran","P","ATL","vs TOR",4.07,"Stroman, R 3.33","R",4.08,0,0,5.8,6.7,1.38,NA,8800,31.9,12.8,13.34,13.34,"%",28,1.5,-13.25,NA
"Jordan Montgomery","P","NYY","@ KC",4.38,"Duffy, L 3.38","",4.19,0,0,5.7,8.7,1.4,NA,8100,16.2,15,14.21,14.21,"%",93,1.8,5.05,0.6
"Zach Davies","P","MIL","@ SD",4.34,"Cosart, R 3.24","R",5.8,0,0,5,7.7,1.71,NA,7700,28.8,9.9,10.18,10.18,"%",6,1.3,15.3,2
"Ervin Santana","P","MIN","vs COL",3.91,"Marquez, R 4.87","R",1.5,0,0,6.8,6.8,0.81,NA,7400,38,23.4,17.14,17.14,"%",55,2.3,6.35,0.9
"Sonny Gray","P","OAK","vs BOS",4.01,"Velazquez, R","R",3.78,0,0,5.6,4.8,1.32,NA,7200,14.2,9.4,11.27,11.27,"%",84,1.6,23.9,3.3
