"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"3B","Justin Turner",4700,"KC@LAD 10:10PM ET",9.492,"LAD","KC",8.15,0,9.28,NA,"x","x",NA
"SS","Corey Seager",4700,"KC@LAD 10:10PM ET",8.963,"LAD","KC",8.15,9,9.79,NA,"2","2",5
"SS","Jean Segura",4600,"OAK@SEA 10:10PM ET",9.491,"SEA","OAK",7.28,7.3,9.27,NA,"1","1",5
"1B/OF","Cody Bellinger",4600,"KC@LAD 10:10PM ET",10.118,"LAD","KC",8.65,9.2,10.01,NA,"4","4",5
"2B","Robinson Cano",4500,"OAK@SEA 10:10PM ET",8.551,"SEA","OAK",6.24,6.5,8.83,NA,"3","3",9
"1B","Eric Hosmer",4400,"KC@LAD 10:10PM ET",8.036,"KC","LAD",6.7,8.3,6.54,NA,"4","4",3
"OF","Giancarlo Stanton",4400,"MIA@SF 10:15PM ET",9.024,"MIA","SF",9.47,10.5,8.34,NA,"2","2",21
"OF","Nelson Cruz",4300,"OAK@SEA 10:10PM ET",8.205,"SEA","OAK",9.19,8.7,9.05,NA,"4","4",28
"OF","Khris Davis",4300,"OAK@SEA 10:10PM ET",9.048,"OAK","SEA",8.07,7.3,7.27,NA,"4","4",4
"1B","Justin Bour",4300,"MIA@SF 10:15PM ET",8.338,"MIA","SF",6.62,7.3,1.71,NA,"7","5",10
"OF","Marcell Ozuna",4300,"MIA@SF 10:15PM ET",9.512,"MIA","SF",8.67,8.6,7.87,NA,"4","4",0
"3B","Mike Moustakas",4200,"KC@LAD 10:10PM ET",8.947,"KC","LAD",8.21,8.3,6.51,NA,"6","6",7
"2B/OF","Chris Taylor",4200,"KC@LAD 10:10PM ET",8.457,"LAD","KC",NA,7,7.38,NA,"6","3",3
"1B/OF","Brandon Belt",4200,"MIA@SF 10:15PM ET",8,"SF","MIA",8,7.3,7.09,NA,"5","5",3
"1B/C","Buster Posey",4200,"MIA@SF 10:15PM ET",7.946,"SF","MIA",7.38,7.5,7.48,NA,"4","4",5
"OF","Christian Yelich",4200,"MIA@SF 10:15PM ET",8.037,"MIA","SF",7.05,7.7,7.88,NA,"3","3",8
"1B","Yonder Alonso",4000,"OAK@SEA 10:10PM ET",8.197,"OAK","SEA",5.87,6.6,6.44,NA,"6","3",3
"2B/3B","Logan Forsythe",4000,"KC@LAD 10:10PM ET",6.154,"LAD","KC",NA,7.3,1.79,NA,"x","1",9
"2B","Whit Merrifield",4000,"KC@LAD 10:10PM ET",8.075,"KC","LAD",6.01,6.4,6.66,NA,"1","1",7
"OF","Joc Pederson",4000,"KC@LAD 10:10PM ET",6.776,"LAD","KC",6.46,8.8,8.38,NA,"5","5",7
"OF","Lorenzo Cain",3900,"KC@LAD 10:10PM ET",8.259,"KC","LAD",6.53,6.6,7.28,NA,"3","3",0
"C","Salvador Perez",3900,"KC@LAD 10:10PM ET",7.872,"KC","LAD",5.99,6.4,6.16,NA,"5","5",3
"1B","Adrian Gonzalez",3800,"KC@LAD 10:10PM ET",4.9,"LAD","KC",NA,0,NA,NA,"x","x",NA
"OF","Denard Span",3800,"MIA@SF 10:15PM ET",7.339,"SF","MIA",6.87,8.1,7.04,NA,"1","1",14
"2B","Dee Gordon",3800,"MIA@SF 10:15PM ET",8.232,"MIA","SF",7.19,9.2,8.53,NA,"1","1",18
"OF","Ben Gamel",3700,"OAK@SEA 10:10PM ET",8.063,"SEA","OAK",NA,5,6.06,NA,"x","8",3
"2B/SS","Franklin Barreto",3700,"OAK@SEA 10:10PM ET",7.364,"OAK","SEA",5.53,0,1.44,NA,"x","x",NA
"3B","Matt Chapman",3700,"OAK@SEA 10:10PM ET",3.75,"OAK","SEA",5.67,6.1,1.53,NA,"x","7",0
"C","Yasmani Grandal",3700,"KC@LAD 10:10PM ET",6.75,"LAD","KC",6.12,7.7,7.69,NA,"7","6",0
"OF","Hunter Pence",3700,"MIA@SF 10:15PM ET",6.288,"SF","MIA",6.56,7.4,7.18,NA,"3","3",0
"C","JT Realmuto",3700,"MIA@SF 10:15PM ET",7.444,"MIA","SF",6.5,7,7.03,NA,"5","7",20
"2B","Joe Panik",3700,"MIA@SF 10:15PM ET",6.731,"SF","MIA",6.09,7.1,6.96,NA,"2","2",10
"OF","Jarrod Dyson",3600,"OAK@SEA 10:10PM ET",6.775,"SEA","OAK",5.17,0,6.88,NA,"x","x",NA
"3B","Kyle Seager",3600,"OAK@SEA 10:10PM ET",7,"SEA","OAK",5.62,6,7.91,NA,"5","6",4
"OF","Yasiel Puig",3600,"KC@LAD 10:10PM ET",7.476,"LAD","KC",5.81,7.5,7.4,NA,"8","8",17
"3B/OF","Eduardo Nunez",3600,"MIA@SF 10:15PM ET",7.862,"SF","MIA",NA,0,NA,NA,"x","x",NA
"OF","Matt Joyce",3500,"OAK@SEA 10:10PM ET",6.481,"OAK","SEA",4.22,5.6,5.33,NA,"9","8",7
"C","Mike Zunino",3500,"OAK@SEA 10:10PM ET",6.365,"SEA","OAK",5.31,6.4,6.33,NA,"8","9",0
