"Paul Goldschmidt_ARI","Bryce Harper_WAS","Trea Turner_WAS","Jake Lamb_ARI","Daniel Murphy_WAS","David Peralta_ARI","Ryan Zimmerman_WAS","Anthony Rizzo_CHC","Dexter Fowler_STL","AJ Pollock_ARI","Kris Bryant_CHC","Chris Owings_ARI","Jedd Gyorko_STL","Paul DeJong_STL","Tommy Pham_STL","Anthony Rendon_WAS","Randal Grichuk_STL","Brandon Drury_ARI","Yasmany Tomas_ARI","Ben Zobrist_CHC","Ian Happ_CHC","Matt Carpenter_STL","Stephen Piscotty_STL","Michael Taylor_WAS","Adam Eaton_WAS","Brian Goodwin_WAS","Javier Baez_CHC","Addison Russell_CHC","Nick Ahmed_ARI","Willson Contreras_CHC","Yadier Molina_STL","Chris Iannetta_ARI","Daniel Descalso_ARI","Adam Lind_WAS","Gregor Blanco_ARI","Kyle Schwarber_CHC","Jeremy Hazelbaker_ARI","Jayson Werth_WAS","Chad Huffman_STL","Jose Martinez_STL","Chris Herrmann_ARI","Rey Fuentes_ARI","Kolten Wong_STL","Jack Reinheimer_ARI","Socrates Brito_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Aledmys Diaz_STL","Ryan Raburn_WAS","Jason Heyward_CHC","Harrison Bader_STL","Matt Wieters_WAS","Jeimer Candelario_CHC","Mark Zagunis_CHC","Miguel Montero_CHC","Stephen Drew_WAS","Jon Jay_CHC","Albert Almora_CHC","Magneuris Sierra_STL","Tommy La Stella_CHC","Carson Kelly_STL","Eric Fryer_STL","Christian Walker_ARI","Greg Garcia_STL","Chris Heisey_WAS","Wilmer Difo_WAS","Jeff Mathis_ARI","Pedro Severino_WAS","Luke Voit_STL","Rafael Bautista_WAS","Jose Lobaton_WAS","Eloy Jimenez_CHC"
0,0,0,0,0,0,0,65,0,0,67,0,0,0,0,0,0,0,0,42,29,0,0,0,0,0,49,53,0,45,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,3,3,23,0,27,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,58,0,44,0,0,0,30,0,63,0,0,0,0,0,49,37,0,0,0,0,0,0,0,0,0,26,0,0,19,27,0,20,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
0,0,0,0,0,0,0,0,46,0,0,0,58,19,35,0,32,0,0,0,0,54,38,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,16,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17,0,0,0,19,23,21,0,3,0,0,0,0,21,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28,0,0,0,35,21,40,0,15,0,0,0,0,37,22,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,11,0,0,15,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,12,0,0,0,0,0,0,0,0
0,57,52,0,57,0,53,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,47,16,17,0,0,0,0,0,0,0,15,0,0,0,37,0,0,0,0,0,0,0,0,0,0,6,0,0,45,0,0,0,4,0,0,0,0,0,0,0,0,6,13,0,0,0,0,18,0
0,0,0,0,0,0,0,0,32,0,0,0,32,3,15,0,42,0,0,0,0,36,26,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,7,0,0,30,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0
59,0,0,56,0,46,0,0,0,26,0,49,0,0,0,0,0,61,36,0,0,0,0,0,0,0,0,0,28,0,0,22,24,0,19,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
39,0,0,36,0,27,0,0,0,26,0,37,0,0,0,0,0,36,40,0,0,0,0,0,0,0,0,0,17,0,0,12,6,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,42,0,0,0,0,0,0,0,0,43,13,0,0,0,0,0,28,33,0,30,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,13,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,32,0,0,29,0,0,0,0,0,0,0,0,13,33,0,0,0,0,0,24,21,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,3,13,0,11,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,52,0,0,0,54,21,37,0,36,0,0,0,0,65,44,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,17,0,0,36,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,18,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,42,0,0,0,38,19,22,0,26,0,0,0,0,44,50,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,15,0,0,26,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0
0,44,47,0,45,0,44,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,51,3,17,0,0,0,0,0,0,0,13,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,36,0,0,0,4,0,0,0,0,0,0,0,0,5,9,0,0,0,0,15,0
0,18,10,0,18,0,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0
0,16,19,0,17,0,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0
0,0,0,0,0,0,0,51,0,0,49,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,53,36,0,38,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,3,16,0,19,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,0,53,0,0,0,0,0,0,0,0,33,21,0,0,0,0,0,36,55,0,37,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,19,0,20,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,34,0,19,0,0,0,13,0,26,0,0,0,0,0,28,17,0,0,0,0,0,0,0,0,0,38,0,0,15,18,0,16,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,45,0,0,0,0,0,0,0,0,30,21,0,0,0,0,0,38,37,0,49,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,4,3,0,0,15,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,49,0,0,0,50,19,31,0,37,0,0,0,0,53,39,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,16,0,0,31,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0
24,0,0,23,0,18,0,0,0,11,0,19,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,15,0,0,25,14,0,6,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,29,0,27,0,0,0,9,0,27,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,18,0,0,14,34,0,16,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0,14,13,0,14,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,4,9,0,0,0,0,0,0,0,18,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,2,7,0,0,0,0,9,0
24,0,0,23,0,19,0,0,0,0,0,20,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,16,0,0,6,16,0,25,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0,0,0,0,0,0,0,52,0,0,49,0,0,0,0,0,0,0,0,37,21,0,0,0,0,0,34,39,0,36,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,3,0,17,0,17,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,6,0,4,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,36,34,0,39,0,37,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,26,16,4,0,0,0,0,0,0,0,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,5,0,0,0,0,0,0,0,0,3,11,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,16,11,11,0,7,0,0,0,0,17,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,21,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0
23,0,0,26,0,20,0,0,0,9,0,20,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,17,0,0,4,12,0,9,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31,0,0,0,30,0,15,0,30,0,0,0,0,36,26,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,8,0,0,39,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,51,0,0,0,50,19,35,0,38,0,0,0,0,56,43,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,18,0,0,34,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,11,0,0,0,0,0,0,0,0
0,6,6,0,5,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,49,0,0,47,0,0,0,0,0,0,0,0,36,17,0,0,0,0,0,32,40,0,34,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,15,0,15,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,41,0,45,0,44,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,36,15,15,0,0,0,0,0,0,0,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,50,0,0,0,6,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,16,19,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,24,0,14,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,8,5,0,7,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
0,0,0,0,0,0,0,26,0,0,27,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,19,20,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,0,28,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,32,0,0,29,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,26,26,0,26,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,3,8,0,11,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,8,3,8,0,4,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16,0,0,0,13,7,12,0,11,0,0,0,0,18,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0
0,4,4,0,6,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,0
0,16,8,0,11,0,12,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,8,3,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,2,17,0,0,0,0,4,0
33,0,0,32,0,26,0,0,0,16,0,32,0,0,0,0,0,28,21,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,13,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,17,0,18,0,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,15,4,5,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
