"Paul Goldschmidt_ARI","Bryce Harper_WAS","Trea Turner_WAS","Jake Lamb_ARI","Daniel Murphy_WAS","David Peralta_ARI","Ryan Zimmerman_WAS","Anthony Rizzo_CHC","Dexter Fowler_STL","AJ Pollock_ARI","Kris Bryant_CHC","Chris Owings_ARI","Jedd Gyorko_STL","Paul DeJong_STL","Tommy Pham_STL","Anthony Rendon_WAS","Randal Grichuk_STL","Brandon Drury_ARI","Yasmany Tomas_ARI","Ben Zobrist_CHC","Ian Happ_CHC","Matt Carpenter_STL","Stephen Piscotty_STL","Michael Taylor_WAS","Adam Eaton_WAS","Brian Goodwin_WAS","Javier Baez_CHC","Addison Russell_CHC","Nick Ahmed_ARI","Willson Contreras_CHC","Yadier Molina_STL","Chris Iannetta_ARI","Daniel Descalso_ARI","Adam Lind_WAS","Gregor Blanco_ARI","Kyle Schwarber_CHC","Jeremy Hazelbaker_ARI","Jayson Werth_WAS","Chad Huffman_STL","Jose Martinez_STL","Chris Herrmann_ARI","Rey Fuentes_ARI","Kolten Wong_STL","Jack Reinheimer_ARI","Socrates Brito_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Aledmys Diaz_STL","Ryan Raburn_WAS","Jason Heyward_CHC","Harrison Bader_STL","Matt Wieters_WAS","Jeimer Candelario_CHC","Mark Zagunis_CHC","Miguel Montero_CHC","Stephen Drew_WAS","Jon Jay_CHC","Albert Almora_CHC","Magneuris Sierra_STL","Tommy La Stella_CHC","Carson Kelly_STL","Eric Fryer_STL","Christian Walker_ARI","Greg Garcia_STL","Chris Heisey_WAS","Wilmer Difo_WAS","Jeff Mathis_ARI","Pedro Severino_WAS","Luke Voit_STL","Rafael Bautista_WAS","Jose Lobaton_WAS","Eloy Jimenez_CHC"
68.1218701095462,0,0,5.37856173677069,0,22.9742380261248,0,0,0,0,0,4.19262295081967,0,0,0,0,0,20.2010520163647,2.48245614035088,0,0,0,0,0,0,0,0,0,15.3460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85227272727273,0,0,0,0,0
0,92.2857142857143,20.0078431372549,0,8.61842105263158,0,26.2036199095023,0,0,0,0,0,0,0,0,22.6334586466165,0,0,0,0,0,0,0,18.5470401691332,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6632747456059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.0078431372549,100.422565033273,0,19.6349924585219,0,10.3722448979592,0,0,0,0,0,0,0,0,-6.6236802413273,0,0,0,0,0,0,0,31.4620721554117,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.524064171122995,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30670731707317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.37856173677069,0,0,63.8459627329193,0,25.8946127946128,0,0,0,0,0,-7.02782819116757,0,0,0,0,0,17.4779220779221,5.16904761904762,0,0,0,0,0,0,0,0,0,-10.7023172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861895161290323,0,0,0,0,0
0,8.61842105263158,19.6349924585219,0,69.8387096774194,0,11.7721872816212,0,0,0,0,0,0,0,0,13.109022556391,0,0,0,0,0,0,0,22.8141414141414,0,0,0,0,0,0,0,0,0,0,0,0,0,16.502024291498,0,0,0,0,0,0,0,0,0,0,0,0,0,18.509595959596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.9742380261248,0,0,25.8946127946128,0,72.8402597402597,0,0,0,0,0,0.295983086680761,0,0,0,0,0,35.1053140096618,22.5897435897436,0,0,0,0,0,0,0,0,0,4.97368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.32153846153846,0,0,0,0,0
0,26.2036199095023,10.3722448979592,0,11.7721872816212,0,82.096793708409,0,0,0,0,0,0,0,0,-1.04716981132075,0,0,0,0,0,0,0,14.9645877378436,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83033033033033,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5179704016913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,65.7865424430642,0,0,14.521875,0,0,0,0,0,0,0,0,5.12458471760797,0,0,0,0,0,0,1.3,6.87491264849755,0,24.1622340425532,0,0,0,0,0,8.15686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3690476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,64.8315184513007,0,0,0,-4.66328502415459,0,6.04761904761905,0,-2.4758064516129,0,0,0,0,-7.71945701357466,7.2479674796748,0,0,0,0,0,0,0,6.51147959183673,0,0,0,0,0,0,0,0,0,0,0,3.01290322580645,0,0,0,0,-4.43450980392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
