"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Max Scherzer",14000,"Was@NYM 04:05PM ET",27.817,"Was"
"SP","Noah Syndergaard",11700,"Was@NYM 04:05PM ET",24.525,"NYM"
"SP","Stephen Strasburg",11500,"Was@NYM 04:05PM ET",23.4,"Was"
"SP","Jake Arrieta",10600,"ChC@Cin 01:10PM ET",23.067,"ChC"
"SP","Justin Verlander",10500,"Det@Min 02:10PM ET",11.963,"Det"
"SP","Lance McCullers Jr.",10500,"Hou@TB 06:10PM ET",22,"Hou"
"SP","Michael Pineda",10100,"NYY@Pit 04:05PM ET",23.683,"NYY"
"SP","Chris Archer",9900,"Hou@TB 06:10PM ET",20.3,"TB"
"SP","Jacob deGrom",9900,"Was@NYM 04:05PM ET",17.288,"NYM"
"SP","Jon Lester",9900,"ChC@Cin 01:10PM ET",15.663,"ChC"
"SP","Felix Hernandez",9600,"Sea@Oak 04:05PM ET",15.475,"Sea"
"SP","Masahiro Tanaka",9500,"NYY@Pit 04:05PM ET",10.763,"NYY"
"SP","Dallas Keuchel",9500,"Hou@TB 06:10PM ET",24.8,"Hou"
"SP","Gio Gonzalez",9500,"Was@NYM 04:05PM ET",19.783,"Was"
"SP","Matt Harvey",9400,"Was@NYM 04:05PM ET",13.6,"NYM"
"SP","Steven Matz",9300,"Was@NYM 04:05PM ET",0,"NYM"
"SP","Jameson Taillon",9200,"NYY@Pit 04:05PM ET",20.867,"Pit"
"SP","Tanner Roark",9200,"Was@NYM 04:05PM ET",15.175,"Was"
"SP","Collin McHugh",8600,"Hou@TB 06:10PM ET",0,"Hou"
"SP","Kyle Hendricks",8600,"ChC@Cin 01:10PM ET",10.267,"ChC"
"SP","James Paxton",8400,"Sea@Oak 04:05PM ET",25.45,"Sea"
"SP","Michael Fulmer",8300,"Det@Min 02:10PM ET",17.3,"Det"
"SP","Blake Snell",8300,"Hou@TB 06:10PM ET",11.85,"TB"
"SP","John Lackey",8300,"ChC@Cin 01:10PM ET",17.567,"ChC"
"SP","Gerrit Cole",8200,"NYY@Pit 04:05PM ET",12.488,"Pit"
"SP","Jake Odorizzi",8100,"Hou@TB 06:10PM ET",9.617,"TB"
"SP","Drew Smyly",8000,"Sea@Oak 04:05PM ET",0,"Sea"
"P","Jose De Leon",7900,"Hou@TB 06:10PM ET",0,"TB"
"SP","Hisashi Iwakuma",7900,"Sea@Oak 04:05PM ET",5.588,"Sea"
"SP","Anthony DeSclafani",7900,"ChC@Cin 01:10PM ET",0,"Cin"
"SP","Jharel Cotton",7800,"Sea@Oak 04:05PM ET",11.033,"Oak"
"SP","Sean Manaea",7700,"Sea@Oak 04:05PM ET",16.713,"Oak"
"SP","Joe Ross",7700,"Was@NYM 04:05PM ET",23.55,"Was"
"SP","Alex Cobb",7600,"Hou@TB 06:10PM ET",11.9,"TB"
"SP","Zack Wheeler",7600,"Was@NYM 04:05PM ET",9.55,"NYM"
"SP","Ervin Santana",7500,"Det@Min 02:10PM ET",26.45,"Min"
"SP","Tyler Glasnow",7500,"NYY@Pit 04:05PM ET",5.1,"Pit"
"SP","Joe Musgrove",7500,"Hou@TB 06:10PM ET",6.967,"Hou"
"SP","CC Sabathia",7400,"NYY@Pit 04:05PM ET",14.275,"NYY"
"SP","Charlie Morton",7400,"Hou@TB 06:10PM ET",13.667,"Hou"
"SP","Sonny Gray",7400,"Sea@Oak 04:05PM ET",0,"Oak"
"SP","Ariel Miranda",7200,"Sea@Oak 04:05PM ET",15.517,"Sea"
"SP","Mike Fiers",7100,"Hou@TB 06:10PM ET",6.988,"Hou"
"SP","A.J. Cole",7100,"Was@NYM 04:05PM ET",0,"Was"
"SP","Daniel Norris",7000,"Det@Min 02:10PM ET",11.55,"Det"
"SP","Ivan Nova",7000,"NYY@Pit 04:05PM ET",15.167,"Pit"
"SP","Chase De Jong",6900,"Sea@Oak 04:05PM ET",-6.3,"Sea"
"SP","Robert Gsellman",6700,"Was@NYM 04:05PM ET",8.83,"NYM"
"SP","Brandon Finnegan",6700,"ChC@Cin 01:10PM ET",9.875,"Cin"
"SP","Daniel Mengden",6400,"Sea@Oak 04:05PM ET",0,"Oak"
"SP","Jose Berrios",6300,"Det@Min 02:10PM ET",0,"Min"
"SP","Brad Peacock",6300,"Hou@TB 06:10PM ET",9.09,"Hou"
"SP","Marcos Molina",6300,"Was@NYM 04:05PM ET",0,"NYM"
"SP","Cody Reed",6300,"ChC@Cin 01:10PM ET",8.9,"Cin"
"SP","Chad Green",6200,"NYY@Pit 04:05PM ET",0,"NYY"
"SP","Yovani Gallardo",6200,"Sea@Oak 04:05PM ET",4.667,"Sea"
"SP","Jordan Zimmermann",6100,"Det@Min 02:10PM ET",7.967,"Det"
"SP","Matthew Boyd",6100,"Det@Min 02:10PM ET",12.55,"Det"
"SP","Luis Severino",6100,"NYY@Pit 04:05PM ET",25.133,"NYY"
"SP","Matt Andriese",6100,"Hou@TB 06:10PM ET",14.467,"TB"
"SP","Hector Santiago",5900,"Det@Min 02:10PM ET",17.325,"Min"
"SP","Kyle Gibson",5900,"Det@Min 02:10PM ET",4.417,"Min"
"SP","Nick Kingham",5900,"NYY@Pit 04:05PM ET",0,"Pit"
"SP","Jordan Montgomery",5900,"NYY@Pit 04:05PM ET",14.9,"NYY"
"SP","Chris Heston",5900,"Sea@Oak 04:05PM ET",0,"Sea"
"SP","Robert Stephenson",5900,"ChC@Cin 01:10PM ET",5.763,"Cin"
"SP","Adalberto Mejia",5800,"Det@Min 02:10PM ET",4.9,"Min"
"SP","Kendall Graveman",5800,"Sea@Oak 04:05PM ET",17.7,"Oak"
"SP","Anibal Sanchez",5700,"Det@Min 02:10PM ET",0.82,"Det"
"SP","Tyler Duffey",5700,"Det@Min 02:10PM ET",5.37,"Min"
"SP","Chad Kuhl",5700,"NYY@Pit 04:05PM ET",11.95,"Pit"
"SP","Austin Voth",5700,"Was@NYM 04:05PM ET",0,"Was"
"SP","Scott Feldman",5700,"ChC@Cin 01:10PM ET",16.2,"Cin"
"SP","Raisel Iglesias",5700,"ChC@Cin 01:10PM ET",7.692,"Cin"
"SP","Wade LeBlanc",5600,"NYY@Pit 04:05PM ET",2.95,"Pit"
"SP","Brett Anderson",5600,"ChC@Cin 01:10PM ET",10.55,"ChC"
"SP","Phil Hughes",5500,"Det@Min 02:10PM ET",11.05,"Min"
"SP","Seth Lugo",5500,"Was@NYM 04:05PM ET",0,"NYM"
"SP","Rob Whalen",5400,"Sea@Oak 04:05PM ET",0,"Sea"
"SP","Chih-Wei Hu",5300,"Hou@TB 06:10PM ET",0,"TB"
"RP","Bryan Mitchell",5200,"NYY@Pit 04:05PM ET",3.51,"NYY"
