Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,14967,Le'Veon Bell,RB,14,PIT,CIN,0,0,0,185,2,6,50,1,0,0,0,0,50.50
2,13291,Julio Jones,WR,14,ATL,GB,0,0,0,0,0,11,259,1,0,0,0,0,45.90
3,12845,AJ Green,WR,14,CIN,PIT,0,0,0,0,0,11,224,1,0,0,0,0,42.40
4,13124,DeMarco Murray,RB,14,DAL,CHI,0,0,0,179,1,9,49,0,0,0,0,0,40.80
5,14005,TY Hilton,WR,14,IND,CLE,0,0,0,0,0,10,150,2,0,0,0,0,39
6,4556,Jordy Nelson,WR,14,GB,ATL,0,0,0,0,0,8,146,2,0,0,0,0,37.60
7,13320,Cam Newton,QB,14,CAR,NO,226,3,0,83,1,0,0,0,0,0,0,0,35.34
8,732,Matt Ryan,QB,14,ATL,GB,375,4,1,23,0,0,0,0,0,0,0,0,35.30
9,16389,Odell Beckham Jr,WR,14,NYG,TEN,0,0,0,9,0,11,130,1,0,0,0,0,33.90
10,6029,Calvin Johnson,WR,14,DET,TB,0,0,0,0,0,8,158,1,0,0,0,0,32.80
11,8355,Julian Edelman,WR,14,NE,SD,0,0,0,4,0,8,141,1,0,0,0,0,31.50
12,3807,Ben Roethlisberger,QB,14,PIT,CIN,350,3,0,-1,0,0,0,0,0,0,0,0,30.90
13,2593,Aaron Rodgers,QB,14,GB,ATL,327,3,0,28,0,0,0,0,0,0,0,0,30.88
14,8972,Jay Cutler,QB,14,CHI,DAL,341,2,1,9,1,0,0,0,0,0,0,0,30.54
15,12323,Joique Bell,RB,14,DET,TB,0,0,0,83,1,5,50,1,0,0,0,0,30.30
16,12841,Andy Dalton,QB,14,CIN,PIT,302,2,0,22,1,0,0,0,0,0,0,0,30.28
17,14536,Russell Wilson,QB,14,SEA,PHI,263,2,0,48,1,0,0,0,0,0,0,0,29.32
18,3519,Vincent Jackson,WR,14,TB,DET,0,0,0,0,0,10,159,0,0,0,0,0,28.90
19,9079,Percy Harvin,WR,14,NYJ,MIN,0,0,0,3,0,6,124,1,0,0,0,0,27.70
20,15138,Eddie Lacy,RB,14,GB,ATL,0,0,0,73,1,5,33,1,0,0,0,0,27.60
21,14465,Jarius Wright,WR,14,MIN,NYJ,0,0,0,23,0,4,123,1,0,0,0,0,27.60
22,9038,Matthew Stafford,QB,14,DET,TB,311,3,0,-2,0,0,0,0,0,0,0,0,27.24
23,75,New York Giants,DST,14,NYG,TEN,0,0,0,0,0,0,0,0,8,2,2,1,27
24,32,Los Angeles Rams,DST,14,LA,WAS,0,0,0,0,0,0,0,0,7,2,2,0,27
25,15072,Mychal Rivera,TE,14,OAK,SF,0,0,0,0,0,7,109,1,0,0,0,0,26.90
26,16402,Andre Williams,RB,14,NYG,TEN,0,0,0,131,1,3,16,0,0,0,0,0,26.70
27,14008,Andrew Luck,QB,14,IND,CLE,294,2,2,37,1,0,0,0,0,0,0,0,26.46
28,1181,Martellus Bennett,TE,14,CHI,DAL,0,0,0,0,0,12,84,1,0,0,0,0,26.40
29,11792,Arian Foster,RB,14,HOU,JAX,0,0,0,127,1,2,21,0,0,0,0,0,25.80
30,611,Joe Flacco,QB,14,BAL,MIA,269,2,1,16,1,0,0,0,0,0,0,0,25.36
31,8703,Kyle Orton,QB,14,BUF,DEN,355,1,2,1,1,0,0,0,0,0,0,0,25.30
32,7969,Jamaal Charles,RB,14,KC,ARI,0,0,0,91,1,2,20,1,0,0,0,0,25.10
33,2699,Matt Forte,RB,14,CHI,DAL,0,0,0,26,1,8,74,0,0,0,0,0,25
34,5451,Jonathan Stewart,RB,14,CAR,NO,0,0,0,155,1,0,0,0,0,0,0,0,24.50
35,16146,Martavis Bryant,WR,14,PIT,CIN,0,0,0,0,0,4,109,1,0,0,0,0,23.90
