Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,14536,Russell Wilson,QB,7,SEA,LA,313,2,0,106,1,0,0,0,0,0,0,0,43.12
2,11197,Demaryius Thomas,WR,7,DEN,SF,0,0,0,0,0,8,171,2,0,0,0,0,40.10
3,16003,Sammy Watkins,WR,7,BUF,MIN,0,0,0,0,0,9,122,2,0,0,0,0,36.20
4,11611,Golden Tate,WR,7,DET,NO,0,0,0,0,0,10,154,1,0,0,0,0,34.40
5,7328,Peyton Manning,QB,7,DEN,SF,318,4,0,-1,0,0,0,0,0,0,0,0,31.62
6,2699,Matt Forte,RB,7,CHI,MIA,0,0,0,49,1,6,60,1,0,0,0,0,28.90
7,14967,Le'Veon Bell,RB,7,PIT,HOU,0,0,0,57,0,8,88,1,0,0,0,0,28.50
8,12780,Shane Vereen,RB,7,NE,NYJ,0,0,0,43,0,5,71,2,0,0,0,0,28.40
9,13460,Doug Baldwin,WR,7,SEA,LA,0,0,0,0,0,7,123,1,0,0,0,0,28.30
10,204,Roddy White,WR,7,ATL,BAL,0,0,0,0,0,9,100,1,0,0,0,0,28
11,13227,Randall Cobb,WR,7,GB,CAR,0,0,0,2,0,6,121,1,0,0,0,0,27.30
12,11270,Dez Bryant,WR,7,DAL,NYG,0,0,0,0,0,9,151,0,0,0,0,0,27.10
13,14046,Ronnie Hillman,RB,7,DEN,SF,0,0,0,74,2,4,29,0,0,0,0,0,26.30
14,12239,Chris Ivory,RB,7,NYJ,NE,0,0,0,107,1,4,18,0,0,0,0,0,25.50
15,7242,Drew Brees,QB,7,NO,DET,342,2,1,13,0,0,0,0,0,0,0,0,24.98
16,2593,Aaron Rodgers,QB,7,GB,CAR,255,3,0,21,0,0,0,0,0,0,0,0,24.30
17,15196,Kenny Stills,WR,7,NO,DET,0,0,0,0,0,5,103,1,0,0,0,0,24.30
18,14008,Andrew Luck,QB,7,IND,CIN,344,2,0,5,0,0,0,0,0,0,0,0,24.26
19,13799,Ryan Tannehill,QB,7,MIA,CHI,277,2,0,48,0,0,0,0,0,0,0,0,23.88
20,11792,Arian Foster,RB,7,HOU,PIT,0,0,0,102,0,4,13,1,0,0,0,0,23.50
21,13124,DeMarco Murray,RB,7,DAL,NYG,0,0,0,128,1,1,4,0,0,0,0,0,23.20
22,4932,Eli Manning,QB,7,NYG,DAL,248,3,0,11,0,0,0,0,0,0,0,0,23.02
23,2220,Ahmad Bradshaw,RB,7,IND,CIN,0,0,0,52,1,3,36,1,0,0,0,0,22.80
24,3867,Tony Romo,QB,7,DAL,NYG,279,3,1,5,0,0,0,0,0,0,0,0,22.66
25,4314,Tom Brady,QB,7,NE,NYJ,261,3,0,0,0,0,0,0,0,0,0,0,22.44
26,11056,Antonio Brown,WR,7,PIT,HOU,3,1,0,0,0,9,90,0,0,0,0,0,22.12
27,15224,Andre Ellington,RB,7,ARI,OAK,0,0,0,88,0,6,72,0,0,0,0,0,22
28,15018,Denard Robinson,RB,7,JAX,CLE,0,0,0,127,1,0,0,0,0,0,0,0,21.70
29,15082,Gavin Escobar,TE,7,DAL,NYG,0,0,0,0,0,3,65,2,0,0,0,0,21.50
30,1658,Greg Olsen,TE,7,CAR,GB,0,0,0,0,0,8,105,0,0,0,0,0,21.50
31,16389,Odell Beckham Jr,WR,7,NYG,DAL,0,0,0,13,0,4,34,2,0,0,0,0,20.70
32,14005,TY Hilton,WR,7,IND,CIN,0,0,0,0,0,7,107,0,0,0,0,0,20.70
33,5094,Marques Colston,WR,7,NO,DET,0,0,0,0,0,6,111,0,0,0,0,0,20.10
34,12847,Andrew Hawkins,WR,7,CLE,JAX,0,0,0,8,0,5,112,0,0,0,0,0,20
35,15230,Stepfan Taylor,RB,7,ARI,OAK,0,0,0,40,1,2,19,1,0,0,0,0,19.90
36,6767,Pierre Garcon,WR,7,WAS,TEN,0,0,0,0,0,5,87,1,0,0,0,0,19.70
37,8283,Ryan Fitzpatrick,QB,7,HOU,PIT,262,2,1,16,0,0,0,0,0,0,0,0,19.08
38,2950,Steve Johnson,WR,7,SF,DEN,0,0,0,0,0,5,79,1,0,0,0,0,18.90
39,13957,Kendall Wright,WR,7,TEN,WAS,0,0,0,0,0,6,68,1,0,0,0,0,18.80
40,14986,DeAndre Hopkins,WR,7,HOU,PIT,0,0,0,0,0,6,108,0,0,0,0,0,18.80
41,7969,Jamaal Charles,RB,7,KC,SD,0,0,0,95,1,2,12,0,0,0,0,0,18.70
42,9038,Matthew Stafford,QB,7,DET,NO,299,2,2,1,0,0,0,0,0,0,0,0,18.06
43,4556,Jordy Nelson,WR,7,GB,CAR,0,0,0,0,0,4,80,1,0,0,0,0,18
44,3807,Ben Roethlisberger,QB,7,PIT,HOU,265,2,0,3,0,0,0,0,0,0,0,0,17.90
45,1810,Owen Daniels,TE,7,BAL,ATL,0,0,0,0,0,6,58,1,0,0,0,0,17.80
46,8703,Kyle Orton,QB,7,BUF,MIN,283,2,1,-1,0,0,0,0,0,0,0,0,17.22
47,2428,Carson Palmer,QB,7,ARI,OAK,253,2,1,0,0,0,0,0,0,0,0,0,17.12
48,12830,Torrey Smith,WR,7,BAL,ATL,0,0,0,0,0,3,81,1,0,0,0,0,17.10
49,14895,Geno Smith,QB,7,NYJ,NE,226,1,0,37,0,0,0,0,0,0,0,0,16.74
50,611,Joe Flacco,QB,7,BAL,ATL,258,2,2,4,0,0,0,0,0,0,0,0,16.72
51,13791,Lamar Miller,RB,7,MIA,CHI,0,0,0,61,1,2,22,0,0,0,0,0,16.30
52,15138,Eddie Lacy,RB,7,GB,CAR,0,0,0,63,1,3,10,0,0,0,0,0,16.30
53,52,Jacksonville Jaguars,DST,7,JAX,CLE,0,0,0,0,0,0,0,0,3,1,1,2,16
54,16263,Allen Robinson,WR,7,JAX,CLE,0,0,0,0,0,4,60,1,0,0,0,0,16
55,8529,Mike Wallace,WR,7,MIA,CHI,0,0,0,4,0,5,46,1,0,0,0,0,16
56,15207,Benjamin Cunningham,RB,7,LA,SEA,0,0,0,3,0,5,46,1,0,0,0,0,15.90
57,13902,Trent Richardson,RB,7,IND,CIN,0,0,0,77,0,4,41,0,0,0,0,0,15.80
58,12751,Charles Clay,TE,7,MIA,CHI,0,0,0,0,0,4,58,1,0,0,0,0,15.80
59,6739,Alex Smith,QB,7,KC,SD,221,1,0,29,0,0,0,0,0,0,0,0,15.74
60,8066,Darren McFadden,RB,7,OAK,ARI,0,0,0,48,1,4,7,0,0,0,0,0,15.50
61,13443,Colin Kaepernick,QB,7,SF,DEN,263,1,1,18,0,0,0,0,0,0,0,0,15.32
62,13320,Cam Newton,QB,7,CAR,GB,205,1,1,41,0,0,0,0,0,0,0,0,15.30
63,8244,Philip Rivers,QB,7,SD,KC,205,2,1,0,0,0,0,0,0,0,0,0,15.20
64,15630,Cooper Helfet,TE,7,SEA,LA,0,0,0,0,0,3,61,1,0,0,0,0,15.10
65,16550,Kelvin Benjamin,WR,7,CAR,GB,0,0,0,0,0,3,61,1,0,0,0,0,15.10
66,7884,Antonio Gates,TE,7,SD,KC,0,0,0,0,0,3,61,1,0,0,0,0,15.10
67,16510,Jerick McKinnon,RB,7,MIN,BUF,0,0,0,103,0,2,-2,0,0,0,0,0,15.10
68,67,Minnesota Vikings,DST,7,MIN,BUF,0,0,0,0,0,0,0,0,6,1,3,3,15
69,11026,Jermaine Gresham,TE,7,CIN,IND,0,0,0,0,0,10,48,0,0,0,0,0,14.80
70,12323,Joique Bell,RB,7,DET,NO,0,0,0,48,1,2,19,0,0,0,0,0,14.70
71,16626,Tre Mason,RB,7,LA,SEA,0,0,0,85,1,0,0,0,0,0,0,0,14.50
72,12137,Charlie Whitehurst,QB,7,TEN,WAS,160,2,1,10,0,0,0,0,0,0,0,0,14.40
73,13987,Dwayne Allen,TE,7,IND,CIN,0,0,0,0,0,3,52,1,0,0,1,0,14.20
74,14,Indianapolis Colts,DST,7,IND,CIN,0,0,0,0,0,0,0,0,4,0,1,0,14
75,14404,Austin Davis,QB,7,LA,SEA,155,2,0,-2,0,0,0,0,0,0,0,0,14
76,10992,Jeff Cumberland,TE,7,NYJ,NE,0,0,0,0,0,3,50,1,0,0,0,0,14
77,4631,Wes Welker,WR,7,DEN,SF,0,0,0,0,0,3,50,1,0,0,0,0,14
78,15782,Larry Donnell,TE,7,NYG,DAL,0,0,0,0,0,7,90,0,0,0,0,0,14
79,14478,Michael Floyd,WR,7,ARI,OAK,0,0,0,0,0,3,47,1,0,0,0,0,13.70
80,6597,Greg Jennings,WR,7,MIN,BUF,0,0,0,0,0,6,77,0,0,0,0,0,13.70
81,15123,Corey Fuller,WR,7,DET,NO,0,0,0,0,0,3,44,1,0,0,0,0,13.40
82,16664,Bruce Ellington,WR,7,SF,DEN,0,0,0,0,0,3,44,1,0,0,0,0,13.40
83,7203,Dwayne Bowe,WR,7,KC,SD,0,0,0,0,0,5,84,0,0,0,0,0,13.40
84,14242,Rueben Randle,WR,7,NYG,DAL,0,0,0,0,0,6,74,0,0,0,0,0,13.40
85,11063,Emmanuel Sanders,WR,7,DEN,SF,0,0,0,0,0,3,41,1,0,0,0,0,13.10
86,36,Baltimore Ravens,DST,7,BAL,ATL,0,0,0,0,0,0,0,0,5,0,1,1,13
87,732,Matt Ryan,QB,7,ATL,BAL,228,1,0,7,0,0,0,0,0,0,0,0,12.82
88,2429,Andre Johnson,WR,7,HOU,PIT,0,0,0,0,0,5,77,0,0,0,0,0,12.70
89,12513,Derek Hagan,WR,7,TEN,WAS,0,0,0,0,0,2,45,1,0,0,0,0,12.50
90,16146,Martavis Bryant,WR,7,PIT,HOU,0,0,0,0,0,2,40,1,0,0,0,0,12
91,11712,Anquan Boldin,WR,7,SF,DEN,0,0,0,0,0,7,50,0,0,0,0,0,12
92,10974,Rob Gronkowski,TE,7,NE,NYJ,0,0,0,0,0,5,68,0,0,0,0,0,11.80
93,15076,Keenan Allen,WR,7,SD,KC,0,0,0,0,0,6,58,0,0,0,0,0,11.80
94,12506,James Starks,RB,7,GB,CAR,0,0,0,36,1,1,7,0,0,0,0,0,11.30
95,15714,Brenton Bersin,WR,7,CAR,GB,0,0,0,0,0,3,21,1,0,0,0,0,11.10
96,14352,Travaris Cadet,RB,7,NO,DET,0,0,0,0,0,6,51,0,0,0,0,0,11.10
97,16245,Blake Bortles,QB,7,JAX,CLE,159,1,3,37,0,0,0,0,0,0,0,0,11.06
98,1181,Martellus Bennett,TE,7,CHI,MIA,0,0,0,0,0,5,58,0,0,0,0,0,10.80
99,11667,Brandon Marshall,WR,7,CHI,MIA,0,0,0,0,0,6,48,0,0,0,1,0,10.80
100,13291,Julio Jones,WR,7,ATL,BAL,0,0,0,0,0,5,56,0,0,0,0,0,10.60
101,11182,Eric Decker,WR,7,NYJ,NE,0,0,0,0,0,4,65,0,0,0,0,0,10.50
102,13997,Coby Fleener,TE,7,IND,CIN,0,0,0,0,0,4,64,0,0,0,0,0,10.40
103,15100,Jordan Reed,TE,7,WAS,TEN,0,0,0,0,0,5,54,0,0,0,0,0,10.40
104,14828,Chris Hogan,WR,7,BUF,MIN,0,0,0,0,0,5,63,0,0,0,0,0,10.30
105,37,Buffalo Bills,DST,7,BUF,MIN,0,0,0,0,0,0,0,0,5,2,0,0,10
106,64,Miami Dolphins,DST,7,MIA,CHI,0,0,0,0,0,0,0,0,3,1,2,2,10
107,6828,Chris Johnson,RB,7,NYJ,NE,0,0,0,61,0,2,19,0,0,0,0,0,10
108,14465,Jarius Wright,WR,7,MIN,BUF,0,0,0,0,0,4,60,0,0,0,0,0,10
109,8972,Jay Cutler,QB,7,CHI,MIA,190,1,1,3,0,0,0,0,0,0,0,0,9.90
110,16345,Branden Oliver,RB,7,SD,KC,0,0,0,67,0,2,11,0,0,0,0,0,9.80
111,7007,Daniel Fells,TE,7,NYG,DAL,0,0,0,0,0,1,27,1,0,0,0,0,9.70
112,13386,Lance Kendricks,TE,7,LA,SEA,0,0,0,0,0,2,17,1,0,0,0,0,9.70
113,4358,Steve Smith,WR,7,BAL,ATL,0,0,0,0,0,3,67,0,0,0,0,0,9.70
114,12285,Anthony Dixon,RB,7,BUF,MIN,0,0,0,51,0,3,15,0,0,0,0,0,9.60
115,9369,Justin Forsett,RB,7,BAL,ATL,0,0,0,95,0,0,0,0,0,0,0,0,9.50
116,16189,Alfred Blue,RB,7,HOU,PIT,0,0,0,14,0,1,11,1,0,0,0,0,9.50
117,11463,Brandon LaFell,WR,7,NE,NYJ,0,0,0,0,0,4,55,0,0,0,0,0,9.50
118,11047,Colt McCoy,QB,7,WAS,TEN,128,1,0,3,0,0,0,0,0,0,0,0,9.42
119,11317,Clay Harbor,TE,7,JAX,CLE,0,0,0,0,0,6,34,0,0,0,0,0,9.40
120,8694,Brandon Lloyd,WR,7,SF,DEN,0,0,0,0,0,3,63,0,0,0,0,0,9.30
121,15150,Cordarrelle Patterson,WR,7,MIN,BUF,0,0,0,3,0,2,9,1,0,0,0,0,9.20
122,13418,Anthony Sherman,FB,7,KC,SD,0,0,0,0,0,2,12,1,0,0,0,0,9.20
123,6768,Lance Moore,WR,7,PIT,HOU,0,0,0,0,0,2,12,1,0,0,0,0,9.20
124,8355,Julian Edelman,WR,7,NE,NYJ,0,0,0,8,0,4,44,0,0,0,0,0,9.20
125,16470,Davante Adams,WR,7,GB,CAR,0,0,0,0,0,1,21,1,0,0,0,0,9.10
126,12386,Marshawn Lynch,RB,7,SEA,LA,0,0,0,53,0,2,18,0,0,0,0,0,9.10
127,49,Denver Broncos,DST,7,DEN,SF,0,0,0,0,0,0,0,0,6,1,0,0,9
128,32,Los Angeles Rams,DST,7,LA,SEA,0,0,0,0,0,0,0,0,3,0,0,0,9
129,16497,Teddy Bridgewater,QB,7,MIN,BUF,157,1,2,7,0,0,0,0,0,0,0,0,8.98
130,9906,Danny Amendola,WR,7,NE,NYJ,0,0,0,0,0,1,19,1,0,0,0,0,8.90
131,15191,Austin Johnson,FB,7,NO,DET,0,0,0,5,0,1,13,1,0,0,0,0,8.80
132,15088,Terrance Williams,WR,7,DAL,NYG,0,0,0,0,0,1,18,1,0,0,0,0,8.80
133,16524,Devonta Freeman,RB,7,ATL,BAL,0,0,0,20,0,5,17,0,0,0,0,0,8.70
