Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,4932,Eli Manning,QB,4,NYG,WAS,300,4,1,1,1,0,0,0,0,0,0,0,36.10
2,4358,Steve Smith,WR,4,BAL,CAR,0,0,0,0,0,7,139,2,0,0,0,0,35.90
3,4556,Jordy Nelson,WR,4,GB,CHI,0,0,0,0,0,10,108,2,0,0,0,0,35.80
4,11056,Antonio Brown,WR,4,PIT,TB,17,0,0,0,0,7,131,2,0,0,0,0,35.78
5,14008,Andrew Luck,QB,4,IND,TEN,393,4,1,-1,0,0,0,0,0,0,0,0,33.62
6,13227,Randall Cobb,WR,4,GB,CHI,0,0,0,0,0,7,113,2,0,0,0,0,33.30
7,2593,Aaron Rodgers,QB,4,GB,CHI,302,4,0,8,0,0,0,0,0,0,0,0,31.88
8,7969,Jamaal Charles,RB,4,KC,NE,0,0,0,92,1,3,16,2,0,0,0,0,31.80
9,13124,DeMarco Murray,RB,4,DAL,NO,0,0,0,149,2,1,6,0,0,0,0,0,31.50
10,13255,Matt Asiata,RB,4,MIN,ATL,0,0,0,78,3,3,22,0,0,0,0,0,31
11,7389,Eddie Royal,WR,4,SD,JAX,0,0,0,0,0,5,105,2,0,0,0,0,30.50
12,15782,Larry Donnell,TE,4,NYG,WAS,0,0,0,0,0,7,54,3,0,0,0,0,30.40
13,8244,Philip Rivers,QB,4,SD,JAX,377,3,0,0,0,0,0,0,0,0,0,0,30.08
14,611,Joe Flacco,QB,4,BAL,CAR,327,3,0,3,0,0,0,0,0,0,0,0,28.38
15,5002,Reggie Wayne,WR,4,IND,TEN,0,0,0,0,0,7,119,1,0,0,0,0,27.90
16,5820,Frank Gore,RB,4,SF,PHI,0,0,0,119,0,1,55,1,0,0,0,0,27.40
17,11463,Brandon LaFell,WR,4,NE,KC,0,0,0,0,0,6,119,1,0,0,0,0,26.90
18,9038,Matthew Stafford,QB,4,DET,NYJ,293,2,0,8,1,0,0,0,0,0,0,0,26.52
19,15076,Keenan Allen,WR,4,SD,JAX,0,0,0,0,0,10,135,0,0,0,0,0,26.50
20,16497,Teddy Bridgewater,QB,4,MIN,ATL,317,0,0,27,1,0,0,0,0,0,0,0,26.38
21,3807,Ben Roethlisberger,QB,4,PIT,TB,314,3,0,4,0,0,-6,0,0,0,0,0,26.36
22,26,Philadelphia Eagles,DST,4,PHI,SF,0,0,0,0,0,0,0,0,4,1,0,0,26
