"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","750"
"3","3","500"
"4","4","300"
"5","5","200"
"6","6","150"
"7","8","100"
"9","10","75"
"11","15","60"
"16","20","50"
"21","30","40"
"31","40","35"
"41","50","30"
"51","75","25"
"76","100","20"
"101","150","15"
"151","200","12"
"201","275","10"
"276","400","8"
"401","700","7"
"701","1300","6"
"1301","2345","5"
