"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg"
"WR","Pierre Garcon (7545512)","Pierre Garcon",7545512,3900,"Was@Bal 01:00PM ET","Was","Pierre","Garcon","Bal",10.1,10.8,9.31,8.39685259389576,4,0.162337662337662,9.81179040371456
"WR","Markus Wheaton (7545536)","Markus Wheaton",7545536,3900,"NYJ@Pit 01:00PM ET","Pit","Markus","Wheaton","NYJ",6.56,7.8,8.29,10.6278153321649,6,0.0416666666666667,6.91369944949348
"WR","Robert Woods (7545574)","Robert Woods",7545574,3900,"Buf@LA 04:25PM ET","Buf","Robert","Woods","LA",12.28,10.5,10.28,10.5,1,0.222222222222222,10.1174684632749
"WR","Davante Adams (7545596)","Davante Adams",7545596,3900,"NYG@GB 08:30PM ET","GB","Davante","Adams","NYG",10.6,8.9,8.43,5.24523670189133,3,0.174757281553398,8.62069972082757
"RB","Dwayne Washington (7545379)","Dwayne Washington",7545379,3800,"Phi@Det 01:00PM ET","Det","Dwayne","Washington","Phi",0,0,0,0,9,0.0125,0
"WR","Kevin White (7545496)","Kevin White",7545496,3800,"Chi@Ind 01:00PM ET","Chi","Kevin","White","Ind",0,0,0,0,1,0.26056338028169,0
"WR","Terrance Williams (7545559)","Terrance Williams",7545559,3800,"Cin@Dal 04:25PM ET","Dal","Terrance","Williams","Cin",8.62,7.8,7.27,6.72229540895674,4,0.117647058823529,7.39779713665367
"TE","Martellus Bennett (7545603)","Martellus Bennett",7545603,3700,"NE@Cle 01:00PM ET","NE","Martellus","Bennett","Cle",8.47,10.6,9.8,7.57913480751089,2,0.192,9.29099590519628
"WR","Kenny Britt (7545568)","Kenny Britt",7545568,3700,"Buf@LA 04:25PM ET","LA","Kenny","Britt","Buf",10.51,8.1,9.03,8.79768679434703,2,0.227642276422764,8.04856450755056
"WR","Tavon Austin (7545571)","Tavon Austin",7545571,3700,"Buf@LA 04:25PM ET","LA","Tavon","Austin","Buf",10.24,12.5,9.98,10.383571830248,1,0.276422764227642,11.0155340394685
"RB","Orleans Darkwa (7545461)","Orleans Darkwa",7545461,3700,"NYG@GB 08:30PM ET","NYG","Orleans","Darkwa","GB",7.01,6.3,5.35,9.00682838633054,8,0.0253164556962025,5.98635147990508
"TE","Zach Miller (7545616)","Zach Miller",7545616,3600,"Chi@Ind 01:00PM ET","Chi","Zach","Miller","Ind",11.45,8.3,10.77,8.3,4,0.147887323943662,8.40720978075791
"WR","Kenny Stills (7545501)","Kenny Stills",7545501,3600,"Ten@Mia 01:00PM ET","Mia","Kenny","Stills","Ten",9,8.8,10.13,8.53170023422938,3,0.157894736842105,8.17582835291758
"RB","Kenneth Dixon (7545405)","Kenneth Dixon",7545405,3600,"Was@Bal 01:00PM ET","Bal","Kenneth","Dixon","Was",7.3,8,7.49,8,11,0,7.22534494724838
"TE","Kyle Rudolph (7545641)","Kyle Rudolph",7545641,3600,"Hou@Min 01:00PM ET","Min","Kyle","Rudolph","Hou",13.17,9.5,12,10.2975236066424,1,0.265151515151515,9.63788582113405
"WR","Sammie Coates (7545538)","Sammie Coates",7545538,3600,"NYJ@Pit 01:00PM ET","Pit","Sammie","Coates","NYJ",9.43,8.9,9.39,5.35339944288001,3,0.131944444444444,8.34575103443076
"RB","Alfred Morris (7545430)","Alfred Morris",7545430,3600,"Cin@Dal 04:25PM ET","Dal","Alfred","Morris","Cin",3.87,3.8,4.4,6.19296989449125,9,0.0147058823529412,3.52662589804103
"WR","Nelson Agholor (7545484)","Nelson Agholor",7545484,3500,"Phi@Det 01:00PM ET","Phi","Nelson","Agholor","Det",8.77,8.2,7.6,8.2,2,0.166666666666667,7.70853962540471
"TE","Zach Ertz (7545610)","Zach Ertz",7545610,3500,"Phi@Det 01:00PM ET","Phi","Zach","Ertz","Det",13.34,11.5,10.15,11.5,6,0.0833333333333333,11.0552989160772
"RB","Jay Ajayi (7545395)","Jay Ajayi",7545395,3500,"Ten@Mia 01:00PM ET","Mia","Jay","Ajayi","Ten",8.37,9.5,5.8,4.90867976073116,7,0.0451127819548872,8.50989121027536
"RB","Justin Forsett (7545399)","Justin Forsett",7545399,3500,"Was@Bal 01:00PM ET","Bal","Justin","Forsett","Was",0,0,0,0,12,0,0
"RB","Matt Asiata (7545407)","Matt Asiata",7545407,3500,"Hou@Min 01:00PM ET","Min","Matt","Asiata","Hou",6.51,7.9,7.73,6.96748009963415,8,0.0303030303030303,6.97082266992079
"WR","Brice Butler (7545558)","Brice Butler",7545558,3500,"Cin@Dal 04:25PM ET","Dal","Brice","Butler","Cin",6.71,12.8,4.73,11.5464562135135,5,0.0955882352941176,10.3926074956041
"RB","Wendell Smallwood (7545380)","Wendell Smallwood",7545380,3400,"Phi@Det 01:00PM ET","Phi","Wendell","Smallwood","Det",4.17,4.2,5.66,4.2,8,0.0104166666666667,3.8726182183814
"TE","Eric Ebron (7545613)","Eric Ebron",7545613,3400,"Phi@Det 01:00PM ET","Det","Eric","Ebron","Phi",0,0,0,0,4,0.15625,0
"RB","Derrick Henry (7545398)","Derrick Henry",7545398,3400,"Ten@Mia 01:00PM ET","Ten","Derrick","Henry","Mia",4.53,7,5.97,10.0213764661561,10,0.0214285714285714,5.88566641432775
"RB","Dexter McCluster (7545448)","Dexter McCluster",7545448,3400,"SD@Oak 04:25PM ET","SD","Dexter","McCluster","Oak",3.9,3.7,6.06,3.7,9,0.0408163265306122,3.46480270006847
"RB","DeAndre Washington (7545452)","DeAndre Washington",7545452,3400,"SD@Oak 04:25PM ET","Oak","DeAndre","Washington","SD",11.02,13.4,9.41,14.3101548612224,7,0.0372670807453416,11.8186916423469
"WR","Seth Roberts (7545586)","Seth Roberts",7545586,3400,"SD@Oak 04:25PM ET","Oak","Seth","Roberts","SD",7.46,7,7.46,4.93621534823617,4,0.118012422360248,6.57421312470607
"RB","James Starks (7545458)","James Starks",7545458,3400,"NYG@GB 08:30PM ET","GB","James","Starks","NYG",6.1,6.4,6.24,9.11225350293042,7,0.0388349514563107,5.84137566588688
"WR","Rishard Matthews (7545502)","Rishard Matthews",7545502,3300,"Ten@Mia 01:00PM ET","Ten","Rishard","Matthews","Mia",7.97,6.3,8.3,7.10357664241075,5,0.128571428571429,6.21195040207682
"RB","Chris Thompson (7545401)","Chris Thompson",7545401,3300,"Was@Bal 01:00PM ET","Was","Chris","Thompson","Bal",8.21,7.2,7.35,5.38749935954575,5,0.0779220779220779,6.8882086112336
"WR","Eli Rogers (7545540)","Eli Rogers",7545540,3300,"NYJ@Pit 01:00PM ET","Pit","Eli","Rogers","NYJ",0,0,0,10.1628188045556,5,0.0972222222222222,0
"RB","Jalen Richard (7545456)","Jalen Richard",7545456,3300,"SD@Oak 04:25PM ET","Oak","Jalen","Richard","SD",8.19,10.3,7.35,13.9007867911247,6,0.0496894409937888,9.01857672669157
"TE","Hunter Henry (7545681)","Hunter Henry",7545681,3300,"SD@Oak 04:25PM ET","SD","Hunter","Henry","Oak",9.58,3.5,10.14,8.47891666578125,5,0.0952380952380952,4.66184999433707
"RB","Bobby Rainey (7545459)","Bobby Rainey",7545459,3300,"NYG@GB 08:30PM ET","NYG","Bobby","Rainey","GB",9.85,7.1,3.17,7.60749752383842,6,0.0759493670886076,7.20473360565322
"RB","Paul Perkins (7545463)","Paul Perkins",7545463,3300,"NYG@GB 08:30PM ET","NYG","Paul","Perkins","GB",0,1.6,0,1.6,10,0.0189873417721519,1.10197062864682
"TE","Gary Barnidge (7545601)","Gary Barnidge",7545601,3200,"NE@Cle 01:00PM ET","Cle","Gary","Barnidge","NE",10.85,9.4,10.8,9.75351178028439,3,0.156028368794326,9.02381526159526
"WR","Dorial Green-Beckham (7545482)","Dorial Green-Beckham",7545482,3200,"Phi@Det 01:00PM ET","Phi","Dorial","Green-Beckham","Det",7.94,5.7,7.32,5.7,5,0.114583333333333,5.7916614500164
"RB","Joique Bell (7545384)","Joique Bell",7545384,3200,"Chi@Ind 01:00PM ET","Chi","Joique","Bell","Ind",3.74,1.8,0,1.8,0,0,2.11861275818841
"RB","Kenyan Drake (7545397)","Kenyan Drake",7545397,3200,"Ten@Mia 01:00PM ET","Mia","Kenyan","Drake","Ten",5.38,3.3,5.39,4.22935454818697,9,0.0300751879699248,3.53710838125486
"WR","Andre Johnson (7545497)","Andre Johnson",7545497,3200,"Ten@Mia 01:00PM ET","Ten","Andre","Johnson","Mia",8.8,7,4.69,6.75810567128716,2,0.157142857142857,6.88911162023746
"WR","Brandon LaFell (7545555)","Brandon LaFell",7545555,3200,"Cin@Dal 04:25PM ET","Cin","Brandon","LaFell","Dal",9.21,8.3,8.22,6.96833355779101,3,0.155405405405405,7.88081229569052
"RB","Benny Cunningham (7545443)","Benny Cunningham",7545443,3200,"Buf@LA 04:25PM ET","LA","Benny","Cunningham","Buf",4.29,4.5,0,2.7019748416508,7,0.032520325203252,4.10743757652415
"WR","Brian Quick (7545569)","Brian Quick",7545569,3200,"Buf@LA 04:25PM ET","LA","Brian","Quick","Buf",8.13,7.2,5.63,17.506759318026,4,0.113821138211382,6.86940870105262
"RB","Ka'Deem Carey (7545386)","Ka'Deem Carey",7545386,3100,"Chi@Ind 01:00PM ET","Chi","Ka'Deem","Carey","Ind",2.71,4,4.16,4,9,0.00704225352112676,3.3917735289977
"TE","Dwayne Allen (7545619)","Dwayne Allen",7545619,3100,"Chi@Ind 01:00PM ET","Ind","Dwayne","Allen","Chi",7.11,8.1,9.84,9.01418206747831,3,0.12280701754386,7.24956832485898
"RB","Alfred Blue (7545412)","Alfred Blue",7545412,3100,"Hou@Min 01:00PM ET","Hou","Alfred","Blue","Min",2.25,3.7,0,3.53570882618354,11,0.00704225352112676,3.07705455258579
"WR","Jaelen Strong (7545527)","Jaelen Strong",7545527,3100,"Hou@Min 01:00PM ET","Hou","Jaelen","Strong","Min",4.48,3.8,4.26,3.59716784393702,5,0.0774647887323944,3.66997521317099
"WR","Adam Thielen (7545528)","Adam Thielen",7545528,3100,"Hou@Min 01:00PM ET","Min","Adam","Thielen","Hou",8.55,11.5,6.99,8.96108788540723,3,0.128787878787879,9.92965429399109
"WR","Robby Anderson (7545541)","Robby Anderson",7545541,3100,"NYJ@Pit 01:00PM ET","NYJ","Robby","Anderson","Pit",4.89,9,6.1,9,7,0.0522875816993464,7.34772929595068
"WR","Jalin Marshall (7545542)","Jalin Marshall",7545542,3100,"NYJ@Pit 01:00PM ET","NYJ","Jalin","Marshall","Pit",0,2.2,0,2.2,6,0.065359477124183,1.51520961438938
"WR","Tyler Boyd (7545565)","Tyler Boyd",7545565,3100,"Cin@Dal 04:25PM ET","Cin","Tyler","Boyd","Dal",6.52,7.1,6.17,9.23297036386462,5,0.121621621621622,6.42218734437
"RB","James Develin (7545364)","James Develin",7545364,3000,"NE@Cle 01:00PM ET","NE","James","Develin","Cle",0,0,0,0,0,0,0
"RB","Brandon Bolden (7545366)","Brandon Bolden",7545366,3000,"NE@Cle 01:00PM ET","NE","Brandon","Bolden","Cle",0,0,0,0,7,0.024,0
"RB","Malcolm Johnson (7545367)","Malcolm Johnson",7545367,3000,"NE@Cle 01:00PM ET","Cle","Malcolm","Johnson","NE",0,0,0,0,8,0.0283687943262411,0
"RB","George Atkinson III (7545370)","George Atkinson III",7545370,3000,"NE@Cle 01:00PM ET","Cle","George","Atkinson III","NE",0,0,0,0,0,0,0
"RB","D.J. Foster (7545371)","D.J. Foster",7545371,3000,"NE@Cle 01:00PM ET","NE","D.J.","Foster","Cle",0,1.9,0,1.9,10,0.016,1.3085901215181
"WR","Matthew Slater (7545464)","Matthew Slater",7545464,3000,"NE@Cle 01:00PM ET","NE","Matthew","Slater","Cle",0,0,0,0,11,0.008,0
"WR","Andrew Hawkins (7545466)","Andrew Hawkins",7545466,3000,"NE@Cle 01:00PM ET","Cle","Andrew","Hawkins","NE",6.31,9.2,7.79,9.91128708573855,4,0.0921985815602837,7.81917403024389
"WR","Malcolm Mitchell (7545470)","Malcolm Mitchell",7545470,3000,"NE@Cle 01:00PM ET","NE","Malcolm","Mitchell","Cle",4.14,2.3,4.08,3.07613882286255,6,0.072,2.55697813054543
"WR","Jordan Payton (7545471)","Jordan Payton",7545471,3000,"NE@Cle 01:00PM ET","Cle","Jordan","Payton","NE",0,0,0,0,11,0,0
"WR","Ricardo Louis (7545472)","Ricardo Louis",7545472,3000,"NE@Cle 01:00PM ET","Cle","Ricardo","Louis","NE",6.87,6.8,5.48,7.16735261078927,6,0.0638297872340425,6.29781745854051
"WR","Rashard Higgins (7545474)","Rashard Higgins",7545474,3000,"NE@Cle 01:00PM ET","Cle","Rashard","Higgins","NE",0,4,0,4,9,0.0141843971631206,2.75492657161706
"RB","Kenjon Barner (7545375)","Kenjon Barner",7545375,3000,"Phi@Det 01:00PM ET","Phi","Kenjon","Barner","Det",3.15,1.2,0,1.2,10,0,1.56672443486114
"RB","Michael Burton (7545377)","Michael Burton",7545377,3000,"Phi@Det 01:00PM ET","Det","Michael","Burton","Phi",0,0,0,0,0,0,0
"RB","Zach Zenner (7545378)","Zach Zenner",7545378,3000,"Phi@Det 01:00PM ET","Det","Zach","Zenner","Phi",5.59,5.5,0,7.69705957893869,10,0.00625,5.10166775986931
"WR","Andre Roberts (7545476)","Andre Roberts",7545476,3000,"Phi@Det 01:00PM ET","Det","Andre","Roberts","Phi",2.75,1.1,0,1.1,7,0.01875,1.40385171966582
"WR","Aaron Dobson (7545479)","Aaron Dobson",7545479,3000,"Phi@Det 01:00PM ET","Det","Aaron","Dobson","Phi",0,0,0,0,0,0,0
"WR","Josh Huff (7545481)","Josh Huff",7545481,3000,"Phi@Det 01:00PM ET","Phi","Josh","Huff","Det",5.12,2.4,2.73,2.4,0,0,2.85615019455284
"WR","Bryce Treggs (7545483)","Bryce Treggs",7545483,3000,"Phi@Det 01:00PM ET","Phi","Bryce","Treggs","Det",0,0,0,0,10,0,0
"RB","Robert Turbin (7545382)","Robert Turbin",7545382,3000,"Chi@Ind 01:00PM ET","Ind","Robert","Turbin","Chi",3.43,2.7,3.75,2.38294430120506,9,0.0350877192982456,2.66562158485096
"RB","Jordan Todman (7545383)","Jordan Todman",7545383,3000,"Chi@Ind 01:00PM ET","Ind","Jordan","Todman","Chi",0,0,0,0,0,0,0
"RB","Josh Ferguson (7545387)","Josh Ferguson",7545387,3000,"Chi@Ind 01:00PM ET","Ind","Josh","Ferguson","Chi",7.14,4.8,5.64,2.27257102606114,2,0.128654970760234,4.98380386959278
"RB","Raheem Mostert (7545388)","Raheem Mostert",7545388,3000,"Chi@Ind 01:00PM ET","Chi","Raheem","Mostert","Ind",0,0,0,0,0,0,0
"WR","Deonte Thompson (7545486)","Deonte Thompson",7545486,3000,"Chi@Ind 01:00PM ET","Chi","Deonte","Thompson","Ind",2.27,1.9,0,1.9,10,0,1.84203757290336
"WR","Devin Street (7545489)","Devin Street",7545489,3000,"Chi@Ind 01:00PM ET","Ind","Devin","Street","Chi",0,0,0,0,12,0,0
"WR","Joshua Bellamy (7545490)","Joshua Bellamy",7545490,3000,"Chi@Ind 01:00PM ET","Chi","Joshua","Bellamy","Ind",0,0,0,0,0,0,0
"WR","Cameron Meredith (7545491)","Cameron Meredith",7545491,3000,"Chi@Ind 01:00PM ET","Chi","Cameron","Meredith","Ind",11.03,5.8,4.21,5.8,7,0.0563380281690141,6.58668114504711
"WR","Quan Bray (7545492)","Quan Bray",7545492,3000,"Chi@Ind 01:00PM ET","Ind","Quan","Bray","Chi",0,2.9,2.99,2.9,10,0.0116959064327485,1.99732176442237
"WR","Chester Rogers (7545495)","Chester Rogers",7545495,3000,"Chi@Ind 01:00PM ET","Ind","Chester","Rogers","Chi",5.22,6.7,0,6.7,8,0.0467836257309941,5.8411961467674
"RB","Isaiah Pead (7545392)","Isaiah Pead",7545392,3000,"Ten@Mia 01:00PM ET","Mia","Isaiah","Pead","Ten",7,5.2,0,5.2,11,0.0075187969924812,5.22639668393777
"RB","Jalston Fowler (7545393)","Jalston Fowler",7545393,3000,"Ten@Mia 01:00PM ET","Ten","Jalston","Fowler","Mia",0,0,0,0,12,0.00714285714285714,0
"RB","Antonio Andrews (7545394)","Antonio Andrews",7545394,3000,"Ten@Mia 01:00PM ET","Ten","Antonio","Andrews","Mia",0,0,0,0,0,0,0
"RB","Damien Williams (7545396)","Damien Williams",7545396,3000,"Ten@Mia 01:00PM ET","Mia","Damien","Williams","Ten",2.01,0,0,0,5,0.0526315789473684,0.472347743297078
"WR","Harry Douglas (7545498)","Harry Douglas",7545498,3000,"Ten@Mia 01:00PM ET","Ten","Harry","Douglas","Mia",0,0,0,0,6,0.0571428571428571,0
"WR","Marc Mariani (7545499)","Marc Mariani",7545499,3000,"Ten@Mia 01:00PM ET","Ten","Marc","Mariani","Mia",0,0,0,0,0,0,0
"WR","Kendall Wright (7545500)","Kendall Wright",7545500,3000,"Ten@Mia 01:00PM ET","Ten","Kendall","Wright","Mia",8.85,6.4,5.82,5.00811640169651,7,0.0285714285714286,6.48762257835801
"WR","Jakeem Grant (7545505)","Jakeem Grant",7545505,3000,"Ten@Mia 01:00PM ET","Mia","Jakeem","Grant","Ten",0,0,0,0,13,0,0
"WR","Leonte Carroo (7545506)","Leonte Carroo",7545506,3000,"Ten@Mia 01:00PM ET","Mia","Leonte","Carroo","Ten",0,2.8,0,2.8,10,0.0150375939849624,1.92844860013194
"RB","Kyle Juszczyk (7545400)","Kyle Juszczyk",7545400,3000,"Was@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Was",0,3.8,0,3.8,5,0.0864197530864197,2.61718024303621
"RB","Javorius Allen (7545403)","Javorius Allen",7545403,3000,"Was@Bal 01:00PM ET","Bal","Javorius","Allen","Was",4.26,3.6,3.04,3.76449701570667,10,0.0308641975308642,3.48052913159244
"RB","Rob Kelley (7545404)","Rob Kelley",7545404,3000,"Was@Bal 01:00PM ET","Was","Rob","Kelley","Bal",0,1.5,0,1.5,13,0,1.0330974643564
"WR","Devin Hester (7545509)","Devin Hester",7545509,3000,"Was@Bal 01:00PM ET","Bal","Devin","Hester","Was",0,0,0,0,0,0,0
"WR","Kamar Aiken (7545513)","Kamar Aiken",7545513,3000,"Was@Bal 01:00PM ET","Bal","Kamar","Aiken","Was",2.94,4.4,0,4.46550359642463,6,0.0617283950617284,3.72131592792971
"WR","Ryan Grant (7545514)","Ryan Grant",7545514,3000,"Was@Bal 01:00PM ET","Was","Ryan","Grant","Bal",0,1.1,0,1.1,9,0.0194805194805195,0.757604807194691
"WR","Josh Doctson (7545515)","Josh Doctson",7545515,3000,"Was@Bal 01:00PM ET","Was","Josh","Doctson","Bal",0,0,0,0,8,0.038961038961039,0
"WR","Rashad Ross (7545516)","Rashad Ross",7545516,3000,"Was@Bal 01:00PM ET","Was","Rashad","Ross","Bal",0,1.3,0,1.3,10,0.00649350649350649,0.895351135775544
"WR","Chris Moore (7545518)","Chris Moore",7545518,3000,"Was@Bal 01:00PM ET","Bal","Chris","Moore","Was",0,1.1,3.06,1.1,6,0.0617283950617284,0.757604807194691
"WR","Breshad Perriman (7545519)","Breshad Perriman",7545519,3000,"Was@Bal 01:00PM ET","Bal","Breshad","Perriman","Was",5.54,7.1,7.23,6.2920105025482,4,0.0987654320987654,6.19188844465302
"RB","Zach Line (7545408)","Zach Line",7545408,3000,"Hou@Min 01:00PM ET","Min","Zach","Line","Hou",0,0,0,0,11,0,0
"RB","Jonathan Grimes (7545409)","Jonathan Grimes",7545409,3000,"Hou@Min 01:00PM ET","Hou","Jonathan","Grimes","Min",0,0,0,0,7,0.0492957746478873,0
"RB","Ronnie Hillman (7545411)","Ronnie Hillman",7545411,3000,"Hou@Min 01:00PM ET","Min","Ronnie","Hillman","Hou",0,0,0,0,11,0,0
"RB","Jay Prosch (7545413)","Jay Prosch",7545413,3000,"Hou@Min 01:00PM ET","Hou","Jay","Prosch","Min",0,0,0,0,11,0.00704225352112676,0
"RB","Tyler Ervin (7545415)","Tyler Ervin",7545415,3000,"Hou@Min 01:00PM ET","Hou","Tyler","Ervin","Min",0,1.1,0,1.1,10,0.0140845070422535,0.757604807194691
"WR","Charles Johnson (7545520)","Charles Johnson",7545520,3000,"Hou@Min 01:00PM ET","Min","Charles","Johnson","Hou",9.86,8,5.47,8.63143672240986,4,0.106060606060606,7.82694207303968
"WR","Jarius Wright (7545521)","Jarius Wright",7545521,3000,"Hou@Min 01:00PM ET","Min","Jarius","Wright","Hou",4.08,0,0,0,11,0,0.95879541922989
"WR","Keith Mumphery (7545522)","Keith Mumphery",7545522,3000,"Hou@Min 01:00PM ET","Hou","Keith","Mumphery","Min",0,0,0,0,0,0,0
"WR","Braxton Miller (7545524)","Braxton Miller",7545524,3000,"Hou@Min 01:00PM ET","Hou","Braxton","Miller","Min",1.7,5.4,4.11,5.23839051032242,9,0.0352112676056338,4.11864896302882
"WR","Cordarrelle Patterson (7545525)","Cordarrelle Patterson",7545525,3000,"Hou@Min 01:00PM ET","Min","Cordarrelle","Patterson","Hou",8.75,7.2,5.14,11.2579398392802,6,0.0681818181818182,7.0151080049552
"WR","Laquon Treadwell (7545529)","Laquon Treadwell",7545529,3000,"Hou@Min 01:00PM ET","Min","Laquon","Treadwell","Hou",0,1.6,0,1.6,11,0,1.10197062864682
"RB","Fitzgerald Toussaint (7545419)","Fitzgerald Toussaint",7545419,3000,"NYJ@Pit 01:00PM ET","Pit","Fitzgerald","Toussaint","NYJ",0,0,0,0,11,0.00694444444444444,0
"RB","Roosevelt Nix (7545421)","Roosevelt Nix",7545421,3000,"NYJ@Pit 01:00PM ET","Pit","Roosevelt","Nix","NYJ",0,0,0,0,0,0,0
"RB","Troymaine Pope (7545422)","Troymaine Pope",7545422,3000,"NYJ@Pit 01:00PM ET","NYJ","Troymaine","Pope","Pit",0,0,0,0,0,0,0
"WR","Darrius Heyward-Bey (7545532)","Darrius Heyward-Bey",7545532,3000,"NYJ@Pit 01:00PM ET","Pit","Darrius","Heyward-Bey","NYJ",4.85,2.1,0,0,9,0.0208333333333333,2.58608100482076
"WR","Jeremy Ross (7545534)","Jeremy Ross",7545534,3000,"NYJ@Pit 01:00PM ET","NYJ","Jeremy","Ross","Pit",0,0,0,0,0,0,0
"WR","Charone Peake (7545539)","Charone Peake",7545539,3000,"NYJ@Pit 01:00PM ET","NYJ","Charone","Peake","Pit",0,3.3,4.98,3.3,8,0.0196078431372549,2.27281442158407
"RB","Patrick DiMarco (7545423)","Patrick DiMarco",7545423,3000,"Atl@Den 04:05PM ET","Atl","Patrick","DiMarco","Den",0,0,0,0,10,0.0215827338129496,0
"RB","Kapri Bibbs (7545424)","Kapri Bibbs",7545424,3000,"Atl@Den 04:05PM ET","Den","Kapri","Bibbs","Atl",0,1.7,0,1.7,10,0.0155038759689922,1.17084379293725
"RB","Andy Janovich (7545427)","Andy Janovich",7545427,3000,"Atl@Den 04:05PM ET","Den","Andy","Janovich","Atl",0,0,0,0,10,0.0155038759689922,0
"RB","Devontae Booker (7545429)","Devontae Booker",7545429,3000,"Atl@Den 04:05PM ET","Den","Devontae","Booker","Atl",3.26,5,5.83,5.22984940680345,8,0.0232558139534884,4.20975455439619
"WR","Eric Weems (7545543)","Eric Weems",7545543,3000,"Atl@Den 04:05PM ET","Atl","Eric","Weems","Den",0,0,0,0,0,0,0
"WR","Jordan Norwood (7545544)","Jordan Norwood",7545544,3000,"Atl@Den 04:05PM ET","Den","Jordan","Norwood","Atl",3.13,1.7,3.86,1.67708285719247,4,0.0775193798449612,1.90639027876802
"WR","Aldrick Robinson (7545547)","Aldrick Robinson",7545547,3000,"Atl@Den 04:05PM ET","Atl","Aldrick","Robinson","Den",3.6,2.3,0,5.18259280087804,6,0.0647482014388489,2.43007873682383
"WR","Bennie Fowler (7545550)","Bennie Fowler",7545550,3000,"Atl@Den 04:05PM ET","Den","Bennie","Fowler","Atl",1.82,1.8,0,1.87326495441204,7,0.0310077519379845,1.66741491384493
"WR","Jordan Taylor (7545551)","Jordan Taylor",7545551,3000,"Atl@Den 04:05PM ET","Den","Jordan","Taylor","Atl",0,0,0,0,8,0.0232558139534884,0
"WR","Justin Hardy (7545552)","Justin Hardy",7545552,3000,"Atl@Den 04:05PM ET","Atl","Justin","Hardy","Den",5.16,4.6,4.33,7.4614472646145,8,0.0503597122302158,4.38075976403271
"WR","Cody Latimer (7545553)","Cody Latimer",7545553,3000,"Atl@Den 04:05PM ET","Den","Cody","Latimer","Atl",0,1.8,0,1.82824609879778,6,0.0387596899224806,1.23971695722768
"WR","Taylor Gabriel (7545554)","Taylor Gabriel",7545554,3000,"Atl@Den 04:05PM ET","Atl","Taylor","Gabriel","Den",5.65,0,3.09,1.18833375480859,6,0.0647482014388489,1.32774365653159
"TE","Jacob Tamme (7545653)","Jacob Tamme",7545653,3000,"Atl@Den 04:05PM ET","Atl","Jacob","Tamme","Den",8.72,9.9,7.79,7.84189638890949,2,0.151079136690647,8.86763347447885
"RB","Lance Dunbar (7545431)","Lance Dunbar",7545431,3000,"Cin@Dal 04:25PM ET","Dal","Lance","Dunbar","Cin",0,0,0,0,7,0.0441176470588235,0
"RB","Rex Burkhead (7545432)","Rex Burkhead",7545432,3000,"Cin@Dal 04:25PM ET","Cin","Rex","Burkhead","Dal",0,0,0,0,10,0,0
"RB","Rod Smith (7545434)","Rod Smith",7545434,3000,"Cin@Dal 04:25PM ET","Dal","Rod","Smith","Cin",0,0,0,0,0,0,0
"RB","Keith Smith (7545435)","Keith Smith",7545435,3000,"Cin@Dal 04:25PM ET","Dal","Keith","Smith","Cin",0,0,0,0,9,0.0147058823529412,0
"RB","Darius Jackson (7545437)","Darius Jackson",7545437,3000,"Cin@Dal 04:25PM ET","Dal","Darius","Jackson","Cin",0,0,0,0,0,0,0
"WR","James Wright (7545561)","James Wright",7545561,3000,"Cin@Dal 04:25PM ET","Cin","James","Wright","Dal",1.84,0,0,0,8,0.0202702702702703,0.432397934162499
"WR","Alex Erickson (7545562)","Alex Erickson",7545562,3000,"Cin@Dal 04:25PM ET","Cin","Alex","Erickson","Dal",0,0,0,0,9,0.00675675675675676,0
"WR","Cody Core (7545563)","Cody Core",7545563,3000,"Cin@Dal 04:25PM ET","Cin","Cody","Core","Dal",0,0,0,0,0,0,0
"WR","Lucky Whitehead (7545564)","Lucky Whitehead",7545564,3000,"Cin@Dal 04:25PM ET","Dal","Lucky","Whitehead","Cin",0,3.8,0,3.8,11,0,2.61718024303621
"RB","Reggie Bush (7545439)","Reggie Bush",7545439,3000,"Buf@LA 04:25PM ET","Buf","Reggie","Bush","LA",0,0,0,0,10,0.00854700854700855,0
"RB","Jerome Felton (7545440)","Jerome Felton",7545440,3000,"Buf@LA 04:25PM ET","Buf","Jerome","Felton","LA",0,0,0,0,10,0.00854700854700855,0
"RB","Chase Reynolds (7545441)","Chase Reynolds",7545441,3000,"Buf@LA 04:25PM ET","LA","Chase","Reynolds","Buf",0,0,0,0,0,0,0
"RB","Mike Gillislee (7545444)","Mike Gillislee",7545444,3000,"Buf@LA 04:25PM ET","Buf","Mike","Gillislee","LA",4.3,3,3.86,3,8,0.0427350427350427,3.07669010094037
"RB","Malcolm Brown (7545445)","Malcolm Brown",7545445,3000,"Buf@LA 04:25PM ET","LA","Malcolm","Brown","Buf",0,1.5,0,1.5,9,0.00813008130081301,1.0330974643564
"RB","Jonathan Williams (7545446)","Jonathan Williams",7545446,3000,"Buf@LA 04:25PM ET","Buf","Jonathan","Williams","LA",0,1.3,0,1.3,0,0,0.895351135775544
"WR","Brandon Tate (7545566)","Brandon Tate",7545566,3000,"Buf@LA 04:25PM ET","Buf","Brandon","Tate","LA",0,3.4,0,3.4,12,0,2.3416875858745
