"Jose Altuve_HOU","George Springer_HOU","Carlos Correa_HOU","Bryce Harper_WAS","Matt Kemp_ATL","Ryan Zimmerman_WAS","Giancarlo Stanton_MIA","Daniel Murphy_WAS","Justin Bour_MIA","Marcell Ozuna_MIA","Trea Turner_WAS","Marwin Gonzalez_HOU","Travis Shaw_MIL","Eric Thames_MIL","Carlos Beltran_HOU","Ryan Braun_MIL","Joey Votto_CIN","Adam Duvall_CIN","Anthony Rendon_WAS","Christian Yelich_MIA","Kris Bryant_CHC","Yonder Alonso_OAK","Eduardo Nunez_SF","Domingo Santana_MIL","Chris Taylor_LAD","Cody Bellinger_LAD","Freddie Freeman_ATL","Josh Reddick_HOU","Josh Donaldson_TOR","Dexter Fowler_STL","Jose Peraza_CIN","Whit Merrifield_KC","Anthony Rizzo_CHC","Jose Bautista_TOR","Kendrys Morales_TOR","Hunter Pence_SF","Alex Bregman_HOU","Randal Grichuk_STL","Billy Hamilton_CIN","Zack Cozart_CIN","Adonis Garcia_ATL","Mike Moustakas_KC","Evan Gattis_HOU","Dee Gordon_MIA","Brandon Belt_SF","Buster Posey_SF","Justin Smoak_TOR","Stephen Piscotty_STL","Corey Seager_LAD","Ender Inciarte_ATL","Eric Hosmer_KC","Javier Baez_CHC","Hernan Perez_MIL","Denard Span_SF","Jedd Gyorko_STL","Tommy Pham_STL","Yasiel Puig_LAD","Jed Lowrie_OAK","Ryon Healy_OAK","Keon Broxton_MIL","Yadier Molina_STL","Adam Eaton_WAS","Lorenzo Cain_KC","JT Realmuto_MIA","Ben Zobrist_CHC","Russell Martin_TOR","Joe Panik_SF","Matt Carpenter_STL","Chase Utley_LAD","Aaron Altherr_PHI","Matt Adams_ATL","Tyler Flowers_ATL","Jorge Bonifacio_KC","Brian McCann_HOU","Kyle Schwarber_CHC","Brandon Crawford_SF","Eugenio Suarez_CIN","Scott Schebler_CIN","Michael Taylor_WAS","Yasmani Grandal_LAD","Joc Pederson_LAD","Howie Kendrick_PHI","Jorge Soler_KC","Willson Contreras_CHC","Ian Happ_CHC","Devon Travis_TOR","Jonathan Villar_MIL","Scooter Gennett_CIN","Phillip Ervin_CIN","Jayson Werth_WAS","Justin Turner_LAD","Logan Forsythe_LAD","Cesar Hernandez_PHI","Andrew Knapp_PHI","Jarrett Parker_SF","Jesus Aguilar_MIL","Nick Hundley_SF","Jhonny Peralta_STL","Kolten Wong_STL","Daniel Nava_PHI","Rhys Hoskins_PHI","Tommy Joseph_PHI","Brandon Phillips_ATL","Yuli Gurriel_HOU","Martin Prado_MIA","Kevin Pillar_TOR","Troy Tulowitzki_TOR","Khris Davis_OAK","Harrison Bader_STL","Kike Hernandez_LAD","Jace Peterson_ATL","Derek Fisher_HOU","Jason Heyward_CHC","Marcus Semien_OAK","Steve Pearce_TOR","Mac Williamson_SF","Nick Franklin_MIL","Jose Martinez_STL","Paul DeJong_STL","Arismendy Alcantara_CIN","Adam Lind_WAS","Brian Goodwin_WAS","Franklin Gutierrez_LAD","Maikel Franco_PHI","Billy Burns_KC","Cheslor Cuthbert_KC","Paulo Orlando_KC","Brandon Moss_KC","Kelby Tomlinson_SF","Eric Sogard_MIL","Greg Garcia_STL","Matt Wieters_WAS","Adrian Gonzalez_LAD","Austin Barnes_LAD","Danny Santana_ATL","Kurt Suzuki_ATL","Nick Markakis_ATL","Jake Marisnick_HOU","Rajai Davis_OAK","Matt Joyce_OAK","Jett Bandy_MIL","Magneuris Sierra_STL","Aledmys Diaz_STL","Jesse Winker_CIN","Trayce Thompson_LAD","Dansby Swanson_ATL","Micah Johnson_ATL","Salvador Perez_KC","Norichika Aoki_HOU","Derek Dietrich_MIA","Miguel Montero_CHC","Addison Russell_CHC","Ezequiel Carrera_TOR","Aaron Hill_SF","Kirk Nieuwenhuis_MIL","Manny Pina_MIL","Andrew Susac_MIL","Orlando Arcia_MIL","Carson Kelly_STL","Andrew Toles_LAD","Odubel Herrera_PHI","Brock Stassi_PHI","Michael Saunders_PHI","Ryan O'Hearn_KC","Destin Hood_MIA","Albert Almora_CHC","Jeimer Candelario_CHC","Jon Jay_CHC","Conor Gillaspie_SF","Gorkys Hernandez_SF","Christian Arroyo_SF","Eric Fryer_STL","Devin Mesoraco_CIN","Rob Segedin_LAD","Andres Blanco_PHI","Rio Ruiz_ATL","Terrance Gore_KC","Tyler Moore_MIA","Ichiro Suzuki_MIA","Tomas Telis_MIA","Tommy La Stella_CHC","Josh Phegley_OAK","Dalton Pompey_TOR","Rowdy Tellez_TOR","Chad Pinder_OAK","Justin Ruggiano_SF","Andre Ethier_LAD","Freddy Galvis_PHI","Cameron Rupp_PHI","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","JT Riddle_MIA","Mark Canha_OAK","Ryan Goins_TOR","Michael Morse_SF","Austin Slater_SF","Orlando Calixte_SF","Stephen Drew_WAS","Wilmer Difo_WAS","Scott Van Slyke_LAD","Trevor Plouffe_OAK","Jake Smolinski_OAK","Ryan LaMarre_OAK","Jarrod Saltalamacchia_TOR","Tim Federowicz_SF","Tucker Barnhart_CIN","Patrick Kivlehan_CIN","Ty Kelly_PHI","Alex Gordon_KC","Raul Mondesi_KC","Mike Aviles_MIA","AJ Ellis_MIA","Bruce Maxwell_OAK","Darrell Ceciliani_TOR","Stephen Vogt_OAK","Chris Heisey_WAS","Alcides Escobar_KC","Anthony Alford_TOR","Chris Coghlan_TOR","Chris Marrero_SF","Anthony Recker_ATL","Tony Kemp_HOU","Juan Centeno_HOU","Miguel Rojas_MIA","Luke Maile_TOR","Dwight Smith_TOR","Rafael Bautista_WAS","Mike Freeman_LAD","Emilio Bonifacio_ATL","Drew Butera_KC","Eloy Jimenez_CHC","Adam Rosales_OAK","Jose Lobaton_WAS","Johan Camargo_ATL","Lane Adams_ATL","Jaff Decker_OAK","Matt Olson_OAK","Mike Ohlman_TOR","Darwin Barney_TOR","Stuart Turner_CIN","Grant Green_WAS","Brett Eibner_LAD"
51,47,45,0,0,0,0,0,0,0,0,32,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,46,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,41,0,0,0,0,0,0,0,0,30,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,43,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,41,47,0,0,0,0,0,0,0,0,28,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,42,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,42,0,37,0,38,0,0,31,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,41,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,37,0,43,0,39,0,0,35,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,49,0,44,49,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,38,0,39,0,44,0,0,34,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,44,0,46,46,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,49,0,46,51,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,5,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
