"Charlie Blackmon_COL","Bryce Harper_WAS","Nolan Arenado_COL","Paul Goldschmidt_ARI","Jake Lamb_ARI","Daniel Murphy_WAS","Anthony Rendon_WAS","JD Martinez_ARI","Mark Reynolds_COL","Andrew McCutchen_PIT","AJ Pollock_ARI","Starling Marte_PIT","Trea Turner_WAS","Ian Desmond_COL","Gerardo Parra_COL","DJ LeMahieu_COL","Trevor Story_COL","David Dahl_COL","Ryan Zimmerman_WAS","Brian Goodwin_WAS","David Peralta_ARI","Gregory Polanco_PIT","Chris Owings_ARI","Michael Taylor_WAS","Josh Harrison_PIT","Raimel Tapia_COL","Josh Bell_PIT","Adam Frazier_PIT","Gregor Blanco_ARI","Wilmer Difo_WAS","Carlos Gonzalez_COL","Jordy Mercer_PIT","Jayson Werth_WAS","Adam Lind_WAS","Daniel Descalso_ARI","Adam Eaton_WAS","Yasmany Tomas_ARI","Jose Osuna_PIT","Pat Valaika_COL","Ryan Raburn_WAS","Chris Iannetta_ARI","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Ketel Marte_ARI","Francisco Cervelli_PIT","David Freese_PIT","Jordan Patterson_COL","Rey Fuentes_ARI","Adrian Sanchez_WAS","Brandon Drury_ARI","Socrates Brito_ARI","Nick Ahmed_ARI","Mike Tauchman_COL","Alexi Amarista_COL","Elias Diaz_PIT","Tom Murphy_COL","Max Moroff_PIT","Matt Wieters_WAS","Gift Ngoepe_PIT","Cristhian Adames_COL","Jacob Stallings_PIT","Stephen Drew_WAS","Jack Reinheimer_ARI","Ryan Hanigan_COL","John Jaso_PIT","Tony Wolters_COL","Kevin Newman_PIT","John Bormann_PIT","Chris Heisey_WAS","Chris Stewart_PIT","Ildemaro Vargas_ARI","Pedro Severino_WAS","Dawel Lugo_ARI","Domingo Leyba_ARI","Christian Walker_ARI","Rafael Bautista_WAS","Danny Ortiz_PIT","Dustin Garneau_COL","Stephen Cardullo_COL","Phil Gosselin_PIT","Chris Bostick_PIT","Jose Lobaton_WAS","Jeff Mathis_ARI"
73.1337893296854,0,23.6639566395664,0,0,0,0,0,14.8036842105263,0,0,0,0,7.65102040816326,17.9676113360324,11.8313859136644,11.7944369063772,0,0,0,0,0,0,0,0,25.1184210526316,0,0,0,0,6.8875,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4448529411765,0,0,0,0,0,0,0,0,0,32.8205128205128,0,12.7039969834087,0,0,0,0,0,0,0,0,0,0,0,4.21428571428571,5.4,0,0,0,0
0,102.19937060348,0,0,0,6.93645409317051,23.1733977172959,0,0,0,0,0,19.065233785822,0,0,0,0,0,18.54653622422,-0.415384615384615,0,0,0,16.7470238095238,0,0,0,0,0,13.6214285714286,0,0,15.065873015873,2.90808823529412,0,53.8235294117647,0,0,0,3.95555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6909090909091,0,0,0,46.010989010989,0,0,0,0,0,0,-52.2,0,0,0,0,0,0,0,0,0,0,0,0,10.2647058823529,0
23.6639566395664,0,99.7596638655462,0,0,0,0,0,4.86810810810811,0,0,0,0,15.6023529411765,7.29230769230769,15.2813852813853,27.8540865384615,0,0,0,0,0,0,0,0,7.85,0,0,0,0,1.48489503328213,0,0,0,0,0,0,0,38.7032967032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.625,0,0,0,0,0,0,0,0,0,76.7472527472527,0,-3.03673469387755,0,0,0,0,0,0,0,0,0,0,0,-2.2,14.05,0,0,0,0
0,0,0,63.8922413793103,0.685185185185185,0,0,0,0,0,24.1858974358974,0,0,0,0,0,0,0,0,0,19.2956349206349,0,4.85495495495496,0,0,0,0,0,4.59770114942529,0,0,0,0,0,5.93333333333333,0,3.50769230769231,0,0,0,-6.61397849462366,20.6129032258065,19.6,-14.6666666666667,0,0,0,0,0,17.9421613394216,0,14.5878378378378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92442645074224
0,0,0,0.685185185185185,74.6386554621849,0,0,0,0,0,8.07882882882883,0,0,0,0,0,0,0,0,0,21.9887019230769,0,-11.2195171026157,0,0,0,0,0,34.0911330049261,0,0,0,0,0,-19.7619047619048,0,6.59084084084084,0,0,0,4.9076354679803,29.2816399286988,-0.333333333333333,85.4,0,0,0,0,0,12.4575873827792,0,-10.7016806722689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28022759601707
0,6.93645409317051,0,0,0,65.1981981981982,15.9904092071611,0,0,0,0,0,17.261355695318,0,0,0,0,0,14.1788461538462,33.5555555555556,0,0,0,20.7549019607843,0,0,0,0,0,16.4285714285714,0,0,15.7871794871795,27.5294117647059,0,8.59803921568627,0,0,0,33.4888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9457912457912,0,0,0,6.63461538461539,0,0,0,0,0,0,-4.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,2.38947368421053,0
0,23.1733977172959,0,0,0,15.9904092071611,124.192280701754,0,0,0,0,0,-7.77009084556254,0,0,0,0,0,1.05769230769231,38.2037037037037,0,0,0,15.1959361393324,0,0,0,0,0,-8.14705882352941,0,0,25.9046941678521,10.6666666666667,0,7.1625,0,0,0,27.3181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6288961038961,0,0,0,1.77272727272727,0,0,0,0,0,0,-9.59722222222222,0,0,0,0,0,0,0,0,0,0,0,0,16.6578947368421,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.8036842105263,0,4.86810810810811,0,0,0,0,0,70.0921778643298,0,0,0,0,3.6,4.28125,5.5641627543036,-4.07773664727657,0,0,0,0,0,0,0,0,-4.95424836601307,0,0,0,0,14.8477443609023,0,0,0,0,0,0,0,15.0477941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2527472527473,0,0,0,0,0,0,0,0,0,1.58241758241758,0,10.3555555555556,0,0,0,0,0,0,0,0,0,0,0,2.06593406593407,0.1,0,0,0,0
0,0,0,0,0,0,0,0,0,65.2044907778669,0,29.1428571428571,0,0,0,0,0,0,0,0,0,0.349531116794544,0,0,1.73657407407407,0,6.31438596491228,2.84615384615385,0,0,0,8.18655063291139,0,0,0,0,0,19.5289855072464,0,0,0,0,0,0,9.87010159651669,13.0532786885246,0,0,0,0,0,0,0,0,2.03333333333333,0,10.5714285714286,0,0,0,0,0,0,0,3.18087121212121,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24.1858974358974,8.07882882882883,0,0,0,0,0,66.9951219512195,0,0,0,0,0,0,0,0,0,16.6129032258065,0,-2.15315315315315,0,0,0,0,0,24,0,0,0,0,0,-8.81410256410256,0,-9.7037037037037,0,0,0,-1.78571428571429,15.2,0,65,0,0,0,0,0,10.2689075630252,0,16.021978021978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84210526315789
0,0,0,0,0,0,0,0,0,29.1428571428571,0,105.571428571429,0,0,0,0,0,0,0,0,0,-9.58181818181818,0,0,21.0833333333333,0,56.9090909090909,34.4444444444444,0,0,0,19.4423076923077,0,0,0,0,0,0,0,0,0,0,0,0,38.8484848484849,-3.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.065233785822,0,0,0,17.261355695318,-7.77009084556254,0,0,0,0,0,99.7107344632768,0,0,0,0,0,6.42383107088989,20.9912280701754,0,0,0,31.843537414966,0,0,0,0,0,-3.46428571428571,0,0,0.410924369747899,-15.7692307692308,0,28.9444444444444,0,0,0,-17.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.740863787375415,0,0,0,104.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,7.88602941176471,0
