"Place_lo","Place_hi","Payout"
"1","1","20000"
"2","2","12500"
"3","3","9000"
"4","4","6000"
"5","5","5000"
"6","6","4000"
"7","8","3000"
"9","10","2000"
"11","20","1000"
"21","35","800"
"36","60","700"
"61","100","600"
