P,P,C,1B,2B,3B,SS,OF,OF,OF
Masahiro Tanaka,Sean Newcomb,Yasmani Grandal,Eric Thames,Chris Taylor,Justin Turner,Corey Seager,Giancarlo Stanton,Max Kepler,Joc Pederson
Justin Verlander,Sean Newcomb,Gary Sanchez,Eric Thames,Ronald Torreyes,Todd Frazier,Didi Gregorius,Giancarlo Stanton,Aaron Judge,Max Kepler
Masahiro Tanaka,Rick Porcello,Gary Sanchez,Eric Thames,Brian Dozier,Miguel Sano,Jorge Polanco,Giancarlo Stanton,Eddie Rosario,Max Kepler
Rick Porcello,Asher Wojciechowski,Gary Sanchez,Cody Bellinger,Chris Taylor,Justin Turner,Corey Seager,Marcell Ozuna,Max Kepler,Joc Pederson
Masahiro Tanaka,Asher Wojciechowski,Gary Sanchez,Paul Goldschmidt,Ronald Torreyes,Todd Frazier,Corey Seager,Aaron Judge,Brett Gardner,Max Kepler
Justin Verlander,Asher Wojciechowski,Cameron Rupp,Joe Mauer,Brian Dozier,Miguel Sano,Jorge Polanco,Giancarlo Stanton,Aaron Judge,Max Kepler
Justin Verlander,Masahiro Tanaka,JT Realmuto,Eric Thames,Dee Gordon,Todd Frazier,Miguel Rojas,Giancarlo Stanton,Marcell Ozuna,Max Kepler
Masahiro Tanaka,Rick Porcello,Gary Sanchez,Eric Hosmer,Ronald Torreyes,Todd Frazier,Didi Gregorius,Giancarlo Stanton,Brett Gardner,Marcell Ozuna
Justin Verlander,Asher Wojciechowski,Yasmani Grandal,Cody Bellinger,Brad Miller,Justin Turner,Corey Seager,Giancarlo Stanton,Eddie Rosario,Joc Pederson
Masahiro Tanaka,Sean Newcomb,Gary Sanchez,Chase Headley,Brad Miller,Justin Turner,Didi Gregorius,Giancarlo Stanton,Aaron Judge,Brett Gardner
Rick Porcello,Asher Wojciechowski,Gary Sanchez,Eric Thames,Jose Altuve,Todd Frazier,Didi Gregorius,Aaron Judge,Brett Gardner,Mookie Betts
Justin Verlander,Masahiro Tanaka,Cameron Rupp,Tommy Joseph,Cesar Hernandez,Maikel Franco,Freddy Galvis,Giancarlo Stanton,Aaron Judge,Max Kepler
Masahiro Tanaka,Asher Wojciechowski,Yasmani Grandal,Cody Bellinger,Jose Altuve,Todd Frazier,Corey Seager,Yasiel Puig,Max Kepler,Joc Pederson
Rick Porcello,Brandon Woodruff,Yasmani Grandal,Cody Bellinger,Chris Taylor,Todd Frazier,Corey Seager,Giancarlo Stanton,Aaron Judge,Joc Pederson
Masahiro Tanaka,Asher Wojciechowski,Cameron Rupp,Joe Mauer,Chris Taylor,Justin Turner,Corey Seager,Aaron Judge,Yasiel Puig,Joc Pederson
Justin Verlander,Sean Newcomb,Gary Sanchez,Joe Mauer,Brian Dozier,Miguel Sano,Corey Seager,Eddie Rosario,Max Kepler,Joc Pederson
Masahiro Tanaka,Sean Newcomb,Gary Sanchez,Cody Bellinger,Brad Miller,Justin Turner,Corey Seager,AJ Pollock,Yasiel Puig,Joc Pederson
Masahiro Tanaka,Sean Newcomb,JT Realmuto,Matt Carpenter,Dee Gordon,Derek Dietrich,Corey Seager,Giancarlo Stanton,Aaron Judge,Marcell Ozuna
Justin Verlander,Rick Porcello,Yasmani Grandal,Eric Hosmer,Chris Taylor,Maikel Franco,Corey Seager,Yasiel Puig,Max Kepler,Joc Pederson
Masahiro Tanaka,Rick Porcello,Yasmani Grandal,Matt Carpenter,Cesar Hernandez,Justin Turner,Corey Seager,Marcell Ozuna,Yasiel Puig,Joc Pederson
Rick Porcello,Sean Newcomb,Gary Sanchez,Garrett Cooper,Brian Dozier,Todd Frazier,Corey Seager,Giancarlo Stanton,Aaron Judge,Brett Gardner
Masahiro Tanaka,Rick Porcello,Cameron Rupp,Joe Mauer,Jose Altuve,Miguel Sano,Corey Seager,Eddie Rosario,Byron Buxton,Max Kepler
Justin Verlander,Masahiro Tanaka,Cameron Rupp,Joe Mauer,Ronald Torreyes,Todd Frazier,Didi Gregorius,Aaron Judge,Brett Gardner,Joc Pederson
Justin Verlander,Brandon Woodruff,Gary Sanchez,Paul Goldschmidt,Brad Miller,Todd Frazier,Didi Gregorius,Aaron Judge,Brett Gardner,Marcell Ozuna
Masahiro Tanaka,Asher Wojciechowski,Gary Sanchez,Joe Mauer,Chris Taylor,Todd Frazier,Didi Gregorius,Giancarlo Stanton,Aaron Judge,Jacoby Ellsbury
Rick Porcello,Sean Newcomb,Yasmani Grandal,Cody Bellinger,Yangervis Solarte,Justin Turner,Corey Seager,Aaron Judge,Yasiel Puig,Max Kepler
Masahiro Tanaka,Sean Newcomb,Gary Sanchez,Eric Thames,Eric Sogard,Hernan Perez,Corey Seager,Giancarlo Stanton,Ryan Braun,Domingo Santana
Justin Verlander,Masahiro Tanaka,Yasmani Grandal,Joe Mauer,Brian Dozier,Todd Frazier,Jorge Polanco,Marcell Ozuna,Eddie Rosario,Max Kepler
Sean Newcomb,Asher Wojciechowski,Brian McCann,Eric Thames,Jose Altuve,Alex Bregman,Marwin Gonzalez,Giancarlo Stanton,George Springer,Max Kepler
Masahiro Tanaka,Rick Porcello,Gary Sanchez,Chase Headley,Brian Dozier,Todd Frazier,Didi Gregorius,Aaron Judge,AJ Pollock,Max Kepler
Sean Newcomb,Asher Wojciechowski,Yasmani Grandal,Cody Bellinger,Chris Taylor,Evan Longoria,Corey Seager,Giancarlo Stanton,Marcell Ozuna,Yasiel Puig
Masahiro Tanaka,Sean Newcomb,Gary Sanchez,Garrett Cooper,Jose Altuve,Todd Frazier,Didi Gregorius,George Springer,Brett Gardner,Max Kepler
Masahiro Tanaka,Rick Porcello,Gary Sanchez,Tyler Moore,Dee Gordon,Justin Turner,Miguel Rojas,Giancarlo Stanton,Aaron Judge,Marcell Ozuna
Justin Verlander,Brandon Woodruff,Gary Sanchez,Eric Thames,Chris Taylor,Justin Turner,Corey Seager,Yasiel Puig,Corey Dickerson,Joc Pederson
Masahiro Tanaka,Brandon Woodruff,Yasmani Grandal,Cody Bellinger,Ozzie Albies,Justin Turner,Corey Seager,Giancarlo Stanton,Mookie Betts,Yasiel Puig
Rick Porcello,Asher Wojciechowski,Yasmani Grandal,Eric Thames,Chris Taylor,Justin Turner,Corey Seager,Mookie Betts,Starling Marte,Yasiel Puig
Justin Verlander,Masahiro Tanaka,Gary Sanchez,Eric Hosmer,Whit Merrifield,Mike Moustakas,Alcides Escobar,Giancarlo Stanton,Melky Cabrera,Max Kepler
Justin Verlander,Masahiro Tanaka,Manny Pina,Eric Thames,Brad Miller,Hernan Perez,Orlando Arcia,Giancarlo Stanton,Ryan Braun,Max Kepler
Justin Verlander,Sean Newcomb,Yasmani Grandal,Paul Goldschmidt,Ian Kinsler,Justin Turner,Corey Seager,Yasiel Puig,Joc Pederson,Jim Adduci
