Cody Bellinger_LAD,Corey Seager_LAD,Justin Turner_LAD,Mike Trout_LAA,Joc Pederson_LAD,Chris Taylor_LAD,Freddie Freeman_ATL,Matt Adams_ATL,Yasmani Grandal_LAD,Wil Myers_SD,Ender Inciarte_ATL,Nick Markakis_ATL,Brandon Phillips_ATL,Matt Kemp_ATL,Tyler Flowers_ATL,Adrian Gonzalez_LAD,Jose Pirela_SD,Ryan Schimpf_SD,Cameron Maybin_LAA,Kike Hernandez_LAD,Yasiel Puig_LAD,Yangervis Solarte_SD,Adonis Garcia_ATL,Austin Barnes_LAD,Chase Utley_LAD,Kurt Suzuki_ATL,Alex Dickerson_SD,Franchy Cordero_SD,Albert Pujols_LAA,Franklin Gutierrez_LAD,Peter O'Brien_LAD,Erick Aybar_SD,Cory Spangenberg_SD,Austin Hedges_SD,Manuel Margot_SD,Logan Forsythe_LAD,Jefry Marte_LAA,Trayce Thompson_LAD,Kole Calhoun_LAA,Andrelton Simmons_LAA,Danny Santana_ATL,Travis Jankowski_SD,Eric Young_LAA,Martin Maldonado_LAA,Andrew Toles_LAD,CJ Cron_LAA,Willie Calhoun_LAD,Matt Szczur_SD,Hunter Renfroe_SD,Micah Johnson_ATL,Dansby Swanson_ATL,Ronald Acuna_ATL,Yunel Escobar_LAA,Rob Segedin_LAD,Alex Verdugo_LAD,Chase d'Arnaud_SD,Rio Ruiz_ATL,Travis Demeritte_ATL,Andre Ethier_LAD,Danny Espinosa_LAA,Christian Bethancourt_SD,Jose Rondon_SD,Luis Urias_SD,Scott Van Slyke_LAD,Ben Revere_LAA,Jace Peterson_ATL,Johan Camargo_ATL,Cliff Pennington_LAA,Jabari Blash_SD,Carlos Asuaje_SD,David Fletcher_LAA,Anthony Recker_ATL,Hector Sanchez_SD,Luis Valbuena_LAA,Mike Freeman_LAD,Nolan Fontana_LAA,Emilio Bonifacio_ATL,Shane Robinson_LAA,Juan Graterol_LAA,Carlos Perez_LAA,Lane Adams_ATL,Allen Cordoba_SD,Brett Eibner_LAD,Kaleb Cowart_LAA,Luis Torrens_SD
51.45454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.587121212121216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,70.24971751412427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.705555555555557,0.0,0.0,0.0
0.0,0.0,47.05684822845055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.366291677961502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.706912442396312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.977500000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0222222222222217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,136.89083333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,64.59565217391305,0.0,0.0,0.0,-3.8041407867494823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.892734247849338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,57.82076813655764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7538277511961742,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,67.15141242937854,0.0,0.0,0.0,-2.996212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-3.8041407867494823,0.0,0.0,0.0,82.72708653353816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.524036719781392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0615873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.211588300629394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6451486697965576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
