"Place_lo","Place_hi","Payout"
1st	$15,000.00
2nd	$7,500.00
3rd	$3,000.00
4th	$2,500.00
5th	$2,000.00
6th	$1,500.00
7th - 8th	$1,000.00
9th - 10th	$700.00
11th - 15th	$500.00
16th - 20th	$350.00
21st - 30th	$250.00
31st - 45th	$200.00
46th - 65th	$150.00
66th - 95th	$100.00
96th - 135th	$70.00
136th - 185th	$50.00
186th - 285th	$40.00
286th - 485th	$35.00
486th - 785th	$30.00
786th - 1235th	$25.00
1236th - 1984th	$20.00
1985th - 3184th	$15.00
3185th - 5669th	$12.00
