"Mike Trout_LAA","Paul Goldschmidt_Ari","Wil Myers_SD","Josh Donaldson_Tor","AJ Pollock_Ari","Jose Bautista_Tor","Jake Lamb_Ari","Yasmany Tomas_Ari","Corey Seager_LAD","Albert Pujols_LAA","David Peralta_Ari","Ryan Schimpf_SD","Buster Posey_SF","Hunter Pence_SF","Troy Tulowitzki_Tor","Kole Calhoun_LAA","Yangervis Solarte_SD","Devon Travis_Tor","Cameron Maybin_LAA","Brandon Drury_Ari","Chris Owings_Ari","Manuel Margot_SD","Brandon Belt_SF","Eduardo Nunez_SF","Kendrys Morales_Tor","CJ Cron_LAA","Alex Dickerson_SD","Hunter Renfroe_SD","Adrian Gonzalez_LAD","Denard Span_SF","Yasiel Puig_LAD","Russell Martin_Tor","Luis Valbuena_LAA","Cory Spangenberg_SD","Jeremy Hazelbaker_Ari","Joe Panik_SF","Logan Forsythe_LAD","Joc Pederson_LAD","Jefry Marte_LAA","Chris Herrmann_Ari","Justin Turner_LAD","Brandon Crawford_SF","Steve Pearce_Tor","Socrates Brito_Ari","Travis Jankowski_SD","Yunel Escobar_LAA","Ben Revere_LAA","Kevin Pillar_Tor","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Andrelton Simmons_LAA","Cody Bellinger_LAD","Chris Taylor_LAD","Jarrett Parker_SF","Danny Espinosa_LAA","Christian Bethancourt_SD","Austin Hedges_SD","Nick Hundley_SF","Trayce Thompson_LAD","Justin Smoak_Tor","Rowdy Tellez_Tor","Dalton Pompey_Tor","Chris Iannetta_Ari","Erick Aybar_SD","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Mac Williamson_SF","Jarrod Saltalamacchia_Tor","Ezequiel Carrera_Tor","Daniel Descalso_Ari","Luis Sardinas_SD","Allen Cordoba_SD","Aaron Hill_SF","Rob Segedin_LAD","Nick Ahmed_Ari","Jabari Blash_SD","Andre Ethier_LAD","Gorkys Hernandez_SF","Hector Sanchez_SD","Conor Gillaspie_SF","Scott Van Slyke_LAD","Kike Hernandez_LAD","Martin Maldonado_LAA","Juan Graterol_LAA","Darwin Barney_Tor","Jeff Mathis_Ari","Carlos Perez_LAA","Ryan Goins_Tor","Tim Federowicz_SF","Cliff Pennington_LAA","Chris Coghlan_Tor","Luis Torrens_SD","Chris Marrero_SF","Brett Eibner_LAD"
23.6102941176471,0,0,0,0,0,0,0,0,16.8,0,0,0,0,0,1.55833333333333,0,0,0.519230769230769,0,0,0,0,0,0,-0.644444444444444,0,0,0,0,0,0,0,0,0,0,0,0,8.55555555555556,0,0,0,0,0,0,7.44166666666667,12,0,0,0,0,-1.75416666666667,0,0,0,11.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208791208791209,0,0,0,0,0,0,-16.5,0,0,0,0
0,39.0292397660819,0,0,14.05,0,18.156862745098,10.3190476190476,0,0,18.6708333333333,0,0,0,0,0,0,0,0,21.1333333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33333333333333,0,0,0,0,39.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.952380952381,0,0,0,0,0,0,0,0.9,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,-0.888888888888889,0,0,0,0,0,0,0,0
0,0,72.5751633986928,0,0,0,0,0,0,0,0,-5.52083333333333,0,0,0,0,9.36601307189543,0,0,0,0,1.11397058823529,0,0,0,0,0,12.7124183006536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.1590909090909,0,0,0,0,0,0,0,0,0,0,0,0,14.2142857142857,0,0,0,0,0,0,-4.67619047619048,0,0,0,0,0,0,0,10.5,-9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
0,0,0,48.2380952380952,0,10.3571428571429,0,0,0,0,0,0,0,0,61.2380952380952,0,0,6.1,0,0,0,0,0,0,8.14285714285714,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,11.55,0,0,0,0,8.09523809523809,0,0,0,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
0,14.05,0,0,56.1544117647059,0,-4.92916666666667,-4.61428571428571,0,0,9.53846153846154,0,0,0,0,0,0,0,0,13.3296703296703,12.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2.25,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,0,0,17.7888888888889,0,0,0,0,0,0,0,0
0,0,0,10.3571428571429,0,28.8161764705882,0,0,0,0,0,0,0,0,8.27472527472528,0,0,2.61538461538462,0,0,0,0,0,0,7.88970588235294,0,0,0,0,0,0,9.1978021978022,0,0,0,0,0,0,0,0,0,0,0.0444444444444444,0,0,0,0,-10.8602941176471,0,0,0,0,0,0,0,0,0,0,0,0,-2.84615384615385,0,0,0,0,0,0,0,0,9.16666666666667,7.70833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11904761904762,0,0,-9.66666666666667,0,0,37.8333333333333,0,0,0
0,18.156862745098,0,0,-4.92916666666667,0,49.3391812865497,4.41904761904762,0,0,20.8529411764706,0,0,0,0,0,0,0,0,4.01666666666667,-24.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33333333333333,0,0,0,0,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3809523809524,0,0,0,0,0,0,0,-2.5,0,0,0,0,-10.7,0,0,0,0,0,0,0,0,0,0,-21.4222222222222,0,0,0,0,0,0,0,0
0,10.3190476190476,0,0,-4.61428571428571,0,4.41904761904762,87.3958333333333,0,0,41.7179487179487,0,0,0,0,0,0,0,0,21.5714285714286,9.59523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,0,21.3333333333333,0,0,0,0,-0.416666666666667,0,0,0,0,0,0,0,0,0,0,-2.47222222222222,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,63.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11538461538461,0,20.475,0,0,0,0,0,22.5555555555556,42.8,0,0,25.6593406593407,0,0,0,0,0,0,0,45,-8.4,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,5.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
16.8,0,0,0,0,0,0,0,0,36.9333333333333,0,0,0,0,0,-9.02857142857143,0,0,-10.8012820512821,0,0,0,0,0,0,-10.3472222222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.3904761904762,-14.5,0,0,0,0,3.07142857142857,0,0,0,0.938095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74358974358974,0,0,0,0,0,0,-19.5,0,0,0,0
