"Mike Trout_LAA","Cameron Maybin_LAA","Corey Dickerson_TB","Adrian Beltre_TEX","Freddie Freeman_ATL","Nomar Mazara_TEX","Ender Inciarte_ATL","Albert Pujols_LAA","Elvis Andrus_TEX","Logan Morrison_TB","Brandon Phillips_ATL","Mike Napoli_TEX","Steven Souza_TB","Joey Gallo_TEX","Matt Kemp_ATL","Shin-Soo Choo_TEX","Colby Rasmus_TB","Brad Miller_TB","Evan Longoria_TB","Rougned Odor_TEX","Matt Duffy_TB","Andrelton Simmons_LAA","Carlos Gomez_TEX","Wilson Ramos_TB","Jonathan Lucroy_TEX","Delino DeShields_TEX","CJ Cron_LAA","Robinson Chirinos_TEX","Kevin Kiermaier_TB","Nick Markakis_ATL","Matt Adams_ATL","Ryan Rua_TEX","Tyler Flowers_ATL","Jefry Marte_LAA","Adonis Garcia_ATL","Ben Revere_LAA","Peter O'Brien_TEX","Luis Valbuena_LAA","Yunel Escobar_LAA","Kole Calhoun_LAA","Jurickson Profar_TEX","Jake Bauers_TB","Dansby Swanson_ATL","Kurt Suzuki_ATL","Danny Espinosa_LAA","Danny Santana_ATL","Rickie Weeks_TB","Mallex Smith_TB","Jace Peterson_ATL","Micah Johnson_ATL","Peter Bourjos_TB","Pete Kozma_TEX","Jesus Sucre_TB","Tim Beckham_TB","Brett Nicholas_TEX","Jared Hoying_TEX","Rio Ruiz_ATL","Derek Norris_TB","Curt Casali_TB","Daniel Robertson_TB","Hanser Alberto_TEX","Nolan Fontana_LAA","Michael Martinez_TB","Drew Stubbs_TEX","Juan Graterol_LAA","Shane Peterson_TB","Carlos Perez_LAA","Martin Maldonado_LAA","Cliff Pennington_LAA","Anthony Recker_ATL","Drew Robinson_TEX","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
50.5264270613108,10.7924369747899,0,0,0,0,0,9.81906906906907,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0741971207087,0,0,0,0,0,0,0,0,0,0,0,13.3116883116883,0,0,0,0,2.6551724137931,0.496153846153846,0,0,0,0,18.9019607843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80714285714286,0,0,0,0,0,0
10.7924369747899,56.2762820512821,0,0,0,0,0,-5.32954545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1641025641026,0,0,0,0,0,0,0,0,0,0,0,4.15714285714286,0,0,0,0,-5.45299145299145,1.23571428571429,0,0,0,0,11.8440860215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47159090909091,0,0,0,0,0,0
0,0,67.4872646733112,0,0,0,0,0,0,4.30105105105105,0,0,6.13333333333333,0,0,0,0,-6.84259259259259,16.7548780487805,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91322901849218,0,0,0,12.9689655172414,0,8.13438735177866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.139495798319,0,6.03949579831933,0,0,0,-11.0135467980296,0,0,0,10.4366666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.10168067226891,0,0,4.62105263157895,0,6.87956989247312,0,0,0,0,0,0,0,24.1016042780749,0,0,0,0,0,-0.792397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,58.0261324041812,0,0,10.6030487804878,0,0,-4.85810810810811,0,-7.69512195121951,0,19.7436974789916,0,0,0,10.6114982578397,0,0,22.7862903225806,0,14.7011494252874,2.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.03949579831933,0,54.2067632850242,0,0,0,3.99431009957326,0,0,0,11.052380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40386473429952,0,0,6.39384615384615,0,0.289247311827957,0,0,0,0,0,0,0,1.45454545454545,0,0,0,0,0,-4.50166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.81906906906907,-5.32954545454545,0,0,0,0,0,35.609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63461538461538,0,0,0,0,0,0,0,0,0,0,0,-2.30718954248366,0,0,0,0,13.2822580645161,-6.5975975975976,0,0,0,0,0.513978494623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77058823529412,0,0,0,0,0,0
0,0,0,0,0,10.6030487804878,0,0,51.6614246068455,0,0,-8.65853658536585,0,-2.16515151515152,0,-8.08910256410256,0,0,0,2.95790934320074,0,0,2.52941176470588,0,11.5596638655462,13.4425287356322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.30105105105105,0,0,0,0,0,0,55.8951219512195,0,0,4.14438502673797,0,0,0,0,22.1908831908832,14.7192307692308,0,0,0,0,0,0,0,0,0,8.9551282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.45714285714286,0,0,0,1.94942528735632,0,-5.50263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
