"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Name.Clean","FreqInd"
"WR","Pharoh Cooper (7770116)","Pharoh Cooper",7770116,3000,"Mia@LA 04:05PM ET","LA","Pharoh","Cooper","Mia",0,1.5,11,0.00318471337579618,"Pharoh Cooper",0
"WR","Mike Thomas (7770117)","Mike Thomas",7770117,3000,"Mia@LA 04:05PM ET","LA","Mike","Thomas","Mia",0,0,9,0.00636942675159236,"Mike Thomas",0
"TE","Lance Kendricks (7770213)","Lance Kendricks",7770213,3000,"Mia@LA 04:05PM ET","LA","Lance","Kendricks","Mia",9.68,8.5,3,0.178343949044586,"Lance Kendricks",0
"RB","James Develin (7769988)","James Develin",7769988,3000,"NE@SF 04:25PM ET","NE","James","Develin","SF",0,0,0,0,"James Develin",0
"RB","Brandon Bolden (7769991)","Brandon Bolden",7769991,3000,"NE@SF 04:25PM ET","NE","Brandon","Bolden","SF",0,1.7,9,0.0131578947368421,"Brandon Bolden",0
"RB","D.J. Foster (7769995)","D.J. Foster",7769995,3000,"NE@SF 04:25PM ET","NE","D.J.","Foster","SF",0,0,10,0.00657894736842105,"D.J. Foster",0
"WR","Matthew Slater (7770118)","Matthew Slater",7770118,3000,"NE@SF 04:25PM ET","NE","Matthew","Slater","SF",0,0,11,0.00328947368421053,"Matthew Slater",0
"WR","Rod Streater (7770123)","Rod Streater",7770123,3000,"NE@SF 04:25PM ET","SF","Rod","Streater","NE",5.38,6.8,8,0.0321428571428571,"Rod Streater",0
"WR","Quinton Patton (7770125)","Quinton Patton",7770125,3000,"NE@SF 04:25PM ET","SF","Quinton","Patton","NE",11.45,10,2,0.178571428571429,"Quinton Patton",0
"WR","Malcolm Mitchell (7770126)","Malcolm Mitchell",7770126,3000,"NE@SF 04:25PM ET","NE","Malcolm","Mitchell","SF",5.14,7.1,7,0.0460526315789474,"Malcolm Mitchell",0
"WR","Chris Harper (7770127)","Chris Harper",7770127,3000,"NE@SF 04:25PM ET","SF","Chris","Harper","NE",0,0,13,0.00357142857142857,"Chris Harper",0
"WR","Aaron Burbridge (7770128)","Aaron Burbridge",7770128,3000,"NE@SF 04:25PM ET","SF","Aaron","Burbridge","NE",0,4.6,10,0.025,"Aaron Burbridge",0
"RB","Will Tukuafu (7769998)","Will Tukuafu",7769998,3000,"Phi@Sea 04:25PM ET","Sea","Will","Tukuafu","Phi",0,0,14,0.0032258064516129,"Will Tukuafu",0
"RB","Kenjon Barner (7770000)","Kenjon Barner",7770000,3000,"Phi@Sea 04:25PM ET","Phi","Kenjon","Barner","Sea",0,0,11,0.00328947368421053,"Kenjon Barner",0
"RB","Alex Collins (7770005)","Alex Collins",7770005,3000,"Phi@Sea 04:25PM ET","Sea","Alex","Collins","Phi",0,1,10,0.00967741935483871,"Alex Collins",0
"WR","Jermaine Kearse (7770130)","Jermaine Kearse",7770130,3000,"Phi@Sea 04:25PM ET","Sea","Jermaine","Kearse","Phi",6.37,8.9,3,0.151612903225806,"Jermaine Kearse",0
"WR","Paul Richardson (7770132)","Paul Richardson",7770132,3000,"Phi@Sea 04:25PM ET","Sea","Paul","Richardson","Phi",2.68,3.7,6,0.0612903225806452,"Paul Richardson",0
"WR","Tanner McEvoy (7770133)","Tanner McEvoy",7770133,3000,"Phi@Sea 04:25PM ET","Sea","Tanner","McEvoy","Phi",0,0,10,0.00967741935483871,"Tanner McEvoy",0
"WR","Dorial Green-Beckham (7770135)","Dorial Green-Beckham",7770135,3000,"Phi@Sea 04:25PM ET","Phi","Dorial","Green-Beckham","Sea",5.73,3.8,4,0.128289473684211,"Dorial Green-Beckham",0
"WR","Bryce Treggs (7770136)","Bryce Treggs",7770136,3000,"Phi@Sea 04:25PM ET","Phi","Bryce","Treggs","Sea",5.46,3.8,9,0.0131578947368421,"Bryce Treggs",0
"WR","Nelson Agholor (7770137)","Nelson Agholor",7770137,3000,"Phi@Sea 04:25PM ET","Phi","Nelson","Agholor","Sea",6.48,7.5,2,0.164473684210526,"Nelson Agholor",0
"RB","Mack Brown (7770008)","Mack Brown",7770008,3000,"GB@Was 08:30PM ET","Was","Mack","Brown","GB",0,0,0,0,"Mack Brown",0
"RB","Aaron Ripkowski (7770010)","Aaron Ripkowski",7770010,3000,"GB@Was 08:30PM ET","GB","Aaron","Ripkowski","Was",0,1.9,12,0.0129533678756477,"Aaron Ripkowski",0
"RB","Joe Kerridge (7770011)","Joe Kerridge",7770011,3000,"GB@Was 08:30PM ET","GB","Joe","Kerridge","Was",0,0,0,0,"Joe Kerridge",0
"RB","Don Jackson (7770013)","Don Jackson",7770013,3000,"GB@Was 08:30PM ET","GB","Don","Jackson","Was",0,0,14,0.00518134715025907,"Don Jackson",0
"WR","Ryan Grant (7770142)","Ryan Grant",7770142,3000,"GB@Was 08:30PM ET","Was","Ryan","Grant","GB",2.16,2.1,7,0.0356164383561644,"Ryan Grant",0
"WR","Rashad Ross (7770143)","Rashad Ross",7770143,3000,"GB@Was 08:30PM ET","Was","Rashad","Ross","GB",0,1.4,13,0.00547945205479452,"Rashad Ross",0
"WR","Maurice Harris (7770146)","Maurice Harris",7770146,3000,"GB@Was 08:30PM ET","Was","Maurice","Harris","GB",0,0,10,0.0136986301369863,"Maurice Harris",0
"WR","Trevor Davis (7770148)","Trevor Davis",7770148,3000,"GB@Was 08:30PM ET","GB","Trevor","Davis","Was",0,0,9,0.0207253886010363,"Trevor Davis",0
"WR","Jeff Janis (7770149)","Jeff Janis",7770149,3000,"GB@Was 08:30PM ET","GB","Jeff","Janis","Was",2.4,0,6,0.0414507772020725,"Jeff Janis",0
"WR","Geronimo Allison (7770150)","Geronimo Allison",7770150,3000,"GB@Was 08:30PM ET","GB","Geronimo","Allison","Was",0,0,10,0.0181347150259067,"Geronimo Allison",0
"TE","Dwayne Allen (7770175)","Dwayne Allen",7770175,2900,"Ten@Ind 01:00PM ET","Ind","Dwayne","Allen","Ten",7.9,7.2,5,0.0861111111111111,"Dwayne Allen",1
"TE","Vernon Davis (7770236)","Vernon Davis",7770236,2800,"GB@Was 08:30PM ET","Was","Vernon","Davis","GB",6.14,3.9,6,0.0849315068493151,"Vernon Davis",0
"TE","Will Tye (7770202)","Will Tye",7770202,2700,"Chi@NYG 01:00PM ET","NYG","Will","Tye","Chi",8.28,6.3,4,0.0955414012738854,"Will Tye",0
"TE","Vance McDonald (7770225)","Vance McDonald",7770225,2700,"NE@SF 04:25PM ET","SF","Vance","McDonald","NE",8.25,6.5,5,0.0928571428571429,"Vance McDonald",0
"TE","Richard Rodgers (7770240)","Richard Rodgers",7770240,2700,"GB@Was 08:30PM ET","GB","Richard","Rodgers","Was",6.43,3.7,4,0.0880829015544041,"Richard Rodgers",0
"TE","Charles Clay (7770181)","Charles Clay",7770181,2600,"Buf@Cin 01:00PM ET","Buf","Charles","Clay","Cin",7.58,9.9,2,0.181159420289855,"Charles Clay",0
"TE","Garrett Celek (7770224)","Garrett Celek",7770224,2600,"NE@SF 04:25PM ET","SF","Garrett","Celek","NE",3.62,4.4,4,0.103571428571429,"Garrett Celek",0
"TE","David Johnson (7770152)","David Johnson",7770152,2500,"Pit@Cle 01:00PM ET","Pit","David","Johnson","Cle",0,0,2,0.1640625,"David Johnson",0
"TE","Ladarius Green (7770153)","Ladarius Green",7770153,2500,"Pit@Cle 01:00PM ET","Pit","Ladarius","Green","Cle",7.76,5.4,12,0.0107238605898123,"Ladarius Green",0
"TE","Xavier Grimble (7770154)","Xavier Grimble",7770154,2500,"Pit@Cle 01:00PM ET","Pit","Xavier","Grimble","Cle",0,0,7,0.0509383378016086,"Xavier Grimble",0
"TE","Randall Telfer (7770155)","Randall Telfer",7770155,2500,"Pit@Cle 01:00PM ET","Cle","Randall","Telfer","Pit",0,1.1,10,0.0140056022408964,"Randall Telfer",0
"TE","Seth DeValve (7770156)","Seth DeValve",7770156,2500,"Pit@Cle 01:00PM ET","Cle","Seth","DeValve","Pit",0,1.1,12,0.00560224089635854,"Seth DeValve",0
"TE","Danny Vitale (7770158)","Danny Vitale",7770158,2500,"Pit@Cle 01:00PM ET","Cle","Danny","Vitale","Pit",0,0,0,0,"Danny Vitale",0
"TE","Gavin Escobar (7770161)","Gavin Escobar",7770161,2500,"Bal@Dal 01:00PM ET","Dal","Gavin","Escobar","Bal",1.96,0,12,0.00346020761245675,"Gavin Escobar",0
"TE","Crockett Gillmore (7770162)","Crockett Gillmore",7770162,2500,"Bal@Dal 01:00PM ET","Bal","Crockett","Gillmore","Dal",0,0,8,0.0368421052631579,"Crockett Gillmore",0
"TE","Darren Waller (7770163)","Darren Waller",7770163,2500,"Bal@Dal 01:00PM ET","Bal","Darren","Waller","Dal",0,3.4,12,0.0131578947368421,"Darren Waller",0
"TE","Geoff Swaim (7770164)","Geoff Swaim",7770164,2500,"Bal@Dal 01:00PM ET","Dal","Geoff","Swaim","Bal",0,0,7,0.0311418685121107,"Geoff Swaim",0
"TE","Marcedes Lewis (7770165)","Marcedes Lewis",7770165,2500,"Jax@Det 01:00PM ET","Jax","Marcedes","Lewis","Det",3.7,2.8,6,0.0714285714285714,"Marcedes Lewis",0
"TE","Clay Harbor (7770166)","Clay Harbor",7770166,2500,"Jax@Det 01:00PM ET","Det","Clay","Harbor","Jax",0,1.7,9,0.00903614457831325,"Clay Harbor",0
"TE","Matthew Mulligan (7770167)","Matthew Mulligan",7770167,2500,"Jax@Det 01:00PM ET","Det","Matthew","Mulligan","Jax",0,0,0,0,"Matthew Mulligan",0
"TE","Neal Sterling (7770169)","Neal Sterling",7770169,2500,"Jax@Det 01:00PM ET","Jax","Neal","Sterling","Det",0,0,12,0.00510204081632653,"Neal Sterling",0
"TE","Ben Koyack (7770171)","Ben Koyack",7770171,2500,"Jax@Det 01:00PM ET","Jax","Ben","Koyack","Det",0,0,9,0.0204081632653061,"Ben Koyack",0
"TE","Anthony Fasano (7770172)","Anthony Fasano",7770172,2500,"Ten@Ind 01:00PM ET","Ten","Anthony","Fasano","Ind",1.97,0,7,0.0364741641337386,"Anthony Fasano",0
"TE","Beau Brinkley (7770174)","Beau Brinkley",7770174,2500,"Ten@Ind 01:00PM ET","Ten","Beau","Brinkley","Ind",0,0,0,0,"Beau Brinkley",0
"TE","Erik Swoope (7770177)","Erik Swoope",7770177,2500,"Ten@Ind 01:00PM ET","Ind","Erik","Swoope","Ten",0,0,10,0.0361111111111111,"Erik Swoope",0
"TE","Jace Amaro (7770178)","Jace Amaro",7770178,2500,"Ten@Ind 01:00PM ET","Ten","Jace","Amaro","Ind",0,0,11,0.0121580547112462,"Jace Amaro",0
"TE","Phillip Supernaw (7770179)","Phillip Supernaw",7770179,2500,"Ten@Ind 01:00PM ET","Ten","Phillip","Supernaw","Ind",0,0,10,0.0182370820668693,"Phillip Supernaw",0
"TE","Clark Harris (7770180)","Clark Harris",7770180,2500,"Buf@Cin 01:00PM ET","Cin","Clark","Harris","Buf",0,0,0,0,"Clark Harris",0
"TE","Ryan Hewitt (7770182)","Ryan Hewitt",7770182,2500,"Buf@Cin 01:00PM ET","Cin","Ryan","Hewitt","Buf",0,0,0,0,"Ryan Hewitt",0
"TE","Gerald Christian (7770184)","Gerald Christian",7770184,2500,"Buf@Cin 01:00PM ET","Buf","Gerald","Christian","Cin",0,0,0,0,"Gerald Christian",0
"TE","Tyler Kroft (7770185)","Tyler Kroft",7770185,2500,"Buf@Cin 01:00PM ET","Cin","Tyler","Kroft","Buf",2.21,1.1,8,0.0367892976588629,"Tyler Kroft",0
"TE","C.J. Uzomah (7770186)","C.J. Uzomah",7770186,2500,"Buf@Cin 01:00PM ET","Cin","C.J.","Uzomah","Buf",0,0,5,0.096989966555184,"C.J. Uzomah",0
"TE","Nick O'Leary (7770187)","Nick O'Leary",7770187,2500,"Buf@Cin 01:00PM ET","Buf","Nick","O'Leary","Cin",2.86,1.6,10,0.0289855072463768,"Nick OLeary",0
"TE","Brandon Myers (7770188)","Brandon Myers",7770188,2500,"TB@KC 01:00PM ET","TB","Brandon","Myers","KC",0,0,9,0.0198300283286119,"Brandon Myers",0
"TE","Andrew DePaola (7770189)","Andrew DePaola",7770189,2500,"TB@KC 01:00PM ET","TB","Andrew","DePaola","KC",0,0,0,0,"Andrew DePaola",0
"TE","Luke Stocker (7770190)","Luke Stocker",7770190,2500,"TB@KC 01:00PM ET","TB","Luke","Stocker","KC",0,0,13,0.0113314447592068,"Luke Stocker",0
"TE","James Winchester (7770192)","James Winchester",7770192,2500,"TB@KC 01:00PM ET","KC","James","Winchester","TB",0,0,0,0,"James Winchester",0
"TE","James O'Shaughnessy (7770193)","James O'Shaughnessy",7770193,2500,"TB@KC 01:00PM ET","KC","James","O'Shaughnessy","TB",0,0,14,0.00609756097560976,"James OShaughnessy",0
"TE","Ross Travis (7770195)","Ross Travis",7770195,2500,"TB@KC 01:00PM ET","KC","Ross","Travis","TB",0,0,9,0.0182926829268293,"Ross Travis",0
"TE","Demetrius Harris (7770196)","Demetrius Harris",7770196,2500,"TB@KC 01:00PM ET","KC","Demetrius","Harris","TB",2.32,1.2,8,0.0579268292682927,"Demetrius Harris",0
"TE","Alan Cross (7770197)","Alan Cross",7770197,2500,"TB@KC 01:00PM ET","TB","Alan","Cross","KC",0,0,15,0.0084985835694051,"Alan Cross",0
"TE","Logan Paulsen (7770199)","Logan Paulsen",7770199,2500,"Chi@NYG 01:00PM ET","Chi","Logan","Paulsen","NYG",0,0,9,0.0215384615384615,"Logan Paulsen",0
"TE","Patrick Scales (7770200)","Patrick Scales",7770200,2500,"Chi@NYG 01:00PM ET","Chi","Patrick","Scales","NYG",0,0,0,0,"Patrick Scales",0
"TE","Larry Donnell (7770201)","Larry Donnell",7770201,2500,"Chi@NYG 01:00PM ET","NYG","Larry","Donnell","Chi",4.62,0,6,0.0668789808917197,"Larry Donnell",0
"TE","Daniel Brown (7770203)","Daniel Brown",7770203,2500,"Chi@NYG 01:00PM ET","Chi","Daniel","Brown","NYG",0,0,0,0,"Daniel Brown",0
"TE","Ben Braunecker (7770204)","Ben Braunecker",7770204,2500,"Chi@NYG 01:00PM ET","Chi","Ben","Braunecker","NYG",0,0,12,0.00307692307692308,"Ben Braunecker",0
"TE","Jerell Adams (7770205)","Jerell Adams",7770205,2500,"Chi@NYG 01:00PM ET","NYG","Jerell","Adams","Chi",0,3.8,10,0.0222929936305732,"Jerell Adams",0
"TE","Darren Fells (7770206)","Darren Fells",7770206,2500,"Ari@Min 01:00PM ET","Ari","Darren","Fells","Min",2.76,1.5,8,0.0364583333333333,"Darren Fells",0
"TE","Jermaine Gresham (7770207)","Jermaine Gresham",7770207,2500,"Ari@Min 01:00PM ET","Ari","Jermaine","Gresham","Min",2.22,4.6,6,0.0651041666666667,"Jermaine Gresham",0
"TE","Rhett Ellison (7770208)","Rhett Ellison",7770208,2500,"Ari@Min 01:00PM ET","Min","Rhett","Ellison","Ari",1.62,1.6,10,0.0153374233128834,"Rhett Ellison",0
"TE","Kevin McDermott (7770209)","Kevin McDermott",7770209,2500,"Ari@Min 01:00PM ET","Min","Kevin","McDermott","Ari",0,0,0,0,"Kevin McDermott",0
"TE","David Morgan (7770211)","David Morgan",7770211,2500,"Ari@Min 01:00PM ET","Min","David","Morgan","Ari",0,0,0,0,"David Morgan",0
"TE","Hakeem Valles (7770212)","Hakeem Valles",7770212,2500,"Ari@Min 01:00PM ET","Ari","Hakeem","Valles","Min",0,0,12,0.00520833333333333,"Hakeem Valles",0
"TE","Cory Harkey (7770214)","Cory Harkey",7770214,2500,"Mia@LA 04:05PM ET","LA","Cory","Harkey","Mia",0,0,0,0,"Cory Harkey",0
"TE","MarQueis Gray (7770215)","MarQueis Gray",7770215,2500,"Mia@LA 04:05PM ET","Mia","MarQueis","Gray","LA",5.61,2.2,7,0.0415094339622641,"MarQueis Gray",0
"TE","Dion Sims (7770216)","Dion Sims",7770216,2500,"Mia@LA 04:05PM ET","Mia","Dion","Sims","LA",0,3,6,0.0490566037735849,"Dion Sims",0
"TE","Tyler Higbee (7770217)","Tyler Higbee",7770217,2500,"Mia@LA 04:05PM ET","LA","Tyler","Higbee","Mia",1.53,0,7,0.0445859872611465,"Tyler Higbee",0
"TE","Temarrick Hemingway (7770218)","Temarrick Hemingway",7770218,2500,"Mia@LA 04:05PM ET","LA","Temarrick","Hemingway","Mia",0,0,0,0,"Temarrick Hemingway",0
"TE","Dominique Jones (7770219)","Dominique Jones",7770219,2500,"Mia@LA 04:05PM ET","Mia","Dominique","Jones","LA",2.98,2.7,7,0.0415094339622641,"Dominique Jones",0
"TE","Thomas Duarte (7770220)","Thomas Duarte",7770220,2500,"Mia@LA 04:05PM ET","Mia","Thomas","Duarte","LA",0,0,0,0,"Thomas Duarte",0
"TE","Kyle Nelson (7770222)","Kyle Nelson",7770222,2500,"NE@SF 04:25PM ET","SF","Kyle","Nelson","NE",0,0,0,0,"Kyle Nelson",0
"TE","Matt Lengel (7770226)","Matt Lengel",7770226,2500,"NE@SF 04:25PM ET","NE","Matt","Lengel","SF",0,4.4,0,0,"Matt Lengel",0
"TE","Blake Bell (7770227)","Blake Bell",7770227,2500,"NE@SF 04:25PM ET","SF","Blake","Bell","NE",0,0,11,0.0178571428571429,"Blake Bell",0
"TE","Je'Ron Hamm (7770228)","Je'Ron Hamm",7770228,2500,"NE@SF 04:25PM ET","SF","Je'Ron","Hamm","NE",0,0,0,0,"JeRon Hamm",0
"TE","Brent Celek (7770229)","Brent Celek",7770229,2500,"Phi@Sea 04:25PM ET","Phi","Brent","Celek","Sea",0,0,7,0.0361842105263158,"Brent Celek",0
"TE","Luke Willson (7770231)","Luke Willson",7770231,2500,"Phi@Sea 04:25PM ET","Sea","Luke","Willson","Phi",0,0,8,0.0354838709677419,"Luke Willson",0
"TE","Brandon Williams (7770233)","Brandon Williams",7770233,2500,"Phi@Sea 04:25PM ET","Sea","Brandon","Williams","Phi",0,0,12,0.00645161290322581,"Brandon Williams",0
"TE","Trey Burton (7770234)","Trey Burton",7770234,2500,"Phi@Sea 04:25PM ET","Phi","Trey","Burton","Sea",2.26,2,6,0.0723684210526316,"Trey Burton",0
"TE","Nick Vannett (7770235)","Nick Vannett",7770235,2500,"Phi@Sea 04:25PM ET","Sea","Nick","Vannett","Phi",0,0,12,0.00645161290322581,"Nick Vannett",0
"TE","Jared Cook (7770237)","Jared Cook",7770237,2500,"GB@Was 08:30PM ET","GB","Jared","Cook","Was",6.23,6.8,8,0.0310880829015544,"Jared Cook",0
"TE","Justin Perillo (7770238)","Justin Perillo",7770238,2500,"GB@Was 08:30PM ET","GB","Justin","Perillo","Was",0,1.6,12,0.0129533678756477,"Justin Perillo",0
"TE","Derek Carrier (7770241)","Derek Carrier",7770241,2500,"GB@Was 08:30PM ET","Was","Derek","Carrier","GB",0,0,0,0,"Derek Carrier",0
