"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Name.Clean","FreqInd"
"WR","John Brown (7770098)","John Brown",7770098,4100,"Ari@Min 01:00PM ET","Ari","John","Brown","Min",10.99,9.9,3,0.143229166666667,"John Brown",0
"WR","DeVante Parker (7770111)","DeVante Parker",7770111,4100,"Mia@LA 04:05PM ET","Mia","DeVante","Parker","LA",10.19,12.4,2,0.181132075471698,"DeVante Parker",0
"WR","Marqise Lee (7770045)","Marqise Lee",7770045,4000,"Jax@Det 01:00PM ET","Jax","Marqise","Lee","Det",9.85,9.1,3,0.150510204081633,"Marqise Lee",0
"WR","Brandon LaFell (7770061)","Brandon LaFell",7770061,4000,"Buf@Cin 01:00PM ET","Cin","Brandon","LaFell","Buf",9.42,7,2,0.157190635451505,"Brandon LaFell",0
"RB","Jeremy Langford (7769967)","Jeremy Langford",7769967,4000,"Chi@NYG 01:00PM ET","Chi","Jeremy","Langford","NYG",5.35,5,7,0.0492307692307692,"Jeremy Langford",0
"WR","Michael Floyd (7770096)","Michael Floyd",7770096,4000,"Ari@Min 01:00PM ET","Ari","Michael","Floyd","Min",7.9,10.6,4,0.1328125,"Michael Floyd",0
"RB","Benny Cunningham (7769981)","Benny Cunningham",7769981,4000,"Mia@LA 04:05PM ET","LA","Benny","Cunningham","Mia",3.71,8.2,6,0.0573248407643312,"Benny Cunningham",0
"RB","DuJuan Harris (7769989)","DuJuan Harris",7769989,4000,"NE@SF 04:25PM ET","SF","DuJuan","Harris","NE",3.48,6.6,8,0.0321428571428571,"DuJuan Harris",0
"RB","Isaiah Crowell (7769916)","Isaiah Crowell",7769916,3900,"Pit@Cle 01:00PM ET","Cle","Isaiah","Crowell","Pit",10.61,13.1,6,0.0812324929971989,"Isaiah Crowell",1
"WR","Sammie Coates (7770020)","Sammie Coates",7770020,3900,"Pit@Cle 01:00PM ET","Pit","Sammie","Coates","Cle",5.38,2.5,4,0.107238605898123,"Sammie Coates",0
"RB","Kenneth Dixon (7769925)","Kenneth Dixon",7769925,3900,"Bal@Dal 01:00PM ET","Bal","Kenneth","Dixon","Dal",9.13,8.5,10,0.0315789473684211,"Kenneth Dixon",0
"RB","Peyton Barber (7769962)","Peyton Barber",7769962,3900,"TB@KC 01:00PM ET","TB","Peyton","Barber","KC",3.47,5.1,11,0.0169971671388102,"Peyton Barber",0
"WR","Russell Shepard (7770073)","Russell Shepard",7770073,3900,"TB@KC 01:00PM ET","TB","Russell","Shepard","KC",0,4.4,6,0.0424929178470255,"Russell Shepard",0
"WR","Adam Humphries (7770079)","Adam Humphries",7770079,3900,"TB@KC 01:00PM ET","TB","Adam","Humphries","KC",8.87,9.9,2,0.1671388101983,"Adam Humphries",0
"RB","Ka'Deem Carey (7769968)","Ka'Deem Carey",7769968,3900,"Chi@NYG 01:00PM ET","Chi","Ka'Deem","Carey","NYG",2.47,2.8,10,0.0153846153846154,"KaDeem Carey",0
"RB","Paul Perkins (7769970)","Paul Perkins",7769970,3900,"Chi@NYG 01:00PM ET","NYG","Paul","Perkins","Chi",8,8.7,9,0.035031847133758,"Paul Perkins",0
"TE","Kyle Rudolph (7770210)","Kyle Rudolph",7770210,3900,"Ari@Min 01:00PM ET","Min","Kyle","Rudolph","Ari",12.23,10.1,2,0.211656441717791,"Kyle Rudolph",1
"RB","Damien Williams (7769984)","Damien Williams",7769984,3900,"Mia@LA 04:05PM ET","Mia","Damien","Williams","LA",3.79,5,4,0.0641509433962264,"Damien Williams",0
"WR","Tavon Austin (7770108)","Tavon Austin",7770108,3900,"Mia@LA 04:05PM ET","LA","Tavon","Austin","Mia",10.31,11,1,0.229299363057325,"Tavon Austin",0
"WR","Pierre Garcon (7770140)","Pierre Garcon",7770140,3900,"GB@Was 08:30PM ET","Was","Pierre","Garcon","GB",11.36,10.5,1,0.186301369863014,"Pierre Garcon",0
"RB","Duke Johnson Jr. (7769918)","Duke Johnson",7769918,3800,"Pit@Cle 01:00PM ET","Cle","Duke","Johnson","Pit",10.47,11.2,3,0.15406162464986,"Duke Johnson",0
"WR","Anquan Boldin (7770037)","Anquan Boldin",7770037,3800,"Jax@Det 01:00PM ET","Det","Anquan","Boldin","Jax",9.58,8.7,3,0.156626506024096,"Anquan Boldin",0
"TE","Cameron Brate (7770194)","Cameron Brate",7770194,3800,"TB@KC 01:00PM ET","TB","Cameron","Brate","KC",9.29,9.9,3,0.147308781869688,"Cameron Brate",1
"TE","Zach Miller (7770198)","Zach Miller",7770198,3800,"Chi@NYG 01:00PM ET","Chi","Zach","Miller","NYG",11.71,12.7,2,0.187692307692308,"Zach Miller",1
"RB","Matt Asiata (7769972)","Matt Asiata",7769972,3800,"Ari@Min 01:00PM ET","Min","Matt","Asiata","Ari",8.25,9.6,5,0.0736196319018405,"Matt Asiata",0
"WR","Adam Thielen (7770104)","Adam Thielen",7770104,3800,"Ari@Min 01:00PM ET","Min","Adam","Thielen","Ari",8.73,8.1,3,0.134969325153374,"Adam Thielen",0
"WR","Victor Cruz (7770084)","Victor Cruz",7770084,3700,"Chi@NYG 01:00PM ET","NYG","Victor","Cruz","Chi",7.75,9.2,3,0.136942675159236,"Victor Cruz",0
"TE","Martellus Bennett (7770221)","Martellus Bennett",7770221,3700,"NE@SF 04:25PM ET","NE","Martellus","Bennett","SF",14.89,12.7,2,0.171052631578947,"Martellus Bennett",1
"RB","Wendell Smallwood (7770004)","Wendell Smallwood",7770004,3700,"Phi@Sea 04:25PM ET","Phi","Wendell","Smallwood","Sea",0,3.5,9,0.0131578947368421,"Wendell Smallwood",0
"TE","Dennis Pitta (7770160)","Dennis Pitta",7770160,3600,"Bal@Dal 01:00PM ET","Bal","Dennis","Pitta","Dal",11.24,11.5,2,0.178947368421053,"Dennis Pitta",0
"RB","Chris Ivory (7769930)","Chris Ivory",7769930,3600,"Jax@Det 01:00PM ET","Jax","Chris","Ivory","Det",8.77,6.2,7,0.0357142857142857,"Chris Ivory",0
"RB","Rashad Jennings (7769964)","Rashad Jennings",7769964,3600,"Chi@NYG 01:00PM ET","NYG","Rashad","Jennings","Chi",11.31,12.6,7,0.0445859872611465,"Rashad Jennings",0
"WR","Kenny Stills (7770109)","Kenny Stills",7770109,3600,"Mia@LA 04:05PM ET","Mia","Kenny","Stills","LA",8.35,7.6,3,0.135849056603774,"Kenny Stills",0
"WR","Tyler Lockett (7770134)","Tyler Lockett",7770134,3600,"Phi@Sea 04:25PM ET","Sea","Tyler","Lockett","Phi",8.93,8.2,4,0.125806451612903,"Tyler Lockett",0
"RB","Chris Thompson (7770007)","Chris Thompson",7770007,3600,"GB@Was 08:30PM ET","Was","Chris","Thompson","GB",9.33,8.6,5,0.0931506849315069,"Chris Thompson",0
"RB","T.J. Yeldon (7769936)","T.J. Yeldon",7769936,3500,"Jax@Det 01:00PM ET","Jax","T.J.","Yeldon","Det",8.96,9.7,5,0.107142857142857,"T.J. Yeldon",0
"RB","Dwayne Washington (7769937)","Dwayne Washington",7769937,3500,"Jax@Det 01:00PM ET","Det","Dwayne","Washington","Jax",4.68,4.6,9,0.00903614457831325,"Dwayne Washington",0
"TE","Julius Thomas (7770168)","Julius Thomas",7770168,3500,"Jax@Det 01:00PM ET","Jax","Julius","Thomas","Det",12.12,8.7,4,0.125,"Julius Thomas",0
"WR","Marquise Goodwin (7770064)","Marquise Goodwin",7770064,3500,"Buf@Cin 01:00PM ET","Buf","Marquise","Goodwin","Cin",8.91,8.4,3,0.141304347826087,"Marquise Goodwin",0
"RB","Knile Davis (7769958)","Knile Davis",7769958,3500,"TB@KC 01:00PM ET","KC","Knile","Davis","TB",0,0,11,0.0121951219512195,"Knile Davis",0
"RB","Andre Ellington (7769974)","Andre Ellington",7769974,3500,"Ari@Min 01:00PM ET","Ari","Andre","Ellington","Min",2.42,2.6,9,0.0182291666666667,"Andre Ellington",0
"RB","Jerick McKinnon (7769979)","Jerick McKinnon",7769979,3500,"Ari@Min 01:00PM ET","Min","Jerick","McKinnon","Ari",8.4,7.7,7,0.0582822085889571,"Jerick McKinnon",0
"WR","Cordarrelle Patterson (7770101)","Cordarrelle Patterson",7770101,3500,"Ari@Min 01:00PM ET","Min","Cordarrelle","Patterson","Ari",7.26,5.3,4,0.116564417177914,"Cordarrelle Patterson",0
"WR","Danny Amendola (7770119)","Danny Amendola",7770119,3500,"NE@SF 04:25PM ET","NE","Danny","Amendola","SF",7.65,9.9,6,0.0723684210526316,"Danny Amendola",0
"WR","Jeremy Kerley (7770122)","Jeremy Kerley",7770122,3500,"NE@SF 04:25PM ET","SF","Jeremy","Kerley","NE",10.03,10.9,1,0.25,"Jeremy Kerley",0
"RB","Matt Jones (7770012)","Matt Jones",7770012,3500,"GB@Was 08:30PM ET","Was","Matt","Jones","GB",0,0,8,0.0301369863013699,"Matt Jones",0
"TE","Jesse James (7770157)","Jesse James",7770157,3400,"Pit@Cle 01:00PM ET","Pit","Jesse","James","Cle",5.95,5.2,3,0.109919571045576,"Jesse James",0
"WR","Breshad Perriman (7770035)","Breshad Perriman",7770035,3400,"Bal@Dal 01:00PM ET","Bal","Breshad","Perriman","Dal",7.13,6.4,4,0.110526315789474,"Breshad Perriman",0
"RB","Robert Turbin (7769940)","Robert Turbin",7769940,3400,"Ten@Ind 01:00PM ET","Ind","Robert","Turbin","Ten",5.56,5.6,9,0.0472222222222222,"Robert Turbin",0
"WR","Albert Wilson (7770074)","Albert Wilson",7770074,3400,"TB@KC 01:00PM ET","KC","Albert","Wilson","TB",5.92,5.9,5,0.100609756097561,"Albert Wilson",0
"WR","Eddie Royal (7770083)","Eddie Royal",7770083,3400,"Chi@NYG 01:00PM ET","Chi","Eddie","Royal","NYG",13.26,11.3,4,0.126153846153846,"Eddie Royal",0
"WR","Brian Quick (7770107)","Brian Quick",7770107,3400,"Mia@LA 04:05PM ET","LA","Brian","Quick","Mia",8.34,6.6,4,0.133757961783439,"Brian Quick",0
"WR","Torrey Smith (7770121)","Torrey Smith",7770121,3400,"NE@SF 04:25PM ET","SF","Torrey","Smith","NE",0,0,3,0.139285714285714,"Torrey Smith",0
"WR","Kamar Aiken (7770030)","Kamar Aiken",7770030,3300,"Bal@Dal 01:00PM ET","Bal","Kamar","Aiken","Dal",3.04,5.3,5,0.0868421052631579,"Kamar Aiken",0
"WR","Terrance Williams (7770032)","Terrance Williams",7770032,3300,"Bal@Dal 01:00PM ET","Dal","Terrance","Williams","Bal",8.28,7,4,0.1280276816609,"Terrance Williams",0
"TE","Jason Witten (7770159)","Jason Witten",7770159,3300,"Bal@Dal 01:00PM ET","Dal","Jason","Witten","Bal",9.71,10.7,2,0.221453287197232,"Jason Witten",0
"WR","Phillip Dorsett (7770055)","Phillip Dorsett",7770055,3300,"Ten@Ind 01:00PM ET","Ind","Phillip","Dorsett","Ten",7.35,7.5,3,0.0944444444444444,"Phillip Dorsett",0
"TE","Jack Doyle (7770176)","Jack Doyle",7770176,3300,"Ten@Ind 01:00PM ET","Ind","Jack","Doyle","Ten",10.62,7.4,2,0.133333333333333,"Jack Doyle",1
"WR","Percy Harvin (7770062)","Percy Harvin",7770062,3300,"Buf@Cin 01:00PM ET","Buf","Percy","Harvin","Cin",7.69,0,0,0,"Percy Harvin",0
"WR","Chris Conley (7770077)","Chris Conley",7770077,3300,"TB@KC 01:00PM ET","KC","Chris","Conley","TB",9.34,11,3,0.13719512195122,"Chris Conley",0
"WR","Roger Lewis (7770093)","Roger Lewis",7770093,3300,"Chi@NYG 01:00PM ET","NYG","Roger","Lewis","Chi",2.71,1.1,10,0.0222929936305732,"Roger Lewis",0
"RB","Ronnie Hillman (7769977)","Ronnie Hillman",7769977,3300,"Ari@Min 01:00PM ET","Min","Ronnie","Hillman","Ari",2.74,3.8,8,0.0245398773006135,"Ronnie Hillman",0
"RB","Dion Lewis (7769992)","Dion Lewis",7769992,3300,"NE@SF 04:25PM ET","NE","Dion","Lewis","SF",6.68,5.1,0,0,"Dion Lewis",0
"WR","Brice Butler (7770031)","Brice Butler",7770031,3200,"Bal@Dal 01:00PM ET","Dal","Brice","Butler","Bal",2.4,1.7,5,0.0795847750865052,"Brice Butler",0
"WR","Tajae Sharpe (7770059)","Tajae Sharpe",7770059,3200,"Ten@Ind 01:00PM ET","Ten","Tajae","Sharpe","Ind",8.66,9.6,1,0.197568389057751,"Tajae Sharpe",0
"RB","Shaun Draughn (7769987)","Shaun Draughn",7769987,3200,"NE@SF 04:25PM ET","SF","Shaun","Draughn","NE",3.47,0,7,0.05,"Shaun Draughn",0
"TE","Zach Ertz (7770232)","Zach Ertz",7770232,3200,"Phi@Sea 04:25PM ET","Phi","Zach","Ertz","Sea",8.29,8,5,0.125,"Zach Ertz",0
"WR","Andrew Hawkins (7770014)","Andrew Hawkins",7770014,3100,"Pit@Cle 01:00PM ET","Cle","Andrew","Hawkins","Pit",7.37,6.3,4,0.117647058823529,"Andrew Hawkins",0
"TE","Gary Barnidge (7770151)","Gary Barnidge",7770151,3100,"Pit@Cle 01:00PM ET","Cle","Gary","Barnidge","Pit",9.12,8.9,2,0.156862745098039,"Gary Barnidge",0
"RB","Mike James (7769959)","Mike James",7769959,3100,"TB@KC 01:00PM ET","TB","Mike","James","KC",1.76,1.4,12,0.0141643059490085,"Mike James",0
"RB","Mike Davis (7769996)","Mike Davis",7769996,3100,"NE@SF 04:25PM ET","SF","Mike","Davis","NE",0,0,11,0.0178571428571429,"Mike Davis",0
"RB","Fitzgerald Toussaint (7769913)","Fitzgerald Toussaint",7769913,3000,"Pit@Cle 01:00PM ET","Pit","Fitzgerald","Toussaint","Cle",2.26,4.3,13,0.00268096514745308,"Fitzgerald Toussaint",0
"RB","Roosevelt Nix (7769915)","Roosevelt Nix",7769915,3000,"Pit@Cle 01:00PM ET","Pit","Roosevelt","Nix","Cle",0,0,0,0,"Roosevelt Nix",0
"RB","George Atkinson III (7769917)","George Atkinson III",7769917,3000,"Pit@Cle 01:00PM ET","Cle","George","Atkinson III","Pit",0,0,0,0,"George Atkinson III",0
"WR","Darrius Heyward-Bey (7770015)","Darrius Heyward-Bey",7770015,3000,"Pit@Cle 01:00PM ET","Pit","Darrius","Heyward-Bey","Cle",0,0,8,0.0428954423592493,"Darrius Heyward-Bey",0
"WR","Markus Wheaton (7770018)","Markus Wheaton",7770018,3000,"Pit@Cle 01:00PM ET","Pit","Markus","Wheaton","Cle",0,0,10,0.0268096514745308,"Markus Wheaton",0
"WR","Cobi Hamilton (7770019)","Cobi Hamilton",7770019,3000,"Pit@Cle 01:00PM ET","Pit","Cobi","Hamilton","Cle",6.16,5,9,0.0348525469168901,"Cobi Hamilton",0
"WR","Jordan Payton (7770022)","Jordan Payton",7770022,3000,"Pit@Cle 01:00PM ET","Cle","Jordan","Payton","Pit",0,0,11,0.00840336134453781,"Jordan Payton",0
"WR","Ricardo Louis (7770023)","Ricardo Louis",7770023,3000,"Pit@Cle 01:00PM ET","Cle","Ricardo","Louis","Pit",5.44,1.2,5,0.0896358543417367,"Ricardo Louis",0
"WR","Rashard Higgins (7770025)","Rashard Higgins",7770025,3000,"Pit@Cle 01:00PM ET","Cle","Rashard","Higgins","Pit",0,0,8,0.0196078431372549,"Rashard Higgins",0
"RB","Lance Dunbar (7769920)","Lance Dunbar",7769920,3000,"Bal@Dal 01:00PM ET","Dal","Lance","Dunbar","Bal",0,2.1,8,0.0242214532871972,"Lance Dunbar",0
"RB","Kyle Juszczyk (7769921)","Kyle Juszczyk",7769921,3000,"Bal@Dal 01:00PM ET","Bal","Kyle","Juszczyk","Dal",0,4.5,6,0.0789473684210526,"Kyle Juszczyk",0
"RB","Keith Smith (7769922)","Keith Smith",7769922,3000,"Bal@Dal 01:00PM ET","Dal","Keith","Smith","Bal",0,0,10,0.0103806228373702,"Keith Smith",0
"RB","Javorius Allen (7769924)","Javorius Allen",7769924,3000,"Bal@Dal 01:00PM ET","Bal","Javorius","Allen","Dal",0,0,11,0.0157894736842105,"Javorius Allen",0
"RB","Darius Jackson (7769926)","Darius Jackson",7769926,3000,"Bal@Dal 01:00PM ET","Dal","Darius","Jackson","Bal",0,0,0,0,"Darius Jackson",0
"RB","Lorenzo Taliaferro (7769927)","Lorenzo Taliaferro",7769927,3000,"Bal@Dal 01:00PM ET","Bal","Lorenzo","Taliaferro","Dal",0,0,13,0.00789473684210526,"Lorenzo Taliaferro",0
"WR","Devin Hester (7770027)","Devin Hester",7770027,3000,"Bal@Dal 01:00PM ET","Bal","Devin","Hester","Dal",0,0,0,0,"Devin Hester",0
"WR","Chris Moore (7770034)","Chris Moore",7770034,3000,"Bal@Dal 01:00PM ET","Bal","Chris","Moore","Dal",0,0,8,0.0368421052631579,"Chris Moore",0
"WR","Lucky Whitehead (7770036)","Lucky Whitehead",7770036,3000,"Bal@Dal 01:00PM ET","Dal","Lucky","Whitehead","Bal",0,0,11,0.0069204152249135,"Lucky Whitehead",0
"RB","Justin Forsett (7769929)","Justin Forsett",7769929,3000,"Jax@Det 01:00PM ET","Det","Justin","Forsett","Jax",0,0,9,0.00903614457831325,"Justin Forsett",0
"RB","Denard Robinson (7769932)","Denard Robinson",7769932,3000,"Jax@Det 01:00PM ET","Jax","Denard","Robinson","Det",0,0,12,0.00510204081632653,"Denard Robinson",0
"RB","Michael Burton (7769933)","Michael Burton",7769933,3000,"Jax@Det 01:00PM ET","Det","Michael","Burton","Jax",0,0,0,0,"Michael Burton",0
"RB","Corey Grant (7769934)","Corey Grant",7769934,3000,"Jax@Det 01:00PM ET","Jax","Corey","Grant","Det",0,0,14,0.00255102040816327,"Corey Grant",0
"RB","Zach Zenner (7769935)","Zach Zenner",7769935,3000,"Jax@Det 01:00PM ET","Det","Zach","Zenner","Jax",0,3.2,7,0.0240963855421687,"Zach Zenner",0
"WR","Bryan Walters (7770038)","Bryan Walters",7770038,3000,"Jax@Det 01:00PM ET","Jax","Bryan","Walters","Det",0,1.6,11,0.0102040816326531,"Bryan Walters",0
"WR","Andre Roberts (7770039)","Andre Roberts",7770039,3000,"Jax@Det 01:00PM ET","Det","Andre","Roberts","Jax",1.96,1.5,6,0.0271084337349398,"Andre Roberts",0
"WR","Arrelious Benn (7770040)","Arrelious Benn",7770040,3000,"Jax@Det 01:00PM ET","Jax","Arrelious","Benn","Det",0,0,8,0.0229591836734694,"Arrelious Benn",0
"WR","Corey Fuller (7770044)","Corey Fuller",7770044,3000,"Jax@Det 01:00PM ET","Det","Corey","Fuller","Jax",0,0,0,0,"Corey Fuller",0
"WR","Rashad Greene Sr. (7770046)","Rashad Greene",7770046,3000,"Jax@Det 01:00PM ET","Jax","Rashad","Greene","Det",1.97,0,10,0.0178571428571429,"Rashad Greene",0
"RB","Jordan Todman (7769941)","Jordan Todman",7769941,3000,"Ten@Ind 01:00PM ET","Ind","Jordan","Todman","Ten",0,0,0,0,"Jordan Todman",0
"RB","Jalston Fowler (7769942)","Jalston Fowler",7769942,3000,"Ten@Ind 01:00PM ET","Ten","Jalston","Fowler","Ind",0,0,12,0.00303951367781155,"Jalston Fowler",0
"RB","David Fluellen (7769943)","David Fluellen",7769943,3000,"Ten@Ind 01:00PM ET","Ten","David","Fluellen","Ind",0,0,0,0,"David Fluellen",0
"RB","Antonio Andrews (7769944)","Antonio Andrews",7769944,3000,"Ten@Ind 01:00PM ET","Ten","Antonio","Andrews","Ind",0,1,0,0,"Antonio Andrews",0
"RB","Josh Ferguson (7769945)","Josh Ferguson",7769945,3000,"Ten@Ind 01:00PM ET","Ind","Josh","Ferguson","Ten",0,0,6,0.0722222222222222,"Josh Ferguson",0
"WR","Harry Douglas (7770048)","Harry Douglas",7770048,3000,"Ten@Ind 01:00PM ET","Ten","Harry","Douglas","Ind",2.1,2.3,9,0.0303951367781155,"Harry Douglas",0
"WR","Marc Mariani (7770049)","Marc Mariani",7770049,3000,"Ten@Ind 01:00PM ET","Ten","Marc","Mariani","Ind",0,0,0,0,"Marc Mariani",0
"WR","Devin Street (7770052)","Devin Street",7770052,3000,"Ten@Ind 01:00PM ET","Ind","Devin","Street","Ten",0,0,11,0.0166666666666667,"Devin Street",0
"WR","Tre McBride (7770054)","Tre McBride",7770054,3000,"Ten@Ind 01:00PM ET","Ten","Tre","McBride","Ind",0,0,0,0,"Tre McBride",0
"WR","Marcus Leak (7770056)","Marcus Leak",7770056,3000,"Ten@Ind 01:00PM ET","Ind","Marcus","Leak","Ten",0,0,0,0,"Marcus Leak",0
"WR","Chester Rogers (7770058)","Chester Rogers",7770058,3000,"Ten@Ind 01:00PM ET","Ind","Chester","Rogers","Ten",1.87,0,8,0.0583333333333333,"Chester Rogers",0
"RB","Reggie Bush (7769947)","Reggie Bush",7769947,3000,"Buf@Cin 01:00PM ET","Buf","Reggie","Bush","Cin",0,0,7,0.036231884057971,"Reggie Bush",0
"RB","Jerome Felton (7769948)","Jerome Felton",7769948,3000,"Buf@Cin 01:00PM ET","Buf","Jerome","Felton","Cin",0,0,11,0.0217391304347826,"Jerome Felton",0
"RB","Rex Burkhead (7769950)","Rex Burkhead",7769950,3000,"Buf@Cin 01:00PM ET","Cin","Rex","Burkhead","Buf",0,0,10,0.00668896321070234,"Rex Burkhead",0
"RB","Jonathan Williams (7769954)","Jonathan Williams",7769954,3000,"Buf@Cin 01:00PM ET","Buf","Jonathan","Williams","Cin",0,1.8,0,0,"Jonathan Williams",0
"WR","Brandon Tate (7770060)","Brandon Tate",7770060,3000,"Buf@Cin 01:00PM ET","Buf","Brandon","Tate","Cin",0,0,13,0.0181159420289855,"Brandon Tate",0
"WR","James Wright (7770065)","James Wright",7770065,3000,"Buf@Cin 01:00PM ET","Cin","James","Wright","Buf",0,0,9,0.020066889632107,"James Wright",0
"WR","Justin Hunter (7770066)","Justin Hunter",7770066,3000,"Buf@Cin 01:00PM ET","Buf","Justin","Hunter","Cin",5.01,5.6,6,0.0543478260869565,"Justin Hunter",0
"WR","Walt Powell (7770067)","Walt Powell",7770067,3000,"Buf@Cin 01:00PM ET","Buf","Walt","Powell","Cin",0,3.2,5,0.0942028985507246,"Walt Powell",0
"WR","Alex Erickson (7770069)","Alex Erickson",7770069,3000,"Buf@Cin 01:00PM ET","Cin","Alex","Erickson","Buf",0,0,11,0.00334448160535117,"Alex Erickson",0
"WR","Cody Core (7770070)","Cody Core",7770070,3000,"Buf@Cin 01:00PM ET","Cin","Cody","Core","Buf",0,0,0,0,"Cody Core",0
"WR","Tyler Boyd (7770071)","Tyler Boyd",7770071,3000,"Buf@Cin 01:00PM ET","Cin","Tyler","Boyd","Buf",8.5,8.1,4,0.127090301003344,"Tyler Boyd",0
"RB","Anthony Sherman (7769956)","Anthony Sherman",7769956,3000,"TB@KC 01:00PM ET","KC","Anthony","Sherman","TB",0,0,11,0.0121951219512195,"Anthony Sherman",0
"RB","Bishop Sankey (7769961)","Bishop Sankey",7769961,3000,"TB@KC 01:00PM ET","KC","Bishop","Sankey","TB",0,0,0,0,"Bishop Sankey",0
"WR","Cecil Shorts III (7770075)","Cecil Shorts III",7770075,3000,"TB@KC 01:00PM ET","TB","Cecil","Shorts III","KC",0,0,0,0,"Cecil Shorts III",0
"WR","Freddie Martino (7770076)","Freddie Martino",7770076,3000,"TB@KC 01:00PM ET","TB","Freddie","Martino","KC",4.6,0,13,0.0113314447592068,"Freddie Martino",0
"WR","De'Anthony Thomas (7770080)","De'Anthony Thomas",7770080,3000,"TB@KC 01:00PM ET","KC","De'Anthony","Thomas","TB",0,1.1,10,0.0152439024390244,"DeAnthony Thomas",0
"WR","Demarcus Robinson (7770081)","Demarcus Robinson",7770081,3000,"TB@KC 01:00PM ET","KC","Demarcus","Robinson","TB",0,0,0,0,"Demarcus Robinson",0
"RB","Bobby Rainey (7769965)","Bobby Rainey",7769965,3000,"Chi@NYG 01:00PM ET","NYG","Bobby","Rainey","Chi",0,1.1,5,0.0700636942675159,"Bobby Rainey",0
"RB","Orleans Darkwa (7769966)","Orleans Darkwa",7769966,3000,"Chi@NYG 01:00PM ET","NYG","Orleans","Darkwa","Chi",0,0,12,0.0127388535031847,"Orleans Darkwa",0
"RB","Paul Lasike (7769969)","Paul Lasike",7769969,3000,"Chi@NYG 01:00PM ET","Chi","Paul","Lasike","NYG",0,0,12,0.00307692307692308,"Paul Lasike",0
"WR","Dwayne Harris (7770085)","Dwayne Harris",7770085,3000,"Chi@NYG 01:00PM ET","NYG","Dwayne","Harris","Chi",0,0,0,0,"Dwayne Harris",0
"WR","Deonte Thompson (7770086)","Deonte Thompson",7770086,3000,"Chi@NYG 01:00PM ET","Chi","Deonte","Thompson","NYG",3.56,7,11,0.00923076923076923,"Deonte Thompson",0
"WR","Tavarres King (7770087)","Tavarres King",7770087,3000,"Chi@NYG 01:00PM ET","NYG","Tavarres","King","Chi",0,0,13,0.00318471337579618,"Tavarres King",0
"WR","Joshua Bellamy (7770089)","Joshua Bellamy",7770089,3000,"Chi@NYG 01:00PM ET","Chi","Joshua","Bellamy","NYG",0,0,0,0,"Joshua Bellamy",0
"RB","Zach Line (7769973)","Zach Line",7769973,3000,"Ari@Min 01:00PM ET","Min","Zach","Line","Ari",0,0,12,0.00613496932515337,"Zach Line",0
"RB","Stepfan Taylor (7769975)","Stepfan Taylor",7769975,3000,"Ari@Min 01:00PM ET","Ari","Stepfan","Taylor","Min",0,0,0,0,"Stepfan Taylor",0
"RB","Kerwynn Williams (7769976)","Kerwynn Williams",7769976,3000,"Ari@Min 01:00PM ET","Ari","Kerwynn","Williams","Min",0,0,0,0,"Kerwynn Williams",0
"WR","Charles Johnson (7770095)","Charles Johnson",7770095,3000,"Ari@Min 01:00PM ET","Min","Charles","Johnson","Ari",2.05,1.6,6,0.0613496932515337,"Charles Johnson",0
"WR","Jarius Wright (7770097)","Jarius Wright",7770097,3000,"Ari@Min 01:00PM ET","Min","Jarius","Wright","Ari",0,0,9,0.0184049079754601,"Jarius Wright",0
"WR","Brittan Golden (7770100)","Brittan Golden",7770100,3000,"Ari@Min 01:00PM ET","Ari","Brittan","Golden","Min",0,0,11,0.0078125,"Brittan Golden",0
"WR","Chris Hubert (7770103)","Chris Hubert",7770103,3000,"Ari@Min 01:00PM ET","Ari","Chris","Hubert","Min",0,0,0,0,"Chris Hubert",0
"WR","Laquon Treadwell (7770105)","Laquon Treadwell",7770105,3000,"Ari@Min 01:00PM ET","Min","Laquon","Treadwell","Ari",0,0,13,0.00306748466257669,"Laquon Treadwell",0
"RB","Chase Reynolds (7769980)","Chase Reynolds",7769980,3000,"Mia@LA 04:05PM ET","LA","Chase","Reynolds","Mia",0,0,0,0,"Chase Reynolds",0
"RB","Malcolm Brown (7769983)","Malcolm Brown",7769983,3000,"Mia@LA 04:05PM ET","LA","Malcolm","Brown","Mia",0,0,9,0.00636942675159236,"Malcolm Brown",0
"RB","Kenyan Drake (7769985)","Kenyan Drake",7769985,3000,"Mia@LA 04:05PM ET","Mia","Kenyan","Drake","LA",0,2.3,11,0.030188679245283,"Kenyan Drake",0
"WR","Jakeem Grant (7770112)","Jakeem Grant",7770112,3000,"Mia@LA 04:05PM ET","Mia","Jakeem","Grant","LA",1.78,0,13,0.00377358490566038,"Jakeem Grant",0
"WR","Bradley Marquez (7770113)","Bradley Marquez",7770113,3000,"Mia@LA 04:05PM ET","LA","Bradley","Marquez","Mia",1.13,0,8,0.0159235668789809,"Bradley Marquez",0
"WR","Nelson Spruce (7770114)","Nelson Spruce",7770114,3000,"Mia@LA 04:05PM ET","LA","Nelson","Spruce","Mia",0,0,0,0,"Nelson Spruce",0
"WR","Leonte Carroo (7770115)","Leonte Carroo",7770115,3000,"Mia@LA 04:05PM ET","Mia","Leonte","Carroo","LA",0,0,12,0.0113207547169811,"Leonte Carroo",0
