"Place_lo","Place_hi","Payout"
"1","1","250000"
"2","2","100000"
"3","3","60000"
"4","4","40000"
"5","5","25000"
"6","7","15000"
"8","10","10000"
"11","15","7500"
"16","20","5000"
"21","30","4000"
"31","40","3000"
"41","55","2500"
"56","80","2000"
"81","105","1500"
"106","165","1250"
"166","290","1000"
"291","440","800"
"441","690","650"
"691","1140","500"
