"Jake Lamb_ARI","Paul Goldschmidt_ARI","JD Martinez_DET","Jose Altuve_HOU","AJ Pollock_ARI","Jose Abreu_CWS","Carlos Correa_HOU","David Peralta_ARI","Avisail Garcia_CWS","Chris Owings_ARI","Miguel Cabrera_DET","Tim Anderson_CWS","George Springer_HOU","Yasmany Tomas_ARI","Todd Frazier_CWS","Ian Kinsler_DET","Melky Cabrera_CWS","Matt Davidson_CWS","Yoan Moncada_CWS","Brandon Drury_ARI","Justin Upton_DET","Marwin Gonzalez_HOU","Alex Bregman_HOU","Carlos Beltran_HOU","Josh Reddick_HOU","Evan Gattis_HOU","Chris Herrmann_ARI","Rey Fuentes_ARI","Victor Martinez_DET","Brian McCann_HOU","Nicholas Castellanos_DET","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Alex Avila_DET","Leury Garcia_CWS","Tyler Saladino_CWS","Yolmer Sanchez_CWS","Charlie Tilson_CWS","Gregor Blanco_ARI","Socrates Brito_ARI","Norichika Aoki_HOU","Tyler Collins_DET","Derek Fisher_HOU","Yuli Gurriel_HOU","Jacob May_CWS","Andrew Romine_DET","Jake Marisnick_HOU","Chris Iannetta_ARI","James McCann_DET","Cody Asche_CWS","Willy Garcia_CWS","JaCoby Jones_DET","Geovany Soto_CWS","Daniel Descalso_ARI","Omar Narvaez_CWS","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Kevan Smith_CWS","Jim Adduci_DET","Jose Iglesias_DET","Jeff Mathis_ARI","Tony Kemp_HOU","Zack Collins_CWS","Juan Centeno_HOU"
66.5615384615385,4.06950067476383,0,0,-3.17241379310345,0,0,32.2795698924731,0,-14.7174688057041,0,0,0,0.0529556650246305,0,0,0,0,0,13.8215725806452,0,0,0,0,0,0,52.5448717948718,0,0,0,0,6,-29.1372549019608,0,0,0,0,0,55.4,0,0,0,0,0,0,0,0,2.65454545454545,0,0,0,0,0,-21.6636363636364,0,0,0,0,0,0,0,2.70526315789474,0,0,0
4.06950067476383,71.8538205980066,0,0,31.089247311828,0,0,12.1043010752688,0,1.7012012012012,0,0,0,-2.32258064516129,0,0,0,0,0,9.36386554621849,0,0,0,0,0,0,4.64393939393939,0,0,0,0,-0.166666666666667,15.45,0,0,0,0,0,-15.9666666666667,0,0,0,0,0,0,0,0,-23.1410256410256,0,0,0,0,0,19.2809523809524,0,0,0,0,0,0,0,-0.314285714285714,0,0,0
0,0,250.696428571429,0,0,0,0,0,0,0,87,0,0,0,0,65.8214285714286,0,0,0,0,29.2619047619048,0,0,0,0,0,0,0,133.6,0,0,0,0,92.85,0,0,0,0,0,0,0,-57.65,0,0,0,4.16666666666667,0,0,46.9333333333333,0,0,0,0,0,0,5,0,42,0,0,15.7,0,0,0,0
0,0,0,67.8677462887989,0,0,-16.7941176470588,0,0,0,0,0,-5.05882352941176,0,0,0,0,0,0,0,0,-6.32467532467532,9.61932773109244,2.51136363636364,-10.1491935483871,3.98418972332016,0,0,0,-3.66123188405797,0,0,0,0,0,0,0,0,0,0,22.1403162055336,0,0,0,0,0,6.31318681318681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.17241379310345,31.089247311828,0,0,59.2540322580645,0,0,10.7687747035573,0,-5.20229885057471,0,0,0,-12.52,0,0,0,0,0,15.9692307692308,0,0,0,0,0,0,19.625,0,0,0,0,0,18.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.88181818181818,0,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,8.32083333333333,0,0,0
0,0,0,0,0,62.4444444444444,0,0,4.59047619047619,0,0,0.413793103448276,0,0,4.08004926108374,0,20.2585227272727,11.9822134387352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0689655172414,7.8768115942029,12.1,0,0,0,0,0,0,0,1.98214285714286,0,0,0,0,16.8076923076923,8.10714285714286,0,-12.8055555555556,0,10.0428571428571,0,0,0,-1.66666666666667,0,0,0,0,0,0
0,0,0,-16.7941176470588,0,0,43.6546546546547,0,0,0,0,0,4.25591397849462,0,0,0,0,0,0,0,0,5.6,3.30492424242424,-2.5070564516129,17.9034482758621,2.38095238095238,0,0,0,0.528985507246377,0,0,0,0,0,0,0,0,0,0,-0.653679653679654,0,0,0,0,0,20.4679487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.2795698924731,12.1043010752688,0,0,10.7687747035573,0,0,80.2247983870968,0,10.3353846153846,0,0,0,23.2900432900433,0,0,0,0,0,29.0833333333333,0,0,0,0,0,0,56.1111111111111,0,0,0,0,36.4166666666667,-10.3333333333333,0,0,0,0,0,33.15,0,0,0,0,0,0,0,0,19.1785714285714,0,0,0,0,0,-30.8090909090909,0,0,0,0,0,0,0,-10.5625,0,0,0
0,0,0,0,0,4.59047619047619,0,0,105.163663663664,0,0,27.5402298850575,0,0,38.5184729064039,0,13.4375,19.9802371541502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76206896551724,14.7572463768116,51.8,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,15.5384615384615,58.25,0,44.0444444444444,0,14.3473684210526,0,0,0,1.21428571428571,0,0,0,0,0,0
-14.7174688057041,1.7012012012012,0,0,-5.20229885057471,0,0,10.3353846153846,0,72.848506401138,0,0,0,18.5795698924731,0,0,0,0,0,1.31724137931034,0,0,0,0,0,0,-42.9545454545455,0,0,0,0,0,-5.75714285714286,0,0,0,0,0,19.45,0,0,0,0,0,0,0,0,-24.3444444444444,0,0,0,0,0,19.7727272727273,0,0,0,0,0,0,0,-4.28947368421053,0,0,0
