"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"2B/SS","Shawn O'Malley",2800,"Mia@Sea 03:40PM ET",0,"Sea",NA,0,NA,0,NA
"C","Jett Bandy",2700,"Mil@ChC 02:20PM ET",7,"Mil",0,4.7,5.36,1.1,16
"C","Carson Kelly",2700,"Pit@StL 01:45PM ET",0,"StL",NA,0,NA,0,NA
"2B/SS","Hanser Alberto",2700,"Tex@Oak 03:35PM ET",0,"Tex",NA,0,NA,0,NA
"OF","Matt Joyce",2700,"Tex@Oak 03:35PM ET",3.917,"Oak",NA,0,7.54,1.1,NA
"C","Carlos Ruiz",2700,"Mia@Sea 03:40PM ET",5,"Sea",NA,0,5.28,0.8,NA
"OF","Destin Hood",2700,"Mia@Sea 03:40PM ET",0,"Mia",NA,0,NA,0,NA
"C","Eric Fryer",2600,"Pit@StL 01:45PM ET",2.667,"StL",NA,0,1.46,0.5,NA
"2B/3B","Adam Rosales",2600,"Tex@Oak 03:35PM ET",3.333,"Oak",0,5.1,5.67,3.9,3
"1B/OF","Tyler Moore",2600,"Mia@Sea 03:40PM ET",2,"Mia",NA,0,NA,0,NA
"OF","Ichiro Suzuki",2600,"Mia@Sea 03:40PM ET",0.5,"Mia",0,4.5,4.39,1.1,17
"3B/SS","Adeiny Hechavarria",2500,"Mia@Sea 03:40PM ET",4,"Mia",NA,0,NA,0,NA
"OF","Eloy Jimenez",2400,"Mil@ChC 02:20PM ET",0,"ChC",NA,0,NA,0,NA
"C","Chris Stewart",2400,"Pit@StL 01:45PM ET",4,"Pit",NA,0,1.33,0.6,0
"C","AJ. Ellis",2400,"Mia@Sea 03:40PM ET",3.667,"Mia",NA,0,1.44,0.6,NA
"2B","Chad Pinder",2300,"Tex@Oak 03:35PM ET",0,"Oak",NA,6,6.01,2.6,19
"2B/OF","Drew Robinson",2300,"Tex@Oak 03:35PM ET",0,"Tex",NA,0,NA,0,NA
"OF","Jaff Decker",2300,"Tex@Oak 03:35PM ET",11.5,"Oak",NA,0,1.49,4.6,3
"2B/OF","Mike Freeman",2300,"Mia@Sea 03:40PM ET",8.333,"Sea",NA,0,NA,1.1,0
"2B/SS","JT Riddle",2300,"Mia@Sea 03:40PM ET",2.714,"Mia",NA,NA,NA,NA,NA
"3B/SS","Miguel Rojas",2300,"Mia@Sea 03:40PM ET",5.25,"Mia",0,5,4.65,3.2,0
