"Nolan Arenado_COL","Paul Goldschmidt_ARI","Charlie Blackmon_COL","Carlos Gonzalez_COL","Trevor Story_COL","Jake Lamb_ARI","Ian Desmond_COL","AJ Pollock_ARI","Corey Seager_LAD","DJ LeMahieu_COL","David Dahl_COL","Wil Myers_SD","Chris Owings_ARI","Buster Posey_SF","Yasmany Tomas_ARI","Mark Reynolds_COL","David Peralta_ARI","Maikel Franco_PHI","Hunter Pence_SF","Adrian Gonzalez_LAD","Justin Turner_LAD","Odubel Herrera_PHI","Gerardo Parra_COL","Logan Forsythe_LAD","Yasiel Puig_LAD","Brandon Belt_SF","Eduardo Nunez_SF","Tommy Joseph_PHI","Joc Pederson_LAD","Joe Panik_SF","Denard Span_SF","Cesar Hernandez_PHI","Brandon Drury_ARI","Stephen Cardullo_COL","Raimel Tapia_COL","Michael Saunders_PHI","Brandon Crawford_SF","Dustin Garneau_COL","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Aaron Altherr_PHI","Aaron Hill_SF","Tom Murphy_COL","Jeremy Hazelbaker_ARI","Freddy Galvis_PHI","Kike Hernandez_LAD","Howie Kendrick_PHI","Ryan Schimpf_SD","Chris Herrmann_ARI","Cody Bellinger_LAD","Rhys Hoskins_PHI","Chris Taylor_LAD","Yangervis Solarte_SD","Christian Arroyo_SF","Jarrett Parker_SF","Pat Valaika_COL","Socrates Brito_ARI","Cameron Rupp_PHI","Daniel Nava_PHI","Trayce Thompson_LAD","Nick Hundley_SF","Alex Dickerson_SD","Hunter Renfroe_SD","Manuel Margot_SD","Andrew Knapp_PHI","Austin Barnes_LAD","Andrew Toles_LAD","Cory Spangenberg_SD","Mac Williamson_SF","Tony Wolters_COL","Rob Segedin_LAD","Kelby Tomlinson_SF","Andre Ethier_LAD","Travis Jankowski_SD","Chris Iannetta_ARI","Cristhian Adames_COL","Scott Van Slyke_LAD","Brock Stassi_PHI","Gorkys Hernandez_SF","Daniel Descalso_ARI","Alexi Amarista_COL","Andres Blanco_PHI","Conor Gillaspie_SF","Nick Ahmed_ARI","Christian Bethancourt_SD","Austin Hedges_SD","Drew Stubbs_SF","Michael Morse_SF","Erick Aybar_SD","Jeff Mathis_ARI","Ty Kelly_PHI","Tim Federowicz_SF","Luis Sardinas_SD","Allen Cordoba_SD","Jabari Blash_SD","Hector Sanchez_SD","Brett Eibner_LAD","Luis Torrens_SD","Chris Marrero_SF"
65.4199134199134,0,-3.32034632034632,-6.69736842105263,4.41428571428571,0,0,0,0,-10.5052631578947,0,0,0,0,0,2.45952380952381,0,0,0,0,0,0,2.70833333333333,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.26282051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,63.7373188405797,0,0,0,14.85,0,36.2357142857143,0,0,0,0,10.7473684210526,0,4.47076023391813,0,21.9684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5263157894737,0,0,0,0,0,0,0,0,0,0,0,-4.33333333333333,0,0,0,0,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.0416666666667,0,0,0,0,27.0833333333333,0,0,0,3.63888888888889,0,0,0,0,0,-5.74545454545455,0,0,0,0,0,0,0,0,0
-3.32034632034632,0,59.6709956709957,22.2526315789474,1.92857142857143,0,0,0,0,0.831578947368421,0,0,0,0,0,12.6904761904762,0,0,0,0,0,0,21.1416666666667,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,13.7083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.69736842105263,0,22.2526315789474,23.2921052631579,5.32163742690059,0,0,0,0,2.17647058823529,0,0,0,0,0,0.944444444444444,0,0,0,0,0,0,7.23076923076923,0,0,0,0,0,0,0,0,0,0,-7.66666666666667,0,0,0,0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.41428571428571,0,1.92857142857143,5.32163742690059,37.8142857142857,0,0,0,0,-2.14327485380117,0,0,0,0,0,11.3684210526316,0,0,0,0,0,0,6.78571428571429,0,0,0,0,0,0,0,0,0,0,-10.25,0,0,0,0.916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.85,0,0,0,44.7272727272727,0,1.09356725146199,0,0,0,0,-35.9607843137255,0,0.0220588235294118,0,19.2157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58496732026144,0,0,0,0,0,0,0,0,0,0,0,4.33333333333333,0,0,0,0,40.1904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3809523809524,0,0,0,0,-14.3,0,0,0,-6.95238095238095,0,0,0,0,0,-19.1636363636364,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36.2357142857143,0,0,0,1.09356725146199,0,71.474025974026,0,0,0,0,-10.0315789473684,0,-16.7923976608187,0,10.3366013071895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7745098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.9107142857143,0,0,0,0,17.547619047619,0,0,0,19.8333333333333,0,0,0,0,0,13.9727272727273,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,64.8904761904762,0,0,0,0,0,0,0,0,0,0,9.41830065359477,24.6783625730994,0,0,37.7909090909091,9.68421052631579,0,0,0,42.8,0,0,0,0,0,0,0,0,0,35.6397058823529,-2.46428571428571,27.5,0,0,0,0,0,0,0,0,0,-19.25,0,-17.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,46,-0.318181818181818,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.5052631578947,0,0.831578947368421,2.17647058823529,-2.14327485380117,0,0,0,0,42.8842105263158,0,0,0,0,0,14.2923976608187,0,0,0,0,0,0,-3.61538461538462,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
