Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,2429,Andre Johnson,WR,16,HOU,DEN,0,0,0,0,0,14,167,0,33.70
2,6767,Pierre Garcon,WR,16,WAS,DAL,0,0,0,3,0,15,149,0,33.20
3,7328,Peyton Manning,QB,16,DEN,HOU,401,3,1,-1,0,0,0,0,29.94
4,14005,TY Hilton,WR,16,IND,KC,0,0,0,0,0,13,108,0,26.80
5,7242,Drew Brees,QB,16,NO,CAR,382,2,0,0,0,0,0,0,26.28
6,9038,Matthew Stafford,QB,16,DET,NYG,399,2,2,13,0,0,0,0,26.26
7,11667,Brandon Marshall,WR,16,CHI,PHI,0,0,0,0,0,10,131,0,26.10
8,12845,AJ Green,WR,16,CIN,MIN,0,0,0,0,0,10,131,0,26.10
9,6029,Calvin Johnson,WR,16,DET,NYG,0,0,0,0,0,8,150,0,26
10,8972,Jay Cutler,QB,16,CHI,PHI,342,2,1,15,0,0,0,0,25.18
11,13124,DeMarco Murray,RB,16,DAL,WAS,0,0,0,106,1,3,23,0,24.90
12,11056,Antonio Brown,WR,16,PIT,GB,0,0,0,-2,0,6,100,1,24.80
13,8244,Philip Rivers,QB,16,SD,OAK,333,2,0,4,0,0,0,0,24.72
14,2699,Matt Forte,RB,16,CHI,PHI,0,0,0,120,0,5,44,0,24.40
15,11932,LeSean McCoy,RB,16,PHI,CHI,0,0,0,130,0,4,43,0,24.30
16,11270,Dez Bryant,WR,16,DAL,WAS,0,0,0,0,0,10,113,0,24.30
17,14252,Kirk Cousins,QB,16,WAS,DAL,328,2,1,8,0,0,0,0,23.92
18,3867,Tony Romo,QB,16,DAL,WAS,312,2,0,0,0,0,0,0,23.48
19,13957,Kendall Wright,WR,16,TEN,JAX,0,0,0,0,0,9,106,0,22.60
20,14587,Josh Gordon,WR,16,CLE,NYJ,0,0,0,5,0,6,128,0,22.30
21,204,Roddy White,WR,16,ATL,SF,0,0,0,0,0,9,103,0,22.30
22,4633,Matt Schaub,QB,16,HOU,DEN,413,1,2,4,0,0,0,0,21.92
23,4556,Jordy Nelson,WR,16,GB,PIT,0,0,0,0,0,8,109,0,21.90
24,11197,Demaryius Thomas,WR,16,DEN,HOU,0,0,0,0,0,7,117,0,21.70
25,13443,Colin Kaepernick,QB,16,SF,ATL,248,2,0,34,0,0,0,0,21.32
26,4314,Tom Brady,QB,16,NE,BAL,352,1,0,0,0,0,0,0,21.08
27,611,Joe Flacco,QB,16,BAL,NE,330,1,1,17,0,0,0,0,20.90
28,14187,Alshon Jeffery,WR,16,CHI,PHI,0,0,0,2,0,7,105,0,20.70
29,4640,Reggie Bush,RB,16,DET,NYG,0,0,0,104,0,4,31,0,20.50
30,11859,Jason Campbell,QB,16,CLE,NYJ,322,1,1,15,0,0,0,0,20.38
31,12841,Andy Dalton,QB,16,CIN,MIN,280,2,1,16,0,0,0,0,19.80
32,3807,Ben Roethlisberger,QB,16,PIT,GB,278,2,0,5,0,0,1,0,19.72
33,11488,Jimmy Graham,TE,16,NO,CAR,0,0,0,0,0,6,77,1,19.70
34,9906,Danny Amendola,WR,16,NE,BAL,0,0,0,0,0,10,97,0,19.70
35,732,Matt Ryan,QB,16,ATL,SF,324,1,1,6,0,0,0,0,19.56
36,11182,Eric Decker,WR,16,DEN,HOU,0,0,0,0,0,5,82,1,19.20
37,14967,Le'Veon Bell,RB,16,PIT,GB,0,0,0,79,0,6,52,0,19.10
38,9739,Hakeem Nicks,WR,16,NYG,DET,0,0,0,0,0,6,100,0,19
39,957,Pierre Thomas,RB,16,NO,CAR,0,0,0,49,0,8,58,0,18.70
40,6739,Alex Smith,QB,16,KC,IND,212,2,0,20,0,0,0,0,18.48
41,14269,Alfred Morris,RB,16,WAS,DAL,0,0,0,120,0,2,14,0,18.40
42,8355,Julian Edelman,WR,16,NE,BAL,0,0,0,0,0,9,94,0,18.40
43,4807,Adrian Peterson,RB,16,MIN,CIN,0,0,0,129,0,2,2,0,18.10
44,12780,Shane Vereen,RB,16,NE,BAL,0,0,0,22,0,8,75,0,17.70
45,5820,Frank Gore,RB,16,SF,ATL,0,0,0,120,0,2,6,0,17.60
