"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Aaron Nola","Rick Porcello","Gary Sanchez","Eric Thames","Jonathan Villar","Travis Shaw","Freddy Galvis","Bryce Harper","Domingo Santana","Ryan Braun"
"2","Aaron Nola","Jhoulys Chacin","Russell Martin","Eric Thames","Jonathan Villar","Travis Shaw","Orlando Arcia","Aaron Judge","Josh Reddick","Ryan Braun"
"3","Aaron Nola","Rick Porcello","Stephen Vogt","Eric Thames","Jonathan Villar","Manny Machado","Orlando Arcia","Aaron Judge","Bryce Harper","Keon Broxton"
"4","Aaron Nola","Rick Porcello","Gary Sanchez","Eric Thames","Jonathan Villar","Chase Headley","Didi Gregorius","Aaron Judge","Jose Bautista","Jacoby Ellsbury"
"5","Aaron Nola","Jhoulys Chacin","Evan Gattis","Eric Thames","Jonathan Villar","Manny Machado","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"6","Aaron Nola","Jhoulys Chacin","Gary Sanchez","TJ Rivera","Asdrubal Cabrera","Manny Machado","Carlos Correa","Curtis Granderson","Jay Bruce","Yoenis Cespedes"
"7","Aaron Nola","Rick Porcello","Gary Sanchez","Eric Thames","Jonathan Schoop","Manny Machado","Carlos Correa","Mark Trumbo","Adam Jones","Joey Rickard"
"8","Aaron Nola","Rick Porcello","Stephen Vogt","Jesus Aguilar","Brian Dozier","Travis Shaw","Carlos Correa","Aaron Judge","Domingo Santana","Ryan Braun"
"9","Aaron Nola","Jhoulys Chacin","Yadier Molina","Matt Carpenter","Jonathan Villar","Jedd Gyorko","Carlos Correa","Bryce Harper","Tommy Pham","Stephen Piscotty"
"10","Aaron Nola","Jhoulys Chacin","Welington Castillo","Trey Mancini","Johnny Giavotella","Miguel Sano","Carlos Correa","Bryce Harper","Mark Trumbo","Adam Jones"
"11","Aaron Nola","Jhoulys Chacin","Austin Romine","Eric Thames","Brian Dozier","Ronald Torreyes","Carlos Correa","Aaron Judge","Brett Gardner","Clint Frazier"
"12","Aaron Nola","Jhoulys Chacin","Evan Gattis","Trey Mancini","Jonathan Schoop","Manny Machado","Troy Tulowitzki","Aaron Judge","Mark Trumbo","Adam Jones"
"13","Aaron Nola","Jhoulys Chacin","Welington Castillo","Eric Thames","Johnny Giavotella","Manny Machado","Carlos Correa","Aaron Judge","Joey Rickard","Craig Gentry"
"14","Aaron Nola","Jhoulys Chacin","Gary Sanchez","Mitch Moreland","Brian Dozier","Chase Headley","Didi Gregorius","Bryce Harper","Jacoby Ellsbury","Clint Frazier"
"15","Aaron Nola","Jhoulys Chacin","Russell Martin","Eric Thames","Darwin Barney","Josh Donaldson","Carlos Correa","Bryce Harper","Jose Bautista","Kevin Pillar"
"16","Stephen Strasburg","Aaron Nola","Welington Castillo","Eric Thames","Jonathan Villar","Stephen Drew","Orlando Arcia","Ryan Braun","Yoenis Cespedes","Keon Broxton"
"17","Aaron Nola","Jhoulys Chacin","Russell Martin","Kennys Vargas","Ehire Adrianza","Miguel Sano","Carlos Correa","Bryce Harper","Eddie Rosario","Robbie Grossman"
"18","Aaron Nola","Jhoulys Chacin","Gary Sanchez","Matt Carpenter","Johnny Giavotella","Chase Headley","Didi Gregorius","Aaron Judge","Brett Gardner","Randal Grichuk"
"19","Aaron Nola","Rick Porcello","Evan Gattis","Matt Carpenter","Brian Dozier","Marwin Gonzalez","Carlos Correa","George Springer","Josh Reddick","Clint Frazier"
"20","Aaron Nola","Rick Porcello","Gary Sanchez","Luke Voit","Brian Dozier","Ronald Torreyes","Didi Gregorius","Aaron Judge","Brett Gardner","Yoenis Cespedes"
