"Place_lo","Place_hi","Payout"
"1","1","6000"
"2","2","4000"
"3","3","3000"
"4","4","2000"
"5","5","1500"
"6","6","1000"
"7","7","700"
"8","8","500"
"9","9","300"
"10",NA,"200"
"11","15","150"
"16","20","100"
"21","30","70"
"31","50","50"
"51","75","30"
"76","100","20"
"101","150","15"
"151","250","12"
"251","500","10"
"501","1000","8"
"1001","2000","6"
"2001","3500","5"
"3501","6500","4"
"6501","11500","3"
"11501","20000","2.5"
"20001","35700","2"
