"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Blake Snell","Nate Karns","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Corey Seager","Kyle Schwarber","Joey Rickard","Andrew Toles"
"2","Jacob deGrom","Nate Karns","Miguel Montero","Anthony Rizzo","Tommy La Stella","Kris Bryant","Jordy Mercer","Kyle Schwarber","Kevin Pillar","Jaff Decker"
"3","Trevor Cahill","Nate Karns","Miguel Montero","Anthony Rizzo","Javier Baez","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Khris Davis","Matt Joyce"
"4","Gio Gonzalez","Nate Karns","Miguel Montero","Anthony Rizzo","Whit Merrifield","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Albert Almora","Jorge Soler"
"5","Gio Gonzalez","Trevor Cahill","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Wilmer Difo","Kyle Schwarber","Lorenzo Cain","Jaff Decker"
"6","Jacob deGrom","Nick Martinez","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Tommy Pham","Matt Joyce"
"7","Masahiro Tanaka","Blake Snell","Miguel Montero","Anthony Rizzo","Javier Baez","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Kole Calhoun","Jaff Decker"
"8","Blake Snell","Nate Karns","Yasmani Grandal","Anthony Rizzo","Javier Baez","Kris Bryant","Jordy Mercer","Kyle Schwarber","Albert Almora","Jose Bautista"
"9","Jacob deGrom","Nate Karns","Yasmani Grandal","Anthony Rizzo","Whit Merrifield","Justin Turner","Corey Seager","Kyle Schwarber","Joc Pederson","Andrew Toles"
"10","Jacob deGrom","Nate Karns","Miguel Montero","Anthony Rizzo","Javier Baez","Yandy Diaz","Erick Aybar","Kyle Schwarber","Albert Almora","Andrew Toles"
"11","Blake Snell","Nick Martinez","Miguel Montero","Anthony Rizzo","Tommy La Stella","Kris Bryant","Aledmys Diaz","Bryce Harper","Kyle Schwarber","Corey Dickerson"
"12","Trevor Cahill","Nate Karns","Gary Sanchez","Anthony Rizzo","Tommy La Stella","Kris Bryant","Wilmer Difo","Kyle Schwarber","Albert Almora","Andrew Toles"
"13","Marcus Stroman","Nate Karns","Luke Maile","Anthony Rizzo","Ben Zobrist","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Albert Almora","Jaff Decker"
"14","Masahiro Tanaka","Gio Gonzalez","Miguel Montero","Anthony Rizzo","Tommy La Stella","Kris Bryant","Ronald Torreyes","Kyle Schwarber","Andrew Toles","Matt Joyce"
"15","Trevor Cahill","Blake Snell","Yadier Molina","Anthony Rizzo","Ben Zobrist","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Albert Almora","Corey Dickerson"
"16","Gio Gonzalez","Nick Martinez","Miguel Montero","Anthony Rizzo","Javier Baez","Kris Bryant","Corey Seager","Kyle Schwarber","Kevin Pillar","Lonnie Chisenhall"
"17","Jacob deGrom","Nate Karns","Salvador Perez","Eric Hosmer","Whit Merrifield","Kris Bryant","Corey Seager","Kyle Schwarber","Lorenzo Cain","Jorge Soler"
"18","Jacob deGrom","Blake Snell","Miguel Montero","Yonder Alonso","Tommy La Stella","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Albert Almora","Andrew Toles"
"19","Marcus Stroman","Trevor Cahill","Miguel Montero","Anthony Rizzo","Tommy La Stella","Kris Bryant","Erick Aybar","Kyle Schwarber","Jorge Soler","Joey Rickard"
"20","Masahiro Tanaka","Nate Karns","Miguel Montero","Anthony Rizzo","Javier Baez","Kris Bryant","Wilmer Difo","Albert Almora","Kevin Pillar","Joey Rickard"
"21","Trevor Cahill","Nate Karns","Miguel Montero","Anthony Rizzo","Ben Zobrist","Cory Spangenberg","Francisco Lindor","Kyle Schwarber","Albert Almora","Kevin Pillar"
"22","Trevor Bauer","Blake Snell","Miguel Montero","Anthony Rizzo","Brad Miller","Kris Bryant","Wilmer Difo","Kyle Schwarber","Albert Almora","Aaron Hicks"
"23","Jacob deGrom","Nick Martinez","Stephen Vogt","Anthony Rizzo","Javier Baez","Kris Bryant","Wilmer Difo","Kyle Schwarber","Albert Almora","Jaff Decker"
"24","Masahiro Tanaka","Nate Karns","Miguel Montero","Anthony Rizzo","Tommy La Stella","Justin Turner","Aledmys Diaz","Kyle Schwarber","Albert Almora","Aaron Hicks"
"25","Masahiro Tanaka","Nate Karns","Yadier Molina","Anthony Rizzo","Jedd Gyorko","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Randal Grichuk","Tommy Pham"
"26","Masahiro Tanaka","Nate Karns","Miguel Montero","Eric Hosmer","Ben Zobrist","Kris Bryant","Jordy Mercer","Kyle Schwarber","Albert Almora","Lorenzo Cain"
"27","Gio Gonzalez","Blake Snell","Miguel Montero","Anthony Rizzo","Ben Zobrist","Yandy Diaz","Aledmys Diaz","Kyle Schwarber","Albert Almora","Kole Calhoun"
"28","Matt Moore","Trevor Bauer","Miguel Montero","Anthony Rizzo","Javier Baez","Kris Bryant","Jordy Mercer","Kyle Schwarber","Jorge Soler","Andrew Toles"
"29","Blake Snell","Nate Karns","Miguel Montero","Anthony Rizzo","Tommy La Stella","Kris Bryant","Francisco Lindor","Albert Almora","Khris Davis","Manuel Margot"
"30","Gio Gonzalez","Blake Snell","Roberto Perez","Anthony Rizzo","Tommy La Stella","Kris Bryant","Corey Seager","Kyle Schwarber","Albert Almora","Tommy Pham"
"31","Jacob deGrom","Blake Snell","Yasmani Grandal","Cody Bellinger","Chris Taylor","Kris Bryant","Corey Seager","Kyle Schwarber","Khris Davis","Andrew Toles"
"32","Jacob deGrom","Nate Karns","Austin Hedges","Anthony Rizzo","Yangervis Solarte","Kris Bryant","Erick Aybar","Kyle Schwarber","Manuel Margot","Hunter Renfroe"
"33","Jacob deGrom","Trevor Cahill","Drew Butera","Anthony Rizzo","Whit Merrifield","Kris Bryant","Alcides Escobar","Kyle Schwarber","Lorenzo Cain","Alex Gordon"
"34","Jacob deGrom","Blake Snell","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Erick Aybar","Albert Almora","Jose Osuna","Jaff Decker"
"35","Masahiro Tanaka","Kendall Graveman","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Erick Aybar","Kyle Schwarber","Corey Dickerson","Kevin Pillar"
"36","Trevor Bauer","Nate Karns","Miguel Montero","Yonder Alonso","Javier Baez","Kris Bryant","Corey Seager","Kyle Schwarber","Albert Almora","Kole Calhoun"
"37","Jacob deGrom","Gio Gonzalez","Martin Maldonado","Anthony Rizzo","Cliff Pennington","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Kole Calhoun","Cameron Maybin"
"38","Trevor Cahill","Blake Snell","Miguel Montero","Anthony Rizzo","Javier Baez","Justin Turner","Corey Seager","Kyle Schwarber","Albert Almora","Ben Revere"
"39","Jacob deGrom","Blake Snell","Miguel Montero","Logan Morrison","Brad Miller","Kris Bryant","Tim Beckham","Kyle Schwarber","Steven Souza","Corey Dickerson"
"40","Gio Gonzalez","Trevor Cahill","Luke Maile","Anthony Rizzo","Javier Baez","Kris Bryant","Erick Aybar","Kyle Schwarber","Albert Almora","Kole Calhoun"
"41","Gio Gonzalez","Nate Karns","Yasmani Grandal","Cody Bellinger","Ben Zobrist","Kris Bryant","Corey Seager","Kyle Schwarber","Yasiel Puig","Joc Pederson"
