"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Blake Snell","Nate Karns","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Corey Seager","Kyle Schwarber","Joey Rickard","Andrew Toles"
"2","Jacob deGrom","Nate Karns","Miguel Montero","Anthony Rizzo","Whit Merrifield","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Kevin Pillar","Matt Joyce"
"3","Jacob deGrom","Nate Karns","Roberto Perez","Anthony Rizzo","Javier Baez","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Andrew Toles","Jaff Decker"
"4","Trevor Cahill","Nate Karns","Miguel Montero","Anthony Rizzo","Tommy La Stella","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Lorenzo Cain","Kole Calhoun"
"5","Jacob deGrom","Nate Karns","Yasmani Grandal","Anthony Rizzo","Jed Lowrie","Kris Bryant","Wilmer Difo","Kyle Schwarber","Lorenzo Cain","Jorge Soler"
"6","Jacob deGrom","Nate Karns","Miguel Montero","Anthony Rizzo","Ben Zobrist","Justin Turner","Wilmer Difo","Kyle Schwarber","Khris Davis","Jaff Decker"
"7","Blake Snell","Nate Karns","Yasmani Grandal","Anthony Rizzo","Tommy La Stella","Kris Bryant","Andrelton Simmons","Bryce Harper","Kyle Schwarber","Khris Davis"
"8","Gio Gonzalez","Nate Karns","Miguel Montero","Anthony Rizzo","Javier Baez","Kris Bryant","Erick Aybar","Kyle Schwarber","Aaron Hicks","Jorge Soler"
"9","Trevor Cahill","Nate Karns","Yasmani Grandal","Anthony Rizzo","Javier Baez","Kris Bryant","Corey Seager","Kyle Schwarber","Manuel Margot","Kevin Pillar"
"10","Jacob deGrom","Blake Snell","Yasmani Grandal","Anthony Rizzo","Brad Miller","Kris Bryant","Corey Seager","Kyle Schwarber","Matt Joyce","Jaff Decker"
"11","Trevor Cahill","Nate Karns","Salvador Perez","Anthony Rizzo","Ben Zobrist","Kris Bryant","Wilmer Difo","Bryce Harper","Kyle Schwarber","Matt Joyce"
"12","Gio Gonzalez","Nate Karns","Luke Maile","Anthony Rizzo","Ben Zobrist","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Khris Davis","Kevin Pillar"
"13","Jacob deGrom","Trevor Cahill","Miguel Montero","Anthony Rizzo","Cliff Pennington","Kris Bryant","Wilmer Difo","Kyle Schwarber","Aaron Hicks","Andrew Toles"
"14","Jacob deGrom","Nate Karns","Miguel Montero","Yonder Alonso","Ben Zobrist","Kris Bryant","Jordy Mercer","Kyle Schwarber","Lorenzo Cain","Aaron Hicks"
"15","Blake Snell","Nate Karns","Miguel Montero","Anthony Rizzo","Javier Baez","Cory Spangenberg","Aledmys Diaz","Bryce Harper","Kyle Schwarber","Kevin Pillar"
"16","Jacob deGrom","Nate Karns","Miguel Montero","Carlos Santana","Tommy La Stella","Kris Bryant","Corey Seager","Kyle Schwarber","Jorge Soler","Jaff Decker"
"17","Trevor Cahill","Blake Snell","Miguel Montero","Anthony Rizzo","Javier Baez","Kris Bryant","Jordy Mercer","Kyle Schwarber","Khris Davis","Corey Dickerson"
"18","Jacob deGrom","Nate Karns","Miguel Montero","Anthony Rizzo","Jed Lowrie","Cory Spangenberg","Corey Seager","Kyle Schwarber","Kole Calhoun","Aaron Hicks"
"19","Jacob deGrom","Nate Karns","Luke Maile","Anthony Rizzo","Tommy La Stella","Kris Bryant","Jordy Mercer","Kyle Schwarber","Jose Bautista","Joey Rickard"
"20","Jacob deGrom","Trevor Cahill","Luke Maile","Anthony Rizzo","Ben Zobrist","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Corey Dickerson","Jaff Decker"
