"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Blake Snell","Nate Karns","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Corey Seager","Kyle Schwarber","Joey Rickard","Andrew Toles"
"2","Jacob deGrom","Nick Martinez","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Matt Joyce","Jaff Decker"
"3","Trevor Cahill","Nate Karns","Yasmani Grandal","Anthony Rizzo","Ben Zobrist","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Albert Almora","Lorenzo Cain"
"4","Gio Gonzalez","Trevor Cahill","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Jordy Mercer","Kyle Schwarber","Kevin Pillar","Jose Osuna"
"5","Jacob deGrom","Nate Karns","Salvador Perez","Eric Hosmer","Whit Merrifield","Kris Bryant","Corey Seager","Kyle Schwarber","Lorenzo Cain","Jorge Soler"
"6","Gio Gonzalez","Blake Snell","Stephen Vogt","Anthony Rizzo","Ben Zobrist","Kris Bryant","Wilmer Difo","Kyle Schwarber","Albert Almora","Matt Joyce"
"7","Masahiro Tanaka","Kendall Graveman","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Wilmer Difo","Kyle Schwarber","Jorge Soler","Tommy Pham"
"8","Jacob deGrom","Nate Karns","Miguel Montero","Cody Bellinger","Tommy La Stella","Justin Turner","Corey Seager","Kyle Schwarber","Joc Pederson","Andrew Toles"
"9","Masahiro Tanaka","Nick Martinez","Luke Maile","Anthony Rizzo","Ben Zobrist","Kris Bryant","Corey Seager","Kyle Schwarber","Albert Almora","Kevin Pillar"
"10","Trevor Bauer","Ricky Nolasco","Miguel Montero","Anthony Rizzo","Ben Zobrist","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Corey Dickerson","Ben Revere"
"11","Jacob deGrom","Gio Gonzalez","Salvador Perez","Anthony Rizzo","Whit Merrifield","Cheslor Cuthbert","Aledmys Diaz","Kyle Schwarber","Alex Gordon","Jorge Soler"
"12","Jacob deGrom","Nate Karns","Yadier Molina","Matt Carpenter","Jedd Gyorko","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Andrew Toles","Tommy Pham"
"13","Jacob deGrom","Nate Karns","Yasmani Grandal","Cody Bellinger","Chris Taylor","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Yasiel Puig","Joc Pederson"
"14","Jacob deGrom","Kendall Graveman","Drew Butera","Anthony Rizzo","Ben Zobrist","Kris Bryant","Adeiny Hechavarria","Kyle Schwarber","Albert Almora","Andrew Toles"
