"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Antonio Brown","WR",9900,"PIT","CIN",26.1,7.9,13.0853214099776
"Odell Beckham","WR",9500,"NYG","NO",21.7,16.6,24.4931552996662
"Julio Jones","WR",9200,"ATL","@OAK",22.2,24.6,6.59127798364622
"A.J. Green","WR",8900,"CIN","@PIT",21.4,5.8,14.519339723762
"DeAndre Hopkins","WR",8700,"HOU","KC",18.4,27.3,2.89534397043661
"Dez Bryant","WR",8400,"DAL","@WAS",17,20.2,1.4962892638757
"Drew Brees","QB",8200,"NO","@NYG",22.6,14.5,8.41474494431344
"Brandin Cooks","WR",8000,"NO","@NYG",16.7,13.8,11.2595575700038
"Cam Newton","QB",7900,"CAR","SF",26,34.8,8.7539174552619
"Allen Robinson","WR",7800,"JAX","@SD",17.4,8.4,9.44170520319726
"Aaron Rodgers","QB",7800,"GB","@MIN",19.5,19.4,1.71423758919548
"Alshon Jeffery","WR",7700,"CHI","PHI",19.2,14.6,0
"Andrew Luck","QB",7700,"IND","@DEN",17.5,12.1,1.01368940066763
"Eli Manning","QB",7600,"NYG","NO",22.2,16.3,16.9259588195061
"David Johnson","RB",7600,"ARI","TB",18.5,17.3,13.378811543605
"Amari Cooper","WR",7600,"OAK","ATL",16,12.1,12.3199501832399
"Jordy Nelson","WR",7500,"GB","@MIN",15.7,18.3,2.53039536949132
"Keenan Allen","WR",7500,"SD","JAX",0,0,0.00357292336589798
"Todd Gurley","RB",7500,"LA","SEA",13.9,8,0.648996008534183
"Ben Roethlisberger","QB",7500,"PIT","CIN",18.2,21.8,3.79138210884145
"Brandon Marshall","WR",7500,"NYJ","@BUF",17.6,19.1,0
"Russell Wilson","QB",7400,"SEA","@LA",19.2,11.6,0.824324462275033
"Randall Cobb","WR",7400,"GB","@MIN",14.4,9.3,0.898590226523341
"Sammy Watkins","WR",7300,"BUF","NYJ",14.7,4,0
"Matthew Stafford","QB",7300,"DET","TEN",22,16.5,7.02411212854357
"Ezekiel Elliott","RB",7300,"DAL","@WAS",16.4,15.7,6.16635531191621
"Lamar Miller","RB",7200,"HOU","KC",16.1,11.7,5.62148449861677
"Mike Evans","WR",7200,"TB","@ARI",16,19,3.48232423769128
"Derek Carr","QB",7200,"OAK","ATL",18.1,25,6.84112741044723
"DeAngelo Williams","RB",7100,"PIT","CIN",18.5,23.2,17.1681519819516
"Adrian Peterson","RB",7000,"MIN","GB",16.3,4.6,2.44515562633347
"Kirk Cousins","QB",7000,"WAS","DAL",19.1,22.6,1.22576792331486
"T.Y. Hilton","WR",7000,"IND","@DEN",13.9,8.1,0.516542635184108
"Carson Palmer","QB",6900,"ARI","TB",22,27.3,5.51021345665023
"Jordan Matthews","WR",6900,"PHI","@CHI",17.1,13.1,0
"Rob Gronkowski","TE",6900,"NE","MIA",0,0,0.115864800579834
"C.J. Anderson","RB",6800,"DEN","IND",17.6,18.3,33.5206566012311
"Jordan Reed","TE",6800,"WAS","DAL",15.1,12,3.84140303596403
"Matt Ryan","QB",6800,"ATL","@OAK",16.1,31.8,3.76917894221052
"Golden Tate","WR",6800,"DET","TEN",15,3.3,3.47517839095948
"Blake Bortles","QB",6700,"JAX","@SD",20.2,24.6,7.14941965516185
"Doug Baldwin","WR",6600,"SEA","@LA",14.3,5,6.29319409140559
"Matt Forte","RB",6600,"NYJ","@BUF",14,33.9,0
"Kelvin Benjamin","WR",6500,"CAR","SF",15.4,32.8,14.7737829091763
"LeSean McCoy","RB",6500,"BUF","NYJ",13.1,13,0
"Joe Flacco","QB",6500,"BAL","@CLE",19.9,21.2,3.3483396114701
"Eric Decker","WR",6500,"NYJ","@BUF",14.7,27.6,0
"Andy Dalton","QB",6400,"CIN","@PIT",19.6,22.3,1.85945140313805
"Demaryius Thomas","WR",6400,"DEN","IND",16.1,16,0.273073428679345
"Jarvis Landry","WR",6400,"MIA","@NE",16.9,25.7,4.34135709837789
"Donte Moncrief","WR",6400,"IND","@DEN",12.3,1.9,0.964434099980604
"Larry Fitzgerald","WR",6400,"ARI","TB",16.4,20.1,10.6544574771078
"Philip Rivers","QB",6400,"SD","JAX",19.6,24.8,3.46114190630774
"Jamaal Charles","RB",6300,"KC","@HOU",0,0,0.0219479578190876
"Alex Smith","QB",6300,"KC","@HOU",16.6,5.6,0.867965169101359
"Tyrod Taylor","QB",6300,"BUF","NYJ",15.8,25.4,0
"DeSean Jackson","WR",6300,"WAS","DAL",12.5,7,5.36015067528252
"Jeremy Maclin","WR",6300,"KC","@HOU",15.7,12.8,1.52181014506069
"Jameis Winston","QB",6200,"TB","@ARI",16.3,9.6,2.15855613062608
"Julian Edelman","WR",6200,"NE","MIA",18.5,14.6,7.48782653967476
"Mark Ingram","RB",6200,"NO","@NYG",16.5,8.7,3.28428219969579
"Spencer Ware","RB",6100,"KC","@HOU",15.3,11.5,7.66545187272226
"Michael Crabtree","WR",6100,"OAK","ATL",13.8,13.1,5.6523647648506
"Ryan Fitzpatrick","QB",6100,"NYJ","@BUF",17.1,24.1,0
"Devonta Freeman","RB",6100,"ATL","@OAK",15.2,9.3,2.50436407068263
"Brock Osweiler","QB",6100,"HOU","KC",15.4,12.4,0.990975816412989
"Eddie Lacy","RB",6000,"GB","@MIN",12.9,5,1.87476393184904
"Marcus Mariota","QB",6000,"TEN","@DET",19.2,17.6,5.99868312253085
"Tony Romo","QB",6000,"DAL","@WAS",0,0,0.000510417623699711
"Arian Foster","RB",6000,"MIA","@NE",13.4,0.9,0.878428730387203
"Emmanuel Sanders","WR",6000,"DEN","IND",13.7,6.9,6.91411713063629
"Jimmy Garoppolo","QB",5900,"NE","MIA",19.5,21.4,1.22219499994896
"Doug Martin","RB",5900,"TB","@ARI",12.8,2.3,1.61598219663329
"Michael Floyd","WR",5900,"ARI","TB",13.5,8.8,4.157606753846
"Ryan Mathews","RB",5800,"PHI","@CHI",12,16.5,0
"Willie Snead","WR",5800,"NO","@NYG",15.4,16.4,26.4332526873488
"Dak Prescott","QB",5800,"DAL","@WAS",17.3,18.3,1.82576383997387
"Latavius Murray","RB",5700,"OAK","ATL",13.3,22.1,8.23405710552374
"Jay Cutler","QB",5700,"CHI","PHI",17.5,4.3,0
"DeMarco Murray","RB",5700,"TEN","@DET",12.2,21.5,10.3239620657622
"Sam Bradford","QB",5600,"MIN","GB",11.9,19.1,0.230963974724119
"Greg Olsen","TE",5600,"CAR","SF",15,26.2,8.07327555405833
"Rashad Jennings","RB",5600,"NYG","NO",13.7,6,9.79593503404486
"Ryan Tannehill","QB",5600,"MIA","@NE",16.8,28.1,0.349891281046152
"Thomas Rawls","RB",5500,"SEA","@LA",11.2,3.8,6.10765728519074
"Mohamed Sanu","WR",5500,"ATL","@OAK",10,4.9,4.61340969180984
"Marvin Jones","WR",5500,"DET","TEN",15,22.8,8.67505793240029
"Carson Wentz","QB",5500,"PHI","@CHI",16.7,12.6,0
"Jonathan Stewart","RB",5400,"CAR","SF",12.8,3.6,2.82643759123715
"Allen Hurns","WR",5400,"JAX","@SD",12.6,11.4,5.92186527016405
"Robert Griffin","QB",5300,"CLE","BAL",0,0,0
"John Brown","WR",5300,"ARI","TB",11.8,2.4,1.20484080074317
"Sterling Shepard","WR",5200,"NYG","NO",13.3,22.7,9.65123163772599
"Danny Woodhead","RB",5200,"SD","JAX",0,4.1,21.3278004062924
"Trevor Siemian","QB",5200,"DEN","IND",12.4,12.3,2.24736879714983
"Case Keenum","QB",5100,"LA","SEA",9.3,10.1,0.0168437815820905
"Carlos Hyde","RB",5100,"SF","@CAR",11.8,7.2,4.04250757970171
"Stefon Diggs","WR",5100,"MIN","GB",10.3,36.2,5.43211956022418
"Matt Cassel","QB",5000,"TEN","@DET",0,-0.1,0.00102083524739942
"Frank Gore","RB",5000,"IND","@DEN",9.1,15.3,0.372860074112639
"Derek Anderson","QB",5000,"CAR","SF",0,0,0.000510417623699711
"Dan Orlovsky","QB",5000,"DET","TEN",0,0,0.000255208811849856
"Kellen Clemens","QB",5000,"SD","JAX",0,-0.1,0.000510417623699711
"Shaun Hill","QB",5000,"MIN","GB",0,0,0.00331771455404812
"Matt Moore","QB",5000,"MIA","@NE",0,0,0
"Drew Stanton","QB",5000,"ARI","TB",0,0.4,0.000510417623699711
"Matt Schaub","QB",5000,"ATL","@OAK",0,0,0.000255208811849856
"Luke McCown","QB",5000,"NO","@NYG",0,0,0.0140364846517421
"Brian Hoyer","QB",5000,"CHI","PHI",0,3.1,0
"Chad Henne","QB",5000,"JAX","@SD",0,0,0.000255208811849856
"Josh Johnson","QB",5000,"NYG","NO",0,0,0.000765626435549567
"Joe Webb","QB",5000,"CAR","SF",0,0,0.000765626435549567
"Mark Sanchez","QB",5000,"DAL","@WAS",1.5,0,0.00102083524739942
"Chase Daniel","QB",5000,"PHI","@CHI",0,0,0
"Colt McCoy","QB",5000,"WAS","DAL",0,0,0.00178646168294899
"Colin Kaepernick","QB",5000,"SF","@CAR",2,0,0.00357292336589798
"Christian Ponder","QB",5000,"SF","@CAR",0,0,0
"Scott Tolzien","QB",5000,"IND","@DEN",0,0,0
"Ryan Mallett","QB",5000,"BAL","@CLE",0,0,0.000255208811849856
"Brandon Weeden","QB",5000,"HOU","KC",0,0,0.000255208811849856
"Austin Davis","QB",5000,"DEN","IND",0,0,0.000510417623699711
"Nick Foles","QB",5000,"KC","@HOU",0,0,0.000510417623699711
"Landry Jones","QB",5000,"PIT","CIN",0,0,0
"Travis Kelce","TE",5000,"KC","@HOU",12.9,8.4,2.98237017527741
"EJ Manuel","QB",5000,"BUF","NYJ",0,0.6,0
"Blaine Gabbert","QB",5000,"SF","@CAR",12.5,22.7,0.104635612858441
"Mike Glennon","QB",5000,"TB","@ARI",0,0,0.000255208811849856
"Ryan Nassib","QB",5000,"NYG","NO",0,0,0
"Ryan Griffin","QB",5000,"TB","@ARI",0,0,0.000510417623699711
"Matt McGloin","QB",5000,"OAK","ATL",0,0,0.000255208811849856
"Zach Mettenberger","QB",5000,"PIT","CIN",0,0,0.000510417623699711
"Markus Wheaton","WR",5000,"PIT","CIN",0,0,0.243469206504762
"Bryce Petty","QB",5000,"NYJ","@BUF",0,0,0
"AJ McCarron","QB",5000,"CIN","@PIT",0,0,0.0022968793066487
"Tom Savage","QB",5000,"HOU","KC",0,0,0
"Geno Smith","QB",5000,"NYJ","@BUF",0,0,0
"Josh McCown","QB",5000,"CLE","BAL",15.3,16.4,2.31755122040854
"Sean Mannion","QB",5000,"LA","SEA",0,0,0
"Brandon Doughty","QB",5000,"MIA","@NE",0,0,0
"Brett Hundley","QB",5000,"GB","@MIN",0,0,0
"Cody Kessler","QB",5000,"CLE","BAL",0,0,0.00102083524739942
"Jeff Driskel","QB",5000,"CIN","@PIT",0,0,0
"Trevone Boykin","QB",5000,"SEA","@LA",1.4,0,0.000765626435549567
"Brandon Allen","QB",5000,"JAX","@SD",0,0,0
"Connor Cook","QB",5000,"OAK","ATL",0,0,0.000765626435549567
"Jacoby Brissett","QB",5000,"NE","MIA",0,4.9,0.000255208811849856
"Alex Tanney","QB",5000,"TEN","@DET",0,0,0.000255208811849856
"Joe Callahan","QB",5000,"GB","@MIN",0,0,0.000510417623699711
"Cardale Jones","QB",5000,"BUF","NYJ",0,0,0
"Paxton Lynch","QB",5000,"DEN","IND",0,0,0.000510417623699711
"Nate Sudfeld","QB",5000,"WAS","DAL",0,0,0
"Jared Goff","QB",5000,"LA","SEA",0,0,0.00127604405924928
"Christian Hackenberg","QB",5000,"NYJ","@BUF",0,0,0
"Tyler Bray","QB",5000,"KC","@HOU",0,0,0
"Tavon Austin","WR",4900,"LA","SEA",11.7,10.6,0.414969528067865
"Ameer Abdullah","RB",4900,"DET","TEN",11.6,3.8,4.25101317898304
"Melvin Gordon","RB",4800,"SD","JAX",11.3,24,4.87780602088629
"DeVante Parker","WR",4800,"MIA","@NE",9.2,21.6,0.074265764248308
"T.J. Yeldon","RB",4700,"JAX","@SD",16.7,11.8,21.1606386345308
"Corey Coleman","WR",4700,"CLE","BAL",11.8,30.4,0.589021937749467
"Mike Wallace","WR",4700,"BAL","@CLE",8.2,20.1,12.5131432538103
"Torrey Smith","WR",4700,"SF","@CAR",9.8,14.5,0.147510693249217
"Tyler Lockett","WR",4600,"SEA","@LA",11.3,13.9,1.1563511264917
