"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Vikings","D",4000,"MIN","DET",10.5,3,6.09572249025616
"Seahawks","D",3900,"SEA","BUF",7.6,7,0
"Broncos","D",3700,"DEN","@OAK",6.7,1,3.65917707321118
"Chiefs","D",3500,"KC","JAX",11.9,11,28.5313323282947
"Cowboys","D",3400,"DAL","@CLE",9.7,8,7.41658994210042
"Panthers","D",3400,"CAR","@LA",6,10,8.7948679238864
"Ravens","D",3300,"BAL","PIT",7.2,7,0.859456896386751
"Giants","D",3200,"NYG","PHI",7.3,10,1.47289904039362
"Eagles","D",3100,"PHI","@NYG",9.6,4,9.72640693008886
"Dolphins","D",3100,"MIA","NYJ",8.7,13,6.00790564260457
"Chargers","D",3000,"SD","TEN",8.6,14,3.92688024801349
"Steelers","D",2900,"PIT","@BAL",6.9,5,1.91347169979821
"Jets","D",2800,"NYJ","@MIA",8,3,1.20115586533616
"Bills","D",2800,"BUF","@SEA",7.8,5,0
"Packers","D",2700,"GB","IND",7.3,5,4.74827608936481
"Raiders","D",2700,"OAK","DEN",7.7,7,1.35935377006445
"Falcons","D",2700,"ATL","@TB",8.7,6,0
"Titans","D",2600,"TEN","@SD",5.3,0,1.04827375041729
"Buccaneers","D",2500,"TB","ATL",5.9,0,0
"Lions","D",2500,"DET","@MIN",5.4,5,2.56050963540061
"Rams","D",2400,"LA","CAR",8.2,9,5.2537013844443
"Jaguars","D",2300,"JAX","@KC",5.7,3,0.64873898834141
"Saints","D",2300,"NO","@SF",7.4,9,3.31620231470751
"Browns","D",2200,"CLE","DAL",4.1,-4,0.294920018626528
"49ers","D",2100,"SF","NO",4.7,-3,0.654267409743205
"Colts","D",2100,"IND","@GB",5.4,11,0.509890558519404
