"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Seahawks","D",4000,"SEA","LA",11,11,0
"Falcons","D",3900,"ATL","SF",9.6,8,4.03597850200963
"Texans","D",3800,"HOU","JAX",9.2,9,3.95963093260064
"Bills","D",3700,"BUF","CLE",9.2,9,15.7726188376605
"Broncos","D",3600,"DEN","NE",6,3,0.451819810453816
"Vikings","D",3500,"MIN","IND",10.9,-1,5.69845262737745
"Chiefs","D",3400,"KC","TEN",8.5,10,6.98545451170044
"Jets","D",3300,"NYJ","MIA",8.3,4,0
"Dolphins","D",3200,"MIA","@NYJ",10.9,17,0
"Packers","D",3200,"GB","@CHI",7.9,9,6.6744948065088
"Ravens","D",3100,"BAL","PHI",9.6,5,14.5065023066712
"Cardinals","D",3000,"ARI","NO",9.3,7,1.64437348581188
"Eagles","D",2900,"PHI","@BAL",9.3,7,0.757442147571265
"Giants","D",2900,"NYG","DET",9.2,12,8.18195319824378
"Panthers","D",2900,"CAR","@WAS",5,8,0
"Patriots","D",2800,"NE","@DEN",9.8,17,6.78333070332588
"Steelers","D",2800,"PIT","@CIN",7.2,4,2.72530655057504
"Bengals","D",2800,"CIN","PIT",6.2,1,0.169403421484995
"Cowboys","D",2700,"DAL","TB",10.1,13,2.47677084590322
"Titans","D",2700,"TEN","@KC",6.1,4,0.368510456600236
"Chargers","D",2700,"SD","OAK",6.1,7,0.372223408304017
"Raiders","D",2700,"OAK","@SD",8.8,8,3.83130203933872
"Rams","D",2600,"LA","@SEA",6.2,4,0
"Jaguars","D",2600,"JAX","@HOU",6.2,10,2.02750368974576
"Lions","D",2600,"DET","@NYG",5.8,3,1.92795017218814
"Redskins","D",2600,"WAS","CAR",8.1,2,0
"Buccaneers","D",2500,"TB","@DAL",5.5,5,3.49667226703549
"Colts","D",2500,"IND","@MIN",6.3,18,0.966527740390417
"Bears","D",2400,"CHI","GB",5.6,3,2.86500635842979
"Saints","D",2400,"NO","@ARI",9.1,1,1.56268854832871
"49ers","D",2300,"SF","@ATL",3.7,-1,0.291466708746786
"Browns","D",2200,"CLE","@BUF",4.3,0,1.46661592299338
