"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Texans","D",3800,"HOU","@JAX",6.7,12,2.02057367121986
"Ravens","D",3700,"BAL","CLE",8.7,14,0
"Cardinals","D",3700,"ARI","SF",10.7,6,17.9015468579926
"Vikings","D",3600,"MIN","@WAS",9.3,3,2.65917851807563
"Chiefs","D",3500,"KC","@CAR",8.2,15,2.63669363149656
"Patriots","D",3300,"NE","SEA",9.3,6,1.9526079913331
"Panthers","D",3200,"CAR","KC",7.3,6,3.92003556700241
"Broncos","D",3100,"DEN","@NO",5.7,11,1.56082587669765
"Redskins","D",3000,"WAS","MIN",7.5,6,6.08778304128532
"Packers","D",3000,"GB","@TEN",6.6,-2,1.86811932661172
"Seahawks","D",3000,"SEA","@NE",4.8,6,0.346812341477291
"Chargers","D",2900,"SD","MIA",8.6,3,5.36145306876117
"Bengals","D",2900,"CIN","@NYG",6.6,5,0
"Giants","D",2900,"NYG","CIN",7.2,6,0
"Rams","D",2900,"LA","@NYJ",10.5,10,20.4980402377266
"Jets","D",2800,"NYJ","LA",8.5,9,7.47895022834084
"Buccaneers","D",2700,"TB","CHI",7.2,24,1.18829218769429
"Cowboys","D",2700,"DAL","@PIT",8.8,0,1.12134854810659
"Falcons","D",2600,"ATL","@PHI",6.7,4,1.18284130609937
"Eagles","D",2600,"PHI","ATL",8.9,5,3.46011743243036
"Steelers","D",2600,"PIT","DAL",5.3,0,0.700949305097767
"Bears","D",2500,"CHI","@TB",7.4,5,4.57005319719757
"Browns","D",2400,"CLE","@BAL",5.5,5,0
"Titans","D",2400,"TEN","GB",6.1,11,0.563144204775994
"Dolphins","D",2400,"MIA","@SD",7.7,19,2.17575345662546
"Jaguars","D",2300,"JAX","HOU",7.8,2,7.08461301295777
"Saints","D",2200,"NO","DEN",7.5,10,2.7419637822986
"49ers","D",2100,"SF","@ARI",4.8,10,0.918303208695519
