"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"David Johnson","RB",9800,"ARI","@MIA",24.5,18.1,25.647211839804
"Le'Veon Bell","RB",9000,"PIT","@BUF",27.7,54.8,20.660617736623
"Mike Evans","WR",8900,"TB","NO",21.8,8.2,22.856388220567
"Antonio Brown","WR",8700,"PIT","@BUF",22.9,12.8,6.39399131724034
"Julio Jones","WR",8500,"ATL","@LA",0,0,0.378871951490185
"Ezekiel Elliott","RB",8400,"DAL","@NYG",19.1,13.7,13.3925797029395
"LeSean McCoy","RB",8200,"BUF","PIT",15.7,22.8,13.1189129682076
"Odell Beckham","WR",8000,"NYG","DAL",21.3,19.4,19.7064463719737
"A.J. Green","WR",7700,"CIN","@CLE",0,0,0.0146488276498841
"T.Y. Hilton","WR",7500,"IND","HOU",19.1,29.5,11.8089526532134
"Amari Cooper","WR",7500,"OAK","@KC",18.3,7.9,0
"Drew Brees","QB",7400,"NO","@TB",20.6,7.5,6.79927554888713
"Melvin Gordon","RB",7400,"SD","@CAR",19,0.5,8.62105702389091
"Cam Newton","QB",7200,"CAR","SD",21.2,12.5,2.06748226604047
"Larry Fitzgerald","WR",7100,"ARI","@MIA",17.9,4.2,5.22940951907455
"Tom Brady","QB",7100,"NE","BAL",19.4,30.1,0
"DeMarco Murray","RB",7000,"TEN","DEN",20.6,15.2,13.4624945621776
"Brandon Marshall","WR",7000,"NYJ","@SF",15.6,6.3,1.98114296367979
"Ben Roethlisberger","QB",7000,"PIT","@BUF",18.9,5.6,2.2326145050028
"Andrew Luck","QB",6900,"IND","HOU",20.1,19.2,7.12954002681179
"Dez Bryant","WR",6900,"DAL","@NYG",16.6,1,6.05618047355665
"Julian Edelman","WR",6800,"NE","BAL",16,14.3,0
"Matt Forte","RB",6800,"NYJ","@SF",18.6,0.8,11.9476726120191
"Jordy Nelson","WR",6800,"GB","SEA",16.5,22.1,4.89226453119312
"Matthew Stafford","QB",6800,"DET","CHI",18.8,18.4,5.75920878574536
"Doug Baldwin","WR",6800,"SEA","@GB",14.5,10.6,6.93511013254969
"Michael Thomas","WR",6700,"NO","@TB",0,0,0.638999618242673
"Jameis Winston","QB",6700,"TB","NO",19.3,9,12.8503511279597
"Philip Rivers","QB",6600,"SD","@CAR",20,12.4,4.75176895691469
"Golden Tate","WR",6600,"DET","CHI",14.2,11.7,15.955458685867
"Russell Wilson","QB",6600,"SEA","@GB",19.7,10.5,3.56210659019683
"Matt Ryan","QB",6500,"ATL","@LA",19.5,21.5,4.05905697062244
"Stefon Diggs","WR",6500,"MIN","@JAX",15.5,8.5,4.3975336701084
"Aaron Rodgers","QB",6400,"GB","SEA",18.6,21.2,3.28555448032174
"Brandin Cooks","WR",6400,"NO","@TB",15.7,11.1,7.5346023065245
"Derek Carr","QB",6400,"OAK","@KC",18.8,5,0
"Jordan Howard","RB",6400,"CHI","@DET",14,13,8.5822154354253
"Donte Moncrief","WR",6300,"IND","HOU",14.2,0,2.23705354368458
"Spencer Ware","RB",6300,"KC","OAK",16.8,7.3,0
"Kirk Cousins","QB",6300,"WAS","@PHI",19.3,17,10.8776423377753
"Michael Crabtree","WR",6200,"OAK","@KC",14.5,6.1,0
"Doug Martin","RB",6200,"TB","NO",11.5,16.5,3.76630236955885
"Kelvin Benjamin","WR",6200,"CAR","SD",13.3,2.1,1.59761002157373
"Marcus Mariota","QB",6200,"TEN","DEN",16.7,7.3,0.791258645027833
"Andy Dalton","QB",6100,"CIN","@CLE",20.2,16.9,6.44703782948765
"Tyrell Williams","WR",6100,"SD","@CAR",15.7,8.8,11.6546960590215
"Devonta Freeman","RB",6100,"ATL","@LA",15.9,3.8,18.8734607633371
"Demaryius Thomas","WR",6000,"DEN","@TEN",16.8,25.6,5.12731162939354
"Tyler Eifert","TE",6000,"CIN","@CLE",14.3,21.8,7.91058888287152
"Alshon Jeffery","WR",6000,"CHI","@DET",0,0,0.00443903868178307
"Jordan Reed","TE",5900,"WAS","@PHI",10.6,2,2.20198513809849
"Dak Prescott","QB",5900,"DAL","@NYG",18.4,8.7,3.47487948009979
"Jay Ajayi","RB",5900,"MIA","ARI",13.9,7.3,3.63357511297353
"Terrelle Pryor","WR",5900,"CLE","CIN",14.1,1.3,5.78206983495654
"DeAndre Hopkins","WR",5800,"HOU","@IND",15,5.3,5.04785283698962
"Jeremy Hill","RB",5800,"CIN","@CLE",18.6,26.2,23.3606630148175
"Colin Kaepernick","QB",5800,"SF","NYJ",18.7,11.6,5.79449914326553
"Carson Palmer","QB",5700,"ARI","@MIA",18,13.3,4.60905386329537
"Travis Kelce","TE",5700,"KC","OAK",13,18.1,0
"Thomas Rawls","RB",5700,"SEA","@GB",12,8.4,8.72781590418779
"Emmanuel Sanders","WR",5700,"DEN","@TEN",15.7,30,12.4814670135036
"Jarvis Landry","WR",5600,"MIA","ARI",13.3,16.3,3.25647877695606
"Joe Flacco","QB",5600,"BAL","@NE",14.6,23.1,0
"DeAngelo Williams","RB",5600,"PIT","@BUF",3.4,0,0.0062146541544963
"Ryan Fitzpatrick","QB",5600,"NYJ","@SF",0,0,0.0952173797242469
"Jacquizz Rodgers","RB",5600,"TB","NO",4.4,0,0.668075321608352
"Jamison Crowder","WR",5600,"WAS","@PHI",14.2,5.7,13.6562586006374
"Eli Manning","QB",5500,"NYG","DAL",18.6,8.5,7.19346218382947
"Theo Riddick","RB",5500,"DET","CHI",0,0,0.684721716665039
"Davante Adams","WR",5500,"GB","SEA",11.6,23.4,4.1991086410327
"Jimmy Graham","TE",5500,"SEA","@GB",12.6,2.6,7.39876772286194
"Steve Smith","WR",5500,"BAL","@NE",13.6,9.7,0
"Jordan Matthews","WR",5400,"PHI","WAS",16.6,15.9,3.24360556477889
"Jonathan Stewart","RB",5400,"CAR","SD",11.6,12.6,3.67641183625274
"Tyrod Taylor","QB",5400,"BUF","PIT",16.8,16.3,1.47087546720882
"Alex Smith","QB",5400,"KC","OAK",18.8,14.2,0
"Sammy Watkins","WR",5300,"BUF","PIT",15,15.4,3.79404636131999
"Brock Osweiler","QB",5300,"HOU","@IND",15.2,4.7,0.695375409501318
"LeGarrette Blount","RB",5300,"NE","BAL",7.1,14.9,0
"Mark Ingram","RB",5300,"NO","@TB",12.9,3.3,1.92077203760754
"DeVante Parker","WR",5300,"MIA","ARI",11.1,3.4,0.275220398270551
"Derrick Henry","RB",5200,"TEN","DEN",6,5.7,0.24658859877305
"DeSean Jackson","WR",5200,"WAS","@PHI",13.7,22.2,9.08582437387359
"Ryan Tannehill","QB",5200,"MIA","ARI",14,19.8,0.22039827055053
"Kenny Britt","WR",5200,"LA","ATL",13.9,15.2,7.5263900849632
"Cole Beasley","WR",5200,"DAL","@NYG",11,8.1,2.83521400605485
"Latavius Murray","RB",5200,"OAK","@KC",13.8,19.3,0
