"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Broncos","D",3800,"DEN","ATL",10,4,3.80304697514549
"Cardinals","D",3700,"ARI","@SF",9.4,17,0
"Patriots","D",3700,"NE","@CLE",8.9,10,8.91064399396504
"Steelers","D",3500,"PIT","NYJ",9.9,7,4.14809100843609
"Vikings","D",3400,"MIN","HOU",8.8,16,29.8789226307292
"Panthers","D",3300,"CAR","TB",10.7,3,0
"Rams","D",3200,"LA","BUF",6.6,4,6.56245391535172
"Packers","D",3200,"GB","NYG",8.4,7,1.0803186883411
"Bills","D",3100,"BUF","@LA",6.7,17,8.64765426776929
"Ravens","D",3000,"BAL","WAS",6.7,6,2.36142464427378
"Texans","D",3000,"HOU","@MIN",6.5,1,0.871023485682091
"Eagles","D",2900,"PHI","@DET",7.4,5,11.1302697204482
"Dolphins","D",2900,"MIA","TEN",6.3,7,3.74103358176504
"Jets","D",2800,"NYJ","@PIT",7,2,0.13555976540787
"Bengals","D",2800,"CIN","@DAL",7.2,2,2.07971746092967
"Redskins","D",2700,"WAS","@BAL",8.6,13,1.18827493108573
"Cowboys","D",2700,"DAL","CIN",4.6,7,0.485330429291497
"49ers","D",2600,"SF","ARI",7.5,2,0
"Colts","D",2600,"IND","CHI",6.9,2,1.66831153411304
"Giants","D",2600,"NYG","@GB",6.5,4,0.172994679704604
"Lions","D",2500,"DET","PHI",6.8,7,0.644334282440756
"Titans","D",2400,"TEN","@MIA",6,11,3.89247482596546
"Raiders","D",2400,"OAK","SD",6.9,9,2.76734767960251
"Buccaneers","D",2400,"TB","@CAR",6,9,0
"Falcons","D",2300,"ATL","@DEN",6,9,1.49985441977773
"Browns","D",2200,"CLE","NE",5.1,0,0.194169984761343
"Bears","D",2200,"CHI","@IND",5.2,4,2.60418439153139
"Chargers","D",2100,"SD","@OAK",5.8,4,1.53256270348145
