"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Antonio Brown","WR",9700,"PIT","KC",28.4,22.4,23.1411963661318
"Julio Jones","WR",9200,"ATL","CAR",25.2,51,6.09845266494559
"Odell Beckham","WR",8700,"NYG","@MIN",20.3,5.3,0
"A.J. Green","WR",8500,"CIN","MIA",19.1,36.3,0
"DeAndre Hopkins","WR",8400,"HOU","TEN",18.3,1.4,11.8756331492435
"Allen Robinson","WR",8000,"JAX","IND",17,16.5,0
"Dez Bryant","WR",7900,"DAL","@SF",0,0,0.0439119636613183
"David Johnson","RB",7800,"ARI","LA",20.1,15.4,19.7334237443221
"Cam Newton","QB",7800,"CAR","@ATL",24,15.6,16.9242835201464
"Drew Brees","QB",7600,"NO","@SD",23,13.9,9.84873860331362
"Amari Cooper","WR",7600,"OAK","@BAL",16.7,9.8,4.7855870723179
"Le'Veon Bell","RB",7500,"PIT","KC",19.9,25.8,24.8660174504101
"Alshon Jeffery","WR",7500,"CHI","DET",19.2,7.6,2.17006797163491
"Brandin Cooks","WR",7400,"NO","@SD",16.2,6.1,9.89755236756969
"Andrew Luck","QB",7400,"IND","@JAX",23.6,18.7,0
"Matthew Stafford","QB",7300,"DET","@CHI",20.7,10.2,11.1816198817032
"Marvin Jones","WR",7300,"DET","@CHI",19.5,12.4,22.3193277997451
"Larry Fitzgerald","WR",7200,"ARI","LA",17.2,11.3,10.1107806934414
"Ben Roethlisberger","QB",7100,"PIT","KC",22.5,36.9,4.49250024509003
"Kelvin Benjamin","WR",7100,"CAR","@ATL",15.5,12.9,22.0828159210483
"T.Y. Hilton","WR",7000,"IND","@JAX",17.6,17.2,0
"Lamar Miller","RB",7000,"HOU","TEN",17.1,13.8,5.2988464429267
"Brandon Marshall","WR",7000,"NYJ","SEA",16.4,18.9,1.09248880755531
"Matt Ryan","QB",7000,"ATL","CAR",18.6,39.5,1.34125518773896
"Ezekiel Elliott","RB",6900,"DAL","@SF",16.3,25.7,11.5925541648966
"Philip Rivers","QB",6900,"SD","NO",22.7,22.8,14.066942256789
"Jarvis Landry","WR",6900,"MIA","@CIN",17.7,13.1,0
"DeMarco Murray","RB",6800,"TEN","@HOU",15,25.9,10.9843224077645
"Todd Gurley","RB",6700,"LA","@ARI",15.5,13.2,1.67702852847946
"Derek Carr","QB",6700,"OAK","@BAL",20.1,23.8,1.26466455344597
"LeSean McCoy","RB",6700,"BUF","@NE",16.2,22.8,3.01256494885788
"Demaryius Thomas","WR",6700,"DEN","@TB",17.2,21.4,9.7584637756936
"Willie Snead","WR",6600,"NO","@SD",16.5,3.3,2.11430998986961
"Russell Wilson","QB",6600,"SEA","@NYJ",19.7,26.9,0.61640142479004
"Matt Forte","RB",6600,"NYJ","SEA",15,6.3,1.64680075814516
"Mike Evans","WR",6500,"TB","DEN",15,10.9,6.09783993987125
"Kirk Cousins","QB",6500,"WAS","CLE",21.4,18.3,12.2734959641842
"Rob Gronkowski","TE",6500,"NE","BUF",14.6,2.1,0.744869448710826
"C.J. Anderson","RB",6500,"DEN","@TB",16.4,12.2,11.5478252344695
"Michael Crabtree","WR",6400,"OAK","@BAL",14.7,33.8,3.15635109963727
"Blake Bortles","QB",6400,"JAX","IND",21.8,25.9,0
"Emmanuel Sanders","WR",6400,"DEN","@TB",15.5,22.8,14.7262344367831
"Melvin Gordon","RB",6300,"SD","NO",18,24.9,32.3768014117186
"Carson Palmer","QB",6300,"ARI","LA",20.3,13.5,3.98475540015032
"Jordan Reed","TE",6300,"WAS","CLE",15,28.3,10.4428776837358
"Eric Decker","WR",6300,"NYJ","SEA",0,0,0.0737312506127251
"DeAngelo Williams","RB",6200,"PIT","KC",5.3,7.9,1.52200908467044
"Donte Moncrief","WR",6200,"IND","@JAX",0,0,0
"DeSean Jackson","WR",6200,"WAS","CLE",15.9,1.5,10.7753831574132
"Eli Manning","QB",6100,"NYG","@MIN",20.1,9.4,0
"Andy Dalton","QB",6100,"CIN","MIA",20.8,14.6,0
"Doug Baldwin","WR",6100,"SEA","@NYJ",15.9,9.4,10.8738276526911
"Stefon Diggs","WR",6100,"MIN","NYG",17.4,9.6,0
"Tony Romo","QB",6000,"DAL","@SF",0,0,0.000816966765791968
"Jeremy Maclin","WR",6000,"KC","@PIT",17.7,12.8,5.93893990392471
"Christine Michael","RB",6000,"SEA","@NYJ",11.2,20,2.64901473808046
"Greg Olsen","TE",6000,"CAR","@ATL",13.6,21.6,19.5986242279664
"Joe Flacco","QB",5900,"BAL","OAK",17.9,23,5.40525636417111
"Mark Ingram","RB",5900,"NO","@SD",19.1,22.5,8.72009901637201
"Travis Benjamin","WR",5900,"SD","NO",17,7.8,26.6057481781641
"Ryan Tannehill","QB",5800,"MIA","@CIN",18.9,9.6,0
"Sterling Shepard","WR",5800,"NYG","@MIN",12.1,7,0
"Julian Edelman","WR",5800,"NE","BUF",13.4,2.7,6.00266331165648
"Brock Osweiler","QB",5800,"HOU","TEN",18.3,17.6,1.21094898859514
"Golden Tate","WR",5800,"DET","@CHI",12.8,3.1,3.48354628933695
"Spencer Ware","RB",5700,"KC","@PIT",11.2,9.6,4.52211529034999
"Mohamed Sanu","WR",5700,"ATL","CAR",11.9,4.2,0.450761413025718
"Dak Prescott","QB",5700,"DAL","@SF",19.3,18.1,3.28134701480344
"Charles Sims","RB",5600,"TB","DEN",16.6,4.5,3.42574589065717
"Alex Smith","QB",5600,"KC","@PIT",19.2,18.7,1.67376066141629
"Marcus Mariota","QB",5500,"TEN","@HOU",17,9.1,0.294108035685108
"Devonta Freeman","RB",5500,"ATL","CAR",12.7,14.4,3.79460638541224
