"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"David Johnson","RB",9500,"ARI","WAS",23.3,38.5,28.0579044437485
"Le'Veon Bell","RB",9200,"PIT","NYG",28,26.2,20.3867255918618
"Antonio Brown","WR",9100,"PIT","NYG",24.3,17.4,12.4250965654035
"Julio Jones","WR",8700,"ATL","KC",21.4,21.3,20.5637331663013
"Mike Evans","WR",8600,"TB","@SD",23.3,8.8,14.3791395529573
"Odell Beckham","WR",8500,"NYG","@PIT",21,23,8.20452146477828
"Ezekiel Elliott","RB",8200,"DAL","@MIN",18.9,20.5,0
"LeSean McCoy","RB",7800,"BUF","@OAK",17.9,29.1,18.8739256011414
"Drew Brees","QB",7600,"NO","DET",20.8,13,24.4817946665739
"T.Y. Hilton","WR",7600,"IND","@NYJ",18.9,26.6,0
"A.J. Green","WR",7500,"CIN","PHI",0,0,0.00672767976244331
"Tom Brady","QB",7500,"NE","LA",20.5,14.9,3.39655032420457
"Ben Roethlisberger","QB",7400,"PIT","NYG",20.2,18.6,5.08473396666319
"Amari Cooper","WR",7300,"OAK","BUF",17.1,13.9,4.91839788426071
"Andrew Luck","QB",7300,"IND","@NYJ",19.5,29.7,0
"Melvin Gordon","RB",7200,"SD","TB",20.7,23.8,13.8768834603473
"Larry Fitzgerald","WR",7100,"ARI","WAS",18.3,17.8,4.03591189059401
"Jordy Nelson","WR",7000,"GB","HOU",16.9,28.8,5.08287805500458
"Matthew Stafford","QB",7000,"DET","@NO",20.7,26.8,7.1457238635441
"Dez Bryant","WR",6900,"DAL","@MIN",15.2,18.4,0
"Michael Thomas","WR",6900,"NO","DET",14.8,8.2,19.7779865678394
"Jordan Howard","RB",6900,"CHI","SF",20.5,32.7,24.6362993121527
"Brandon Marshall","WR",6900,"NYJ","IND",17.6,8.3,0
"Matt Ryan","QB",6800,"ATL","KC",20.2,17.2,9.7098978088643
"Julian Edelman","WR",6800,"NE","LA",16.5,21.1,5.54082425676538
"Jay Ajayi","RB",6700,"MIA","@BAL",12.2,14.7,1.69398336639176
"Doug Baldwin","WR",6700,"SEA","CAR",15.4,13.5,11.5711452134878
"Aaron Rodgers","QB",6700,"GB","HOU",20.1,17,4.77433274176149
"Stefon Diggs","WR",6700,"MIN","DAL",19.8,13.9,0
"Demaryius Thomas","WR",6600,"DEN","@JAX",14,12.1,1.16412058786002
"Donte Moncrief","WR",6600,"IND","@NYJ",14.1,12.6,0
"Cam Newton","QB",6600,"CAR","@SEA",18.7,12.5,0.431035482711023
"Philip Rivers","QB",6500,"SD","TB",19.1,16.8,4.35002493881291
"Rob Gronkowski","TE",6500,"NE","LA",0,0,0.0118314368236072
"Derek Carr","QB",6500,"OAK","BUF",17.7,20.8,2.9687626868961
"Jordan Reed","TE",6400,"WAS","@ARI",0,0,0.0410620454466367
"Spencer Ware","RB",6400,"KC","@ATL",15,20.2,9.62614979526975
"Brandin Cooks","WR",6400,"NO","DET",14.5,14.7,14.6501026551136
"Kirk Cousins","QB",6400,"WAS","@ARI",18,18.8,3.14437832759161
"Russell Wilson","QB",6300,"SEA","CAR",20.4,17,6.46274837317744
"Davante Adams","WR",6300,"GB","HOU",11.9,2.7,7.52108199649697
"Golden Tate","WR",6200,"DET","@NO",15.2,31.5,12.128382688984
"Jameis Winston","QB",6200,"TB","@SD",19.8,16.3,3.02907981580077
"Kelvin Benjamin","WR",6200,"CAR","@SEA",11.6,3.8,0.527078911043834
"Tyrell Williams","WR",6100,"SD","TB",14.3,12.7,2.90566169050353
"Colin Kaepernick","QB",6100,"SF","@CHI",20,2.2,10.2263052278712
"Devonta Freeman","RB",6100,"ATL","KC",15.1,26.5,5.200728445326
"Alshon Jeffery","WR",6000,"CHI","SF",0,0,0.00556773497581515
"Michael Crabtree","WR",6000,"OAK","BUF",13.5,20.4,3.37010358306945
"Carson Palmer","QB",6000,"ARI","WAS",19.2,26.9,0.8453677604946
"Mark Ingram","RB",6000,"NO","DET",13.2,10.3,3.91481365487003
"DeAndre Hopkins","WR",6000,"HOU","@GB",13.9,14.8,5.70994420665576
"Eli Manning","QB",5900,"NYG","@PIT",18.7,13.7,2.38067068007563
"Dak Prescott","QB",5900,"DAL","@MIN",17.2,12.3,0
"Matt Forte","RB",5900,"NYJ","IND",13.4,10.9,0
"Emmanuel Sanders","WR",5900,"DEN","@JAX",13.1,6.2,3.9498439874262
"Thomas Rawls","RB",5900,"SEA","CAR",12.5,27.8,2.3261532751041
"Jamison Crowder","WR",5800,"WAS","@ARI",14,13.2,8.89120877846215
"Theo Riddick","RB",5800,"DET","@NO",16.8,12.7,15.4873508021018
"Allen Robinson","WR",5800,"JAX","DEN",14.1,6.1,0.816601129786222
"DeAngelo Williams","RB",5700,"PIT","NYG",0,0,0.00417580123186136
"Steve Smith","WR",5700,"BAL","MIA",13,11.3,1.99324912134182
"Doug Martin","RB",5700,"TB","@SD",11,13.8,9.99918803864936
"Jordan Matthews","WR",5700,"PHI","@CIN",0,0,0.0816601129786222
"Tyrod Taylor","QB",5700,"BUF","@OAK",18.3,14.6,3.75334934057139
"Lamar Miller","RB",5600,"HOU","@GB",12.6,2.8,2.42753244945541
"DeVante Parker","WR",5600,"MIA","@BAL",11.9,12.4,0.165176137615849
"Sammy Watkins","WR",5500,"BUF","@OAK",15,6.8,4.89264710999756
"Cole Beasley","WR",5500,"DAL","@MIN",10,4.3,0
"LeGarrette Blount","RB",5500,"NE","LA",9,14.8,9.24615188317036
"Ryan Tannehill","QB",5500,"MIA","@BAL",15.3,10,0.281402605235991
"Jimmy Graham","TE",5500,"SEA","CAR",12.3,18.3,10.2933500365383
"Jarvis Landry","WR",5400,"MIA","@BAL",14.2,19.6,4.57876605073599
"Latavius Murray","RB",5400,"OAK","BUF",13.2,25.5,3.74847757246755
"Randall Cobb","WR",5400,"GB","HOU",11.3,10.9,2.06957348830196
"Alex Smith","QB",5400,"KC","@ATL",20,13.5,2.19368758047117
"Jeremy Maclin","WR",5300,"KC","@ATL",0,0,0.00695966871976894
"Joe Flacco","QB",5300,"BAL","MIA",14.8,33.2,0.409228520722414
