"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"David Johnson","RB",10100,"ARI","NO",22.6,26.8,24.5138353862862
"Le'Veon Bell","RB",9800,"PIT","@CIN",29.7,18.1,30.8154106060465
"LeSean McCoy","RB",8900,"BUF","CLE",22,34.9,27.6900335093891
"Antonio Brown","WR",8400,"PIT","@CIN",21.4,8.8,8.06105020838941
"Mike Evans","WR",8300,"TB","@DAL",20.7,9.9,10.9759493553388
"Ezekiel Elliott","RB",8200,"DAL","TB",20.2,30.8,13.4169830410931
"Julio Jones","WR",8100,"ATL","SF",0,0,0.0765796288904772
"Odell Beckham","WR",8000,"NYG","DET",19.2,19.3,12.2474032544022
"A.J. Green","WR",7400,"CIN","PIT",0,0,0.0139235688891777
"Matt Ryan","QB",7300,"ATL","SF",21.9,19.3,14.8360267703818
"Jordy Nelson","WR",7300,"GB","@CHI",18.2,22.4,9.87784388894561
"T.Y. Hilton","WR",7200,"IND","@MIN",19.7,7.5,7.00285897281191
"Amari Cooper","WR",7100,"OAK","@SD",16,3.8,3.41707586488569
"Aaron Rodgers","QB",7100,"GB","@CHI",19.8,12,3.36323806518087
"Larry Fitzgerald","WR",7000,"ARI","NO",18.2,11.7,8.42932860550816
"DeMarco Murray","RB",6900,"TEN","@KC",19.7,19.1,7.94037927801654
"Dez Bryant","WR",6800,"DAL","TB",15.8,16.2,2.5347857162748
"Kirk Cousins","QB",6800,"WAS","CAR",21.1,14.7,0
"Devonta Freeman","RB",6700,"ATL","SF",19.7,37.5,22.0465789791239
"Tom Brady","QB",6700,"NE","@DEN",17.2,7.4,3.01654119984034
"Drew Brees","QB",6600,"NO","@ARI",18,33.4,3.0002970361363
"Emmanuel Sanders","WR",6600,"DEN","NE",14.8,7.8,5.32692539751789
"Doug Baldwin","WR",6600,"SEA","LA",14.8,14.5,0
"Ben Roethlisberger","QB",6600,"PIT","@CIN",17.9,14.9,4.93520899276903
"Melvin Gordon","RB",6500,"SD","OAK",0,0,0.0134594499262051
"Golden Tate","WR",6500,"DET","@NYG",14.5,23.2,2.54615663086762
"Marcus Mariota","QB",6500,"TEN","@KC",17.2,7.4,1.97064911678161
"Michael Thomas","WR",6400,"NO","@ARI",13.8,18.2,3.17457370673251
"Andrew Luck","QB",6400,"IND","@MIN",18.6,18.8,1.15403180143134
"Cam Newton","QB",6400,"CAR","@WAS",19.4,23,0
"Demaryius Thomas","WR",6300,"DEN","NE",15.9,16.1,5.28213791759104
"Russell Wilson","QB",6300,"SEA","LA",18.9,21.4,0
"Matthew Stafford","QB",6300,"DET","@NYG",18.3,11.2,0.72959500979291
"Derek Carr","QB",6300,"OAK","@SD",18.3,12,8.74864245203331
