"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,785944148,"dwilliamsmma (15/39)",0,187.4,"OF Brandon Moss OF Adam Jones SS Alcides Escobar OF Mark Trumbo C Welington Castillo 3B Mike Moustakas P Madison Bumgarner 1B Eric Hosmer 2B Whit Merrifield P Luis Severino",NA,"Madison Bumgarner","53.55%",12.05
2,785945634,"JDUB1010 (49/150)",0,185.8,"3B Adrián Béltre OF Shin-soo Choo OF Brandon Moss P Felix Hernandez OF Adam Jones P Madison Bumgarner C Salvador Perez 1B Eric Hosmer 2B Jonathan Schoop SS Corey Seager",NA,"Brandon McCarthy","29.68%",1
3,785682472,"bcalicore (62/150)",0,185.4,"OF Brandon Moss OF Adam Jones SS Alcides Escobar P Madison Bumgarner C Salvador Perez 3B Rubén Tejada 1B Eric Hosmer 2B Jonathan Schoop OF Jorge Bonifacio P Luis Severino",NA,"Luis Severino","27.56%",26.35
4,786052601,"ericjay1",0,185.1,"3B Adrián Béltre 1B Mike Napoli C Robinson Chirinos OF Brandon Moss P Felix Hernandez OF Adam Jones OF Mark Trumbo 2B Jonathan Schoop P Luis Severino SS Corey Seager",NA,"Adrián Béltre","25.45%",10
5,785945701,"JDUB1010 (116/150)",0,182.8,"1B Mike Napoli OF Shin-soo Choo P Felix Hernandez SS Alcides Escobar OF Mark Trumbo OF Justin Upton 3B Mike Moustakas P Madison Bumgarner C Yasmani Grandal 2B Jonathan Schoop",NA,"Cody Bellinger","25.40%",5
6,785986486,"magneto999 (57/150)",0,180.4,"1B Mike Napoli OF Brandon Moss OF Adam Jones SS Alcides Escobar OF Lorenzo Cain 3B Mike Moustakas P Madison Bumgarner C Salvador Perez 2B Jonathan Schoop P Luis Severino",NA,"Corey Seager","25.25%",7
7,786046525,"MadHungarian37 (86/150)",0,179.8,"OF Brandon Moss P Felix Hernandez OF Adam Jones OF Mark Trumbo P Madison Bumgarner C Salvador Perez SS Rubén Tejada 1B Eric Hosmer 2B Jonathan Schoop 3B Manny Machado",NA,"Elvis Andrus","25.12%",2
8,785800518,"juanshen (85/150)",0,179.4,"1B Mike Napoli OF Shin-soo Choo OF Brandon Moss OF Adam Jones SS Alcides Escobar 3B Mike Moustakas P Madison Bumgarner C Salvador Perez 2B Rougned Odor P Luis Severino",NA,"Adam Jones","22.87%",25
9,785756917,"ChipotleAddict (88/150)",0,178.8,"P Felix Hernandez OF Adam Jones OF Mark Trumbo C Welington Castillo 3B Mike Moustakas P Madison Bumgarner SS Rubén Tejada 1B Eric Hosmer 2B Whit Merrifield OF Jorge Bonifacio",NA,"Justin Upton","22.48%",10
10,785944141,"dwilliamsmma (8/39)",0,178.4,"OF Brandon Moss OF Adam Jones C Welington Castillo 3B Mike Moustakas P Madison Bumgarner SS Rubén Tejada 1B Eric Hosmer 2B Whit Merrifield OF Jorge Bonifacio P Luis Severino",NA,"Felix Hernandez","21.83%",28.75
11,785756840,"ChipotleAddict (11/150)",0,177.4,"OF Brandon Moss OF Adam Jones OF Alex Gordon 1B Chris Davis 3B Mike Moustakas P Madison Bumgarner C Salvador Perez SS Rubén Tejada 2B Jonathan Schoop P Luis Severino",NA,"Mike Napoli","20.68%",21
11,785905582,"bellaedward4eva (105/150)",0,177.4,"OF Brandon Moss OF Adam Jones OF Alex Gordon 1B Chris Davis 3B Mike Moustakas P Madison Bumgarner C Salvador Perez SS Rubén Tejada 2B Jonathan Schoop P Luis Severino",NA,"James McCann","19.67%",3
11,785908801,"suidmach (80/150)",0,177.4,"OF Brandon Moss OF Adam Jones SS Elvis Andrus OF Alex Gordon 3B Mike Moustakas P Madison Bumgarner C Salvador Perez 1B Eric Hosmer 2B Jonathan Schoop P Luis Severino",NA,"Shin-soo Choo","17.94%",20
14,786069890,"jae686 (27/150)",0,177.1,"OF Brandon Moss P Felix Hernandez 3B Mike Moustakas C Yasmani Grandal 1B Eric Hosmer 2B Whit Merrifield OF Jorge Bonifacio P Luis Severino SS Corey Seager OF Cody Bellinger",NA,"Jonathan Schoop","17.82%",21
15,785944151,"dwilliamsmma (18/39)",0,176.4,"OF Brandon Moss OF Adam Jones SS Alcides Escobar OF Alex Gordon P Madison Bumgarner C Salvador Perez 1B Eric Hosmer 2B Jonathan Schoop 3B Manny Machado P Luis Severino",NA,"Mark Trumbo","17.59%",16
15,786032721,"capnbucko (108/150)",0,176.4,"OF Brandon Moss OF Adam Jones SS Alcides Escobar OF Alex Gordon P Madison Bumgarner C Salvador Perez 1B Eric Hosmer 2B Jonathan Schoop 3B Manny Machado P Luis Severino",NA,"Brandon Crawford","17.43%",0
17,785954693,"BucknellMom (93/100)",0,175.8,"P Felix Hernandez OF Adam Jones OF Mark Trumbo OF Lorenzo Cain 3B Mike Moustakas P Madison Bumgarner C Salvador Perez 1B Eric Hosmer 2B Jonathan Schoop SS Corey Seager",NA,"Miguel Cabrera","17.41%",5
18,785905599,"bellaedward4eva (122/150)",0,175.4,"OF Adam Jones OF Lorenzo Cain OF Alex Gordon 3B Mike Moustakas P Madison Bumgarner C Salvador Perez SS Rubén Tejada 1B Eric Hosmer 2B Jonathan Schoop P Luis Severino",NA,"Cole Hamels","16.45%",-3.2
18,786069888,"jae686 (25/150)",0,175.4,"OF Adam Jones SS Alcides Escobar OF Alex Gordon 3B Mike Moustakas P Madison Bumgarner C Salvador Perez 1B Eric Hosmer 2B Jonathan Schoop P Luis Severino OF Trey Mancini",NA,"Ian Kinsler","15.92%",9
20,785800564,"juanshen (131/150)",0,174.4,"OF Adam Jones OF Alex Gordon C Welington Castillo 3B Mike Moustakas P Madison Bumgarner SS Rubén Tejada 1B Eric Hosmer 2B Jonathan Schoop OF Jorge Bonifacio P Luis Severino",NA,"Delino DeShields","15.86%",4
21,785950299,"KingHarley (1/20)",0,174.2,"OF Adam Jones SS Alcides Escobar 3B Mike Moustakas P Danny Duffy C Salvador Perez 1B Eric Hosmer 2B Jonathan Schoop OF Jorge Bonifacio P Luis Severino OF Cody Bellinger",NA,"Nicholas Castellanos","15.59%",0
22,785944149,"dwilliamsmma (16/39)",0,173.4,"OF Brandon Moss OF Adam Jones OF Lorenzo Cain C Welington Castillo 3B Mike Moustakas P Madison Bumgarner SS Rubén Tejada 1B Eric Hosmer 2B Whit Merrifield P Luis Severino",NA,"Manny Machado","15.49%",2
23,785945636,"JDUB1010 (51/150)",0,172.8,"3B Adrián Béltre OF Shin-soo Choo 1B Miguel Cabrera P Felix Hernandez OF Adam Jones SS Alcides Escobar OF Mark Trumbo P Madison Bumgarner C Salvador Perez 2B Jonathan Schoop",NA,"Rougned Odor","15.47%",5
24,785800496,"juanshen (63/150)",0,171.4,"OF Brandon Moss OF Adam Jones OF Mark Trumbo 3B Mike Moustakas P Madison Bumgarner C Salvador Perez SS Rubén Tejada 1B Eric Hosmer 2B Starlin Castro P Luis Severino",NA,"Chris Taylor","13.94%",10
