"Justin Smoak_TOR","Jose Abreu_CWS","Manuel Margot_SD","Steve Pearce_TOR","Matt Davidson_CWS","Josh Donaldson_TOR","Kendrys Morales_TOR","Brian Dozier_MIN","Troy Tulowitzki_TOR","Leury Garcia_CWS","Ezequiel Carrera_TOR","Yangervis Solarte_SD","Miguel Sano_MIN","Devon Travis_TOR","Russell Martin_TOR","Eduardo Escobar_MIN","Avisail Garcia_CWS","Alen Hanson_CWS","Joe Mauer_MIN","Jason Castro_MIN","Cory Spangenberg_SD","Robbie Grossman_MIN","Kennys Vargas_MIN","Jose Bautista_TOR","Norichika Aoki_TOR","Jose Pirela_SD","Ryan Schimpf_SD","Hunter Renfroe_SD","Byron Buxton_MIN","Kevin Pillar_TOR","Miguel Montero_TOR","Rob Refsnyder_TOR","Yoan Moncada_CWS","Eddie Rosario_MIN","Dalton Pompey_TOR","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Rowdy Tellez_TOR","Max Kepler_MIN","Jarrod Saltalamacchia_TOR","Willy Garcia_CWS","Charlie Tilson_CWS","Wil Myers_SD","Alex Dickerson_SD","Darrell Ceciliani_TOR","Ehire Adrianza_MIN","Austin Hedges_SD","Chris Coghlan_TOR","Anthony Alford_TOR","Travis Jankowski_SD","Jacob May_CWS","Matt Szczur_SD","Hector Sanchez_SD","Yolmer Sanchez_CWS","Teoscar Hernandez_TOR","Dwight Smith_TOR","Chase d'Arnaud_SD","Darwin Barney_TOR","Ryan Goins_TOR","Tyler Saladino_CWS","Luke Maile_TOR","Omar Narvaez_CWS","Cody Asche_CWS","Geovany Soto_CWS","Chris Gimenez_MIN","Christian Bethancourt_SD","Luis Urias_SD","Adam Engel_CWS","Tim Anderson_CWS","Erick Aybar_SD","Franchy Cordero_SD","Carlos Asuaje_SD","Jabari Blash_SD","Jorge Polanco_MIN","Kevan Smith_CWS","Anthony Recker_MIN","Allen Cordoba_SD","Mike Ohlman_TOR","Zack Collins_CWS","Dusty Coleman_SD","Zack Granite_MIN","Luis Torrens_SD","Grant Green_CWS","Daniel Palka_MIN","Jose Rondon_SD"
73.2456654456655,0,0,7.86436170212766,0,19.1909090909091,9.46500286861733,0,6.95016835016835,0,4.57696566998893,0,0,25.4892037786775,14.521186440678,0,0,0,0,0,0,0,0,-1.25667915106117,0,0,0,0,0,1.11904761904762,-0.928571428571429,0,0,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,-7.25238095238095,0,0,0,0,0,0,0,-21.3333333333333,0,-0.25177304964539,-4.0718877849211,0,-8.47166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.1242979242979,0,0,12.1630434782609,0,0,0,0,-8.19227053140097,0,0,0,0,0,0,7.35190670122177,19.5659340659341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.7272727272727,0,0,0,0,0,0,0,0,6.05434782608696,0,0,0,0,0,0,0,0,0,1.98214285714286,0,0,6.38112522686025,0,0,0,0,0,4.36363636363636,0,6.46363636363636,24.5384615384615,-12.8055555555556,0,0,0,-2.29768270944742,3.53959753326842,0,0,0,0,0,4.24696356275304,0,0,0,0,0,0,0,0,0,0
0,0,51.2179487179487,0,0,0,0,0,0,0,0,3.640642303433,0,0,0,0,0,0,0,0,-7.89271255060729,0,0,0,0,3.9952380952381,1.80208333333333,1.3521332554062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53763440860215,0,0,0,-9.70507399577167,0,0,-5.04545454545455,0,-18.7916666666667,-6.88181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24489795918367,0,-17.5454545454545,-22.4705882352941,0,0,0,12.0833333333333,0,0,4,0,19.8461538461538,0,0,0
7.86436170212766,0,0,66.9788838612368,0,11.8664772727273,5.27826086956522,0,-2.9367816091954,0,23.9818181818182,0,0,13.9970760233918,2.08558558558559,0,0,0,0,0,0,0,0,6.81714285714286,0,0,0,0,0,5.31648936170213,-9.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,0,0,0,0.160037878787879,4.99411764705882,0,-6.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.1630434782609,0,0,65.475983436853,0,0,0,0,-5.55208333333333,0,0,0,0,0,0,23.9936479128857,-15.5727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09090909090909,0,0,0,0,0,0,0,0,10.3088235294118,0,0,0,0,0,0,0,0,0,-7.33333333333333,0,0,1.6536231884058,0,0,0,0,0,-0.0923076923076923,0,5.35483870967742,9.83333333333333,-47.4,0,0,0,4.20634920634921,14.2953551912568,0,0,0,0,0,10.0710227272727,0,0,0,0,0,0,0,0,0,0
19.1909090909091,0,0,11.8664772727273,0,55.6230274693162,7.71948051948052,0,10.7619607843137,0,-18.1195652173913,0,0,-8.58241758241758,13.7045454545455,0,0,0,0,0,0,0,0,7.50964348334307,0,0,0,0,0,15.7828282828283,-4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-12.3333333333333,0,3.04232804232804,1.19211822660099,0,3.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.46500286861733,0,0,5.27826086956522,0,7.71948051948052,58.687237026648,0,3,0,5.21111111111111,0,0,10.1653171390013,18.0649801587302,0,0,0,0,0,0,0,0,5.46398046398046,0,0,0,0,0,-5.07387140902873,-22.2857142857143,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,4.31372549019608,0,0,0,0,0,0,0,33.5,0,-1.59042553191489,1.9780829924021,0,7.92619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,47.21123155676,0,0,0,0,-1.85578386605784,0,0,6.26688251618871,0,0,6.78834498834499,7.10593220338983,0,2.07747223691169,8.42610837438424,0,0,0,0,0,7.62994350282486,0,0,0,0,9.36680235187698,0,0,0,0,0,16.4840153452685,0,0,0,0,0,0,-2.04583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14492753623188,0,0,0,0,0,0,0,0,4.19642857142857,0,0,0,0,0,0,-6.88571428571429,0,0,0,0
6.95016835016835,0,0,-2.9367816091954,0,10.7619607843137,3,0,38.9319209039548,0,-3.26,0,0,22.6013071895425,10.2606382978723,0,0,0,0,0,0,0,0,3.62062146892655,0,0,0,0,0,-2.14519774011299,-19.3333333333333,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,2.91666666666667,0,0.394927536231884,0.56,0,-12.5416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8.19227053140097,0,0,-5.55208333333333,0,0,0,0,44.6697502312673,0,0,0,0,0,0,5.2030487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.45833333333333,0,0,0,0,0,0,0,0,0,0.416666666666667,0,0,-7.88768115942029,0,0,0,0,0,-1,0,1.26630434782609,12.8484848484848,-6.08333333333333,0,0,0,-13.5,5.27692307692308,0,0,0,0,0,7.22527472527473,0,0,0,0,0,0,0,0,0,0
