"Place_lo","Place_hi","Payout"
"1","1","3000"
"2","2","2000"
"3","3","1500"
"4","4","1000"
"5","5","750"
"6","7","500"
"8","9","400"
"10","14","300"
"15","19","250"
"20","29","200"
"30","44","150"
"45","77","100"
"78","139","75"
