"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Corey Kluber","P","CLE","vs CWS",3.26,"Gonzalez, R 4.83","R",4.36,0,0,6.2,10.6,1.25,NA,12600,52.9,20.9,24.31,24.31,"%",32,1.9,22.1,1.8
"Ervin Santana","P","MIN","@ SF",4.27,"Moore, L 5.22","R",2.44,0,0,6.8,6.4,0.91,NA,11000,42.8,20.6,15.29,15.29,"%",33,1.4,36.25,3.3
"Tanner Roark","P","WSH","vs TEX",4.03,"Cashner, R 3.39","R",3.95,0,0,6.1,7.4,1.22,NA,8200,31.6,15.8,14.77,14.77,"%",47,1.8,9.1,1.1
"Rich Hill","P","LAD","vs CIN",3.45,"Garrett, L 7.17","L",4.15,0,0,4.3,9,1.54,NA,8100,30.6,11.6,15.21,15.21,"%",34,1.9,20.25,2.5
"Brad Peacock","P","HOU","vs LAA",3.61,"Shoemaker, R 4.12","R",2.3,0,0,2.1,13.3,0.96,NA,7900,29.8,9.4,14.18,14.18,"%",17,1.8,-5.85,NA
"Jordan Montgomery","P","NYY","vs BAL",4.15,"Bundy, R 2.93","L",3.67,0,0,5.6,8.5,1.28,NA,7600,23.6,15.5,13.23,13.23,"%",67,1.7,28.15,3.7
"German Marquez","P","COL","@ CHC",4.89,"Montgomery, L 2.21","R",4.53,0,0,5.7,8.7,1.38,NA,7500,35.9,15.3,9.98,9.98,"%",15,1.3,11.15,1.5
"Michael Wacha","P","STL","vs PHI",3.78,"Hellickson, R 4.50","R",4.67,0,0,5.4,8.8,1.39,NA,7300,29.3,13.4,13.46,13.46,"%",41,1.8,13.9,1.9
"Alex Cobb","P","TB","vs OAK",4.18,"Triggs, R 3.36","R",4.52,0,0,6.1,6.3,1.4,NA,7200,31.4,12.3,12.29,12.29,"%",22,1.7,21.9,3
"Julio Teheran","P","ATL","vs NYM",4.84,"Harvey, R 5.43","R",5.4,0,0,5.6,6.9,1.49,NA,7100,32.4,10.9,9.65,9.65,"%",0,1.4,13.3,1.9
"Matt Shoemaker","P","LAA","@ HOU",4.89,"Peacock, R 2.30","R",4.12,0,0,5.6,8.5,1.27,NA,7000,30.5,15.2,11.24,11.24,"%",37,1.6,14.95,2.1
"Matt Moore","P","SF","vs MIN",3.73,"Santana, R 2.44","L",5.22,0,0,5.8,7.1,1.48,NA,6900,36.5,10.9,12.9,12.9,"%",0,1.9,5.5,0.8
"Eric Skoglund","P","KC","@ SD",4.25,"Chacin, R 5.80","L",4.32,0,0,4.2,7.5,1.08,NA,6700,40.1,11.7,10.5,10.5,"%",0,1.6,-4.4,NA
"Dylan Bundy","P","BAL","@ NYY",5.35,"Montgomery, L 3.67","R",2.93,0,0,6.4,6.2,1.13,NA,6600,25.8,16.6,9.87,9.87,"%",52,1.5,15.3,2.3
"Brian Johnson","P","BOS","vs DET",5.11,"Zimmermann, R 5.98","L",2.57,0,0,7,9,1,NA,6500,40.2,28.1,11.78,11.78,"%",0,1.8,2.35,0.4
"Matt Harvey","P","NYM","@ ATL",4.66,"Teheran, R 5.40","R",5.43,0,0,5.6,6.8,1.45,NA,6500,27.1,10.6,8.82,8.82,"%",14,1.4,13.65,2.1
"Jhoulys Chacin","P","SD","vs KC",3.76,"Skoglund, L 4.32","R",5.8,0,0,4.9,7.9,1.41,NA,6400,42.4,10.3,14.57,14.57,"%",0,2.3,24.75,3.9
"Zach Davies","P","MIL","@ ARI",5.51,"Delgado, R 3.24","R",4.69,0,0,5.3,6.5,1.53,NA,6200,27.1,11,8.39,8.39,"%",15,1.4,13.05,2.1
"Joe Biagini","P","TOR","@ SEA",4.11,"Gaviglio, R","R",3.31,0,0,2.5,7.9,1.02,NA,6000,24.1,6.7,10.86,10.86,"%",1,1.8,15.55,2.6
"Jeremy Hellickson","P","PHI","@ STL",5.22,"Wacha, R 4.67","R",4.5,0,0,5.5,3.8,1.2,NA,5800,24.5,9.1,7.33,7.33,"%",6,1.3,10.3,1.8
"Andrew Triggs","P","OAK","@ TB",4.82,"Cobb, R 4.52","R",3.36,0,0,5.6,7.1,1.23,NA,5700,29.7,14.6,9.71,9.71,"%",32,1.7,-10.35,NA
"Paul Goldschmidt","1B","ARI","vs MIL",5.51,"Davies, R 4.69","R",0.31,0.434,0.259,0,0,0,3,5600,31.8,11.1,15.74,15.74,"%",64,2.8,12,2.1
"Jake Lamb","3B","ARI","vs MIL",5.51,"Davies, R 4.69","L",0.281,0.398,0.285,0,0,0,4,5500,31.6,10.3,15.11,15.11,"%",60,2.7,22,4
"J.D. Martinez","OF","DET","@ BOS",5.11,"Johnson, L 2.57","R",0.293,0.457,0.451,0,0,0,5,5400,38.1,11.2,13.63,13.63,"%",45,2.5,11,2
"Randall Delgado","P","ARI","vs MIL",4.49,"Davies, R 4.69","R",3.24,0,0,2.3,8.6,1.13,NA,5400,27.2,6.5,12.94,12.94,"%",0,2.4,7.85,1.5
"Charlie Blackmon","OF","COL","@ CHC",4.11,"Montgomery, L 2.21","L",0.336,0.413,0.283,0,0,0,1,5300,29.6,10.9,12.45,12.45,"%",61,2.3,18,3.4
"Mike Montgomery","P","CHC","vs COL",4.11,"Marquez, R 4.53","L",2.21,0,0,2,6.3,1.2,NA,5300,15.5,4.9,7.06,7.06,"%",14,1.3,11.4,2.2
"Aaron Judge","OF","NYY","vs BAL",5.35,"Bundy, R 2.93","R",0.33,0.463,0.345,0,0,0,3,5300,33.6,11.4,14.76,14.76,"%",59,2.8,4,0.8
"Jose Altuve","2B","HOU","vs LAA",4.89,"Shoemaker, R 4.12","R",0.327,0.399,0.204,0,0,0,2,5300,28.7,9.8,12.6,12.6,"%",59,2.4,0,NA
"Carlos Correa","SS","HOU","vs LAA",4.89,"Shoemaker, R 4.12","R",0.3,0.388,0.221,0,0,0,3,5300,28.1,9.4,13.02,13.02,"%",60,2.5,0,NA
"Ryan Zimmerman","1B","WSH","vs TEX",5.47,"Cashner, R 3.39","R",0.366,0.463,0.337,0,0,0,4,5300,31.9,10.9,14.26,14.26,"%",60,2.7,10,1.9
